Hybridization REF	TCGA-28-5211-01C-11R-1847-07
OR4M2	0.288666666666667
HPCA	-1.580625
SEC14L1	0.669625
CHFR	0.390545454545455
EMILIN1	1.5322
NDUFS4	0.1488
COL18A1	-0.3801
PDZD3	-0.172153846153846
C9orf16	-0.106
ERBB2IP	1.018
EMX2	5.9662
FUS	-1.381
TF	-2.27715384615385
CLCN4	1.0625
CXorf56	0.7056
C11orf72	-0.3635
ELAC2	-0.957466666666667
NPR1	-1.524
ASS1	-0.671222222222222
USP42	0.9637
POLR2J	-0.745333333333333
SEC23IP	-0.168875
UQCRC1	-0.5866
LOC729603	-0.7498
C1orf71	-0.9138
POLG	-2.3015
ADAM23	-0.300333333333333
TFR2	-0.9898
RICTOR	-0.115769230769231
MGC39606	1.0436
C19orf55	-0.174545454545455
SNAPC1	0.5295
GNA11	0.191727272727273
CCDC52	-0.0465
FSIP1	1.95066666666667
UPF3A	0.00710000000000001
IGSF11	1.926
LAGE3	-0.6758
CHST6	3.637
UNC13B	-0.237454545454545
TTLL4	-0.690636363636364
ZNF687	-0.2035
SDC2	0.223285714285714
COX7A2	-0.032
LAMB4	1.2766
FAM24A	-0.561666666666667
LRRTM3	1.6545
GPHB5	-0.1934
OR4C13	1.076
EIF3EIP	0.265444444444444
HABP4	0.542333333333333
TMEM125	-3.0466
CNTN2	2.90936363636364
ASNSD1	0.3862
FUT4	-0.7162
ACF	-4.102
LOC158381	0.2705
CDH8	1.0656
AGPS	-0.7475
C4orf18	3.18236363636364
PECI	1.05657142857143
UNG	-0.940636363636364
GSTP1	-0.266272727272727
DCUN1D5	-1.919
DKFZP564J0863	-1.5498
SLC9A3R1	-0.740818181818182
BCDO2	0.251363636363636
CHMP7	-0.3465
REM2	0.535
DNHD1	1.1161
FKBP4	-1.677
ZNF350	0.5094
MGC11102	-0.263909090909091
BST1	0.4256
KISS1R	-0.871666666666667
NCR2	0.552666666666667
DEFB125	-0.4455
UBE2W	0.531454545454546
KRT15	-3.80318181818182
C10orf99	0.375333333333333
SCN11A	-0.502125
GFI1	-2.1836
RDHE2	-1.35042857142857
FHL1	2.470375
OSGEP	0.7335
GATA1	-3.3425
SMC6	-0.9212
TTTY14	1.22716666666667
LPIN3	0.3016
RPL4	-1.73357142857143
RBPMS	-0.604642857142857
PRPF3	-0.453625
EMR1	-0.712
SPATA19	0.7954
XCR1	-0.232
IRX3	-1.83569230769231
RBM6	-0.066
KLF4	-1.00738461538462
UNC5CL	0.3494
SEBOX	0.509666666666667
BTK	-0.5786
KRCC1	1.4942
C6orf27	0.306666666666667
SYTL5	-1.904
PRND	0.0366
LOC653319	-0.712333333333333
PIGL	-1.10009090909091
HUS1	0.013375
SFRS6	-0.334625
C17orf77	-0.138
UIMC1	0.057125
FXYD2	-1.78338461538462
LOC283152	-0.041
ZNF667	2.2228
ZCCHC12	1.6122
TFEC	2.71861538461539
ATP7B	-1.1875
POLD2	-1.55925
RG9MTD1	-0.3992
ACOT2	-0.816375
HIST1H4I	-0.234090909090909
PPARGC1A	0.482
ETFA	-2.45657142857143
POLRMT	-0.8058
ZNF146	-0.462363636363636
MIA2	-0.990666666666667
KLHL6	-0.259125
HOXB5	0.551545454545455
NENF	0.65775
CUGBP1	-0.2542
PRSS22	-1.30125
CASC4	2.052
CUL4B	-0.0136923076923078
CENPJ	-1.01907142857143
PITX1	-2.0815
FLJ31033	0.867428571428571
CELSR3	-0.656
ZNF568	1.3656
ITSN1	0.497333333333333
EHBP1L1	-1.4495
C19orf2	-0.628
DCTN1	-0.8022
LIN28B	-2.800375
TNKS2	0.1906
C1QBP	-1.3994
CADPS2	0.1268
SRMS	-0.2216
GJA9	-0.080375
MGC24975	-0.89525
TRIM45	-0.5875
TSP50	0.8876
TCP1	-1.195
TMED7	0.214833333333333
CMA1	1.27133333333333
CENPL	-1.71475
PTCRA	1.01066666666667
FST	-4.3884
VWCE	-1.8562
PAWR	-1.0718
ABCC12	3
LDLR	-1.83246153846154
ASTN2	2.33521428571429
LOC441212	0.353909090909091
GPATCH8	-0.356833333333333
TANC2	-0.1955625
KIF4A	-2.265
C18orf18	1.119
PGM1	0.0514
KIAA0258	-0.4936
CPD	2.3832
SNCAIP	3.1242
DCT	-4.52311111111111
HLA-DOA	4.1721935483871
OR11L1	0.532333333333333
UPK1B	-0.762571428571429
DNAJB4	0.0173
UGT1A8	-1.13125
HIST1H4L	-0.713666666666667
PECR	-1.64575
HSPA2	2.5648
WFIKKN1	-0.703
SERP1	-0.7465
SYDE2	-0.404166666666667
TACR2	-0.384333333333333
NUP85	-0.635
CD177	-0.868666666666667
LGR5	-2.835375
PIGG	-0.83225
PTHR1	-0.023125
RAB5A	0.790615384615384
FLJ13224	-0.937666666666667
USP9Y	0.83125
C7orf53	0.989
LRP1B	4.1084
XAF1	2.6118
ABCG8	-1.35966666666667
ANKDD1A	0.533625
DAND5	-0.143
SPAG6	0.42025
LINCR	3.1416
ZDHHC22	0.4933
CCDC60	-0.787333333333333
THOC7	-0.934375
TCTA	1.15469230769231
OR8K3	-0.7342
NY-REN-7	-1.4312
B2M	1.8705
C6orf141	0.2045
LPPR4	6.37133333333333
SQLE	-2.53827272727273
SEPHS1	-1.8602
BTBD14B	0.450277777777778
PLRG1	-0.1756
SPG7	-0.849238095238095
ZNF614	-0.538
PARD6G	0.32925
INPP5B	-0.916538461538462
GRPEL2	-0.181
PPID	-0.647538461538462
TRIM56	0.7224
UBE2J1	0.154909090909091
IL20RA	3.1494
LOC387856	1.5966
C1orf107	0.61
UTS2R	0.0086
C19orf22	-0.1528
SAFB2	0.7558
KIAA0652	-0.3159
KLRG1	0.526625
MS4A8B	-0.031375
FRAG1	0.6406
KIAA1546	0.4908
E2F4	-1.66715384615385
CLEC4M	0.0996666666666666
BTBD14A	0.1842
KIAA0999	0.727153846153846
GYPA	-3.70942857142857
TAC1	-0.489714285714286
TRAIP	-1.660625
KIAA0232	0.279461538461538
ERCC8	-1.0753
GPX4	0.223545454545455
KIAA0368	0.2782
GPR157	-1.19425
CTAGE4	-2.027
C9orf30	-0.139875
OR52A1	-0.539
HSP90B3P	-0.6515
ALG9	-0.217538461538462
BTBD10	0.7394
SDK2	0.152666666666667
BAIAP3	0.9048
RABGGTB	-1.2268
ANKRD40	-0.231625
KRT74	0.35
CALCOCO2	0.729555555555556
SNCA	-1.1872
TMSL8	-1.48472727272727
C2orf53	0.416666666666667
ESRRB	-0.881
ARHGAP26	1.0732
TDRD9	-2.1724
HRAS	-0.695125
KLRC4	-1.523
JAGN1	-0.107
BSDC1	0.5312
RNF43	-2.81938461538462
NDUFAF1	0.2914
PHF12	0.274166666666667
OR1L3	-0.2778
FOLR2	3.3556
LYZL6	-0.1415
tcag7.1260	-0.906
WSB1	0.9275
PROS1	1.05830769230769
OSTN	0.126
PSMB8	0.805
SOCS4	-0.581909090909091
DDIT4L	6.152
MAS1	0.133666666666667
MGC34796	-1.2322
CSHL1	-0.13275
TBCCD1	-0.132625
ZBTB7C	-0.228
AP2S1	-0.702818181818182
P15RS	0.162384615384615
VAT1	0.010923076923077
SHANK3	0.806875
TUFM	-0.662625
THEG	-1.6318
KRT34	-3.0172
SGSM3	-1.6267
TOMM22	-0.4905
SOCS3	2.811
CPO	1.045
POP4	-0.2164
BHLHB3	3.383
MALL	-0.943166666666667
OR1B1	0.259
PARK2	0.80775
GPR124	0.4097
LCE1E	-1.151
RUVBL2	-1.873
CGRRF1	1.315
ACPL2	2.177
WNT10B	-1.13827272727273
BAIAP2L2	-0.803727272727273
ISCA1	0.261
C1orf125	0.972181818181818
RPAP1	-0.6202
RAI16	-0.492125
RPL27	-0.583454545454545
NLRP9	0.0756666666666667
EPN1	-0.959333333333333
LOC388610	0.2128
SLC35A1	0.647307692307692
GAL	0.6152
SLC14A2	0.0288333333333333
RDH11	1.427125
FAM138F	-0.704333333333333
AUH	0.00520000000000001
FLJ40243	0.2086
C14orf129	-0.415625
MBD2	-0.910125
ABHD14B	-0.984
PIGT	0.113545454545455
ALS2CR4	0.161818181818182
ALAS1	-0.256538461538462
FOXO1	2.921125
CRLF3	-0.785363636363636
C20orf107	-2.375
FARS2	-0.2894
CCDC28A	0.674
NPHP3	0.3372
OR13F1	0.860666666666667
TSEN54	-1.2474
DEFB106B	0.3236
OR8B4	1.319
STH	2.2576
ZC3H14	-0.593
CBX2	-0.151666666666667
TMEM49	-0.4108
C6orf21	1.09166666666667
FLJ20920	-0.695636363636364
CRTAP	-0.115736842105263
DDX50	-0.6314
STYXL1	0.2756
BLVRB	-0.724625
LOC147650	-1.04575
MMP24	0.1665
GRID1	3.278
BANF1	-0.467
CTAGEP	-0.7728
HMBS	-1.6702
SLC25A24	-1.73475
C14orf50	2.6252
MRO	3.3695
SLC25A15	-0.9914
FAM84B	-0.7075
TDP1	-0.776666666666667
C16orf78	0.38575
C11orf57	0.8062
RFK	-0.3983
ZFYVE9	0.258181818181818
STCH	-0.233384615384615
WIBG	-0.422
LOC283871	-1.266875
GBA2	-1.00321428571429
NDUFB3	0.6876
HSD17B13	-0.638166666666667
GRIN3A	1.1965
FMNL1	-1.524125
SEPT7	1.42423076923077
GNLY	4.63833333333333
GRAMD1C	2.514875
ZNF165	-1.553
USP38	1.0632
FAM83A	-3.78028571428571
C14orf24	0.340375
ARMCX3	1.9639
ARHGDIB	0.475625
AK1	0.643818181818182
KIAA1045	2.2094
DNAJB13	-0.93
NEU2	-0.18
HIST1H4B	-1.246875
FAM20B	-1.43084615384615
HES2	-0.391944444444444
FAM73B	-1.05346153846154
LOC388381	-0.7658
INTS7	-1.20957142857143
AMPH	3.16983333333333
ZNF775	-0.3024
UCKL1	-1.44025
C10orf97	-0.8242
C1orf161	-0.813333333333333
ALDH1L1	4.5338
FLJ39378	0.701545454545454
SLC23A1	-2.05466666666667
RBM4B	0.2836
THAP4	-0.13075
OGFRL1	0.8456
KIAA0831	0.211545454545455
PPP1R15A	-1.173
C1orf96	0.621842105263158
C12orf11	-1.1302
BMF	-0.588090909090909
MAN1A1	-1.27090909090909
KIAA1600	0.00287499999999999
NLGN4X	3.7398
ALOX12	-0.5125
RB1CC1	-0.193857142857143
NEIL2	1.05123076923077
EIF4E	-0.144448275862069
ABHD5	-0.886
EXOC4	0.723375
CIP29	-0.377875
BATF2	1.5692
SLC29A4	0.414818181818182
HTR4	0.553333333333333
EMB	-1.0442
TRAF6	1.2104
LMNB1	0.1102
FAM19A5	1.54454545454545
SHE	1.5795
PIK3C2B	-0.4064
C15orf15	-0.940714285714286
USP15	-0.00353846153846158
TCEAL2	4.6734
C5orf39	1.03542857142857
PTGER2	-1.5606
SLC31A1	-1.15957142857143
IFT172	0.8426
ADAM29	-0.4654
GFOD1	-0.1218
ST7L	1.05825
C15orf26	-1.376
PKN3	-2.2578
CNTD1	0.373
COMMD1	0.4232
NTRK2	4.668875
FOXN3	0.580818181818182
MFGE8	-1.05792307692308
PFKFB2	1.9145
TAS2R4	0.841
ENTHD1	1.645625
PRMT5	-1.1237
MGC16384	0.400181818181818
LOC442229	-0.2358
TSKU	-0.595090909090909
KRTCAP3	-2.468
PDLIM1	0.358769230769231
KCNS2	0.6395
RNF126	-0.951
CEP63	-0.0614
CLIC4	2.241
hCG_1990170	3.3454
ACR	1.34746153846154
KLK7	0.8932
ALOX5AP	5.183
RIPK3	1.7572
TAS2R9	-0.597333333333333
C19orf18	2.33566666666667
BIRC6	-0.455789473684211
ZNF16	-0.257
RFT1	-1.0416
SLC8A2	-0.8246
TACC1	1.33581818181818
ITGAD	0.3278
SAMHD1	1.15333333333333
SH3PXD2B	1.46923076923077
EPC2	2.4432
C20orf85	0.289444444444445
ATP13A2	-0.374
KRT4	-0.145181818181818
CAPNS1	-0.613
MDM2	0.7794375
PCDH20	4.6946
KCNK9	-0.310333333333333
OR2C1	-0.683333333333333
KLHDC3	-1.05625
IPPK	-0.0546666666666667
EFHD2	-0.7824
GALR3	-0.1576
NBEA	1.767
ABCA6	0.303307692307692
CLDN3	-3.5815
AKT2	-0.492105263157895
EGFR	1.00871428571429
RBM16	0.6762
ZDHHC3	-0.152384615384615
SLC25A4	0.414125
CYB5B	-1.22075
CPXM1	0.7028
NDRG1	1.2501875
FLJ43826	0.1574
OR5L2	0.914125
FARP2	-0.520230769230769
MRPL46	-0.6413125
LDHAL6B	0.712125
MAPKAPK3	-1.079625
NCAM2	2.5746
PRKD2	-1.683875
ZFP36L1	1.51761538461538
CYSLTR1	-0.9626
OR4C3	0.9086
HIST1H2AJ	-0.678666666666667
CCNB2	-2.58090909090909
ZNF10	0.6761
TMEM175	0.390666666666667
FAM134A	0.34525
TIGD4	0.526
PCNP	-0.39
MGC39715	0.323
LQK1	-1.8424
CREB1	0.670538461538461
TMPRSS3	-0.439
C4orf32	-1.3849
LAT	-1.62213333333333
KCNA3	0.524
SKIV2L2	-1.3848
ROPN1B	-2.7462
tcag7.23	-1.9845
CDT1	-3.7013
ZHX2	1.60218181818182
CD28	-3.624
ZNF624	0.8914
SEPT2	0.382466666666667
SOHLH2	-1.43863636363636
MCOLN3	-1.68081818181818
UNQ1945	-0.129333333333333
MASP2	-1.58133333333333
ZNRF3	0.300615384615385
GPATCH3	-0.3762
AGL	-0.183727272727273
QRICH2	-0.152666666666667
PSD4	-1.89825
CCNB1IP1	-1.5694
ENPP7	-0.3202
OBFC1	-0.8904
KCNG3	-2.3065
C14orf79	0.0374
ENPEP	4.727375
SCT	-0.138666666666667
SKI	0.553181818181818
SEC61G	2.8046
CAPN11	0.0815
ATXN7L3	-1.2898
DBNDD1	-0.929375
FAIM	0.5084
ANKRD36	0.363666666666667
GABRP	-0.632
TACSTD2	-1.854875
EIF3J	-0.4188
PPP2R2A	-0.5518
TEKT4	-1.699375
PVALB	-3.813
F10	-3.4905
FAM134C	-0.312307692307692
COMP	0.763
EFCBP1	-0.0650909090909091
SCLT1	1.9214
TAL1	-0.627461538461539
ACSL1	0.9982
ABCC5	-0.327733333333333
ABL1	-0.4942
RBBP7	-0.8829375
PTPRG	1.2841
NCOR1	-0.180846153846154
SPINK4	-0.351625
TXNRD1	-1.16907692307692
TNRC15	1.6279
C9orf138	0.492545454545455
UBE2H	0.761875
BRDT	-0.216285714285714
C8orf31	0.6938
CCNE2	-2.11435714285714
SLC6A8	-0.8906
CALCR	-3.5616
PPP1CB	1.1184
ABHD8	-0.3078
ARF5	-0.104846153846154
SLC24A4	2.3804
CCT3	-1.0842
ZNF121	0.487909090909091
SLC3A2	-1.323
OR13A1	0.167666666666667
SLC5A10	-0.8118
RAD50	-0.2641
IER5	-0.6346
MTHFD1L	-1.25618181818182
MBTPS2	-0.829
MVK	-1.59009090909091
NCL	-0.282076923076923
PSMD10	-0.4716
MOBP	1.33790909090909
FLJ32894	0.201
HRH1	3.773125
C5orf30	-0.7282
NUDT16L1	-0.100923076923077
RASGRP3	4.522375
PRKRIP1	0.474
CCDC75	1.5254
LOC253970	-0.27725
KIAA1239	0.0134
MED21	-0.5002
SYT11	4.16775
NTSR2	3.384
EGFL11	0.289
CXorf59	0.437
OR2A25	0.452166666666667
SPTBN2	-2.1352
LRMP	-0.137875
RNF111	0.9442
PTH	-1.133
LOC619208	1.70125
KIAA0895	1.2572
RANBP5	-0.4368
P2RY10	0.731875
NME5	4.79425
DDX21	-1.84033333333333
LRSAM1	-0.585666666666667
HDAC11	-1.197625
VMO1	3.008
NOLA2	-0.445
ADAR	0.0732666666666667
MTO1	-0.731875
SF4	-0.3025
P2RX1	-0.262375
HBM	3.6918
EN2	0.391666666666667
C14orf172	-0.154666666666667
TM9SF2	0.067923076923077
INHBE	-1.3205
TCTE3	0.203733333333333
TOX2	-2.1182
CTAGE3	-0.4864
HBB	6.39561538461538
MED15	-1.564625
CASR	0.5376
C6orf66	0.00374999999999999
MTPN	1.3814
UNC50	0.2732
C21orf33	0.1539
IRF2	1.1556
PGR	-3.640625
GPR84	3.8088
CROCCL1	-1.1394
SRPX	0.5688
BRE	0.732625
FGF10	0.374666666666667
SDC3	1.816875
ZRSR1	-0.353125
DKFZP434P211	-0.5074
SOX6	0.909666666666667
RPUSD2	-0.6406
C14orf173	-1.0952
MAPK11	1.5235
TBC1D22A	-1.17466666666667
FAM123A	3.68433333333333
COL4A6	-1.424125
TOMM70A	-0.5054
NAB1	-0.0117
MGC16385	0.184727272727273
TSPAN18	0.51075
MED31	1.0976
PLG	-0.207
CAPSL	0.00766666666666665
ZNF532	1.53976923076923
ASB14	-0.4846
CA8	1.207
NUDT16P	0.19425
SLFN11	2.372
LRRIQ2	-0.0424
NOL7	-0.798375
BRMS1L	-0.2131
JARID1A	0.884714285714286
PANK2	-0.2244
ICAM3	-1.0786
MDS1	0.119333333333333
TAF8	-0.0482
RNF139	0.5666
ZNF594	1.33875
ADAM8	2.44054545454545
SFTPC	0.315727272727273
MAN2B2	-0.454454545454545
RGS12	-0.0698095238095238
EIF1AY	0.9036875
LRRIQ1	0.29975
GPR150	0.0482
CCDC21	-2.413375
PRRG3	0.6252
SAA4	1.2318
RAPGEF5	1.7949
ZCCHC2	0.193875
MGC39372	0.507666666666667
PPP4R2	0.157555555555556
CDCA2	-2.12071428571429
OR4D5	0.642375
PTGFRN	1.22953846153846
SIGLEC5	2.610125
C19orf61	-0.9835
NMUR2	-0.327333333333333
KIAA1586	-0.255375
DAGLA	1.900125
CHCHD6	-0.8998
GPR32	-0.445
NEUROD6	-0.0518571428571428
SLC2A4RG	-0.6864
CA5B	0.211833333333333
FBXL3	1.2994
MPHOSPH9	-1.531
HMG2L1	0.625
HCN4	-0.528125
CEACAM19	0.1645
SH2D4B	0.375375
HFE2	-1.17
TGM4	0.3945
LYPD2	-1.3352
TBC1D15	0.175
MRPS21	-0.210461538461538
NONO	-1.05028571428571
CLEC5A	4.09709090909091
ITCH	-0.377428571428572
MGAT3	1.7325
MBP	0.8139
RPP25	-2.5494
SOSTDC1	-2.7682
HRC	-1.018
TRIM48	1.13833333333333
TMEM133	2.036
ECEL1P2	-1.3582
HOXC11	-0.911666666666667
DOK5	3.891
HELZ	0.16375
LOC348180	-1.4472
MGC33894	-0.0296
ADRB3	-0.576666666666667
DMD	1.267
PTRH2	-0.4508
MPEG1	3.38675
NDUFA12	0.284375
KRTAP2-4	-0.212866666666667
STAMBPL1	-1.140125
ADCY2	2.76525
UNQ6125	0.835
KLHL20	0.2825
SRM	-1.5068
OTC	0.9422
TMIE	4.679875
SNX8	-0.8048
LIPK	-0.5235
CHURC1	1.7266875
KLC2	0.099375
HDAC1	-1.000875
FAM128A	-0.675375
FNDC3B	0.302571428571429
MTCP1	-0.2515
WFDC10B	0.358769230769231
PCDHGB3	0.127666666666667
ATRNL1	-1.49307692307692
CAV2	1.10809090909091
MED26	-0.348125
DUS1L	-1.5484
CHRM3	0.0177
NEK9	-0.084
WARS2	0.0116
TBX22	-0.181333333333333
TOMM40	-1.4312
RP6-213H19.1	-4.655125
TUBGCP5	-0.3566
IGSF6	4.744
TPPP	0.943375
UNQ6190	0.383
GSTM5	0.848727272727273
BTD	-0.60525
PDCD1LG2	0.454375
SNRPB2	-0.66025
ERICH1	0.8134
APOA4	-1.9784
HOXA11	-0.7874
NARG1	-0.570090909090909
MKX	1.46316666666667
RAB28	-0.864666666666667
PKP3	-3.604
SH3GL2	3.39
CTSO	3.5292
RPN2	-0.3389
IL28RA	-0.222875
SFMBT1	-0.328
WDR57	-1.50981818181818
FER1L3	0.192266666666667
HSF5	0.828285714285714
TTC9B	1.3642
C4BPA	-1.018375
ALB	-5.00570588235294
SORBS3	0.633454545454545
UPF2	-0.354
JPH1	-1.40066666666667
AGBL2	2.1932
DOPEY1	1.50166666666667
TERF1	0.439375
KIF22	-1.871375
NINJ1	0.3186
SEC61A2	-0.485466666666667
HIST1H1D	-0.497875
SFXN4	-1.48163636363636
UCP3	-0.0888461538461539
ZNF703	-0.389375
MYL6B	0.558
TREM1	4.008
OR52E6	0.820666666666667
CKMT2	3.7674
HLA-C	2.8055
SLC13A3	0.705
TIMP4	3.192
SLIT2	5.219
RSF1	0.400347826086957
LONRF1	0.891166666666667
MON1A	0.6345
CACNG6	-1.3275
DPPA4	-4.134
ZSWIM3	0.2686
ZNF804A	0.325
CCIN	0.9914
SLC25A31	1.233
KCNMB4	2.3132
RABL5	1.416
GALNS	-0.213846153846154
STX6	1.1031
HIST1H1C	-0.974222222222222
CIDEB	-0.555272727272727
CASP4	1.03033333333333
PDK3	-0.410071428571429
KCNJ11	-0.855333333333333
TPR	0.1794
ZSCAN20	-1.04766666666667
MTX2	-0.6452
HIST1H2BH	-0.371
LOC283767	2.2076
LYRM7	-0.825782608695652
BRD3	-0.62325
HIST1H2BO	-0.58
MAGEB10	-0.423666666666667
SLC45A1	0.373
SERPINA3	3.86553846153846
KIAA0143	0.0918
KCNJ16	4.787
KRT79	-1.253
FABP2	-1.721
NUT	-0.01075
ZNF57	-0.264
FBXL4	-0.1464
CLEC9A	0.817666666666667
UGT8	-0.668
BMP2K	0.690166666666667
MAPK4	1.2462
SLC25A23	0.207076923076923
HINT1	-0.764571428571428
KRTAP13-1	0.356333333333333
SFXN5	1.40438461538462
CHCHD2	0.173066666666667
FAM3D	1.41666666666667
NDP	1.49963636363636
RHOBTB1	-0.466125
SLC4A4	3.40490909090909
RPL38	0.0176
HTF9C	-0.354125
AP2A2	0.561454545454545
ZBTB46	-0.579
MAP7D1	0.1068
AOX1	-0.325428571428571
CYR61	2.43105882352941
DTNA	3.78488888888889
JRKL	0.7294
TMOD3	-0.61
EEA1	1.324
ADCK5	-1.1198
IL1R1	1.764
KLK3	-0.245
HRSP12	0.8716
KTN1	0.6344
LOH11CR2A	2.27730769230769
RELL2	-1.81816666666667
MAB21L1	1.11533333333333
C20orf59	-1.41775
PHKB	0.424
ADAM2	-2.57325
TBC1D8B	0.256625
FAM13A1	0.349142857142857
LAPTM4B	-0.67525
LCN8	-0.148333333333333
TMEM147	0.268
SYT4	3.616
XPO7	-0.587
C9orf62	0.0574
GPR75	2.25366666666667
TRIM5	0.5124
APOC1	0.597375
RNASE4	-1.05525
PARD6B	-3.4639
ARID1A	-0.28575
TPD52L3	2.454
RRAGB	0.688875
RCN2	-0.086125
HIST2H2BE	-0.102476190476191
STARD7	0.6406
SHMT2	-1.4915
KIAA1751	-0.343
MLYCD	-0.8584
LOC162632	-0.234615384615385
UQCRH	-1.2936
RP11-217H1.1	0.34605
SDHA	-1.93325
NCLN	-0.924538461538462
ZNF17	0.870625
RCBTB2	0.6272
VEGFB	0.423230769230769
RP4-747L4.3	-0.5882
COLQ	0.835230769230769
MPN2	-1.39775
DRG2	-0.8884
KLRB1	6.3932
ALPK2	0.5924
DNASE2B	1.516
FLJ23834	0.17575
AXUD1	1.096375
SAFB	-0.0326153846153846
NSUN4	-0.646
RFX2	1.536
MAPK8IP1	1.739125
FANCD2	-2.23855555555556
ANKZF1	-1.973375
C19orf50	-0.4518
DUSP8	1.77009090909091
SENP5	-0.3487
NFKBIL2	-1.19766666666667
LBR	-0.9072
IGFL1	0.263333333333333
LZTS2	-1.2831
IL2RG	-1.06063636363636
CCDC51	-0.7318
KLF3	0.5298
ANKRD37	-0.2804
KCTD14	-0.478
FZR1	-0.530294117647059
SLC44A4	-2.38192307692308
ESPL1	-1.5989
GMPR2	-0.449923076923077
TBC1D19	0.106875
ERGIC1	0.274060606060606
ERBB4	0.156071428571429
TSPAN32	-0.3495625
MAP4	0.392090909090909
GPHN	0.7112
SLC6A2	-0.227818181818182
HIVEP1	1.0584
DFFB	-0.927307692307692
EIF4EBP2	-0.4611
DMRT1	0.4562
HSPB6	0.4306
IER2	0.556625
AIFM1	-0.8776
WWC2	-0.1680625
