Hybridization REF	TCGA-28-1756-01C-01R-0791-07
SLC25A24	-3.39275
C14orf50	0.5238
MRO	3.048
SLC25A15	-0.8362
FAM84B	0.241714285714286
TDP1	-1.16233333333333
C16orf78	-0.218
C11orf57	0.9231
RFK	0.2292
ZFYVE9	-1.15172727272727
STCH	0.0506923076923076
WIBG	-0.1742
LOC283871	-0.6185
GBA2	-1.04792857142857
NDUFB3	0.6016
HSD17B13	-0.558666666666667
GRIN3A	3.47875
FMNL1	-2.4055
SEPT7	0.897538461538462
GNLY	2.51833333333333
GRAMD1C	0.908625
ZNF165	-2.0022
USP38	0.5686
FAM83A	-4.056875
C14orf24	0.6608125
ARMCX3	1.8215
ARHGDIB	-1.374625
AK1	0.455363636363636
KIAA1045	4.6672
DNAJB13	-0.088
NEU2	-0.196333333333333
HIST1H4B	-0.319
FAM20B	-0.701923076923077
HES2	-0.985315789473684
FAM73B	-0.468230769230769
LOC388381	0.7642
INTS7	-1.02835714285714
AMPH	2.92416666666667
ZNF775	0.5866
UCKL1	-0.6595
C10orf97	0.2008
C1orf161	-0.3155
ALDH1L1	1.76
FLJ39378	0.997636363636364
SLC23A1	-2.14166666666667
RBM4B	0.235
THAP4	-0.09475
OGFRL1	0.8192
KIAA0831	0.862454545454545
PPP1R15A	-1.64625
C1orf96	1.09915789473684
C12orf11	-0.4434
BMF	-0.269181818181818
MAN1A1	-2.41463636363636
KIAA1600	0.8835
NLGN4X	3.0858
ALOX12	-0.712625
RB1CC1	0.744357142857143
NEIL2	1.37792307692308
EIF4E	0.494172413793103
ABHD5	-1.2172
EXOC4	-0.04725
CIP29	0.7
BATF2	0.4392
SLC29A4	0.162727272727273
HTR4	1.9695
EMB	-2.5348
TRAF6	0.336
LMNB1	-1.3218
FAM19A5	1.50763636363636
SHE	1.7044
PIK3C2B	1.6118
C15orf15	-0.546857142857143
USP15	0.289538461538461
TCEAL2	5.8186
C5orf39	-0.592142857142857
PTGER2	-3.0098
SLC31A1	-1.32852380952381
IFT172	0.1554
ADAM29	0.1346
GFOD1	2.0022
ST7L	0.986125
C15orf26	-2.8378
PKN3	-2.3426
CNTD1	0.8065
COMMD1	0.6368
NTRK2	5.511875
FOXN3	1.24463636363636
MFGE8	-0.980846153846154
PFKFB2	1.739
TAS2R4	0.4758
ENTHD1	-0.205625
PRMT5	-0.9586
MGC16384	0.393636363636364
LOC442229	-1.0658
TSKU	-1.11018181818182
KRTCAP3	-2.29445454545455
PDLIM1	-1.85053846153846
KCNS2	0.782166666666667
RNF126	-0.54625
CEP63	0.3199
CLIC4	1.1912
hCG_1990170	1.6218
ACR	1.147
KLK7	2.6816
ALOX5AP	2.12290909090909
RIPK3	1.8306
TAS2R9	-0.0413333333333333
C19orf18	2.30733333333333
BIRC6	-0.714210526315789
ZNF16	0.375
RFT1	-2.1088
SLC8A2	0.7534
TACC1	0.894
ITGAD	0.9135
SAMHD1	0.5595
SH3PXD2B	0.378076923076923
EPC2	1.6464
C20orf85	0.3309
ATP13A2	-0.468
KRT4	0.106181818181818
CAPNS1	-0.9178
MDM2	-0.088
PCDH20	3.5932
KCNK9	0.308333333333333
OR2C1	-0.149666666666667
KLHDC3	-0.70475
IPPK	-0.454333333333333
EFHD2	-0.2831
GALR3	1.649
NBEA	2.963125
ABCA6	1.577
CLDN3	-3.268
AKT2	-1.23452631578947
EGFR	0.717785714285714
RBM16	0.6851
ZDHHC3	-0.904692307692308
SLC25A4	0.867375
CYB5B	-1.74375
CPXM1	-1.9268
NDRG1	-1.6476875
FLJ43826	-0.0922
OR5L2	0.287125
FARP2	0.105615384615385
MRPL46	-0.433375
LDHAL6B	0.18125
MAPKAPK3	-1.666625
NCAM2	3.097
PRKD2	-1.40775
ZFP36L1	0.577230769230769
CYSLTR1	-0.3066
OR4C3	-0.1772
HIST1H2AJ	-1.99866666666667
CCNB2	-3.71127272727273
ZNF10	1.2297
TMEM175	0.456333333333333
FAM134A	0.544375
TIGD4	0.501
PCNP	0.4692
MGC39715	3.586
LQK1	-0.8032
CREB1	0.682538461538462
TMPRSS3	-2.99566666666667
C4orf32	-1.9677
LAT	-1.52733333333333
KCNA3	-0.400333333333333
SKIV2L2	-0.9764
ROPN1B	-3.5634
tcag7.23	-0.085
CDT1	-3.5763
ZHX2	2.02472727272727
CD28	-3.9828
ZNF624	1.2034
SEPT2	0.3604
SOHLH2	-0.0279090909090909
MCOLN3	-1.40609090909091
UNQ1945	0.394666666666667
MASP2	-1.509
ZNRF3	0.602307692307692
GPATCH3	-0.2504
AGL	0.429454545454545
QRICH2	-0.415
PSD4	-2.362875
CCNB1IP1	-0.2114
ENPP7	-0.1592
OBFC1	-1.136
KCNG3	-0.519833333333333
C14orf79	-0.166266666666667
ENPEP	0.8495
SCT	0.186666666666667
SKI	0.749
SEC61G	-0.91
CAPN11	-0.356
ATXN7L3	-1.0008
DBNDD1	-0.842625
FAIM	-0.472
ANKRD36	0.916666666666667
GABRP	-1.07066666666667
TACSTD2	-4.172875
EIF3J	-0.7958
PPP2R2A	-0.6588
TEKT4	0.819125
PVALB	-2.34975
F10	-3.3285
FAM134C	-0.239615384615385
COMP	1.0609
EFCBP1	0.445772727272727
SCLT1	2.4986
TAL1	0.468230769230769
ACSL1	-0.4112
ABCC5	0.779933333333333
ABL1	-0.43128
RBBP7	-0.069125
PTPRG	0.5766
NCOR1	-0.746923076923077
SPINK4	-2.196
TXNRD1	-1.077
TNRC15	0.9598
C9orf138	0.257727272727273
UBE2H	0.6975
BRDT	0.107625
C8orf31	1.1476
CCNE2	-2.0155
SLC6A8	-1.221
CALCR	-3.6798
PPP1CB	0.175866666666667
ABHD8	-0.4778
ARF5	-1.15207692307692
SLC24A4	2.7518
CCT3	-0.9296
ZNF121	0.416909090909091
SLC3A2	-1.78314285714286
OR13A1	0.177666666666667
SLC5A10	-0.4024
RAD50	-0.621
IER5	0.6062
MTHFD1L	-1.47863636363636
MBTPS2	-0.413
MVK	-1.21527272727273
NCL	-0.841846153846154
PSMD10	-0.0116
MOBP	3.64945454545455
FLJ32894	-0.289666666666667
HRH1	0.119375
C5orf30	0.4216
NUDT16L1	0.904076923076923
RASGRP3	4.0425
PRKRIP1	0.126923076923077
CCDC75	1.674
LOC253970	1.0704
KIAA1239	3.158
MED21	-0.0778
SYT11	4.1635
NTSR2	4.417
EGFL11	-0.404666666666667
CXorf59	0.371
OR2A25	-0.0705
SPTBN2	0.1692
LRMP	0.297875
RNF111	0.502
PTH	0.129
LOC619208	2.327125
KIAA0895	-0.4654
RANBP5	-0.7722
P2RY10	-0.916875
NME5	4.407875
DDX21	-1.35416666666667
LRSAM1	-0.708333333333333
HDAC11	-0.501875
VMO1	1.5834
NOLA2	-0.591625
ADAR	-0.4232
MTO1	-0.783375
SF4	-0.61475
P2RX1	-0.432
HBM	1.4368
EN2	1.73766666666667
C14orf172	-0.692
TM9SF2	-0.488230769230769
INHBE	-1.05675
TCTE3	0.865733333333333
TOX2	-2.7934
CTAGE3	-0.274
HBB	5.65015384615385
MED15	-1.337625
CASR	0.1308
C6orf66	-0.286
MTPN	0.1202
UNC50	0.57
C21orf33	0.306
IRF2	0.3942
PGR	-2.41975
GPR84	0.5306
CROCCL1	0.5708
SRPX	-2.2444
BRE	-0.635375
FGF10	0.06
SDC3	0.8235
ZRSR1	0.31375
DKFZP434P211	0.172
SOX6	0.808333333333333
RPUSD2	-0.935
C14orf173	-0.641533333333333
MAPK11	-0.059375
TBC1D22A	-1.11533333333333
FAM123A	5.40366666666667
COL4A6	-1.412625
TOMM70A	-0.2736
NAB1	0.5138
MGC16385	-0.148818181818182
TSPAN18	-1.58675
MED31	0.7924
PLG	0.407
CAPSL	0.839
ZNF532	2.25338461538462
ASB14	0.387333333333333
CA8	1.1774
NUDT16P	0.308
SLFN11	-1.407
LRRIQ2	1.3537
NOL7	-0.26675
BRMS1L	0.7403
JARID1A	0.788571428571428
PANK2	-0.7776
ICAM3	-2.5668
MDS1	-0.288166666666667
TAF8	-0.7468
RNF139	1.034
ZNF594	-0.89925
ADAM8	0.845363636363636
SFTPC	1.17254545454545
MAN2B2	0.0821818181818182
RGS12	1.18190476190476
EIF1AY	1.186875
LRRIQ1	0.390375
GPR150	1.951
CCDC21	-1.911875
PRRG3	0.5082
SAA4	-4.494
RAPGEF5	3.5311
ZCCHC2	0.1905
MGC39372	0.721333333333333
PPP4R2	-1.06
CDCA2	-2.87514285714286
OR4D5	-0.044625
PTGFRN	-0.274
SIGLEC5	0.9205
C19orf61	-0.922625
NMUR2	0.00133333333333333
KIAA1586	0.05525
DAGLA	2.093375
CHCHD6	0.9402
GPR32	-0.00566666666666667
NEUROD6	1.868125
SLC2A4RG	-0.99485
CA5B	0.467
FBXL3	1.1852
MPHOSPH9	-0.9098
HMG2L1	0.5414
HCN4	1.061375
CEACAM19	1.40466666666667
SH2D4B	1.070625
HFE2	-0.489333333333333
TGM4	-0.07725
LYPD2	-0.0374
TBC1D15	-0.0034
MRPS21	0.190846153846154
NONO	-1.14592857142857
CLEC5A	-0.00627272727272729
ITCH	0.551785714285714
MGAT3	1.672875
MBP	2.1263
RPP25	-2.4008
SOSTDC1	-0.0868
HRC	-1.3764
TRIM48	-0.411666666666667
TMEM133	1.053
ECEL1P2	-0.7876
HOXC11	-0.0156666666666667
DOK5	1.9962
HELZ	0.537625
LOC348180	-0.031
MGC33894	-0.2056
ADRB3	-0.111
DMD	0.7590625
PTRH2	-0.1994
MPEG1	3.278125
NDUFA12	0.493375
KRTAP2-4	0.330733333333333
STAMBPL1	-0.65375
ADCY2	2.743125
UNQ6125	-0.301
KLHL20	0.793625
SRM	-1.4992
OTC	0.6096
TMIE	2.27725
SNX8	-0.4358
LIPK	-0.441333333333333
CHURC1	-0.3614375
KLC2	0.031875
HDAC1	-1.4085
FAM128A	-0.49025
FNDC3B	-1.52857142857143
MTCP1	-0.16025
WFDC10B	0.0916923076923077
PCDHGB3	0.281666666666667
ATRNL1	2.53107692307692
CAV2	-1.12345454545455
MED26	-0.1055
DUS1L	-1.2036
CHRM3	-0.1565
NEK9	-0.920833333333333
WARS2	-0.4906
TBX22	0.303
TOMM40	-1.7122
RP6-213H19.1	-5.478
TUBGCP5	-0.8794
IGSF6	5.226
TPPP	2.57625
UNQ6190	-0.301
GSTM5	2.03381818181818
BTD	-1.011875
PDCD1LG2	-0.287375
SNRPB2	-0.16
ERICH1	0.2123
APOA4	-1.8412
HOXA11	-0.037
NARG1	-0.413181818181818
MKX	2.06366666666667
RAB28	0.349222222222222
PKP3	-4.0074
SH3GL2	5.5442
CTSO	1.571
RPN2	-0.8021
IL28RA	-0.708375
SFMBT1	-0.4908
WDR57	-1.45027272727273
FER1L3	-2.10486666666667
HSF5	-0.21025
TTC9B	3.9952
C4BPA	-3.875625
ALB	-3.75529411764706
SORBS3	-0.201272727272727
UPF2	0.345333333333333
JPH1	-0.294
AGBL2	-0.1138
DOPEY1	3.458
TERF1	0.610625
KIF22	-1.544625
NINJ1	0.2282
SEC61A2	1.84086666666667
HIST1H1D	-2.636375
SFXN4	-0.584181818181818
UCP3	0.860230769230769
ZNF703	-0.02775
MYL6B	1.1772
TREM1	0.6352
OR52E6	0.441666666666667
CKMT2	2.8976
HLA-C	1.0109
SLC13A3	-0.399125
TIMP4	3.08583333333333
SLIT2	1.9384
RSF1	0.601260869565217
LONRF1	-0.167666666666667
MON1A	0.308375
CACNG6	-0.716
DPPA4	-4.841875
ZSWIM3	1.043
ZNF804A	1.278375
CCIN	0.2604
SLC25A31	0.3748
KCNMB4	3.3038
RABL5	0.6112
GALNS	-0.271384615384615
STX6	1.2229
HIST1H1C	-2.54944444444444
CIDEB	-1.53945454545455
CASP4	-0.688222222222222
PDK3	-2.07142857142857
KCNJ11	-0.338
TPR	-0.4571
ZSCAN20	0.299333333333333
MTX2	0.103
HIST1H2BH	-2.1016
LOC283767	1.3992
LYRM7	0.499608695652174
BRD3	-0.00974999999999999
HIST1H2BO	-1.9616
MAGEB10	0.243666666666667
SLC45A1	1.7082
SERPINA3	-0.926653846153846
KIAA0143	0.5498
KCNJ16	4.854875
KRT79	-0.6224
FABP2	-0.4495
NUT	0.118
ZNF57	-0.2318
FBXL4	-0.9542
CLEC9A	3.062
UGT8	3.401625
BMP2K	0.2835
MAPK4	1.6862
SLC25A23	0.664307692307692
HINT1	0.390642857142857
KRTAP13-1	0.042
SFXN5	1.37438461538462
CHCHD2	0.425866666666667
FAM3D	0.4
NDP	2.27463636363636
RHOBTB1	-0.1255
SLC4A4	4.27772727272727
RPL38	0.7818
HTF9C	-0.66425
AP2A2	0.0508181818181819
ZBTB46	0.140333333333333
MAP7D1	0.7089
AOX1	-3.37371428571429
CYR61	-0.178411764705882
DTNA	2.25966666666667
JRKL	0.984
TMOD3	-2.2252
EEA1	0.292769230769231
ADCK5	-0.5906
IL1R1	-0.61475
KLK3	0.479578947368421
HRSP12	0.9076
KTN1	0.3106
LOH11CR2A	-0.554692307692308
RELL2	-0.954833333333333
MAB21L1	0.2215
C20orf59	-1.440125
PHKB	0.0756
ADAM2	-1.363
TBC1D8B	-0.384875
FAM13A1	0.829904761904762
LAPTM4B	-0.1874375
LCN8	0.118333333333333
TMEM147	-0.466333333333333
SYT4	6.947875
XPO7	0.0643333333333333
C9orf62	2.4458
GPR75	1.43266666666667
TRIM5	-1.576
APOC1	1.6155
RNASE4	-3.024875
PARD6B	-3.1006
ARID1A	-0.0160625
TPD52L3	0.091
RRAGB	1.597125
RCN2	0.37025
HIST2H2BE	-0.294428571428571
STARD7	0.506
SHMT2	-1.954
KIAA1751	1.200625
MLYCD	0.0171999999999999
LOC162632	0.986307692307692
UQCRH	-0.3198
RP11-217H1.1	-1.1562
SDHA	-1.888125
NCLN	-1.34869230769231
ZNF17	1.07175
RCBTB2	0.307
VEGFB	-0.278307692307692
RP4-747L4.3	0.3052
COLQ	0.859615384615385
MPN2	-0.72525
DRG2	-2.2988
KLRB1	2.7358
ALPK2	-3.6266
DNASE2B	1.3106
FLJ23834	0.550875
AXUD1	0.985125
SAFB	-0.155153846153846
NSUN4	-0.8732
RFX2	1.265
MAPK8IP1	1.473375
FANCD2	-1.77194444444444
ANKZF1	-1.39275
C19orf50	-0.8776
DUSP8	2.872
SENP5	-0.431
NFKBIL2	-1.18766666666667
LBR	-0.1083
IGFL1	-0.136333333333333
LZTS2	-0.2075
IL2RG	-2.43654545454545
CCDC51	-0.74
KLF3	-0.544
ANKRD37	-1.518
KCTD14	-1.78075
FZR1	-0.880294117647059
SLC44A4	-2.47707692307692
ESPL1	-1.4145
GMPR2	-0.969846153846154
TBC1D19	-0.36025
ERGIC1	-0.198176470588235
ERBB4	1.58892857142857
TSPAN32	-0.6776875
MAP4	-0.643454545454545
GPHN	-0.0294
SLC6A2	0.0928181818181818
HIVEP1	0.5592
DFFB	0.149230769230769
EIF4EBP2	-0.2245
DMRT1	0.161
HSPB6	-0.6004
IER2	-0.018
AIFM1	-0.6564
WWC2	-0.1873125
MRPL4	-0.8562
FLJ21062	0.325333333333333
