Hybridization REF	TCGA-12-1098-01C-01R-0524-07
UNC5CL	-1.3964
SEBOX	0.571333333333333
BTK	-0.4644
KRCC1	1.3126
C6orf27	1.408
SYTL5	-0.0416666666666667
PRND	0.300333333333333
LOC653319	-0.553
PIGL	-1.347
HUS1	0.831625
SFRS6	-0.7875625
C17orf77	0.361
UIMC1	1.038375
FXYD2	-1.16630769230769
LOC283152	-0.365
ZNF667	-0.97775
ZCCHC12	0.6028
TFEC	1.49646153846154
ATP7B	-1.552875
POLD2	-0.787375
RG9MTD1	0.3344
ACOT2	-0.271125
HIST1H4I	-0.031
PPARGC1A	2.40192307692308
ETFA	-1.99021428571429
POLRMT	-0.3802
ZNF146	-1.82390909090909
MIA2	-3.339
KLHL6	-0.1735
HOXB5	-0.815545454545455
NENF	1.60425
CUGBP1	0.5836
PRSS22	-0.87425
CASC4	0.659076923076923
CUL4B	-0.0700769230769231
CENPJ	-1.84378571428571
PITX1	-1.424375
FLJ31033	-0.182571428571429
CELSR3	0.000624999999999997
ZNF568	1.7384
ITSN1	-0.911666666666667
EHBP1L1	-2.44925
C19orf2	-1.737
DCTN1	0.4818
LIN28B	-3.27575
TNKS2	-0.6524
C1QBP	0.0986999999999999
CADPS2	1.4804
SRMS	0.1724
GJA9	0.170375
MGC24975	0.9675
TRIM45	-0.9955
TSP50	-0.2278
TCP1	-1.9612
TMED7	0.0275833333333333
CMA1	0.773333333333333
CENPL	-0.791125
PTCRA	2.76833333333333
FST	-4.0688
VWCE	-1.4208
PAWR	-3.8316
ABCC12	0.561625
LDLR	-2.57184615384615
ASTN2	3.76178571428571
LOC441212	0.427545454545455
GPATCH8	-0.012
TANC2	-0.6455625
KIF4A	-2.1476
C18orf18	0.0126
PGM1	-0.0628
KIAA0258	1.0188
CPD	-1.6927
SNCAIP	0.2888
DCT	-3.36611111111111
HLA-DOA	2.45909677419355
OR11L1	1.65566666666667
UPK1B	-0.05225
DNAJB4	-0.00160000000000001
UGT1A8	-0.4434
HIST1H4L	-3.119
PECR	-1.10775
HSPA2	3.4858
WFIKKN1	0.0596666666666667
SERP1	-0.9091
SYDE2	-1.80816666666667
TACR2	0.868
NUP85	-0.0652
CD177	-0.274333333333333
LGR5	-1.421625
PIGG	0.777
PTHR1	-0.610125
RAB5A	0.273384615384615
FLJ13224	-0.0556666666666666
USP9Y	-1.45425
C7orf53	-0.039
LRP1B	6.334
XAF1	-0.783
ABCG8	0.123666666666667
ANKDD1A	0.14525
DAND5	-0.972666666666667
SPAG6	0.61375
LINCR	-0.3668
ZDHHC22	2.7116
CCDC60	-0.013
THOC7	-2.10875
TCTA	1.55161538461538
OR8K3	1.1
NY-REN-7	-0.8558
B2M	2.252375
C6orf141	-2.2143
LPPR4	5.5765
SQLE	-1.55490909090909
SEPHS1	-0.369
BTBD14B	0.698555555555556
PLRG1	0.2572
SPG7	-0.637952380952381
ZNF614	0.467333333333333
PARD6G	-0.0586250000000001
INPP5B	-0.103769230769231
GRPEL2	-1.3759
PPID	-1.00784615384615
TRIM56	-0.9504
UBE2J1	-1.14654545454545
IL20RA	1.52
LOC387856	2.371
C1orf107	-0.40975
UTS2R	0.8358
C19orf22	0.0591999999999999
SAFB2	0.7332
KIAA0652	0.8589
KLRG1	0.686375
MS4A8B	0.068875
FRAG1	-0.0302
KIAA1546	-0.1974
E2F4	-1.12392307692308
CLEC4M	0.779777777777778
BTBD14A	2.0598
KIAA0999	1.49369230769231
GYPA	-3.29142857142857
TAC1	0.704785714285714
TRAIP	-2.32725
KIAA0232	0.741384615384615
ERCC8	-0.457
GPX4	1.36309090909091
KIAA0368	1.6505
GPR157	-0.874875
CTAGE4	-0.959
C9orf30	0.044125
OR52A1	0.582666666666667
HSP90B3P	-1.171
ALG9	-0.112307692307692
BTBD10	0.65
SDK2	0.237333333333333
BAIAP3	1.4478
RABGGTB	-0.3684
ANKRD40	0.469625
KRT74	1.33966666666667
CALCOCO2	0.121444444444444
SNCA	-2.693
TMSL8	-2.96818181818182
C2orf53	0.476333333333333
ESRRB	0.4946
ARHGAP26	1.4708
TDRD9	-2.3016
HRAS	-0.801375
KLRC4	-0.2515
JAGN1	0.789375
BSDC1	1.1712
RNF43	-2.28615384615385
NDUFAF1	0.5182
PHF12	0.621833333333333
OR1L3	-0.3658
FOLR2	2.629
LYZL6	0.369
tcag7.1260	0.549333333333333
WSB1	-0.81625
PROS1	0.899846153846154
OSTN	1.16633333333333
PSMB8	-0.3746
SOCS4	-0.800727272727273
DDIT4L	2.617
MAS1	0.266666666666667
MGC34796	0.7054
CSHL1	0.353875
TBCCD1	-0.32275
ZBTB7C	0.00366666666666667
AP2S1	-0.276545454545455
P15RS	-0.325846153846154
VAT1	-0.844384615384615
SHANK3	1.406625
TUFM	-0.221375
THEG	0.1332
KRT34	-1.996
SGSM3	-1.2082
TOMM22	-0.1103
SOCS3	1.65925
CPO	-0.150666666666667
POP4	-0.00519999999999999
BHLHB3	2.7796
MALL	-1.01516666666667
OR1B1	-0.345666666666667
PARK2	0.270555555555555
GPR124	-1.3182
LCE1E	-0.539
RUVBL2	-1.7056
CGRRF1	1.16361538461538
ACPL2	0.6772
WNT10B	-2.11818181818182
BAIAP2L2	-1.22681818181818
ISCA1	2.546
C1orf125	0.103636363636364
RPAP1	-0.1928
RAI16	-0.2405
RPL27	-0.277636363636364
NLRP9	0.334
EPN1	0.621333333333333
LOC388610	-1.7797
SLC35A1	-0.307923076923077
GAL	-5.019
SLC14A2	0.760333333333333
RDH11	0.6815
FAM138F	0.315333333333333
AUH	0.062
FLJ40243	-0.0348
C14orf129	-1.151125
MBD2	-0.927
ABHD14B	-0.2368
PIGT	0.143
ALS2CR4	0.679181818181818
ALAS1	-0.412
FOXO1	1.906125
CRLF3	-1.78172727272727
C20orf107	-0.563
FARS2	-0.297
CCDC28A	0.2118
NPHP3	-0.58
OR13F1	0.719333333333333
TSEN54	-0.732
DEFB106B	0.334
OR8B4	0.491666666666667
STH	0.2938
ZC3H14	-0.2378
CBX2	-0.118
TMEM49	-1.1562
C6orf21	1.418
FLJ20920	-0.294272727272727
CRTAP	0.806368421052632
DDX50	-0.069
STYXL1	0.0408
BLVRB	-0.73525
LOC147650	0.381
MMP24	-0.0506666666666667
GRID1	3.663375
BANF1	0.8735
CTAGEP	-0.5004
HMBS	-1.364
SLC25A24	-2.0205
C14orf50	1.9496
MRO	2.66625
SLC25A15	-1.202
FAM84B	-0.974642857142857
TDP1	-2.29333333333333
C16orf78	0.567625
C11orf57	0.023
RFK	0.7381
ZFYVE9	-0.767090909090909
STCH	-0.745307692307692
WIBG	1.4932
LOC283871	-0.34075
GBA2	0.91
NDUFB3	0.3332
HSD17B13	-0.0501666666666667
GRIN3A	0.586625
FMNL1	-1.3435
SEPT7	1.40415384615385
GNLY	0.918
GRAMD1C	0.72175
ZNF165	-2.1628
USP38	0.238
FAM83A	-3.142375
C14orf24	0.3948125
ARMCX3	0.7825
ARHGDIB	-0.8665
AK1	2.01272727272727
KIAA1045	2.9486
DNAJB13	0.206875
NEU2	-0.015
HIST1H4B	-1.569375
FAM20B	-1.48553846153846
HES2	-0.412894736842105
FAM73B	0.614461538461539
LOC388381	0.65225
INTS7	-0.785428571428571
AMPH	2.52233333333333
ZNF775	0.5524
UCKL1	-0.459625
C10orf97	-1.2498
C1orf161	-0.0876666666666667
ALDH1L1	5.7162
FLJ39378	1.621
SLC23A1	-1.429
RBM4B	1.3848
THAP4	-0.166125
OGFRL1	0.9724
KIAA0831	0.266454545454545
PPP1R15A	-0.37675
C1orf96	0.937105263157895
C12orf11	-0.2044
BMF	0.169909090909091
MAN1A1	-2.08481818181818
KIAA1600	0.29675
NLGN4X	4.4328
ALOX12	-0.337375
RB1CC1	0.223928571428572
NEIL2	0.147461538461538
EIF4E	0.919827586206897
ABHD5	0.2512
EXOC4	-0.4345
CIP29	0.577625
BATF2	1.5762
SLC29A4	0.699363636363636
HTR4	2.24083333333333
EMB	-3.0152
TRAF6	1.1728
LMNB1	-2.162
FAM19A5	1.37836363636364
SHE	0.7402
PIK3C2B	-0.1848
C15orf15	-0.214428571428571
USP15	-0.120384615384615
TCEAL2	3.6002
C5orf39	2.04614285714286
PTGER2	-2.8876
SLC31A1	-0.969238095238095
IFT172	0.8712
ADAM29	0.31
GFOD1	-0.5466
ST7L	1.616625
C15orf26	-1.9326
PKN3	-1.4678
CNTD1	-0.39425
COMMD1	-0.0702
NTRK2	6.7196875
FOXN3	0.112363636363636
MFGE8	-0.147461538461538
PFKFB2	1.91775
TAS2R4	0.1306
ENTHD1	-0.654375
PRMT5	-0.9038
MGC16384	-1.00654545454545
LOC442229	0.395
TSKU	-0.568454545454545
KRTCAP3	-2.34636363636364
PDLIM1	-0.509384615384615
KCNS2	0.4655
RNF126	0.127625
CEP63	-0.9704
CLIC4	-0.1326
hCG_1990170	-0.383
ACR	1.49369230769231
KLK7	-0.5066
ALOX5AP	3.33863636363636
RIPK3	1.998
TAS2R9	1.07766666666667
C19orf18	2.186
BIRC6	-0.114842105263158
ZNF16	1.071
RFT1	-0.9098
SLC8A2	-0.00459999999999999
TACC1	-0.868
ITGAD	0.490166666666667
SAMHD1	-0.273
SH3PXD2B	2.22492307692308
EPC2	1.5138
C20orf85	0.1487
ATP13A2	0.105
KRT4	0.795090909090909
CAPNS1	0.5008
MDM2	0.0616875
PCDH20	8.45
KCNK9	1.42766666666667
OR2C1	-0.172333333333333
KLHDC3	-0.65175
IPPK	0.517666666666667
EFHD2	-0.7999
GALR3	0.474
NBEA	2.172125
ABCA6	4.01223076923077
CLDN3	-2.371
AKT2	-0.382526315789474
EGFR	1.14592857142857
RBM16	0.6391
ZDHHC3	0.126230769230769
SLC25A4	1.05525
CYB5B	-1.6255
CPXM1	-1.6334
NDRG1	-2.5661875
FLJ43826	0.4556
OR5L2	0.68875
FARP2	0.417153846153846
MRPL46	-0.5485625
LDHAL6B	1.115625
MAPKAPK3	0.075
NCAM2	2.7218
PRKD2	-2.004625
ZFP36L1	0.139692307692308
CYSLTR1	-1.7066
OR4C3	0.5048
HIST1H2AJ	-1.47233333333333
CCNB2	-3.21909090909091
ZNF10	1.2262
TMEM175	0.571
FAM134A	1.257375
TIGD4	0.371333333333333
PCNP	-0.14
MGC39715	2.262
LQK1	-1.7386
CREB1	-0.376076923076923
TMPRSS3	-2.45766666666667
C4orf32	-3.3142
LAT	-1.99886666666667
KCNA3	0.7305
SKIV2L2	-0.2286
ROPN1B	-3.5372
tcag7.23	-0.146
CDT1	-3.2766
ZHX2	2.07
CD28	-5.146
ZNF624	0.6788
SEPT2	0.365733333333333
SOHLH2	0.884363636363636
MCOLN3	-0.8268
UNQ1945	1.80666666666667
MASP2	-0.283333333333333
ZNRF3	0.248461538461538
GPATCH3	-0.5106
AGL	-0.0437272727272727
QRICH2	-0.594
PSD4	-2.113875
CCNB1IP1	-1.4782
ENPP7	0.5136
OBFC1	-0.4294
KCNG3	-1.87116666666667
C14orf79	1.07893333333333
ENPEP	0.386125
SCT	0.974666666666667
SKI	0.000545454545454526
SEC61G	-0.5318
CAPN11	-0.0298
ATXN7L3	-0.4992
DBNDD1	1.965125
FAIM	-0.3762
ANKRD36	-1.599
GABRP	-0.464555555555556
TACSTD2	-3.5285
EIF3J	-0.7408
PPP2R2A	-1.5884
TEKT4	0.1605
PVALB	-3.568625
F10	-3.05725
FAM134C	-0.378153846153846
COMP	4.3392
EFCBP1	-1.42468181818182
SCLT1	-0.0438
TAL1	-0.306230769230769
ACSL1	0.2424
ABCC5	-0.934866666666667
ABL1	0.0243600000000001
RBBP7	0.946125
PTPRG	1.2425
NCOR1	-1.46146153846154
SPINK4	-2.17525
TXNRD1	-1.95192307692308
TNRC15	0.0922
C9orf138	0.243363636363636
UBE2H	1.0095
BRDT	0.376125
C8orf31	1.252
CCNE2	-1.738
SLC6A8	-0.4954
CALCR	-4.6596
PPP1CB	0.5648
ABHD8	1.1214
ARF5	-0.727230769230769
SLC24A4	2.1952
CCT3	-1.1248
ZNF121	-1.743
SLC3A2	0.237285714285714
OR13A1	0.93
SLC5A10	-0.3612
RAD50	-0.3011
IER5	0.0368
MTHFD1L	-1.034
MBTPS2	-0.6544
MVK	-0.485727272727273
NCL	0.290923076923077
PSMD10	-1.615
MOBP	1.347
FLJ32894	0.538666666666667
HRH1	2.311875
C5orf30	-1.038
NUDT16L1	1.30061538461538
RASGRP3	2.64125
PRKRIP1	0.475538461538462
CCDC75	0.1686
LOC253970	0.483
KIAA1239	0.5564
MED21	-0.5816
SYT11	5.20725
NTSR2	0.731333333333333
EGFL11	0.189333333333333
CXorf59	-0.457
OR2A25	0.7538
SPTBN2	-0.274
LRMP	-0.607625
RNF111	0.2372
PTH	0.719
LOC619208	2.624125
KIAA0895	0.4922
RANBP5	-1.1098
P2RY10	-1.213875
NME5	4.21025
DDX21	-1.88516666666667
LRSAM1	0.150666666666667
HDAC11	-0.255625
VMO1	3.0082
NOLA2	-0.231875
ADAR	-0.590666666666667
MTO1	-2.028375
SF4	-0.35175
P2RX1	-0.09425
HBM	0.748
EN2	1.2
C14orf172	0.490666666666667
TM9SF2	-0.761230769230769
INHBE	-0.62925
TCTE3	1.9912
TOX2	-3.1406
CTAGE3	-0.7668
HBB	6.02523076923077
MED15	0.0827500000000001
CASR	-0.0878
C6orf66	-1.515125
MTPN	-0.9587
UNC50	0.0788
C21orf33	1.3086
IRF2	1.6472
PGR	-2.309875
GPR84	2.4634
CROCCL1	-0.7642
SRPX	4.2042
BRE	0.243
FGF10	-0.112333333333333
SDC3	1.9855
ZRSR1	-0.21575
DKFZP434P211	-0.0452
SOX6	1.66466666666667
RPUSD2	-0.2128
C14orf173	-0.111666666666667
MAPK11	0.402375
TBC1D22A	-0.628333333333333
FAM123A	2.43366666666667
COL4A6	-2.470125
TOMM70A	-0.6732
NAB1	0.0684
MGC16385	-1.44481818181818
TSPAN18	-1.047
MED31	0.5138
PLG	0.556
CAPSL	0.07
ZNF532	1.757
ASB14	0.329166666666667
CA8	0.2466
NUDT16P	0.17075
SLFN11	-2.7305
LRRIQ2	-0.5855
NOL7	-0.924875
BRMS1L	-0.8094
JARID1A	-0.274428571428571
PANK2	-0.8118
ICAM3	-0.2382
MDS1	0.5595
TAF8	-1.2892
RNF139	0.4086
ZNF594	-0.47575
ADAM8	-0.725818181818182
SFTPC	0.786
MAN2B2	0.707545454545455
RGS12	0.605476190476191
EIF1AY	-4.5088
LRRIQ1	-1.30375
GPR150	0.8438
CCDC21	-1.641375
PRRG3	0.4272
SAA4	-4.0246
RAPGEF5	-0.9517
ZCCHC2	-1.6958
MGC39372	-0.48
PPP4R2	-1.80766666666667
CDCA2	-2.37785714285714
OR4D5	0.741125
PTGFRN	1.69669230769231
SIGLEC5	1.72925
C19orf61	-0.079
NMUR2	0.563333333333333
KIAA1586	-2.423125
DAGLA	0.1615
CHCHD6	-0.1872
GPR32	0.373
NEUROD6	0.721285714285714
SLC2A4RG	-0.51825
CA5B	0.800833333333333
FBXL3	0.6326
MPHOSPH9	-0.86
HMG2L1	0.167
HCN4	0.570625
CEACAM19	0.5305
SH2D4B	0.37225
HFE2	-0.92
TGM4	0.412125
LYPD2	0.3412
TBC1D15	0.6164
MRPS21	0.973692307692308
NONO	-1.12714285714286
CLEC5A	2.64
ITCH	0.265071428571429
MGAT3	0.188875
MBP	0.5605
RPP25	-3.0672
SOSTDC1	-2.824
HRC	-0.1724
TRIM48	0.667666666666667
TMEM133	2.7342
ECEL1P2	-0.4108
HOXC11	-0.486666666666667
DOK5	4.0222
HELZ	0.836625
LOC348180	-0.2884
MGC33894	0.9448
ADRB3	0.862
DMD	0.7945
PTRH2	-0.0454
MPEG1	2.1515
NDUFA12	0.66
KRTAP2-4	0.888266666666667
STAMBPL1	-0.594
ADCY2	3.231875
UNQ6125	-0.208666666666667
KLHL20	0.740625
SRM	-1.3564
OTC	1.1936
TMIE	1.2175
SNX8	1.2244
LIPK	0.992
CHURC1	-0.085125
KLC2	0.754375
HDAC1	-0.079
FAM128A	-1.062875
FNDC3B	-1.23535714285714
MTCP1	0.064
WFDC10B	0.825769230769231
PCDHGB3	0.276333333333333
ATRNL1	0.459153846153846
CAV2	-1.35209090909091
MED26	0.29325
DUS1L	-0.8958
CHRM3	-1.276
NEK9	-0.210666666666667
WARS2	-0.023
TBX22	0.777666666666667
TOMM40	-0.9308
RP6-213H19.1	-5.806375
TUBGCP5	-0.039
IGSF6	4.3694
TPPP	0.703125
UNQ6190	0.498
GSTM5	1.31545454545455
BTD	-0.95975
PDCD1LG2	-0.270571428571429
SNRPB2	-0.587125
ERICH1	-1.2555
APOA4	-0.7931
HOXA11	-1.778
NARG1	-0.735545454545455
MKX	0.054
RAB28	0.654444444444445
PKP3	-3.8164
SH3GL2	-0.8942
CTSO	2.1628
RPN2	0.01655
IL28RA	0.082375
SFMBT1	0.3814
WDR57	-0.975090909090909
FER1L3	-1.1686
HSF5	0.4185
TTC9B	4.274
C4BPA	-2.74425
ALB	-4.10176470588235
SORBS3	0.449272727272727
UPF2	-0.392666666666667
JPH1	-1.30933333333333
AGBL2	-0.0252
DOPEY1	1.82833333333333
TERF1	-0.0893125
KIF22	-1.029
NINJ1	2.0226
SEC61A2	0.862733333333333
HIST1H1D	-1.2475
SFXN4	-0.105
UCP3	0.935615384615385
ZNF703	0.688625
MYL6B	1.9148
TREM1	2.5128
OR52E6	0.709333333333333
CKMT2	1.482
HLA-C	1.9969
SLC13A3	-0.704
TIMP4	4.62916666666667
SLIT2	0.1294
RSF1	-0.369086956521739
LONRF1	-0.523888888888889
MON1A	0.6365
CACNG6	0.6
DPPA4	-4.81
ZSWIM3	0.6854
ZNF804A	0.4345
CCIN	0.7834
SLC25A31	1.1682
KCNMB4	4.0916
RABL5	1.4347
GALNS	1.13784615384615
STX6	0.2776
HIST1H1C	-0.475777777777778
CIDEB	-0.408090909090909
CASP4	-0.0655555555555556
PDK3	-0.705
KCNJ11	0.958666666666667
TPR	-0.8523
ZSCAN20	-0.193
MTX2	-0.8148
HIST1H2BH	-0.2196
LOC283767	1.727
LYRM7	-1.39169565217391
BRD3	-0.540875
HIST1H2BO	-0.563
MAGEB10	0.5485
SLC45A1	0.9084
SERPINA3	1.36092307692308
KIAA0143	0.5186
KCNJ16	7.229
KRT79	-0.2048
FABP2	-0.740666666666667
NUT	-0.8215
ZNF57	-0.3276
FBXL4	-1.7835
CLEC9A	2.24166666666667
UGT8	1.03075
BMP2K	0.0838333333333333
MAPK4	3.2656
SLC25A23	0.919615384615385
HINT1	0.452
KRTAP13-1	0.719
SFXN5	1.60307692307692
CHCHD2	1.53713333333333
FAM3D	1.36333333333333
NDP	2.18181818181818
RHOBTB1	-1.09425
SLC4A4	5.63745454545455
RPL38	1.5396
HTF9C	-0.397625
AP2A2	1.19590909090909
ZBTB46	0.018
MAP7D1	0.5405
AOX1	-2.527
CYR61	-1.27147058823529
DTNA	2.02783333333333
JRKL	-0.4118
TMOD3	-2.3544
EEA1	1.00892307692308
ADCK5	-0.698
IL1R1	-0.781875
KLK3	0.753421052631579
HRSP12	1.3504
KTN1	-0.633
LOH11CR2A	1.97761538461538
RELL2	-0.842833333333333
MAB21L1	2.1145
C20orf59	0.348625
PHKB	-0.2676
ADAM2	-0.998428571428571
TBC1D8B	-0.309875
FAM13A1	0.00961904761904768
LAPTM4B	-1.125875
LCN8	0.869
TMEM147	0.446
SYT4	5.304875
XPO7	-2.811
C9orf62	0.9126
GPR75	1.72866666666667
TRIM5	-0.7809
APOC1	2.5065
RNASE4	-0.97525
PARD6B	-4.7965
ARID1A	-0.628375
TPD52L3	0.618
RRAGB	0.6395
RCN2	0.237625
HIST2H2BE	1.74685714285714
STARD7	0.2828
SHMT2	0.763
KIAA1751	0.38475
MLYCD	-0.3922
LOC162632	-0.296769230769231
UQCRH	-0.2202
RP11-217H1.1	-0.1818
SDHA	-2.559
NCLN	0.0062307692307692
ZNF17	0.6645
RCBTB2	0.4236
VEGFB	0.476384615384615
RP4-747L4.3	-2.0892
COLQ	0.343230769230769
MPN2	-0.996
DRG2	-0.142
KLRB1	3.4958
ALPK2	-3.4
DNASE2B	1.7212
FLJ23834	-1.086
AXUD1	0.793
SAFB	-0.879461538461538
NSUN4	0.127
RFX2	2.43075
MAPK8IP1	1.906
FANCD2	-1.78633333333333
ANKZF1	-1.281125
C19orf50	-0.0727999999999999
DUSP8	0.513181818181818
SENP5	-1.4527
NFKBIL2	-0.1965
LBR	-0.2515
IGFL1	0.555
LZTS2	-1.0294
IL2RG	-1.01918181818182
CCDC51	-0.4296
KLF3	0.4699
ANKRD37	-1.2598
KCTD14	-1.06375
FZR1	0.0182941176470588
SLC44A4	-1.93807692307692
ESPL1	-1.5226
GMPR2	-1.20276923076923
TBC1D19	-0.058375
ERGIC1	2.09147058823529
ERBB4	0.88
TSPAN32	0.5124375
MAP4	0.295636363636364
GPHN	-0.5218
SLC6A2	0.660363636363636
HIVEP1	-0.1346
DFFB	-0.125
EIF4EBP2	0.3708
DMRT1	0.8888
HSPB6	0.9842
IER2	-1.1695
AIFM1	-0.042
WWC2	-0.5085
MRPL4	0.018
FLJ21062	0.382777777777778
EPB41L4A	1.7245625
SH2D6	0.788
TAF4B	-1.5634
GAL3ST3	0.797333333333333
MALT1	-1.366875
RTDR1	3.2196
ARVCF	0.6763
