name	TCGA-DB-5281	TCGA-E1-5304	TCGA-CS-4944	TCGA-DB-5274	TCGA-DH-5140	TCGA-E1-5311	TCGA-CS-5390	TCGA-DB-5275	TCGA-DH-5141	TCGA-E1-5318
CHD9	0.228714285714	0.845	-0.11680952381	1.31361904762	0.723142857143	0.629238095238	0.940666666667	0.844571428571	1.10004761905	1.04466666667
STK16	-1.2532	-0.5268	-0.7334	-0.6826	-0.356	-0.446	-0.2018	0.138	-0.728	-0.9886
KIAA1486	-0.0173333333333	0.226	0.472666666667	0.575666666667	0.423	-0.0986666666667	1.00533333333	0.464333333333	0.611666666667	0.197333333333
TOB2	1.488375	0.391	1.5493125	1.12325	0.6531875	1.449125	0.8959375	1.6530625	1.88675	1.6545625
BANK1	1.4868	0.0922	0.8696	1.3668	0.6144	1.1312	0.9632	0.4972	1.0478	2.271
OR2V2	0.4508	0.2688	0.3254	0.7782	0.4936	0.4772	0.4342	0.3296	0.3874	0.4528
GRM2	0.36125	0.28725	0.43925	0.472571428571	0.40475	0.545375	0.343	0.266875	0.4935	0.16525
PROSC	1.1837	0.364	1.1479	0.7131	0.7412	0.8861	1.2179	0.8008	1.3258	0.7938
SPIN2B	0.4456	0.3632	0.9126	0.437	0.4556	1.2238	1.355	0.2434	1.1934	1.2212
PIR	-2.61172727273	-3.25436363636	-1.096	-2.12509090909	-2.92436363636	-2.35554545455	-2.107	-2.68781818182	-2.14363636364	-4.06418181818
IPO9	-0.0207857142857	0.273428571429	-0.148928571429	-0.0720714285714	0.289928571429	-0.710285714286	0.0783571428571	0.159428571429	-0.184857142857	-0.0496428571429
EVC	-1.86675	-0.845375	-0.79	-1.733375	-0.47325	-1.699875	-1.914625	-1.414375	-1.347375	-2.226375
CXCL13	0.4225	0.086125	0.4665	2.6	1.08275	0.571625	2.96025	1.486	0.21625	0.124625
KIAA1199	-0.497307692308	-3.34776923077	-0.974230769231	-0.298538461538	-0.459076923077	-0.454076923077	-0.100923076923	-0.862461538462	-0.80175	-2.06130769231
SORL1	3.002	1.5248	4.0836	1.7218	2.0324	2.1142	1.6728	3.1674	3.672	2.3408
NAT10	-0.627	-0.9342	-0.2146	-0.5756	-0.5796	-0.6068	-0.533	-0.4134	-1.2218	-0.5688
CHD1	-1.5706	-0.6268	-2.032	-1.0658	-1.0044	-1.403	-1.1548	-1.0186	-1.376	-1.0182
SYN3	1.359	0.4386	2.3738	1.4626	1.665	1.9816	1.2852	2.249	1.6404	0.7916
SLC22A2	-0.336	-0.469	-0.074	-0.2444	0.4848	-0.1804	-0.411	-0.399	-0.23725	-0.3294
SERPINF1	-2.253125	-3.830125	-2.257125	-3.04625	-2.256375	-2.491375	-3.0425	-3.488125	-3.665125	-3.806875
WDR34	-1.595	-1.2676	-1.0554	-1.5722	-0.6196	-2.0488	-1.61	-1.4758	-1.4898	-1.8976
OR7A17	0.2394	0.2976	0.5408	0.4404	0.2992	0.2706	0.3552	0.2632	0.055	0.3832
C9orf11	0.246	0.081	1.113	0.052	-0.208	0.275666666667	0.294666666667	0.639333333333	0.641666666667	0.252
RNF216L	-0.585083333333	-0.01725	-0.2545	-0.04575	0.306333333333	-0.18925	-0.391083333333	0.102	0.353916666667	0.136583333333
LHB	0.004	0.113666666667	0.327333333333	-0.0793333333333	-0.119	-0.0666666666667	-0.16	0.0586666666667	0.130666666667	0.00666666666667
STK25	0.1533	0.045	0.5544	0.3651	0.8877	0.5008	0.489	0.7242	0.5839	0.329
TAOK3	2.1318	1.4853	1.8052	2.5508	2.6024	2.6745	2.3653	2.8785	2.3802	2.2343
LOC152573	-0.5668	-2.492	-1.9754	-0.1892	0.1556	-0.6022	-0.693	-0.8722	-0.7338	-1.3804
C3orf39	2.3863	1.7694	2.0768	1.8734	2.2631	2.1666	2.0889	1.7506	2.6664	3.1082
C14orf108	1.00061538462	1.15223076923	0.375076923077	0.898230769231	0.153461538462	0.948	0.764923076923	0.404461538462	0.776076923077	0.685692307692
CDC25B	-1.01107142857	-0.2995	-1.23235714286	-0.797428571429	-0.741857142857	0.0838571428571	-0.637	-0.3925	-0.319714285714	-1.07521428571
BMP3	0.428666666667	0.314666666667	0.063	0.302333333333	0.442	0.385666666667	0.661333333333	0.367333333333	0.1305	-0.366333333333
TMEM180	0.492333333333	0.068	1.05633333333	0.433666666667	0.407	0.655	0.470666666667	0.466333333333	0.571	0.574666666667
MAP1LC3C	0.3798	0.2034	0.2406	0.194	0.6786	1.2132	0.4154	-0.1436	0.4518	0.09
CRYGC	-0.613	-0.0963333333333	-0.3465	-0.422333333333	-0.348333333333	-0.578333333333	-0.581666666667	-0.515666666667	-0.54	-0.584
POU3F1	0.243153846154	0.760230769231	-0.0133076923077	0.166846153846	1.24676923077	0.17	0.150692307692	0.928769230769	0.614076923077	0.282538461538
C20orf32	-0.784333333333	-0.889333333333	-0.967333333333	-0.974	-1.09766666667	-0.909333333333	-1.136	-0.800333333333	-1.11333333333	-1.018
CCDC95	-0.171	0.0125	-0.093	-0.268	0.2085	-0.188	-0.299	0.241	0.0495	-0.239
HIGD1B	4.8654	4.0964	5.9646	5.5866	3.9576	5.5014	5.4028	4.3804	5.7032	6.0082
USP6NL	0.1687	0.2699	-0.4732	0.1787	-0.0718	-0.1504	-0.316	-0.4645	-0.3897	0.0448
ABCD4	0.204	-0.25375	-0.2915	0.5365	0.162	0.467125	0.404375	0.865375	0.252	-0.062875
DIMT1L	0.511625	0.2556875	0.3498125	0.649125	-0.26325	0.4098125	0.4254375	0.4045625	0.2333125	0.6993125
TEK	1.19172727273	-0.0890909090909	1.10463636364	2.03745454545	3.02727272727	1.76172727273	1.59718181818	2.35872727273	1.77581818182	2.02172727273
SLC25A46	-0.5968	-1.0528	-0.7106	0.2276	-1.1526	0.2484	0.0036	-0.6282	-0.19	0.028
LARP7	-1.5485	-1.12121428571	-1.05021428571	-1.64871428571	-1.32564285714	-1.991	-1.246	-1.28114285714	-1.154	-1.3515
CD160	-0.254875	0.1935	0.06425	0.282625	0.089875	0.09675	0.083375	-0.09475	0.119875	0.027125
MT1JP	0.890714285714	-0.309428571429	1.11185714286	1.24185714286	1.804	1.23485714286	0.449714285714	0.932571428571	1.44542857143	0.502428571429
PHF20	0.018380952381	-0.143761904762	-0.334476190476	-0.219142857143	-0.0566666666667	-0.292285714286	-0.0109047619048	-0.133666666667	-0.315666666667	-0.055619047619
CPNE4	2.9274	-0.3476	0.8342	2.517	1.8026	3.374	2.6464	0.5272	2.4072	1.1894
GTPBP1	0.175894736842	-0.193578947368	0.295947368421	0.137947368421	0.174	0.176157894737	0.126947368421	-0.00642105263158	0.481842105263	0.289578947368
RAB33B	0.216125	-0.77125	0.6265	0.296	1.466375	0.666375	0.509	-0.19675	0.55075	0.816625
ALDOC	2.841	0.0701818181818	3.576	2.16736363636	2.95063636364	3.50172727273	2.26090909091	4.03318181818	3.646	0.825363636364
ZNF212	0.4442	0.4698	0.0056	0.0536	0.2528	-0.0894	-0.119	0.4258	-0.1974	-0.1346
NUDT1	-0.59	0.68775	-0.574625	-0.284	-0.10775	-0.55425	-0.654875	-0.488625	-0.3575	-0.52775
RFPL2	0.8775	1.1145	0.279166666667	1.26416666667	0.767	1.35266666667	2.50483333333	0.0661666666667	-1.2175	0.7335
ZNF83	-0.3845	-0.090375	-1.2235	-0.534625	-0.083125	-1.052	-0.561625	-0.42425	-1.7225	-1.68625
GDPD5	-0.431	-1.8231	-1.0906	-1.5355	-1.2286	-0.8562	-1.4627	-1.4117	-1.3228	-0.5789
PDCD4	0.793653846154	0.538384615385	1.32165384615	0.783076923077	2.41673076923	0.913769230769	1.11238461538	0.533192307692	1.30957692308	1.32673076923
CEP350	0.3906	0.2622	0.1386	0.2268	0.5862	0.588	-0.096	0.799	0.083	0.2772
OR10A2	-0.0998	-0.2616	0.0864	0.3866	0.0298	0.1328	0.2596	-0.0778	0.5146	0.2714
CST7	-0.8086	-1.16625	-0.5634	-0.8134	-0.7162	-1.2836	-1.5294	-0.986	-1.2856	-0.9072
CIAO1	-1.319	-0.6762	-1.1074	-0.8918	-1.3752	-1.2936	-1.3194	-1.5718	-1.6612	-1.3442
SELL	0.452	0.0895454545455	3.96163636364	3.02190909091	0.155545454545	0.832	1.79390909091	2.71563636364	2.623	0.528727272727
OR8J3	0.356	0.717333333333	0.109666666667	-0.277333333333	-0.0353333333333	0.579333333333	0.125	0.503666666667	-0.296666666667	0.0846666666667
LTBP4	0.674	0.064875	2.3765	-0.732	0.110875	-0.6375	-0.409875	-0.367625	-0.794875	-0.475
SIRT6	-0.1378	0.414	-0.2314	0.3416	0.512	0.1934	0.0452	0.4652	0.349	0.3816
CCL19	3.6892	3.0162	2.7096	3.9202	3.5034	3.1548	3.3556	2.5926	4.881	0.057
PPIL1	-0.0225	-0.02625	-0.104125	-0.126875	-0.11025	-0.873125	-0.050875	0.16225	-0.200375	-0.063
GBP7	0.646125	0.15875	0.45	0.66325	1.227	0.98325	0.6815	2.677375	0.937875	0.152375
STK17A	0.0553846153846	0.628923076923	0.418307692308	0.364461538462	0.430230769231	0.245923076923	0.380076923077	0.0519230769231	0.406538461538	0.0956923076923
ABR	2.785	1.8328	3.2682	1.7096	2.3044	2.3128	2.5394	2.3664	2.1264	0.7944
OR9G1	-0.327	-0.2005	0.3105	-0.2105	0.011	0.587	-0.168	-0.7825	-0.7185	0.1865
FOXE1	-0.2321	-0.1042	-0.0201	-0.5581	-0.3968	-0.4986	-0.436444444444	0.3272	-0.4655	-0.4372
CNGA3	0.654333333333	0.957666666667	3.08833333333	2.01666666667	3.58633333333	2.64466666667	2.74566666667	3.679	2.198	1.76133333333
GML	0.214	0.354333333333	0.249	0.306333333333	0.234333333333	-0.111666666667	0.368	-0.0266666666667	0.247	0.414
CD38	-0.5214	-2.1904	-0.9028	-1.0814	-1.4204	-1.069	-1.4552	-0.424	-0.872	-3.962
ZDHHC6	-0.10925	-0.18	-0.24775	-0.3085	-0.234625	0.101625	-0.187875	0.08775	-0.108	-0.358625
NEFH	2.5876	-2.6824	-1.3096	-2.0764	-0.964	1.3452	0.2296	-0.1152	-2.526	-3.3266
CTDSP2	0.6815625	0.70875	0.6141875	0.6066875	1.1096875	0.8471875	0.4383125	0.40075	0.204375	1.08375
PGBD5	2.02488888889	0.473444444444	1.97477777778	2.40633333333	2.05522222222	2.78577777778	2.66177777778	2.04111111111	2.82933333333	2.49666666667
CCNY	0.739555555556	0.814111111111	0.853722222222	0.571833333333	0.314611111111	0.577222222222	0.694777777778	0.976333333333	0.884777777778	0.705166666667
RMND5B	0.0208125	-0.144625	0.4110625	0.5884375	-0.3558125	0.3063125	0.527	0.441625	0.7551875	0.70475
ZNF257	-2.5706	0.5022	-1.7556	-0.255	-0.7536	-1.1966	-2.3746	-3.12	-0.9614	-0.7128
FLJ22167	1.0061	1.1562	1.8096	0.7708	1.0558	1.3085	1.1345	1.0323	1.2501	0.9104
EXOSC7	-0.087625	-0.360125	0.0915	-0.434	-0.847875	-0.482375	-0.04125	-0.659125	0.217625	-0.042375
ROR2	-0.9599	-0.6693	-0.3906	-1.0257	-0.6585	-1.1564	-0.9515	-1.3118	-0.986333333333	-0.9158
MAOA	1.86345454545	-0.731909090909	2.64672727273	1.96463636364	2.51754545455	2.95372727273	0.858272727273	2.09490909091	2.18245454545	1.72618181818
TNNT3	0.01025	-0.0775	0.1835	-0.05925	-0.11725	0.124875	-0.31475	-0.192	-0.33475	0.20125
GYPC	-1.06066666667	-2.28316666667	-0.221833333333	-1.717	-0.647333333333	-1.78033333333	-1.94183333333	-1.3475	-1.45583333333	-1.63566666667
C7orf33	-0.222	-0.439333333333	-0.586666666667	0.232666666667	0.0593333333333	-0.112	0.00866666666667	0.0503333333333	0.270666666667	-0.0406666666667
PLIN	0.909375	0.700375	3.858625	0.569	0.09375	0.827625	0.298875	0.962125	1.9505	0.2905
LOC90826	0.0992	0.1024	-0.329	0.1756	0.0194	0.0076	0.0642	-0.4142	-0.0444	-0.209
RNF4	0.288	0.266769230769	-0.215153846154	-0.0316153846154	0.0727692307692	-0.112384615385	-0.108384615385	0.123769230769	-0.136	0.204384615385
F8A1	0.335875	0.927	-0.09275	0.6625	0.483125	0.122625	0.197	0.593125	-0.29625	-0.076375
PLEKHG4	-2.2166	-5.065	-4.5436	-3.6634	-3.8216	-4.3402	-3.9076	-2.7114	-3.9166	-4.8222
GRB2	0.409259259259	0.196814814815	0.162111111111	-0.0575555555556	0.78762962963	0.247259259259	0.157925925926	0.436851851852	0.0782962962963	-0.109518518519
HIST1H2AD	-2.4094	-1.8144	-0.9678	-2.9618	-2.502	-1.7222	-2.3372	-1.8314	-2.8034	-1.997
DUS3L	0.085	-0.015875	-0.588125	0.173	0.24325	-0.195875	0.438125	-0.138875	0.082875	0.209
EIF1	-0.032125	-0.17675	-0.04025	-0.2035	-0.397375	0.11525	-0.020375	-0.057	-0.16275	-0.493
RP5-1077B9.4	-0.174666666667	0.171111111111	-0.471	-1.08477777778	0.490333333333	-0.837666666667	-1.11911111111	0.334888888889	-1.22366666667	-1.02922222222
FPGT	0.1272	1.4804	1.3566	-0.2942	0.7124	-0.0414	-0.5164	0.3808	-0.0192	-0.371
GDF10	2.565	-0.243875	5.162125	1.363875	2.5995	4.0525	1.897875	4.486	3.09725	0.922875
COQ9	0.035	0.2726	0.6464	0.2408	0.148	0.63	0.3208	0.2994	1.055	0.453
GCC2	0.0307222222222	-0.0749444444444	-0.568722222222	-0.167055555556	0.0175555555556	0.0724444444444	-0.422055555556	0.0308888888889	-0.518055555556	-0.304555555556
RARRES3	1.03418181818	0.486545454545	3.10472727273	0.962272727273	0.789545454545	0.115272727273	0.678727272727	1.51136363636	1.91636363636	-0.315272727273
PLXNA1	-0.2945	0.244285714286	-0.467785714286	0.130142857143	0.551	-0.015	-0.0535714285714	-0.172428571429	-0.487071428571	0.0776428571429
KIAA0100	0.00842857142857	0.293071428571	0.219285714286	-0.133142857143	0.119785714286	-0.279642857143	-0.317428571429	0.241285714286	0.105	0.285714285714
PMF1	-0.3568	0.5704	-0.0756	-0.3094	-0.1454	-0.4588	-0.0544	-0.4556	0.1542	-0.0028
FNDC1	0.8658	0.4508	-0.0546	0.4824	3.026	0.7624	0.6406	0.611	1.0432	0.3918
HS2ST1	0.2560625	0.5145625	0.8481875	-0.3065	0.318625	-0.5826875	-0.7255	0.011375	-0.3169375	-0.313625
CRELD2	-0.1336	-0.9308	0.7872	-0.4288	0.25	-0.5656	-0.1866	0.2528	-0.039	-0.2962
C8G	-1.413	-1.87066666667	-1.85333333333	-1.74033333333	-2.17	-2.09533333333	-1.958	-1.389	-2.23	-2.413
CD82	1.4764	0.7064	1.952	2.2992	-0.6772	1.3616	1.5906	0.824	1.2898	1.2736
LIM2	-0.786333333333	-0.722	-0.559333333333	-1.09033333333	-0.994333333333	-0.753666666667	-1.104	-1.098	-0.662333333333	-0.596333333333
UNQ6490	0.696333333333	0.143	-0.1365	0.373666666667	0.249666666667	0.0163333333333	0.573333333333	0.295666666667	0.478666666667	0.0516666666667
MMP16	1.74966666667	2.29033333333	0.882666666667	2.02433333333	0.914833333333	1.6375	1.56833333333	1.32916666667	1.156	1.92516666667
DRD3	-0.288	-0.0771666666667	0.0798333333333	0.130166666667	-0.278666666667	0.00933333333333	-0.0961666666667	-0.0435	-0.2375	0.0791666666667
C5orf26	0.19	0.2222	-0.1422	1.431	-0.2924	1.6368	1.6186	0.4948	0.3516	0.9594
C11orf73	0.1065	0.3561	0.1559	0.3392	-0.1573	0.5048	0.1596	0.318	0.3341	0.2485
PTP4A2	-0.505	-0.0321	-0.2295	-1.0862	-0.5417	-1.717	-1.0377	-0.0994	-0.6786	-1.7585
OR4M2	0.531333333333	0.147666666667	0.467	1.03166666667	0.115333333333	0.107	0.513666666667	0.333666666667	0.538666666667	0.103666666667
HPCA	-0.121125	-1.5695	-0.485375	-1.279625	-0.432125	0.042375	-0.68475	-0.595	-0.7285	-1.121875
SEC14L1	0.699875	0.131125	1.24425	0.90225	0.1215	1.449625	1.167	0.223375	1.59175	0.793375
CHFR	-0.214363636364	-0.580636363636	-1.03045454545	-0.135818181818	-0.0491818181818	-0.323818181818	-0.598454545455	-0.232545454545	-0.570909090909	-0.473363636364
EMILIN1	0.4243	0.4509	0.5847	0.1711	-0.1205	-0.4167	-0.0875	-0.2604	0.1651	-0.4707
NDUFS4	-0.2092	-1.6552	-0.4946	0.0632	-0.6234	0.2098	-0.0014	-0.1842	0.1372	0.5408
COL18A1	-1.0145	-2.4353	-2.0914	-1.1842	-1.6412	-1.9448	-1.9124	-1.7977	-1.1936	-0.6875
PDZD3	0.0241538461538	0.155615384615	0.276846153846	0.156	0.167692307692	0.114615384615	-0.0523076923077	0.0448461538462	-0.0953076923077	0.175615384615
C9orf16	0.17	-0.165375	-0.19825	-0.34575	-0.354125	0.003875	-0.115	-0.321625	-0.192375	-0.432125
ERBB2IP	0.672	-0.349142857143	2.56328571429	0.336571428571	0.212857142857	0.207857142857	-0.165571428571	1.21028571429	0.809857142857	0.992857142857
EMX2	6.1324	3.0046	5.5982	5.05	3.2436	6.532	5.217	4.98	5.873	3.251
FUS	-0.3572	-0.0828	-0.6408	-0.0416	0.21	-0.4972	0.374	-0.151	-0.1748	-0.1502
TF	-1.93646153846	-1.49353846154	0.0125384615385	-0.0334615384615	-0.851230769231	-0.618692307692	0.317076923077	-0.976923076923	0.758	-2.29761538462
CLCN4	2.337	0.729875	2.938875	2.691375	2.6335	2.64525	2.54075	1.940625	2.5405	0.034125
CXorf56	0.096	0.427	0.8424	-0.2006	0.5774	1.124	0.0706	0.6038	0.6812	-0.1598
C11orf72	-0.306666666667	0.0566666666667	0.430333333333	-0.0506666666667	0.159333333333	0.306	0.0995	0.204333333333	0.205	0.117333333333
ELAC2	0.278933333333	0.0634	0.4758	-0.103	0.291733333333	-0.4888	-0.160066666667	0.0816	0.1404	-0.157133333333
NPR1	-0.6332	-1.909	-1.1316	-1.0212	-1.1044	-1.4298	-1.0256	-1.5972	-0.2174	-0.2172
ASS1	-2.54344444444	-3.99388888889	-2.93044444444	-3.411	-3.76244444444	-2.96933333333	-3.53511111111	-3.54311111111	-3.05133333333	-4.46066666667
USP42	0.1198	0.9718	-0.3396	-0.0033	0.8944	-0.2845	-0.0676	0.7236	0.0692	0.3557
POLR2J	-0.152666666667	0.474333333333	-1.16933333333	-0.692	-0.685333333333	-0.902333333333	-0.547333333333	-0.431333333333	-0.625	-0.510666666667
SEC23IP	-0.138625	-0.877	-0.8385	-0.312125	-0.649625	-0.671875	-0.359375	-0.023	-0.3405	-0.209625
UQCRC1	0.2022	-1.2168	0.4774	-0.0022	0.0188	0.1052	0.0188	-0.4438	0.678	0.2596
LOC729603	-0.1274	-0.5482	-0.7028	-0.4794	-0.8024	-0.7258	-0.2794	-0.852	-0.4092	-0.5206
C1orf71	-0.1227	-0.4493	-0.9635	-0.1824	-0.5056	-0.0343	-0.2611	-0.4221	-0.8413	-0.6071
POLG	-2.9195	-0.4675	-3.694	-1.468	-1.626	-3.0075	-1.8705	-2.692	-3.5565	-2.735
ADAM23	0.000166666666667	-1.5595	-1.7505	-1.04666666667	-0.741	-0.482166666667	-1.33666666667	-1.1635	-1.32233333333	-1.36016666667
TFR2	-0.6874	-0.58	-0.722	-1.183	-1.209	-1.0222	-1.0242	-1.0804	-0.9696	-0.742
RICTOR	-0.0997692307692	-1.59	-0.384	0.651769230769	-0.226538461538	0.318384615385	0.364615384615	-0.368769230769	-0.12525	0.468230769231
MGC39606	3.4308	1.6938	2.728	2.2648	2.8312	3.8736	2.5896	2.1554	3.0214	2.4906
C19orf55	-0.524090909091	-0.414090909091	-0.399545454545	-0.746909090909	-0.614636363636	-0.602272727273	-0.697727272727	-0.585909090909	-0.814636363636	-0.582818181818
SNAPC1	-1.028125	-0.444375	-1.107125	-1.115875	-1.6715	-1.322375	-1.208875	-1.253375	-0.781875	-0.935625
GNA11	0.948454545455	1.35636363636	1.20272727273	1.21354545455	1.23818181818	1.20309090909	1.39918181818	1.30554545455	1.30563636364	1.69727272727
CCDC52	-1.656	-0.574625	-0.65025	-1.29175	-0.910875	-1.14	-1.42725	-0.993	-0.9595	-0.989
FSIP1	0.00733333333333	0.457	0.486333333333	-0.402333333333	0.786666666667	0.0456666666667	-0.411333333333	-0.629	0.582333333333	-0.505666666667
UPF3A	0.3638	-0.322	1.1326	0.2931	0.0315	0.4967	0.5387	1.0665	0.3275	0.0503
IGSF11	1.146125	1.64375	2.318625	2.213125	1.43825	2.111875	1.58025	1.955	2.0625	2.29575
LAGE3	-0.0618	-0.0434	0.0848	-0.551	-0.3526	-0.6542	-0.3288	-0.401	0.023	-0.1842
CHST6	1.22133333333	0.0626666666667	1.35733333333	1.03	0.972333333333	-0.822333333333	1.35866666667	0.734666666667	1.47366666667	-2.03633333333
UNC13B	0.411181818182	-0.768090909091	1.28427272727	0.674727272727	0.0694545454545	0.803727272727	0.655636363636	0.0740909090909	0.180090909091	0.068
TTLL4	-0.435181818182	0.299727272727	-0.637909090909	0.00936363636364	-0.311181818182	0.221	-0.651272727273	-0.0425454545455	0.127636363636	-0.366454545455
ZNF687	0.7125	0.8436	1.0017	0.5729	0.7786	0.7641	0.9807	0.6295	1.0042	1.2347
SDC2	-0.477571428571	-2.06764285714	0.140142857143	-1.53592857143	-0.385214285714	-0.964357142857	-1.92507142857	-0.613428571429	-1.16185714286	-2.59071428571
COX7A2	0.1434	-1.1274	-0.7762	-0.1976	0.1352	-0.1016	0.029	-0.0694	0.6382	0.4256
