Source Name	Characteristics [Organism_Part]	Term Source REF	Comment [Source]	Provider	Material Type	Term Source REF	Characteristics [Organism]	Term Source REF	Protocol REF	Sample Name	Protocol REF	Parameter Value [Amplification]	Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0089-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0089-01A-01R-0195-07	US45102955_251584710297_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0089-01A-01R-0195-07	US45102955_251584710297_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0089-01A-01R-0195-07	US45102955_251584710297_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0115-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0115-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	bbef3ed8-55ed-41db-bf77-1eec3cb9e80a	TCGA-02-0115-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	US45102955_251584710296_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	US45102955_251584710296_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	US45102955_251584710296_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	US45102955_251584710296_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	US45102955_251584710296_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0115-01A-01R-0195-07	US45102955_251584710296_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0116-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0116-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	f0b9d82a-0775-4801-8ce1-36d1ee95e276	TCGA-02-0116-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	US14702406_251584710170_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	US14702406_251584710170_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	US14702406_251584710170_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	US14702406_251584710170_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	US14702406_251584710170_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0116-01A-01R-0195-07	US14702406_251584710170_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0099-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0099-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	65c2aa25-95d5-41ef-b936-601d98691931	TCGA-02-0099-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	US45102955_251584710164_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	US45102955_251584710164_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	US45102955_251584710164_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	US45102955_251584710164_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	US45102955_251584710164_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0099-01A-01R-0195-07	US45102955_251584710164_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0069-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0069-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	978a532e-9554-483b-a9ef-6d08a015c601	TCGA-02-0069-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	US45102955_251584710161_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	US45102955_251584710161_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	US45102955_251584710161_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	US45102955_251584710161_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	US45102955_251584710161_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0069-01A-01R-0195-07	US45102955_251584710161_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0102-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0102-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	5a37abdd-48cc-455f-9ecf-f1334d115456	TCGA-02-0102-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	US14702406_251584710168_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	US14702406_251584710168_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	US14702406_251584710168_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	US14702406_251584710168_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	US14702406_251584710168_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0102-01A-01R-0195-07	US14702406_251584710168_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0085-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0085-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	6b2d451d-b510-4167-8f98-e37e63d86e08	TCGA-02-0085-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	US45102955_251584710174_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	US45102955_251584710174_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	US45102955_251584710174_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	US45102955_251584710174_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	US45102955_251584710174_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0085-01A-01R-0195-07	US45102955_251584710174_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0113-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0113-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	960d1ca9-eeff-49e2-aa24-f5b59536a66d	TCGA-02-0113-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	US14702406_251584710173_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	US14702406_251584710173_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	US14702406_251584710173_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	US14702406_251584710173_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	US14702406_251584710173_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0113-01A-01R-0195-07	US14702406_251584710173_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0083-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0083-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	b87d8dee-1b21-4c99-85c9-e875c95a6cef	TCGA-02-0083-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	US45102955_251584710175_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	US45102955_251584710175_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	US45102955_251584710175_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_1:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_1:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_1:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	US45102955_251584710175_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	US45102955_251584710175_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0083-01A-01R-0195-07	US45102955_251584710175_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
TCGA-02-0114-01A-01R-0195-07	Brain	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-02-0114-01A-01R-0195-07	tgen.org:nucleic_acid_extraction:clin:01	none	810a5549-6c56-42ed-a1ae-3f78183a4339	TCGA-02-0114-01A-01R-0195-07	unc.edu:labeling:AgilentG4502A_07_1:01	TCGA-02-0114-01A-01R-0195-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_1:01	TCGA-02-0114-01A-01R-0195-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_1	caArray	unc.edu:feature_extraction:AgilentG4502A_07_1:01	TCGA-02-0114-01A-01R-0195-07	US45102955_251584710298_S01_GE2-v5_91_0806.txt	Expression-Gene	Level 1	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_1.1.3.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_1:01	TCGA-02-0114-01A-01R-0195-07	US45102955_251584710298_S01_GE2-v5_91_0806.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_2.1.3.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_1:01	TCGA-02-0114-01A-01R-0195-07	US45102955_251584710298_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_GBM.AgilentG4502A_07_1.Level_3.1.3.0
