Source Name	Characteristics [Organism_Part]	Term Source REF	Comment [Source]	Provider	Material Type	Term Source REF	Characteristics [Organism]	Term Source REF	Protocol REF	Sample Name	Protocol REF	Parameter Value [Amplification]	Extract Name	Comment [TCGA Barcode]	Protocol REF	Labeled Extract Name	Label	Term Source REF	Protocol REF	Hybridization Name	Array Design REF	Term Source REF	Protocol REF	Scan Name	Array Data File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [TCGA Data Type]	Comment [TCGA Data Level]	Comment [TCGA Include for Analysis]	Comment [TCGA Archive Name]
TCGA-E1-5322-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-E1-5322-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	d7d5e04b-d563-418b-b312-0fe69b4bec29	TCGA-E1-5322-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	US82800149_251780410714_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	US82800149_251780410714_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	US82800149_251780410714_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	US82800149_251780410714_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	US82800149_251780410714_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-E1-5322-01A-01R-1470-07	US82800149_251780410714_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-DB-5274-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-DB-5274-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	e42fd909-d0b3-4b6d-8b2b-008ad7b7945c	TCGA-DB-5274-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	US82800149_251780410627_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	US82800149_251780410627_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	US82800149_251780410627_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	US82800149_251780410627_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	US82800149_251780410627_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5274-01A-01R-1470-07	US82800149_251780410627_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-E1-5311-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-E1-5311-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	4daa80a9-f1f3-4b9e-ac8c-e5ee9f276360	TCGA-E1-5311-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	US82800149_251780410629_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	US82800149_251780410629_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	US82800149_251780410629_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	US82800149_251780410629_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	US82800149_251780410629_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-E1-5311-01A-01R-1470-07	US82800149_251780410629_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-CS-4942-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-CS-4942-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	ff2d7d80-5256-4f05-bcd8-aa9d2816676d	TCGA-CS-4942-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	US82800149_251780410702_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	US82800149_251780410702_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	US82800149_251780410702_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	US82800149_251780410702_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	US82800149_251780410702_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-CS-4942-01A-01R-1470-07	US82800149_251780410702_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-DB-5270-01A-02R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-DB-5270-01A-02R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	6679ab80-6b49-4779-88e8-a311e16c96f7	TCGA-DB-5270-01A-02R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	US82800149_251780410703_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	US82800149_251780410703_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	US82800149_251780410703_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	US82800149_251780410703_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	US82800149_251780410703_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5270-01A-02R-1470-07	US82800149_251780410703_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-CS-5394-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-CS-5394-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	84c59879-1b8a-4750-8069-9d0e434fa0dc	TCGA-CS-5394-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	US82800149_251780410715_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	US82800149_251780410715_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	US82800149_251780410715_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	US82800149_251780410715_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	US82800149_251780410715_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-CS-5394-01A-01R-1470-07	US82800149_251780410715_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-DB-5276-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-DB-5276-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	e93a5c0b-9c66-46d2-a8d6-ae969b28a501	TCGA-DB-5276-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	US82800149_251780410712_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	US82800149_251780410712_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	US82800149_251780410712_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	US82800149_251780410712_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	US82800149_251780410712_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5276-01A-01R-1470-07	US82800149_251780410712_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-DB-5278-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-DB-5278-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	3cd458e4-4e4a-4360-b667-5953c1425f75	TCGA-DB-5278-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	US82800149_251780410720_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	US82800149_251780410720_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	US82800149_251780410720_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	US82800149_251780410720_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	US82800149_251780410720_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-DB-5278-01A-01R-1470-07	US82800149_251780410720_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
TCGA-E1-5318-01A-01R-1470-07	LGG	MGED Ontology	->	BCR	whole_organism	MGED Ontology	Home sapien	ncbitax	tgen.org:biopsy:clin:01	TCGA-E1-5318-01A-01R-1470-07	tgen.org:nucleic_acid_extraction:clin:01	none	149fe971-260e-4cbf-a5aa-41eca339847a	TCGA-E1-5318-01A-01R-1470-07	unc.edu:labeling:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	cy5	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	US82800149_251780410633_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	US82800149_251780410633_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	US82800149_251780410633_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
Stratagene Univeral Reference	Various	MGED Ontology	Cell Lines	http://www.stratagene.com/	total_RNA	MGED Ontology	Home sapien	ncbitax	unc.edu:split:AgilentG4502A_07_3:01	Stratagene Univeral Reference	unc.edu:store:AgilentG4502A_07_3:01	none	Stratagene Univeral Reference	->	unc.edu:labeling:AgilentG4502A_07_3:01	Stratagene Univeral Reference	cy3	MGED Ontology	unc.edu:hybridization:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	Agilent.com:PhysicalArrayDesign:AgilentG4502A_07_3	caArray	unc.edu:feature_extraction:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	US82800149_251780410633_S01_GE2_105_Dec08.txt	Expression-Gene	Level 1	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_1.1.1.0	unc.edu:unc_lowess_normalization_probe_level:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	US82800149_251780410633_S01_GE2_105_Dec08.txt_lmean.out.logratio.probe.tcga_level2.data.txt	Expression-Gene	Level 2	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_2.1.1.0	unc.edu:unc_lowess_normalization_gene_level:AgilentG4502A_07_3:01	TCGA-E1-5318-01A-01R-1470-07	US82800149_251780410633_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt	Expression-Gene	Level 3	Yes	unc.edu_LGG.AgilentG4502A_07_3.Level_3.1.0.0
