Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0140-01	TCGA-06-0140-01A-01R-0213-07	US45102955_251584710438_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0145-01	TCGA-06-0145-01A-03R-0213-07/TCGA-06-0145-01A-06R-0213-07/TCGA-06-0145-01A-01R-0213-07/TCGA-06-0145-01A-04R-0213-07/TCGA-06-0145-01A-02R-0213-07/TCGA-06-0145-01A-05R-0213-07	US45102955_251584710439_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0122-01	TCGA-06-0122-01A-01R-0213-07	US45102955_251584710440_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0133-01	TCGA-06-0133-01A-02R-0213-07	US45102955_251584710441_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0124-01	TCGA-06-0124-01A-01R-0213-07	US45102955_251584710442_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-02-0009-01	TCGA-02-0009-01A-01R-0179-07	US45102955_251584710443_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-02-0028-01	TCGA-02-0028-01A-01R-0179-07	US45102955_251584710444_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-02-0071-01	TCGA-02-0071-01A-01R-0195-07	US45102955_251584710445_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0129-01	TCGA-06-0129-01A-01R-0213-07	US45102955_251584710448_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0139-01	TCGA-06-0139-01A-01R-0213-07	US45102955_251584710449_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0240-01	TCGA-06-0240-01A-02R-0229-07	US45102955_251584710453_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0147-01	TCGA-06-0147-01A-02R-0229-07/TCGA-06-0147-01A-01R-0213-07	US45102955_251584710454_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0148-01	TCGA-06-0148-01A-04R-0229-07/TCGA-06-0148-01A-05R-0229-07/TCGA-06-0148-01A-03R-0229-07/TCGA-06-0148-01A-01R-0213-07	US45102955_251584710455_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0157-01	TCGA-06-0157-01A-01R-0229-07	US45102955_251584710456_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0174-01	TCGA-06-0174-01A-01R-0229-07	US45102955_251584710457_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0188-01	TCGA-06-0188-01A-01R-0229-07	US45102955_251584710458_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0211-01	TCGA-06-0211-01B-01R-0229-07/TCGA-06-0211-01A-01R-0229-07	US45102955_251584710459_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0241-01	TCGA-06-0241-01A-02R-0229-07	US45102955_251584710460_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0150-01	TCGA-06-0150-01A-01R-0229-07	US45102955_251584710461_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0148-01	TCGA-06-0148-01A-04R-0229-07/TCGA-06-0148-01A-05R-0229-07/TCGA-06-0148-01A-03R-0229-07/TCGA-06-0148-01A-01R-0213-07	US45102955_251584710462_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0158-01	TCGA-06-0158-01A-01R-0229-07	US45102955_251584710463_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0138-01	TCGA-06-0138-01A-02R-0229-07/TCGA-06-0138-01A-01R-0229-07	US45102955_251584710464_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0156-01	TCGA-06-0156-01A-03R-0229-07/TCGA-06-0156-01A-02R-0229-07/TCGA-06-0156-01A-01R-0229-07	US45102955_251584710465_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0168-01	TCGA-06-0168-01A-02R-0229-07/TCGA-06-0168-01A-01R-0229-07	US45102955_251584710466_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0185-01	TCGA-06-0185-01A-01R-0229-07	US45102955_251584710467_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0208-01	TCGA-06-0208-01B-01R-0229-07/TCGA-06-0208-01A-01R-0229-07	US45102955_251584710468_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0216-01	TCGA-06-0216-01A-01R-0229-07	US45102955_251584710469_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0138-01	TCGA-06-0138-01A-02R-0229-07/TCGA-06-0138-01A-01R-0229-07	US45102955_251584710470_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0156-01	TCGA-06-0156-01A-03R-0229-07/TCGA-06-0156-01A-02R-0229-07/TCGA-06-0156-01A-01R-0229-07	US45102955_251584710471_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0173-01	TCGA-06-0173-01A-01R-0229-07	US45102955_251584710472_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0187-01	TCGA-06-0187-01A-01R-0229-07	US45102955_251584710473_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0210-01	TCGA-06-0210-01A-01R-0229-07/TCGA-06-0210-01B-01R-0229-07	US45102955_251584710474_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0201-01	TCGA-06-0201-01A-01R-0229-07	US45102955_251584710475_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0189-01	TCGA-06-0189-01A-05R-0229-07	US45102955_251584710477_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0211-01	TCGA-06-0211-01B-01R-0229-07/TCGA-06-0211-01A-01R-0229-07	US45102955_251584710478_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0132-01	TCGA-06-0132-01A-02R-0229-07	US45102955_251584710480_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0151-01	TCGA-06-0151-01A-01R-0229-07	US45102955_251584710482_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0148-01	TCGA-06-0148-01A-04R-0229-07/TCGA-06-0148-01A-05R-0229-07/TCGA-06-0148-01A-03R-0229-07/TCGA-06-0148-01A-01R-0213-07	US45102955_251584710483_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0160-01	TCGA-06-0160-01A-01R-0229-07	US45102955_251584710484_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0176-01	TCGA-06-0176-01A-02R-0229-07/TCGA-06-0176-01A-03R-0229-07	US45102955_251584710488_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0190-01	TCGA-06-0190-01A-01R-0229-07	US45102955_251584710489_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0214-01	TCGA-06-0214-01A-02R-0229-07	US45102955_251584710490_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0171-01	TCGA-06-0171-01A-02R-0229-07	US45102955_251584710491_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0159-01	TCGA-06-0159-01A-01R-0229-07	US45102955_251584710493_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0154-01	TCGA-06-0154-01A-02R-0229-07/TCGA-06-0154-01A-03R-0229-07	US45102955_251584710494_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0166-01	TCGA-06-0166-01A-01R-0229-07	US45102955_251584710495_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0176-01	TCGA-06-0176-01A-02R-0229-07/TCGA-06-0176-01A-03R-0229-07	US45102955_251584710496_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0219-01	TCGA-06-0219-01A-01R-0229-07	US45102955_251584710497_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0195-01	TCGA-06-0195-01B-01R-0229-07	US45102955_251584710498_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_1	3	TCGA-06-0209-01	TCGA-06-0209-01A-01R-0229-07	US45102955_251584710499_S01_GE2-v5_91_0806.txt_lmean.out.logratio.gene.tcga_level3.data.txt
