Hybridization REF	TCGA-DB-5275-01A-01R-1470-07
KCNS2	0.715666666666667
RNF126	-0.29725
CEP63	-0.6195
CLIC4	0.1412
hCG_1990170	1.4264
ACR	0.862923076923077
KLK7	0.377
ALOX5AP	1.71772727272727
RIPK3	1.1092
TAS2R9	-0.247
C19orf18	2.388
BIRC6	0.377263157894737
ZNF16	0.964666666666667
RFT1	-1.6216
SLC8A2	0.6852
TACC1	1.173
ITGAD	0.0973333333333333
SAMHD1	0.605166666666667
SH3PXD2B	1.30646153846154
EPC2	2.3514
C20orf85	0.5393
ATP13A2	-0.017875
KRT4	0.233454545454545
CAPNS1	-0.4714
MDM2	-0.7558125
PCDH20	4.3416
KCNK9	0.296666666666667
OR2C1	0.212333333333333
KLHDC3	0.341875
IPPK	0.719
EFHD2	-0.7802
GALR3	-0.318
NBEA	2.00225
ABCA6	0.331307692307692
CLDN3	-3.110625
AKT2	-0.655894736842105
EGFR	1.70942857142857
RBM16	0.584
ZDHHC3	-0.496384615384615
SLC25A4	0.396875
CYB5B	-0.68525
CPXM1	1.2268
NDRG1	-0.036875
FLJ43826	0.077
OR5L2	0.48475
FARP2	0.0371538461538462
MRPL46	-0.013375
LDHAL6B	0.400875
MAPKAPK3	-1.286625
NCAM2	2.3504
PRKD2	-1.787
ZFP36L1	1.20046153846154
CYSLTR1	-1.33
OR4C3	0.4052
HIST1H2AJ	-2.32866666666667
CCNB2	-3.42672727272727
ZNF10	0.756
TMEM175	0.457666666666667
FAM134A	1.64025
TIGD4	0.382333333333333
PCNP	0.322
MGC39715	3.55683333333333
LQK1	-0.6398
CREB1	0.483615384615385
TMPRSS3	-2.67283333333333
C4orf32	-3.1909
LAT	-1.9512
KCNA3	-0.00833333333333334
SKIV2L2	-0.573
ROPN1B	-4.2676
tcag7.23	-1.114
CDT1	-3.5122
ZHX2	1.98936363636364
CD28	-6.723
ZNF624	1.8188
SEPT2	1.00226666666667
SOHLH2	-0.190727272727273
MCOLN3	-1.20018181818182
UNQ1945	0.325666666666667
MASP2	-0.773
ZNRF3	1.01046153846154
GPATCH3	0.0212
AGL	0.556090909090909
QRICH2	0.830333333333333
PSD4	-1.820625
CCNB1IP1	-0.8998
ENPP7	-0.0494
OBFC1	-0.9504
KCNG3	-1.1555
C14orf79	0.026
ENPEP	0.022
SCT	0.632666666666667
SKI	0.425727272727273
SEC61G	-1.6126
CAPN11	0.0314
ATXN7L3	-0.0972
DBNDD1	-1.376125
FAIM	0.3346
ANKRD36	-0.276666666666667
GABRP	-0.525571428571429
TACSTD2	-4.4485
EIF3J	0.3126
PPP2R2A	-0.5838
TEKT4	0.445375
PVALB	-2.89025
F10	-3.531375
FAM134C	0.523769230769231
COMP	0.9843
EFCBP1	-0.464545454545455
SCLT1	0.5753
TAL1	0.648230769230769
ACSL1	-0.8144
ABCC5	0.124533333333333
ABL1	-0.28892
RBBP7	0.1939375
PTPRG	0.2695
NCOR1	0.000923076923076924
SPINK4	-2.44125
TXNRD1	-0.948
TNRC15	1.3281
C9orf138	0.238909090909091
UBE2H	0.013125
BRDT	0.170857142857143
C8orf31	0.99
CCNE2	-1.75478571428571
SLC6A8	-0.6195
CALCR	-4.7332
PPP1CB	1.16793333333333
ABHD8	0.4362
ARF5	-0.154230769230769
SLC24A4	4.3688
CCT3	0.211
ZNF121	-0.140090909090909
SLC3A2	-0.179
OR13A1	0.173
SLC5A10	-0.558
RAD50	-0.8576
IER5	0.1012
MTHFD1L	-1.51681818181818
MBTPS2	-0.1265
MVK	-0.669636363636364
NCL	0.102076923076923
PSMD10	0.1108
MOBP	2.03472727272727
FLJ32894	0.306666666666667
HRH1	0.719125
C5orf30	0.5108
NUDT16L1	0.726692307692308
RASGRP3	2.109
PRKRIP1	-0.0754615384615385
CCDC75	1.4854
LOC253970	0.4516
KIAA1239	1.098
MED21	-0.7916
SYT11	4.121625
NTSR2	4.399
EGFL11	0.093
CXorf59	0.196
OR2A25	-0.374166666666667
SPTBN2	0.7026
LRMP	-0.670375
RNF111	0.6516
PTH	-0.7975
LOC619208	1.545125
KIAA0895	0.1092
RANBP5	-0.408
P2RY10	-0.708625
NME5	2.69975
DDX21	-0.811333333333334
LRSAM1	0.587333333333333
HDAC11	-0.019125
VMO1	2.119
NOLA2	-0.137875
ADAR	0.380066666666667
MTO1	-0.99225
SF4	0.613375
P2RX1	0.31475
HBM	1.1986
EN2	-0.14
C14orf172	0.227333333333333
TM9SF2	-0.330692307692308
INHBE	-0.383375
TCTE3	0.677266666666667
TOX2	-0.876
CTAGE3	-0.6993
HBB	5.52746153846154
MED15	-0.542875
CASR	-0.0258
C6orf66	-1.21775
MTPN	0.1986
UNC50	0.6418
C21orf33	0.9722
IRF2	0.6421
PGR	-3.01075
GPR84	1.256
CROCCL1	-0.6946
SRPX	0.88
BRE	0.423125
FGF10	-0.0488
SDC3	2.80575
ZRSR1	1.500625
DKFZP434P211	-0.0206
SOX6	1.84166666666667
RPUSD2	-0.1168
C14orf173	-1.48633333333333
MAPK11	0.170875
TBC1D22A	-0.110666666666667
FAM123A	4.952
COL4A6	-2.386375
TOMM70A	0.2102
NAB1	1.1175
MGC16385	0.515909090909091
TSPAN18	-0.876875
MED31	-0.2966
PLG	0.4386
CAPSL	-0.320666666666667
ZNF532	1.94761538461538
ASB14	-0.292166666666667
CA8	-0.777
NUDT16P	-0.723375
SLFN11	-2.733
LRRIQ2	0.7303
NOL7	-0.295625
BRMS1L	0.9198
JARID1A	0.854571428571428
PANK2	-0.1986
ICAM3	-3.3814
MDS1	-0.381333333333333
TAF8	-0.7108
RNF139	0.467
ZNF594	1.1555
ADAM8	0.710727272727273
SFTPC	0.732454545454545
MAN2B2	0.321272727272727
RGS12	1.851
EIF1AY	0.922625
LRRIQ1	-1.442625
GPR150	0.0198
CCDC21	-1.686625
PRRG3	0.2152
SAA4	-4.7202
RAPGEF5	0.3252
ZCCHC2	-0.666
MGC39372	0.288333333333333
PPP4R2	-0.821
CDCA2	-2.57214285714286
OR4D5	0.334125
PTGFRN	-0.623538461538461
SIGLEC5	0.688
C19orf61	-0.689625
NMUR2	1.91133333333333
KIAA1586	-0.145
DAGLA	2.545375
CHCHD6	0.145
GPR32	0.281666666666667
NEUROD6	0.837625
SLC2A4RG	-1.10475
CA5B	-0.479833333333333
FBXL3	0.4488
MPHOSPH9	-0.942
HMG2L1	-0.0474
HCN4	0.149
CEACAM19	0.629
SH2D4B	0.4825
HFE2	0.0753333333333333
TGM4	-0.087
LYPD2	-0.0714
TBC1D15	-0.2682
MRPS21	-0.261615384615385
NONO	-0.6635
CLEC5A	-0.3898
ITCH	-0.460428571428572
MGAT3	2.1045
MBP	1.6939
RPP25	-3.173
SOSTDC1	-2.24
HRC	-1.519
TRIM48	0.036
TMEM133	2.698
ECEL1P2	-1.203
HOXC11	-0.13
DOK5	2.6808
HELZ	0.423625
LOC348180	-0.185
MGC33894	0.2118
ADRB3	-0.016
DMD	0.58925
PTRH2	-0.8494
MPEG1	2.4055
NDUFA12	-0.123875
KRTAP2-4	0.3784
STAMBPL1	0.84625
ADCY2	4.042875
UNQ6125	0.847
KLHL20	0.771375
SRM	-1.4984
OTC	0.2118
TMIE	2.705375
SNX8	-0.9254
LIPK	-0.31
CHURC1	0.1849375
KLC2	0.180625
HDAC1	-1.57175
FAM128A	-0.19225
FNDC3B	-1.59857142857143
MTCP1	-0.1665
WFDC10B	-0.0276923076923077
PCDHGB3	-0.0996666666666667
ATRNL1	1.62807692307692
CAV2	-1.92418181818182
MED26	0.398
DUS1L	-1.06
CHRM3	-0.4815
NEK9	0.680166666666667
WARS2	-0.9812
TBX22	-0.202
TOMM40	-1.4184
RP6-213H19.1	-5.739125
TUBGCP5	0.2614
IGSF6	3.65
TPPP	1.155
UNQ6190	0.528333333333333
GSTM5	1.23209090909091
BTD	-0.038625
PDCD1LG2	-0.14825
SNRPB2	-0.5505
ERICH1	-0.3424
APOA4	-1.239
HOXA11	-1.7766
NARG1	-0.622272727272727
MKX	1.53066666666667
RAB28	0.876277777777778
PKP3	-4.2416
SH3GL2	6.0496
CTSO	3.0286
RPN2	-0.45445
IL28RA	0.293125
SFMBT1	-0.7892
WDR57	-0.369909090909091
FER1L3	-2.60626666666667
HSF5	0.222125
TTC9B	3.806
C4BPA	-3.74275
ALB	-4.66066666666667
SORBS3	0.527545454545455
UPF2	1.06933333333333
JPH1	-0.242666666666667
AGBL2	-2.4012
DOPEY1	2.84366666666667
TERF1	-0.040875
KIF22	-0.44825
NINJ1	0.7276
SEC61A2	1.19686666666667
HIST1H1D	-3.424375
SFXN4	-0.236181818181818
UCP3	0.904692307692308
ZNF703	-0.00425
MYL6B	1.0678
TREM1	0.7212
OR52E6	0.484
CKMT2	1.164
HLA-C	1.0794
SLC13A3	-0.862375
TIMP4	5.80283333333333
SLIT2	0.2696
RSF1	0.802260869565217
LONRF1	-0.0733888888888889
MON1A	0.68275
CACNG6	0.488125
DPPA4	-5.707375
ZSWIM3	0.8546
ZNF804A	1.385875
CCIN	0.7756
SLC25A31	-0.0238
KCNMB4	2.6318
RABL5	-0.0896
GALNS	0.743769230769231
STX6	1.5352
HIST1H1C	-4.02255555555556
CIDEB	-1.63909090909091
CASP4	-2.328
PDK3	-2.10928571428571
KCNJ11	1.258
TPR	-0.032
ZSCAN20	-0.810333333333333
MTX2	-0.599
HIST1H2BH	-2.7858
LOC283767	2.0742
LYRM7	0.255260869565217
BRD3	1.080875
HIST1H2BO	-2.7354
MAGEB10	0.091
SLC45A1	1.8792
SERPINA3	-0.291153846153846
KIAA0143	0.5696
KCNJ16	6.0255
KRT79	-0.513
FABP2	-0.599333333333333
NUT	0.459
ZNF57	-1.037
FBXL4	-0.1282
CLEC9A	3.092
UGT8	1.92
BMP2K	-0.023
MAPK4	1.3382
SLC25A23	0.669538461538461
HINT1	-0.299714285714286
KRTAP13-1	0.201333333333333
SFXN5	1.74623076923077
CHCHD2	0.279
FAM3D	0.211666666666667
NDP	2.58745454545455
RHOBTB1	-0.891
SLC4A4	4.11754545454545
RPL38	-0.032
HTF9C	0.168125
AP2A2	0.584090909090909
ZBTB46	-0.0913333333333333
MAP7D1	1.7545
AOX1	-2.89557142857143
CYR61	1.11047058823529
DTNA	2.90227777777778
JRKL	0.8186
TMOD3	-2.202
EEA1	0.247538461538462
ADCK5	-0.8442
IL1R1	-0.66625
KLK3	0.0478421052631579
HRSP12	2.0632
KTN1	0.4404
LOH11CR2A	0.636153846153846
RELL2	-0.954666666666667
MAB21L1	-0.3085
C20orf59	-0.537125
PHKB	0.1988
ADAM2	-1.4845
TBC1D8B	-2.6235
FAM13A1	0.33152380952381
LAPTM4B	-0.5215625
LCN8	0.0746666666666667
TMEM147	0.203
SYT4	6.692375
XPO7	-0.124333333333333
C9orf62	-0.0472
GPR75	2.22966666666667
TRIM5	-1.4096
APOC1	1.616
RNASE4	-3.3555
PARD6B	-4.2767
ARID1A	0.176875
TPD52L3	0.00592307692307693
RRAGB	2.001625
RCN2	-0.232375
HIST2H2BE	-1.2822380952381
STARD7	1.0844
SHMT2	-1.08816666666667
KIAA1751	0.341125
MLYCD	0.7062
LOC162632	0.272692307692308
UQCRH	-0.8114
RP11-217H1.1	-0.8719
SDHA	-1.118125
NCLN	-1.08761538461538
ZNF17	1.00575
RCBTB2	-0.4886
VEGFB	0.0862307692307692
RP4-747L4.3	-0.8678
COLQ	0.697307692307692
MPN2	-1.018
DRG2	-1.274
KLRB1	1.1008
ALPK2	-3.6672
DNASE2B	1.3948
FLJ23834	0.941
AXUD1	2.595625
SAFB	0.715615384615385
NSUN4	-0.7906
RFX2	1.769625
MAPK8IP1	2.18675
FANCD2	-2.33294444444444
ANKZF1	-0.7935
C19orf50	0.138
DUSP8	2.04572727272727
SENP5	-0.5522
NFKBIL2	-1.26016666666667
LBR	-0.4728
IGFL1	-0.107
LZTS2	-0.1038
IL2RG	-1.60781818181818
CCDC51	-0.7388
KLF3	0.5865
ANKRD37	-0.6644
KCTD14	-1.6035
FZR1	0.142588235294118
SLC44A4	-1.62461538461538
ESPL1	-1.7831
GMPR2	-0.0852307692307692
TBC1D19	-0.93825
ERGIC1	-0.308911764705882
ERBB4	2.71121428571429
TSPAN32	-0.2241875
MAP4	0.408090909090909
GPHN	0.9188
SLC6A2	0.917454545454545
HIVEP1	0.4686
DFFB	-0.398923076923077
EIF4EBP2	0.1053
DMRT1	-0.1682
HSPB6	-0.0844
IER2	0.01175
AIFM1	-0.8296
WWC2	-0.919375
MRPL4	-0.5738
FLJ21062	-0.528888888888889
EPB41L4A	1.705125
SH2D6	0.358666666666667
TAF4B	-0.9728
