Hybridization REF	TCGA-E1-5322-01A-01R-1470-07
MAP1LC3C	0.4558
CRYGC	-1.43433333333333
POU3F1	0.424769230769231
C20orf32	-0.783
CCDC95	0.2275
HIGD1B	5.1936
USP6NL	0.3565
ABCD4	0.3135
DIMT1L	0.5250625
TEK	0.900454545454545
SLC25A46	-0.5712
LARP7	-1.20385714285714
CD160	-0.00587500000000001
MT1JP	1.08328571428571
PHF20	0.116952380952381
CPNE4	0.8858
GTPBP1	-0.161578947368421
RAB33B	0.457875
ALDOC	3.10790909090909
ZNF212	0.12
NUDT1	-0.078625
RFPL2	-0.0186666666666667
ZNF83	-1.1885
GDPD5	-0.8027
PDCD4	1.17926923076923
CEP350	0.0642
OR10A2	0.6938
CST7	-0.5344
CIAO1	-1.202
SELL	3.12736363636364
OR8J3	0.221333333333333
LTBP4	0.04075
SIRT6	0.4842
CCL19	1.3554
PPIL1	0.017625
GBP7	1.23175
STK17A	0.404769230769231
ABR	1.9602
OR9G1	0.6805
FOXE1	-0.6912
CNGA3	3.27233333333333
GML	0.108666666666667
CD38	-1.6936
ZDHHC6	-0.030375
NEFH	-1.3594
CTDSP2	1.114625
PGBD5	0.995
CCNY	1.26872222222222
RMND5B	-0.4475
ZNF257	-0.6986
FLJ22167	1.374
EXOSC7	-1.198875
ROR2	-0.4954
MAOA	1.59054545454545
TNNT3	0.00787500000000003
GYPC	-0.199333333333333
C7orf33	-0.454333333333333
PLIN	1.03775
LOC90826	-0.701
RNF4	0.0146923076923077
F8A1	0.68475
PLEKHG4	-4.3428
GRB2	0.672037037037037
HIST1H2AD	-1.3258
DUS3L	-0.076375
EIF1	-0.198
RP5-1077B9.4	0.141222222222222
FPGT	1.0114
GDF10	1.547125
COQ9	0.5882
GCC2	-0.485055555555556
RARRES3	1.298
PLXNA1	0.0850714285714286
KIAA0100	0.100142857142857
PMF1	0.1204
FNDC1	0.2808
HS2ST1	0.2955625
CRELD2	-0.1444
C8G	-1.995
CD82	2.0268
LIM2	-0.750666666666667
UNQ6490	0.124
MMP16	2.79466666666667
DRD3	0.219833333333333
C5orf26	0.0974
C11orf73	0.1283
PTP4A2	-0.4797
OR4M2	0.232666666666667
HPCA	-0.947
SEC14L1	0.324
CHFR	0.107090909090909
EMILIN1	-0.1376
NDUFS4	-0.059
COL18A1	-1.9155
PDZD3	-0.114692307692308
C9orf16	0.31825
ERBB2IP	1.09728571428571
EMX2	4.8298
FUS	-0.0228
TF	-1.31023076923077
CLCN4	1.32325
CXorf56	0.3382
C11orf72	-0.00316666666666667
ELAC2	-0.353933333333333
NPR1	-1.8244
ASS1	-3.72244444444444
USP42	0.2963
POLR2J	-0.267666666666667
SEC23IP	-0.34625
UQCRC1	-0.9758
LOC729603	-0.7914
C1orf71	-0.9782
POLG	-2.4925
ADAM23	-1.30566666666667
TFR2	-1.0232
RICTOR	0.354923076923077
MGC39606	2.6204
C19orf55	-0.647181818181818
SNAPC1	-1.60175
GNA11	1.16854545454545
CCDC52	-0.743625
FSIP1	0.400666666666667
UPF3A	0.6328
IGSF11	1.781625
LAGE3	0.1106
CHST6	-0.802
UNC13B	0.282818181818182
TTLL4	-0.506
ZNF687	1.1857
SDC2	-1.76164285714286
COX7A2	0.1358
LAMB4	-0.0366
FAM24A	0.201
LRRTM3	3.979875
GPHB5	-0.3042
OR4C13	1.03033333333333
EIF3EIP	0.663833333333333
HABP4	1.757
TMEM125	-1.922
CNTN2	1.95609090909091
ASNSD1	0.79
FUT4	-0.4897
ACF	-2.8676
LOC158381	0.598
CDH8	1.0644
AGPS	-0.931
C4orf18	2.185
PECI	0.442071428571429
UNG	-0.133363636363636
GSTP1	-0.0571818181818182
DCUN1D5	-1.487875
DKFZP564J0863	-2.4182
SLC9A3R1	-0.847454545454546
BCDO2	-0.252636363636364
CHMP7	0.3962
REM2	-0.071
DNHD1	-0.3529
FKBP4	-1.56981818181818
ZNF350	0.7068
MGC11102	-0.189818181818182
BST1	2.2266
KISS1R	0.156
NCR2	0.102666666666667
DEFB125	0.750333333333333
UBE2W	0.439727272727273
KRT15	-4.32427272727273
C10orf99	0.102
SCN11A	-0.363
GFI1	-3.7878
RDHE2	-0.539
FHL1	3.136125
OSGEP	-0.332875
GATA1	-3.787875
SMC6	-1.0758
TTTY14	-1.58616666666667
LPIN3	-0.1316
RPL4	0.332857142857143
RBPMS	-3.09207142857143
PRPF3	-0.619875
EMR1	-1.6975
SPATA19	-0.1604
XCR1	-0.075
IRX3	-2.50676923076923
RBM6	-1.0402
KLF4	-0.987153846153846
UNC5CL	-0.0728
SEBOX	-0.247
BTK	0.2122
KRCC1	1.5988
C6orf27	0.590666666666667
SYTL5	-1.06566666666667
PRND	0.1132
LOC653319	0.0253333333333333
PIGL	-2.459
HUS1	-0.894625
SFRS6	-0.3944375
C17orf77	1.05366666666667
UIMC1	-0.897125
FXYD2	-1.91769230769231
LOC283152	-1.187
ZNF667	0.4276
ZCCHC12	1.298
TFEC	3.07692307692308
ATP7B	-0.239625
POLD2	-0.9445
RG9MTD1	0.0264
ACOT2	-0.271125
HIST1H4I	-0.882272727272727
PPARGC1A	0.572
ETFA	-0.833785714285714
POLRMT	0.1138
ZNF146	-0.740181818181818
MIA2	-1.49466666666667
KLHL6	-0.62475
HOXB5	-2.48063636363636
NENF	0.217125
CUGBP1	-0.9894
PRSS22	-1.1595
CASC4	1.26223076923077
CUL4B	-0.117846153846154
CENPJ	-1.17507142857143
PITX1	-3.109125
FLJ31033	-0.251
CELSR3	-0.302625
ZNF568	0.6222
ITSN1	0.0703333333333333
EHBP1L1	-1.81875
C19orf2	-1.3484
DCTN1	0.546
LIN28B	-3.819875
TNKS2	1.1382
C1QBP	-0.2608
CADPS2	-0.7152
SRMS	0.216
GJA9	0.5395
MGC24975	0.178
TRIM45	-2.203875
TSP50	-0.1356
TCP1	-1.827
TMED7	0.113833333333333
CMA1	0.0316666666666667
CENPL	-1.266375
PTCRA	1.354
FST	-5.1428
VWCE	-0.0548
PAWR	-5.4488
ABCC12	0.424625
LDLR	-3.29507692307692
ASTN2	3.10114285714286
LOC441212	0.553454545454545
GPATCH8	0.272833333333333
TANC2	0.114375
KIF4A	-2.8704
C18orf18	1.2346
PGM1	-1.005
KIAA0258	-0.368
CPD	-0.2214
SNCAIP	3.6536
DCT	-3.79033333333333
HLA-DOA	2.99412903225806
OR11L1	0.478
UPK1B	-0.030625
DNAJB4	0.974
UGT1A8	0.4698
HIST1H4L	0.197666666666667
PECR	-1.274875
HSPA2	0.0814
WFIKKN1	-0.768666666666667
SERP1	0.824
SYDE2	-1.532
TACR2	-0.175
NUP85	-0.761
CD177	-0.663333333333333
LGR5	0.103875
PIGG	-0.356125
PTHR1	0.78825
RAB5A	0.706692307692308
FLJ13224	0.528666666666667
USP9Y	-2.57275
C7orf53	-0.701666666666667
LRP1B	6.0536
XAF1	-0.252066666666667
ABCG8	-0.854333333333333
ANKDD1A	0.066125
DAND5	-0.269
SPAG6	0.321875
LINCR	-0.365
ZDHHC22	3.5192
CCDC60	-0.6755
THOC7	-1.8425
TCTA	0.359153846153846
OR8K3	-0.2284
NY-REN-7	0.0858
B2M	1.16125
C6orf141	-3.2781
LPPR4	6.18566666666667
SQLE	-1.99181818181818
SEPHS1	0.233
BTBD14B	0.421
PLRG1	-1.0128
SPG7	-0.0498095238095238
ZNF614	-0.543111111111111
PARD6G	0.6015
INPP5B	-0.323307692307692
GRPEL2	-2.028
PPID	-1.49038461538462
TRIM56	-1.4926
UBE2J1	0.219727272727273
IL20RA	-0.4532
LOC387856	3.2076
C1orf107	-0.767375
UTS2R	0.7686
C19orf22	-0.1532
SAFB2	0.6567
KIAA0652	1.1767
KLRG1	-0.03275
MS4A8B	0.60775
FRAG1	-0.3694
KIAA1546	1.425
E2F4	-0.868384615384616
CLEC4M	-0.0484444444444444
BTBD14A	-0.7612
KIAA0999	1.52238461538462
GYPA	-3.5415
TAC1	5.04307142857143
TRAIP	-2.365875
KIAA0232	1.009
ERCC8	-0.6541
GPX4	0.325181818181818
KIAA0368	0.6443
GPR157	-1.98775
CTAGE4	-1.135
C9orf30	-0.44975
OR52A1	0.228333333333333
HSP90B3P	-0.762
ALG9	-0.418307692307692
BTBD10	0.9576
SDK2	-0.210666666666667
BAIAP3	1.6796
RABGGTB	-0.4618
ANKRD40	-0.1195
KRT74	1.94266666666667
CALCOCO2	0.102388888888889
SNCA	-0.6276
TMSL8	-1.02645454545455
C2orf53	0.011
ESRRB	-0.187
ARHGAP26	-0.5898
TDRD9	-2.2664
HRAS	0.55825
KLRC4	1.5175
JAGN1	-0.738375
BSDC1	1.1138
RNF43	-2.249
NDUFAF1	0.8678
PHF12	0.4355
OR1L3	-0.2
FOLR2	3.2076
LYZL6	0.514
tcag7.1260	0.071
WSB1	-0.630125
PROS1	0.644692307692308
OSTN	0.879
PSMB8	-0.183
SOCS4	0.270454545454545
DDIT4L	0.2928
MAS1	0.108
MGC34796	-0.2074
CSHL1	0.23
TBCCD1	0.868125
ZBTB7C	0.681
AP2S1	-1.33572727272727
P15RS	0.880692307692308
VAT1	-0.510076923076923
SHANK3	1.4205
TUFM	0.19325
THEG	-1.4352
KRT34	-1.536
SGSM3	-0.5701
TOMM22	-0.1644
SOCS3	0.114
CPO	0.715333333333333
POP4	-0.9124
BHLHB3	3.5458
MALL	-1.21216666666667
OR1B1	0.735666666666667
PARK2	0.478222222222222
GPR124	-1.3405
LCE1E	-0.165333333333333
RUVBL2	-1.1148
CGRRF1	1.19630769230769
ACPL2	1.7954
WNT10B	-1.22445454545455
BAIAP2L2	-1.81090909090909
ISCA1	1.277
C1orf125	-0.292181818181818
RPAP1	-0.0582
RAI16	0.135
RPL27	-0.135909090909091
NLRP9	0.436
EPN1	0.179333333333333
LOC388610	0.2494
SLC35A1	0.273384615384615
GAL	-3.0372
SLC14A2	0.341166666666667
RDH11	0.345125
FAM138F	-0.460333333333333
AUH	-0.5212
FLJ40243	-0.4688
C14orf129	-0.184125
MBD2	-1.214375
ABHD14B	-1.228
PIGT	-1.09590909090909
ALS2CR4	0.0686363636363637
ALAS1	-0.0126923076923077
FOXO1	1.2035
CRLF3	-0.407545454545454
C20orf107	-0.411
FARS2	0.6314
CCDC28A	-0.6276
NPHP3	-0.9374
OR13F1	-0.0833333333333333
TSEN54	-1.1076
DEFB106B	-0.0356153846153846
OR8B4	-0.057
STH	2.744
ZC3H14	-0.5636
CBX2	-1.013
TMEM49	-1.5764
C6orf21	0.276333333333333
FLJ20920	-1.25863636363636
CRTAP	-0.425473684210526
DDX50	-0.1314
STYXL1	-0.1914
BLVRB	-1.6725
LOC147650	-1.05375
MMP24	0.444833333333333
GRID1	4.748125
BANF1	-0.051625
CTAGEP	-1.0042
HMBS	-1.7568
SLC25A24	-3.252
C14orf50	-0.4416
MRO	2.98075
SLC25A15	-1.3148
FAM84B	1.99835714285714
TDP1	-2.006
C16orf78	0.47675
C11orf57	0.5497
RFK	0.0268
ZFYVE9	-0.746818181818182
STCH	0.21
WIBG	0.115
LOC283871	-0.449625
GBA2	-0.0857857142857143
NDUFB3	-0.3432
HSD17B13	0.2365
GRIN3A	2.00942857142857
FMNL1	-0.410625
SEPT7	1.10723076923077
GNLY	1.361
GRAMD1C	0.23575
ZNF165	-2.0128
USP38	0.789
FAM83A	-3.183875
C14orf24	0.860875
ARMCX3	1.6931
ARHGDIB	0.241125
AK1	0.833363636363636
KIAA1045	4.029
DNAJB13	-0.221625
NEU2	-0.091
HIST1H4B	-0.820125
FAM20B	-1.20346153846154
HES2	-0.782631578947368
FAM73B	-0.164769230769231
LOC388381	1.1042
INTS7	-1.04685714285714
AMPH	2.84466666666667
ZNF775	1.1182
UCKL1	-1.102375
C10orf97	0.6308
C1orf161	-0.374333333333333
ALDH1L1	3.7542
FLJ39378	1.08472727272727
SLC23A1	-2.59966666666667
RBM4B	0.9996
THAP4	0.07425
OGFRL1	1.2268
KIAA0831	0.215
PPP1R15A	-0.830125
C1orf96	0.593842105263158
C12orf11	-1.3214
BMF	0.432454545454545
MAN1A1	-1.57990909090909
KIAA1600	0.844625
NLGN4X	3.8318
ALOX12	-0.62475
RB1CC1	0.450142857142857
NEIL2	1.60038461538462
EIF4E	0.524827586206897
ABHD5	-2.1514
EXOC4	0.412625
CIP29	0.333
BATF2	1.0326
SLC29A4	0.946
HTR4	1.41366666666667
EMB	-1.962
TRAF6	0.4382
LMNB1	-2.7366
FAM19A5	1.48818181818182
SHE	1.0022
PIK3C2B	0.6888
C15orf15	0.286571428571429
USP15	-0.0407692307692308
TCEAL2	5.4944
C5orf39	-0.609857142857143
PTGER2	-3.77
SLC31A1	-1.01214285714286
IFT172	0.6084
ADAM29	0.3234
GFOD1	0.4114
ST7L	0.931625
C15orf26	-2.8342
PKN3	-1.8516
CNTD1	0.87375
COMMD1	-0.1358
NTRK2	6.1354375
FOXN3	1.53145454545455
MFGE8	-0.790384615384615
PFKFB2	1.488125
TAS2R4	0.774
ENTHD1	-1.00175
PRMT5	-0.0748
MGC16384	-1.49763636363636
LOC442229	-1.3124
TSKU	-1.12136363636364
KRTCAP3	-3.126
PDLIM1	-2.27553846153846
KCNS2	1.06933333333333
RNF126	-0.313375
CEP63	-0.317
CLIC4	0.5732
hCG_1990170	-0.3132
ACR	0.793076923076923
KLK7	-0.2032
ALOX5AP	4.63627272727273
RIPK3	2.7868
TAS2R9	0.228666666666667
C19orf18	-0.184333333333333
BIRC6	0.0682105263157895
ZNF16	0.943
RFT1	-1.7206
SLC8A2	0.324
TACC1	0.551
ITGAD	0.1678
SAMHD1	1.87416666666667
SH3PXD2B	0.704307692307692
EPC2	2.1212
C20orf85	0.0485
ATP13A2	0.585625
KRT4	0.346181818181818
CAPNS1	-0.9282
MDM2	-0.4465
PCDH20	6.1148
KCNK9	0.647666666666667
OR2C1	-0.179333333333333
KLHDC3	0.38275
IPPK	0.137666666666667
EFHD2	-0.1306
GALR3	0.5456
NBEA	2.6665
ABCA6	0.277307692307692
CLDN3	-3.222125
AKT2	-1.15026315789474
EGFR	1.78042857142857
RBM16	-0.104
ZDHHC3	-0.676230769230769
SLC25A4	0.22875
CYB5B	-0.123875
CPXM1	1.8312
NDRG1	-1.0085625
FLJ43826	0.1264
OR5L2	0.150875
FARP2	-0.0919230769230769
MRPL46	-0.4341875
LDHAL6B	0.459125
MAPKAPK3	-0.736875
NCAM2	3.211
PRKD2	-1.203375
ZFP36L1	0.844384615384615
CYSLTR1	-0.4848
OR4C3	0.3634
HIST1H2AJ	-1.97133333333333
CCNB2	-2.92636363636364
ZNF10	0.6053
TMEM175	0.477
FAM134A	1.77575
TIGD4	0.616333333333333
PCNP	0.5116
MGC39715	4.83116666666667
LQK1	-1.1836
CREB1	1.23776923076923
TMPRSS3	-2.48466666666667
C4orf32	-3.0187
LAT	-2.6598
KCNA3	-0.134333333333333
SKIV2L2	-0.446
ROPN1B	-4.2304
tcag7.23	-0.6025
CDT1	-3.3004
ZHX2	2.333
CD28	-6.113
ZNF624	2.0978
SEPT2	0.992666666666667
SOHLH2	-0.335909090909091
MCOLN3	-1.04536363636364
UNQ1945	0.596666666666667
MASP2	-0.908666666666667
ZNRF3	0.758153846153846
GPATCH3	0.5916
AGL	0.177181818181818
QRICH2	-0.0176666666666667
PSD4	-1.469375
CCNB1IP1	-0.5306
ENPP7	0.3122
OBFC1	-1.181
KCNG3	-2.89216666666667
C14orf79	-0.0672
ENPEP	0.222
SCT	0.868
SKI	0.501636363636364
SEC61G	-2.2274
CAPN11	-0.0582
ATXN7L3	-0.1572
DBNDD1	-1.6015
FAIM	1.119
ANKRD36	-1.447
GABRP	-0.476888888888889
TACSTD2	-4.36725
EIF3J	-0.1536
PPP2R2A	-0.183
TEKT4	-0.751125
PVALB	-3.472
F10	-3.401125
FAM134C	0.769230769230769
COMP	0.9433
EFCBP1	-1.49713636363636
SCLT1	0.5689
TAL1	0.755230769230769
ACSL1	1.3364
ABCC5	-0.237933333333333
ABL1	-0.1838
RBBP7	0.1256875
PTPRG	0.1954
NCOR1	0.0903846153846154
SPINK4	-2.6285
TXNRD1	-0.936076923076923
TNRC15	0.9733
C9orf138	0.118636363636364
UBE2H	-0.10325
BRDT	-0.085
C8orf31	1.013
CCNE2	-1.11571428571429
SLC6A8	-0.6997
CALCR	-4.928
PPP1CB	1.59686666666667
ABHD8	0.6546
ARF5	0.451230769230769
SLC24A4	2.194
CCT3	0.0032
ZNF121	-0.902
SLC3A2	-0.200214285714286
OR13A1	0.182
SLC5A10	-0.4654
RAD50	-1.6237
IER5	-0.0315
MTHFD1L	-1.93790909090909
MBTPS2	-0.0656
MVK	-0.622727272727273
NCL	-0.0556153846153846
PSMD10	0.2358
MOBP	1.66818181818182
FLJ32894	-0.142333333333333
HRH1	0.11625
C5orf30	0.3288
NUDT16L1	1.24592307692308
RASGRP3	3.132375
PRKRIP1	-0.152384615384615
CCDC75	1.0616
LOC253970	0.4626
KIAA1239	2.1736
MED21	-1.4664
SYT11	4.653375
NTSR2	4.16166666666667
EGFL11	-0.353666666666667
CXorf59	0.869666666666667
OR2A25	-0.161
SPTBN2	0.5286
LRMP	0.082125
RNF111	0.714
PTH	-0.325
LOC619208	1.715125
KIAA0895	-0.298
RANBP5	-0.6416
P2RY10	-1.929875
NME5	2.33475
DDX21	-0.835333333333333
LRSAM1	0.463
HDAC11	0.07775
VMO1	2.5134
NOLA2	-1.031
ADAR	0.2908
MTO1	-1.05725
SF4	0.869125
P2RX1	-0.0465
HBM	1.79
EN2	0.134666666666667
C14orf172	-0.0795
TM9SF2	-0.510076923076923
INHBE	-0.84875
TCTE3	-0.2608
TOX2	-0.1796
CTAGE3	-0.4024
HBB	5.78915384615385
MED15	-0.76075
CASR	0.422
C6orf66	-1.453375
MTPN	0.4073
UNC50	0.4998
C21orf33	1.16
IRF2	0.7433
PGR	-2.829875
GPR84	3.5652
CROCCL1	-0.3768
SRPX	0.5472
BRE	0.637875
FGF10	0.5162
SDC3	3.342
ZRSR1	1.207375
DKFZP434P211	-0.1157
SOX6	2.95633333333333
RPUSD2	0.1398
C14orf173	-0.969533333333333
MAPK11	-0.0315
TBC1D22A	0.160666666666667
FAM123A	4.73266666666667
COL4A6	-2.811875
TOMM70A	0.3278
NAB1	0.7808
MGC16385	0.762636363636364
TSPAN18	-0.8945
MED31	-0.086
PLG	-0.0124
CAPSL	0.0333333333333333
ZNF532	2.44953846153846
ASB14	0.997666666666667
CA8	-0.5184
NUDT16P	0.69575
SLFN11	-1.796
LRRIQ2	0.8458
NOL7	-0.397125
BRMS1L	0.8908
JARID1A	0.138428571428571
PANK2	-0.3472
ICAM3	-3.4632
MDS1	-0.7875
TAF8	-0.3878
RNF139	1.0056
ZNF594	0.935875
ADAM8	-0.664
SFTPC	2.03554545454545
MAN2B2	0.798454545454545
RGS12	1.33695238095238
EIF1AY	-4.64325
LRRIQ1	-1.64775
GPR150	0.8038
CCDC21	-1.59475
PRRG3	0.4832
SAA4	-5.0812
RAPGEF5	0.0982
ZCCHC2	-0.7856875
MGC39372	-0.26
PPP4R2	-0.253555555555556
CDCA2	-2.278
OR4D5	0.264875
PTGFRN	-1.24807692307692
SIGLEC5	1.093875
C19orf61	-0.988125
NMUR2	0.712
KIAA1586	0.54875
DAGLA	1.40875
CHCHD6	0.5974
GPR32	0.521
NEUROD6	2.730625
SLC2A4RG	-1.0927
CA5B	-0.259166666666667
FBXL3	1.4208
MPHOSPH9	-1.0804
HMG2L1	-0.5048
HCN4	0.193625
CEACAM19	0.3935
SH2D4B	0.506125
HFE2	-0.799666666666667
TGM4	-0.164285714285714
LYPD2	0.0178
TBC1D15	-0.1698
MRPS21	-0.213461538461538
NONO	-0.611785714285714
CLEC5A	1.67627272727273
ITCH	-0.260571428571429
MGAT3	1.60325
MBP	1.4694
RPP25	-3.5598
SOSTDC1	-2.496
HRC	-0.4106
TRIM48	0.044
TMEM133	2.0748
ECEL1P2	-1.0108
HOXC11	0.326333333333333
DOK5	2.8988
HELZ	0.619375
LOC348180	-0.106
MGC33894	0.066
ADRB3	0.256333333333333
DMD	0.5426875
PTRH2	-0.9834
MPEG1	2.104875
NDUFA12	0.170125
KRTAP2-4	0.661066666666667
STAMBPL1	0.474125
ADCY2	3.99225
UNQ6125	0.509666666666667
KLHL20	0.683125
SRM	-0.9832
OTC	1.138
TMIE	1.351
SNX8	-0.647
LIPK	-0.31
CHURC1	-0.2495625
KLC2	0.2925
HDAC1	-1.29825
FAM128A	-0.231875
FNDC3B	-1.32714285714286
MTCP1	-0.012
WFDC10B	-0.0259230769230769
PCDHGB3	0.651666666666667
ATRNL1	2.423
CAV2	-1.59527272727273
MED26	0.407375
DUS1L	-0.8218
CHRM3	-0.8061
NEK9	0.861166666666667
WARS2	-1.615
TBX22	-0.0235
TOMM40	-1.2506
RP6-213H19.1	-4.341625
TUBGCP5	-0.038
IGSF6	5.242
TPPP	2.006
UNQ6190	0.411666666666667
GSTM5	1.09345454545455
BTD	-0.029125
PDCD1LG2	0.597375
SNRPB2	-0.42025
ERICH1	-0.6193
APOA4	-1.72922222222222
HOXA11	-1.3358
NARG1	-0.0177272727272727
MKX	1.59583333333333
RAB28	0.794722222222222
PKP3	-4.2376
SH3GL2	6.5806
CTSO	3.2102
RPN2	-0.43685
IL28RA	0.982
SFMBT1	-1.2488
WDR57	-0.0822727272727273
FER1L3	-1.84406666666667
HSF5	0.513
TTC9B	3.668
C4BPA	-3.7155
ALB	-5.04677777777778
SORBS3	0.554
UPF2	1.06966666666667
JPH1	-0.211
AGBL2	-0.3954
DOPEY1	2.01266666666667
TERF1	0.266875
KIF22	-0.853875
NINJ1	-0.125
SEC61A2	1.14486666666667
HIST1H1D	-3.372375
SFXN4	-0.226545454545455
UCP3	0.510769230769231
ZNF703	0.122375
MYL6B	1.3522
TREM1	1.6498
OR52E6	0.678666666666667
CKMT2	1.9088
HLA-C	1.266
SLC13A3	-2.806
TIMP4	3.858
SLIT2	-0.6168
RSF1	0.933826086956522
LONRF1	0.324277777777778
MON1A	-0.239625
CACNG6	-0.314125
DPPA4	-5.394125
ZSWIM3	0.7762
ZNF804A	1.677875
CCIN	0.6248
SLC25A31	-0.6852
KCNMB4	4.2692
RABL5	-0.0544
GALNS	-0.171153846153846
STX6	0.7778
HIST1H1C	-3.37033333333333
CIDEB	-1.16509090909091
CASP4	-1.71655555555556
PDK3	-1.90435714285714
KCNJ11	1.415
TPR	-0.6517
ZSCAN20	-1.29166666666667
MTX2	-0.605
HIST1H2BH	-2.3532
LOC283767	1.095
LYRM7	-0.551
BRD3	0.04975
HIST1H2BO	-1.9742
MAGEB10	0.214666666666667
SLC45A1	2.7404
SERPINA3	-0.946730769230769
KIAA0143	-0.158
KCNJ16	6.215625
KRT79	-1.316
FABP2	-0.4825
NUT	0.0312
ZNF57	-0.674
FBXL4	-0.00409999999999999
CLEC9A	4.45033333333333
UGT8	3.714125
BMP2K	0.7725
MAPK4	1.3432
SLC25A23	1.38346153846154
HINT1	-1.17442857142857
KRTAP13-1	0.379333333333333
SFXN5	1.92146153846154
CHCHD2	0.373333333333333
FAM3D	0.059
NDP	2.32481818181818
RHOBTB1	-0.36925
SLC4A4	5.456
RPL38	0.2406
HTF9C	-0.02775
AP2A2	1.34227272727273
ZBTB46	-0.0976666666666667
MAP7D1	1.0039
AOX1	-3.61614285714286
CYR61	-1.07464705882353
DTNA	2.82255555555556
JRKL	1.553
TMOD3	-1.9614
EEA1	0.733538461538461
ADCK5	-0.9294
IL1R1	-0.88925
KLK3	-0.0188421052631579
HRSP12	1.9902
KTN1	-0.4222
LOH11CR2A	0.513923076923077
RELL2	-1.31316666666667
MAB21L1	-0.0262
C20orf59	-0.603
PHKB	-0.0532
ADAM2	-1.98171428571429
TBC1D8B	-0.914
FAM13A1	1.06685714285714
LAPTM4B	0.0230625
LCN8	0.201666666666667
TMEM147	-0.278
SYT4	6.636375
XPO7	-0.392333333333333
C9orf62	0.2756
GPR75	1.748
TRIM5	-0.077
APOC1	1.99675
RNASE4	-2.1265
PARD6B	-3.947
ARID1A	0.6379375
TPD52L3	0.577583333333333
RRAGB	2.548875
RCN2	0.39275
HIST2H2BE	-0.694571428571429
STARD7	0.5196
SHMT2	-0.671166666666667
KIAA1751	-0.049
MLYCD	0.8117
LOC162632	-0.495461538461539
UQCRH	-0.8838
RP11-217H1.1	-0.42995
SDHA	-0.54975
NCLN	-1.107
ZNF17	0.413875
RCBTB2	-0.2334
VEGFB	0.789846153846154
RP4-747L4.3	-0.27
COLQ	0.428333333333333
MPN2	-1.03625
DRG2	-1.515
KLRB1	1.3672
ALPK2	-3.5424
DNASE2B	0.43625
FLJ23834	0.101714285714286
AXUD1	0.826875
SAFB	0.254461538461538
NSUN4	-0.9558
RFX2	1.9025
MAPK8IP1	2.243
FANCD2	-2.44422222222222
ANKZF1	-1.46175
C19orf50	0.0224
DUSP8	2.23172727272727
SENP5	-1.0478
NFKBIL2	-1.19083333333333
LBR	-0.5347
IGFL1	0.144
LZTS2	-0.3413
IL2RG	-1.853
CCDC51	-1.1296
KLF3	1.2606
ANKRD37	-2.2378
KCTD14	-1.155125
FZR1	0.0892941176470588
SLC44A4	-1.50238461538462
ESPL1	-1.5377
GMPR2	-0.122692307692308
TBC1D19	-0.618375
ERGIC1	-0.129441176470588
ERBB4	3.40778571428571
TSPAN32	0.0474375
MAP4	-0.422636363636364
GPHN	0.3312
SLC6A2	-0.0930909090909091
HIVEP1	0.596
DFFB	0.151461538461538
EIF4EBP2	0.4242
DMRT1	-0.7148
HSPB6	-0.5946
IER2	-0.380625
AIFM1	-0.7692
WWC2	-0.7838
MRPL4	-0.4194
FLJ21062	-0.599333333333333
EPB41L4A	1.7169375
SH2D6	0.322166666666667
TAF4B	-0.7214
