Hybridization REF	TCGA-DB-5277-01A-01R-1470-07
TMED7	0.352083333333333
CMA1	0.259666666666667
CENPL	-0.42425
PTCRA	-0.586
FST	-5.0776
VWCE	-1.5666
PAWR	-3.9902
ABCC12	1.037875
LDLR	-3.252
ASTN2	1.78321428571429
LOC441212	0.515
GPATCH8	0.221333333333333
TANC2	-0.4884375
KIF4A	-1.9066
C18orf18	2.5984
PGM1	-0.1974
KIAA0258	-0.6912
CPD	-0.5169
SNCAIP	3.0168
DCT	-3.83977777777778
HLA-DOA	1.70541935483871
OR11L1	0.364666666666667
UPK1B	-0.00150000000000001
DNAJB4	0.7473
UGT1A8	-1.2846
HIST1H4L	-0.24
PECR	-1.58075
HSPA2	2.787
WFIKKN1	-0.675333333333333
SERP1	0.1145
SYDE2	-1.118
TACR2	-0.162666666666667
NUP85	-0.4552
CD177	-0.842333333333333
LGR5	0.0835
PIGG	0.1164375
PTHR1	0.579
RAB5A	1.22638461538462
FLJ13224	0.116333333333333
USP9Y	0.7875
C7orf53	-0.834333333333333
LRP1B	5.7028
XAF1	0.32
ABCG8	-0.6445
ANKDD1A	0.036625
DAND5	1.04433333333333
SPAG6	0.295375
LINCR	2.6924
ZDHHC22	3.734
CCDC60	-0.365333333333333
THOC7	-2.228875
TCTA	1.57846153846154
OR8K3	-0.00899999999999996
NY-REN-7	-0.1924
B2M	0.4495
C6orf141	-3.1684
LPPR4	5.96383333333333
SQLE	-0.587181818181818
SEPHS1	1.4386
BTBD14B	0.240611111111111
PLRG1	-0.5294
SPG7	0.166095238095238
ZNF614	0.297888888888889
PARD6G	0.12875
INPP5B	-0.191384615384615
GRPEL2	-1.3256
PPID	-1.2
TRIM56	-2.2206
UBE2J1	0.246545454545455
IL20RA	0.9956
LOC387856	1.2504
C1orf107	0.5966875
UTS2R	0.2566
C19orf22	0.0708
SAFB2	0.6041
KIAA0652	0.5193
KLRG1	1.2655
MS4A8B	0.590375
FRAG1	0.055
KIAA1546	0.3906
E2F4	-0.608307692307692
CLEC4M	0.243222222222222
BTBD14A	-0.6372
KIAA0999	1.41092307692308
GYPA	-3.874875
TAC1	1.82342857142857
TRAIP	-1.017875
KIAA0232	1.34
ERCC8	-0.6073
GPX4	0.0164545454545454
KIAA0368	0.2544
GPR157	-2.252375
CTAGE4	-1.1495
C9orf30	-0.867875
OR52A1	0.484333333333333
HSP90B3P	-1.2405
ALG9	0.325461538461538
BTBD10	0.263
SDK2	0.124833333333333
BAIAP3	1.1856
RABGGTB	-0.5862
ANKRD40	0.66975
KRT74	1.05766666666667
CALCOCO2	0.0266666666666667
SNCA	-0.5224
TMSL8	0.585727272727273
C2orf53	0.0453333333333333
ESRRB	0.045
ARHGAP26	-1.4515
TDRD9	-2.29
HRAS	0.391125
KLRC4	1.7515
JAGN1	-0.310625
BSDC1	1.3704
RNF43	-2.07761538461538
NDUFAF1	1.6122
PHF12	0.4795
OR1L3	0.0838
FOLR2	2.24886666666667
LYZL6	-0.200875
tcag7.1260	0.185666666666667
WSB1	-1.5385
PROS1	-0.431923076923077
OSTN	0.336
PSMB8	-1.1014
SOCS4	0.610545454545455
DDIT4L	0.6794
MAS1	-1.119
MGC34796	0.02
CSHL1	-0.0795
TBCCD1	0.03975
ZBTB7C	0.699333333333333
AP2S1	-1.13527272727273
P15RS	0.911153846153846
VAT1	-0.764153846153846
SHANK3	1.012375
TUFM	0.259125
THEG	-1.3476
KRT34	-1.2828
SGSM3	-0.801
TOMM22	-0.5905
SOCS3	-1.23125
CPO	0.268
POP4	0.2026
BHLHB3	2.0032
MALL	-0.808666666666667
OR1B1	-0.269
PARK2	1.09044444444444
GPR124	-1.0221
LCE1E	0.708333333333333
RUVBL2	0.119
CGRRF1	1.53015384615385
ACPL2	-0.244
WNT10B	-0.614454545454545
BAIAP2L2	-2.29745454545455
ISCA1	0.5565
C1orf125	0.0603636363636363
RPAP1	0.879
RAI16	-0.762875
RPL27	-0.120818181818182
NLRP9	0.506
EPN1	0.483666666666667
LOC388610	0.6683
SLC35A1	0.569076923076923
GAL	-4.4212
SLC14A2	0.0568333333333333
RDH11	0.558625
FAM138F	-0.348333333333333
AUH	-0.4236
FLJ40243	-0.5268
C14orf129	0.076625
MBD2	-0.41975
ABHD14B	-0.9088
PIGT	-0.414363636363636
ALS2CR4	0.473727272727273
ALAS1	0.0656153846153846
FOXO1	1.224875
CRLF3	-0.885181818181818
C20orf107	0.3075
FARS2	0.3516
CCDC28A	0.0772
NPHP3	-1.973
OR13F1	0.386333333333333
TSEN54	-0.698
DEFB106B	-0.0884166666666667
OR8B4	0.57
STH	1.616
ZC3H14	0.0455
CBX2	-0.106666666666667
TMEM49	-1.9972
C6orf21	0.244333333333333
FLJ20920	-1.18763636363636
CRTAP	0.0385789473684211
DDX50	-0.2448
STYXL1	0.2498
BLVRB	-1.779875
LOC147650	-0.68
MMP24	0.190166666666667
GRID1	3.7675
BANF1	-0.109
CTAGEP	-0.6576
HMBS	-1.1852
SLC25A24	-2.71775
C14orf50	0.3524
MRO	2.13275
SLC25A15	-1.3856
FAM84B	1.93135714285714
TDP1	-0.492
C16orf78	0.052625
C11orf57	0.5873
RFK	-0.1491
ZFYVE9	-0.169818181818182
STCH	0.151153846153846
WIBG	-0.389
LOC283871	-0.198375
GBA2	-0.364857142857143
NDUFB3	-0.5382
HSD17B13	-0.213833333333333
GRIN3A	4.177
FMNL1	-1.875125
SEPT7	0.939
GNLY	1.787
GRAMD1C	0.219125
ZNF165	-1.8672
USP38	-0.1252
FAM83A	-3.226625
C14orf24	0.9729375
ARMCX3	0.9914
ARHGDIB	-1.570125
AK1	0.950727272727273
KIAA1045	4.7054
DNAJB13	-0.050375
NEU2	-0.0223333333333333
HIST1H4B	-0.758625
FAM20B	-0.776307692307692
HES2	-0.654578947368421
FAM73B	-0.0574615384615385
LOC388381	0.5254
INTS7	-0.106714285714286
AMPH	3.2955
ZNF775	0.7348
UCKL1	-0.96625
C10orf97	1.5046
C1orf161	-0.402333333333333
ALDH1L1	2.2926
FLJ39378	0.769727272727273
SLC23A1	-1.71033333333333
RBM4B	0.826
THAP4	0.04975
OGFRL1	-0.673
KIAA0831	0.383909090909091
PPP1R15A	-0.66
C1orf96	1.31036842105263
C12orf11	-0.6084
BMF	0.554818181818182
MAN1A1	-2.54709090909091
KIAA1600	0.251875
NLGN4X	3.347
ALOX12	-0.842
RB1CC1	0.533285714285714
NEIL2	1.16023076923077
EIF4E	-0.565172413793103
ABHD5	-1.0806
EXOC4	0.633625
CIP29	0.077125
BATF2	-0.097
SLC29A4	0.277727272727273
HTR4	1.5165
EMB	-3.3464
TRAF6	0.0564
LMNB1	-2.8946
FAM19A5	1.66836363636364
SHE	1.2736
PIK3C2B	1.5242
C15orf15	-0.536357142857143
USP15	-0.226923076923077
TCEAL2	4.6062
C5orf39	0.323142857142857
PTGER2	-3.2188
SLC31A1	-0.182
IFT172	1.1166
ADAM29	0.0308
GFOD1	1.3494
ST7L	0.860375
C15orf26	-2.9084
PKN3	-1.5096
CNTD1	2.52875
COMMD1	0.7837
NTRK2	5.525875
FOXN3	1.29554545454545
MFGE8	-0.433769230769231
PFKFB2	1.635375
TAS2R4	0.218
ENTHD1	-0.8755
PRMT5	0.7471
MGC16384	-1.43218181818182
LOC442229	-1.589
TSKU	-0.961909090909091
KRTCAP3	-3.85772727272727
PDLIM1	-2.54715384615385
KCNS2	0.830666666666667
RNF126	-0.030125
CEP63	-0.2463
CLIC4	0.4129
hCG_1990170	0.5744
ACR	0.763615384615385
KLK7	1.4712
ALOX5AP	1.11309090909091
RIPK3	1.7298
TAS2R9	0.0423333333333333
C19orf18	1.88466666666667
BIRC6	0.452421052631579
ZNF16	2.131
RFT1	-1.003
SLC8A2	0.7016
TACC1	0.369727272727273
ITGAD	0.0538333333333333
SAMHD1	0.591333333333333
SH3PXD2B	0.256692307692308
EPC2	1.4978
C20orf85	0.1746
ATP13A2	0.55575
KRT4	0.0747272727272727
CAPNS1	-0.5236
MDM2	-1.0320625
PCDH20	4.5412
KCNK9	0.355333333333333
OR2C1	0.184666666666667
KLHDC3	0.427625
IPPK	0.497333333333333
EFHD2	-0.3568
GALR3	0.022
NBEA	1.887375
ABCA6	0.815230769230769
CLDN3	-3.32775
AKT2	-0.535578947368421
EGFR	0.606142857142857
RBM16	0.5073
ZDHHC3	-0.990692307692308
SLC25A4	-0.11175
CYB5B	-0.414125
CPXM1	1.8282
NDRG1	-0.050375
FLJ43826	0.20125
OR5L2	0.230875
FARP2	0.266076923076923
MRPL46	-0.2930625
LDHAL6B	-0.17575
MAPKAPK3	-1.2155
NCAM2	2.2486
PRKD2	-0.703875
ZFP36L1	0.526615384615385
CYSLTR1	-1.119
OR4C3	0.3872
HIST1H2AJ	-1.81966666666667
CCNB2	-1.26336363636364
ZNF10	1.3032
TMEM175	0.546
FAM134A	1.42775
TIGD4	0.344666666666667
PCNP	0.0408
MGC39715	5.0515
LQK1	-0.2368
CREB1	0.831692307692308
TMPRSS3	-3.1005
C4orf32	-2.3681
LAT	-3.08233333333333
KCNA3	0.295333333333333
SKIV2L2	-0.5872
ROPN1B	-4.4762
tcag7.23	0.226
CDT1	-2.4807
ZHX2	2.90954545454545
CD28	-4.0944
ZNF624	1.9664
SEPT2	1.33333333333333
SOHLH2	1.40027272727273
MCOLN3	-1.06990909090909
UNQ1945	-0.0786666666666667
MASP2	-1.37866666666667
ZNRF3	0.300615384615385
GPATCH3	0.6526
AGL	0.0862727272727273
QRICH2	0.174333333333333
PSD4	-2.016375
CCNB1IP1	-0.0028
ENPP7	-0.0146
OBFC1	-0.933
KCNG3	-0.967
C14orf79	0.275066666666667
ENPEP	1.240125
SCT	0.0716666666666667
SKI	0.959636363636364
SEC61G	-0.6362
CAPN11	-0.9888
ATXN7L3	-0.00300000000000001
DBNDD1	-1.19925
FAIM	0.0094
ANKRD36	-0.913666666666667
GABRP	-0.752666666666667
TACSTD2	-4.582375
EIF3J	0.2268
PPP2R2A	-1.2948
TEKT4	0.136
PVALB	-2.626
F10	-3.3605
FAM134C	0.472923076923077
COMP	1.2745
EFCBP1	0.447772727272727
SCLT1	0.4948
TAL1	-0.967461538461538
ACSL1	-0.18
ABCC5	-0.6628
ABL1	-0.19392
RBBP7	-0.017625
PTPRG	-0.56
NCOR1	0.198615384615385
SPINK4	-2.61975
TXNRD1	-1.57776923076923
TNRC15	0.7569
C9orf138	0.364636363636364
UBE2H	-0.087625
BRDT	-0.182375
C8orf31	1.4748
CCNE2	0.0792857142857143
SLC6A8	-0.6445
CALCR	-5.0038
PPP1CB	1.29526666666667
ABHD8	0.8566
ARF5	-0.0330769230769231
SLC24A4	1.0468
CCT3	0.6556
ZNF121	0.0961818181818182
SLC3A2	-0.937
OR13A1	-0.0566666666666667
SLC5A10	-0.6552
RAD50	-0.7103
IER5	-0.1213
MTHFD1L	-1.47172727272727
MBTPS2	0.0756666666666667
MVK	-1.37963636363636
NCL	-0.242384615384615
PSMD10	0.3126
MOBP	3.26372727272727
FLJ32894	0.19
HRH1	-0.67925
C5orf30	1.082
NUDT16L1	0.869230769230769
RASGRP3	3.8995
PRKRIP1	-0.00346153846153846
CCDC75	1.987
LOC253970	1.729
KIAA1239	3.45
MED21	-0.357
SYT11	4.5435
NTSR2	4.32466666666667
EGFL11	-0.439333333333333
CXorf59	-0.221666666666667
OR2A25	0.0758
SPTBN2	0.717
LRMP	-0.72225
RNF111	1.303
PTH	-0.442
LOC619208	2.448875
KIAA0895	-0.2392
RANBP5	-0.723
P2RY10	-1.079
NME5	2.899375
DDX21	-1.41733333333333
LRSAM1	0.0993333333333333
HDAC11	1.048
VMO1	1.9698
NOLA2	-0.612875
ADAR	0.744266666666667
MTO1	-0.807375
SF4	1.08225
P2RX1	-0.590625
HBM	-0.0528
EN2	0.269666666666667
C14orf172	0.966833333333333
TM9SF2	-0.736153846153846
INHBE	-0.735125
TCTE3	0.966933333333333
TOX2	0.3364
CTAGE3	-0.1824
HBB	4.21
MED15	-0.76125
CASR	0.4494
C6orf66	-0.99275
MTPN	0.5472
UNC50	0.4524
C21orf33	1.2871
IRF2	-0.0738
PGR	-3.121
GPR84	1.1278
CROCCL1	-1.127
SRPX	-1.1212
BRE	1.088125
FGF10	-0.14
SDC3	2.710625
ZRSR1	1.074625
DKFZP434P211	-0.2745
SOX6	1.659
RPUSD2	0.7856
C14orf173	-0.388
MAPK11	-0.153
TBC1D22A	-0.504
FAM123A	4.87466666666667
COL4A6	-3.042
TOMM70A	-0.3396
NAB1	-0.1815
MGC16385	1.44790909090909
TSPAN18	0.017875
MED31	-0.1892
PLG	0.1762
CAPSL	0.263333333333333
ZNF532	2.02815384615385
ASB14	-0.0546666666666667
CA8	1.233
NUDT16P	-0.959
SLFN11	-2.9
LRRIQ2	0.3374
NOL7	-0.3965
BRMS1L	1.4242
JARID1A	1.68371428571429
PANK2	-1.3528
ICAM3	-3.1926
MDS1	-0.376
TAF8	-0.0106
RNF139	1.9994
ZNF594	0.8935
ADAM8	-1.45090909090909
SFTPC	1.33054545454545
MAN2B2	0.312454545454545
RGS12	0.979571428571429
EIF1AY	1.041
LRRIQ1	-0.33175
GPR150	0.0942
CCDC21	-0.75425
PRRG3	0.4428
SAA4	-5.0226
RAPGEF5	2.2326
ZCCHC2	-0.5211875
MGC39372	1.3
PPP4R2	-0.991333333333333
CDCA2	-2.27028571428571
OR4D5	0.36825
PTGFRN	-0.260615384615385
SIGLEC5	-0.344625
C19orf61	-0.003125
NMUR2	0.0533333333333334
KIAA1586	0.0465
DAGLA	1.549625
CHCHD6	0.0272
GPR32	-0.0486666666666667
NEUROD6	1.597375
SLC2A4RG	-1.4374
CA5B	-0.0186666666666667
FBXL3	0.4246
MPHOSPH9	-1.4114
HMG2L1	-0.0442
HCN4	-0.18625
CEACAM19	0.514666666666667
SH2D4B	0.412875
HFE2	-0.599
TGM4	-0.042
LYPD2	0.24
TBC1D15	-0.0848
MRPS21	0.324
NONO	-0.322571428571429
CLEC5A	-0.1482
ITCH	0.110357142857143
MGAT3	1.418875
MBP	2.6471
RPP25	-2.6046
SOSTDC1	-2.1314
HRC	-0.7028
TRIM48	0.395666666666667
TMEM133	2.0278
ECEL1P2	-1.48625
HOXC11	0.791333333333333
DOK5	1.6614
HELZ	0.12925
LOC348180	0.5816
MGC33894	-0.0236
ADRB3	-0.169333333333333
DMD	0.883
PTRH2	-0.1654
MPEG1	2.74
NDUFA12	-0.797
KRTAP2-4	0.5276
STAMBPL1	-0.67275
ADCY2	3.6035
UNQ6125	0.689666666666667
KLHL20	0.6855
SRM	0.1
OTC	1.576
TMIE	2.89925
SNX8	0.0994
LIPK	-0.511666666666667
CHURC1	0.62925
KLC2	0.067375
HDAC1	-1.06525
FAM128A	-0.494125
FNDC3B	-1.75292857142857
MTCP1	-0.7095
WFDC10B	-0.0863846153846154
PCDHGB3	-0.0816666666666667
ATRNL1	1.90015384615385
CAV2	-1.34427272727273
MED26	1.111875
DUS1L	-0.6762
CHRM3	-0.2368
NEK9	-0.7925
WARS2	-0.787
TBX22	0.0306666666666667
TOMM40	-0.0234
RP6-213H19.1	-5.258875
TUBGCP5	0.0038
IGSF6	3.9548
TPPP	2.967625
UNQ6190	0.464333333333333
GSTM5	2.112
BTD	0.44925
PDCD1LG2	-0.361875
SNRPB2	-0.482375
ERICH1	-1.2183
APOA4	-1.5826
HOXA11	-0.9778
NARG1	-0.869818181818182
MKX	2.74766666666667
RAB28	0.505611111111111
PKP3	-4.3068
SH3GL2	4.3978
CTSO	2.5872
RPN2	-0.5658
IL28RA	-1.125875
SFMBT1	-0.4902
WDR57	0.000181818181818177
FER1L3	-2.92806666666667
HSF5	-0.293375
TTC9B	3.5818
C4BPA	-3.831625
ALB	-5.04272222222222
SORBS3	0.171909090909091
UPF2	1.18666666666667
JPH1	-0.653333333333333
AGBL2	-1.6398
DOPEY1	2.37433333333333
TERF1	0.54875
KIF22	-0.170875
NINJ1	0.4216
SEC61A2	2.07026666666667
HIST1H1D	-3.1305
SFXN4	-0.367
UCP3	1.04823076923077
ZNF703	-0.09575
MYL6B	0.8994
TREM1	-0.00339999999999999
OR52E6	0.298666666666667
CKMT2	2.69
HLA-C	0.2817
SLC13A3	-1.089875
TIMP4	1.374
SLIT2	1.4126
RSF1	0.756086956521739
LONRF1	-0.9375
MON1A	0.598125
CACNG6	-0.926375
DPPA4	-5.8685
ZSWIM3	0.5392
ZNF804A	1.60775
CCIN	0.2236
SLC25A31	-0.3838
KCNMB4	2.46
RABL5	0.2164
GALNS	0.701307692307692
STX6	1.1089
HIST1H1C	-2.51255555555556
CIDEB	-1.49118181818182
CASP4	-2.68644444444444
PDK3	-1.45535714285714
KCNJ11	0.523333333333333
TPR	-1.0178
ZSCAN20	-0.542
MTX2	-0.6682
HIST1H2BH	-1.8014
LOC283767	3.459
LYRM7	0.350521739130435
BRD3	0.050875
HIST1H2BO	-1.5164
MAGEB10	0.07
SLC45A1	2.5752
SERPINA3	-0.949038461538462
KIAA0143	0.7906
KCNJ16	4.76275
KRT79	-0.309
FABP2	-0.192833333333333
NUT	0.4078
ZNF57	-0.5224
FBXL4	0.1989
CLEC9A	1.759
UGT8	3.08975
BMP2K	-0.471
MAPK4	1.3448
SLC25A23	0.750307692307692
HINT1	-1.12871428571429
KRTAP13-1	0.904333333333334
SFXN5	1.27838461538462
CHCHD2	0.336333333333333
FAM3D	0.228666666666667
NDP	1.83209090909091
RHOBTB1	0.515625
SLC4A4	3.65036363636364
RPL38	0.2626
HTF9C	0.022
AP2A2	0.612454545454545
ZBTB46	-0.134666666666667
MAP7D1	1.2029
AOX1	-3.17628571428571
CYR61	-0.736470588235294
DTNA	1.99522222222222
JRKL	1.2792
TMOD3	-2.1294
EEA1	-0.0256923076923077
ADCK5	-0.4256
IL1R1	-1.4625
KLK3	0.0255789473684211
HRSP12	1.1524
KTN1	0.0034
LOH11CR2A	0.253153846153846
RELL2	-1.0435
MAB21L1	0.387166666666667
C20orf59	-0.885125
PHKB	0.3072
ADAM2	-2.31857142857143
TBC1D8B	-0.299125
FAM13A1	-0.0101904761904762
LAPTM4B	0.92225
LCN8	0.00733333333333333
TMEM147	0.108666666666667
SYT4	6.989375
XPO7	-0.451333333333333
C9orf62	-0.4412
GPR75	0.684666666666667
TRIM5	-1.4852
APOC1	1.392625
RNASE4	-2.0235
PARD6B	-3.5822
ARID1A	0.381125
TPD52L3	0.0173846153846154
RRAGB	2.044125
RCN2	0.6985
HIST2H2BE	-0.468904761904762
STARD7	0.8946
SHMT2	-0.0876666666666667
KIAA1751	-0.076125
MLYCD	0.3266
LOC162632	-0.717923076923077
UQCRH	-0.7012
RP11-217H1.1	-0.51195
SDHA	-0.606
NCLN	-0.819846153846154
ZNF17	0.502
RCBTB2	-0.1828
VEGFB	-0.362615384615385
RP4-747L4.3	-0.029
COLQ	0.780153846153846
MPN2	-1.00325
DRG2	-1.3578
KLRB1	1.4678
ALPK2	-3.2422
DNASE2B	1.851
FLJ23834	-0.025875
AXUD1	0.424125
SAFB	0.525384615384615
NSUN4	-0.2722
RFX2	1.43
MAPK8IP1	2.500375
FANCD2	-1.38735294117647
ANKZF1	-1.841125
C19orf50	0.9858
DUSP8	1.67609090909091
SENP5	-0.9238
NFKBIL2	-0.7425
LBR	0.2995
IGFL1	0.0526666666666667
LZTS2	-0.3369
IL2RG	-1.72054545454545
CCDC51	-0.2458
KLF3	0.5396
ANKRD37	-3.1754
KCTD14	-0.616125
FZR1	0.401411764705882
SLC44A4	-1.89153846153846
ESPL1	-1.3477
GMPR2	-0.355846153846154
TBC1D19	-0.526375
ERGIC1	-0.444205882352941
ERBB4	1.64842857142857
TSPAN32	-0.3125625
MAP4	-0.149
GPHN	0.0186
SLC6A2	-0.237181818181818
HIVEP1	0.4122
DFFB	0.0718461538461539
EIF4EBP2	0.0412
DMRT1	-0.1562
HSPB6	-0.5842
IER2	-0.92875
AIFM1	-1.471
WWC2	-0.9253125
MRPL4	-0.3286
