Hybridization REF	TCGA-CS-5395-01A-01R-1470-07
MT1JP	3.09714285714286
PHF20	-0.496190476190476
CPNE4	2.2228
GTPBP1	-0.0127368421052632
RAB33B	1.25425
ALDOC	3.678
ZNF212	0.3452
NUDT1	0.024625
RFPL2	1.832
ZNF83	0.172
GDPD5	-0.4426
PDCD4	0.185923076923077
CEP350	-0.6294
OR10A2	0.1442
CST7	-0.9094
CIAO1	-1.1894
SELL	1.14863636363636
OR8J3	0.417
LTBP4	-1.106625
SIRT6	0.2512
CCL19	2.8516
PPIL1	-0.020625
GBP7	0.466875
STK17A	0.0956923076923075
ABR	3.4856
OR9G1	-0.0635
FOXE1	-1.033
CNGA3	3.98266666666667
GML	-0.0413333333333333
CD38	0.2102
ZDHHC6	-0.59825
NEFH	1.723
CTDSP2	0.3073125
PGBD5	3.42966666666667
CCNY	0.2335
RMND5B	-0.299875
ZNF257	-3.4804
FLJ22167	2.4726
EXOSC7	-0.35
ROR2	0.6322
MAOA	1.66336363636364
TNNT3	-0.08025
GYPC	-1.27216666666667
C7orf33	-0.437666666666667
PLIN	4.511875
LOC90826	0.2862
RNF4	-0.0824615384615384
F8A1	-0.9395
PLEKHG4	-3.854
GRB2	-0.0971851851851852
HIST1H2AD	-2.381
DUS3L	0.14125
EIF1	-0.40925
RP5-1077B9.4	-1.139
FPGT	1.2784
GDF10	1.01775
COQ9	0.6778
GCC2	-0.329388888888889
RARRES3	1.658
PLXNA1	-0.105142857142857
KIAA0100	-0.122571428571429
PMF1	0.045
FNDC1	-0.0852
HS2ST1	1.0510625
CRELD2	0.3154
C8G	-1.93633333333333
CD82	1.6822
LIM2	-0.813666666666667
UNQ6490	0.0126666666666667
MMP16	0.792333333333333
DRD3	0.274
C5orf26	-0.9764
C11orf73	0.1539
PTP4A2	-0.587
OR4M2	0.535333333333333
HPCA	-0.185625
SEC14L1	-0.178625
CHFR	-0.712545454545455
EMILIN1	1.3408
NDUFS4	-0.2246
COL18A1	-2.409
PDZD3	-0.198769230769231
C9orf16	-0.009
ERBB2IP	0.772142857142857
EMX2	6.9574
FUS	-0.3138
TF	-0.353153846153846
CLCN4	2.72
CXorf56	0.0662
C11orf72	0.3005
ELAC2	0.1526
NPR1	-1.3096
ASS1	-1.92677777777778
USP42	0.2873
POLR2J	0.685
SEC23IP	-0.736375
UQCRC1	-0.0768
LOC729603	-1.1596
C1orf71	-1.0466
POLG	-1.979
ADAM23	-1.81683333333333
TFR2	-1.342
RICTOR	-1.18861538461538
MGC39606	3.8232
C19orf55	-0.550454545454545
SNAPC1	-0.68275
GNA11	1.63390909090909
CCDC52	-0.54075
FSIP1	1.024
UPF3A	0.5962
IGSF11	2.46475
LAGE3	0.0164
CHST6	2.893
UNC13B	2.31027272727273
TTLL4	-0.454818181818182
ZNF687	0.7427
SDC2	0.152
COX7A2	-0.2298
LAMB4	0.7792
FAM24A	0.602666666666667
LRRTM3	1.17275
GPHB5	-0.2922
OR4C13	0.203666666666667
EIF3EIP	-0.400055555555556
HABP4	2.65966666666667
TMEM125	2.4236
CNTN2	4.37554545454545
ASNSD1	0.075
FUT4	-0.1365
ACF	-3.89
LOC158381	1.1555
CDH8	1.2586
AGPS	-0.774
C4orf18	2.59418181818182
PECI	0.437142857142857
UNG	0.131363636363636
GSTP1	-0.150454545454545
DCUN1D5	-0.898
DKFZP564J0863	-3.1172
SLC9A3R1	0.376090909090909
BCDO2	1.52972727272727
CHMP7	0.1025
REM2	0.0586666666666667
DNHD1	-0.5644
FKBP4	-1.34918181818182
ZNF350	2.076
MGC11102	-0.450363636363636
BST1	0.135
KISS1R	-0.533333333333333
NCR2	0.535
DEFB125	0.453666666666667
UBE2W	0.113727272727273
KRT15	-4.27763636363636
C10orf99	0.995
SCN11A	0.184181818181818
GFI1	-4.0974
RDHE2	-0.139
FHL1	3.019875
OSGEP	0.167125
GATA1	-3.8855
SMC6	-1.275
TTTY14	2.36766666666667
LPIN3	-0.1582
RPL4	-0.593214285714286
RBPMS	-2.47885714285714
PRPF3	-0.4575
EMR1	-2.202
SPATA19	0.4118
XCR1	0.0893333333333333
IRX3	0.600461538461538
RBM6	-0.6528
KLF4	-1.73430769230769
UNC5CL	-1.37
SEBOX	-0.603666666666667
BTK	-1.4796
KRCC1	1.52
C6orf27	0.766
SYTL5	-1.53866666666667
PRND	0.362090909090909
LOC653319	-1.32433333333333
PIGL	-2.50790909090909
HUS1	-0.811375
SFRS6	-0.452
C17orf77	0.667666666666667
UIMC1	-0.5185
FXYD2	-2.30415384615385
LOC283152	0.9246
ZNF667	1.75
ZCCHC12	2.0058
TFEC	2.06815384615385
ATP7B	-0.846
POLD2	-0.307125
RG9MTD1	-0.0684
ACOT2	0.89925
HIST1H4I	-1.08781818181818
PPARGC1A	1.16838461538462
ETFA	-0.991071428571429
POLRMT	0.5608
ZNF146	0.498909090909091
MIA2	-2.34033333333333
KLHL6	-1.317625
HOXB5	-0.434545454545455
NENF	-0.136625
CUGBP1	-1.3018
PRSS22	-1.433375
CASC4	1.83723076923077
CUL4B	-0.369384615384615
CENPJ	-1.24257142857143
PITX1	-3.019375
FLJ31033	0.348428571428571
CELSR3	-0.585375
ZNF568	1.3554
ITSN1	0.134266666666667
EHBP1L1	-2.35375
C19orf2	0.1358
DCTN1	0.8096
LIN28B	-3.781375
TNKS2	0.0484
C1QBP	-0.3627
CADPS2	0.1796
SRMS	-0.2224
GJA9	0.4615
MGC24975	-0.323375
TRIM45	-1.5345
TSP50	0.348
TCP1	-0.6638
TMED7	0.774583333333334
CMA1	0.4345
CENPL	-0.695
PTCRA	0.630333333333333
FST	-4.758
VWCE	0.133
PAWR	-1.2106
ABCC12	1.325375
LDLR	-2.03615384615385
ASTN2	2.10228571428571
LOC441212	0.151909090909091
GPATCH8	0.00833333333333332
TANC2	-0.932
KIF4A	-1.9502
C18orf18	1.0088
PGM1	0.3752
KIAA0258	-0.238
CPD	-0.4575
SNCAIP	2.2902
DCT	-4.17311111111111
HLA-DOA	2.30525806451613
OR11L1	0.683
UPK1B	-0.298625
DNAJB4	1.1787
UGT1A8	-0.4755
HIST1H4L	-0.575
PECR	-1.536875
HSPA2	3.8896
WFIKKN1	-1.64166666666667
SERP1	1.2022
SYDE2	-1.4605
TACR2	-0.317333333333333
NUP85	-0.9802
CD177	-0.816
LGR5	-0.9635
PIGG	-0.192
PTHR1	0.82925
RAB5A	1.73730769230769
FLJ13224	0.0393333333333333
USP9Y	2.152375
C7orf53	-2.17933333333333
LRP1B	4.5734
XAF1	0.172133333333333
ABCG8	0.195666666666667
ANKDD1A	-0.49025
DAND5	1.36933333333333
SPAG6	1.676625
LINCR	-0.9436
ZDHHC22	2.5793
CCDC60	-0.0793333333333333
THOC7	-1.2945
TCTA	1.97346153846154
OR8K3	0.0794
NY-REN-7	-1.074
B2M	0.245
C6orf141	-3.4849
LPPR4	6.06333333333333
SQLE	-1.33309090909091
SEPHS1	-0.4646
BTBD14B	0.658555555555556
PLRG1	-0.666
SPG7	0.35347619047619
ZNF614	0.378666666666667
PARD6G	0.150625
INPP5B	-0.574153846153846
GRPEL2	-0.6464
PPID	-1.26076923076923
TRIM56	-0.1612
UBE2J1	-0.338727272727273
IL20RA	5.4574
LOC387856	2.4368
C1orf107	2.572375
UTS2R	0.418
C19orf22	0.3314
SAFB2	0.5162
KIAA0652	0.4243
KLRG1	-0.79075
MS4A8B	-0.321142857142857
FRAG1	-0.266
KIAA1546	1.175
E2F4	-1.15484615384615
CLEC4M	-0.334777777777778
BTBD14A	-0.1634
KIAA0999	0.334615384615385
GYPA	-3.41425
TAC1	2.56128571428571
TRAIP	-1.01375
KIAA0232	1.19753846153846
ERCC8	-0.9001
GPX4	0.570090909090909
KIAA0368	0.2099
GPR157	-2.21525
CTAGE4	-1.5115
C9orf30	-0.851875
OR52A1	0.220333333333333
HSP90B3P	-0.6715
ALG9	-0.600307692307692
BTBD10	0.7712
SDK2	0.568833333333333
BAIAP3	0.4616
RABGGTB	-0.5665
ANKRD40	0.031
KRT74	0.725333333333333
CALCOCO2	0.472444444444445
SNCA	-0.5454
TMSL8	-2.69145454545455
C2orf53	-0.451
ESRRB	-0.0466
ARHGAP26	-0.5313
TDRD9	-1.1218
HRAS	0.69825
KLRC4	-1.936
JAGN1	-0.287
BSDC1	0.3052
RNF43	-1.64823076923077
NDUFAF1	1.1822
PHF12	0.427833333333333
OR1L3	0.3618
FOLR2	2.657
LYZL6	0.169428571428571
tcag7.1260	-0.561
WSB1	-3.021875
PROS1	-1.37907692307692
OSTN	3.353
PSMB8	-0.258
SOCS4	0.515363636363636
DDIT4L	6.3796
MAS1	-0.168666666666667
MGC34796	0.5464
CSHL1	0.152
TBCCD1	0.500125
ZBTB7C	1.00966666666667
AP2S1	-0.586818181818182
P15RS	1.11123076923077
VAT1	-1.00576923076923
SHANK3	1.22425
TUFM	0.862625
THEG	-1.289
KRT34	-1.8072
SGSM3	-0.3855
TOMM22	-0.3633
SOCS3	-2.422875
CPO	0.96
POP4	0.7302
BHLHB3	3.3946
MALL	-0.645333333333333
OR1B1	0.739666666666667
PARK2	1.68288888888889
GPR124	-0.9362
LCE1E	-0.114
RUVBL2	0.1278
CGRRF1	1.50123076923077
ACPL2	1.4112
WNT10B	-0.706909090909091
BAIAP2L2	-2.08127272727273
ISCA1	0.9195
C1orf125	0.123272727272727
RPAP1	-0.1922
RAI16	-0.1745
RPL27	-0.953636363636364
NLRP9	-0.326666666666667
EPN1	0.646333333333333
LOC388610	-1.6233
SLC35A1	0.436230769230769
GAL	-5.4332
SLC14A2	0.477166666666667
RDH11	0.608375
FAM138F	-0.569666666666667
AUH	0.0574
FLJ40243	0.3704
C14orf129	0.58525
MBD2	-1.551875
ABHD14B	-0.6036
PIGT	-0.432363636363636
ALS2CR4	1.58536363636364
ALAS1	0.46
FOXO1	2.238
CRLF3	-1.27954545454545
C20orf107	0.0045
FARS2	0.6096
CCDC28A	0.7566
NPHP3	-2.2352
OR13F1	0.114333333333333
TSEN54	-1.2814
DEFB106B	-0.1255
OR8B4	-0.214666666666667
STH	0.6028
ZC3H14	-0.4179
CBX2	-0.213666666666667
TMEM49	-1.521
C6orf21	0.375333333333333
FLJ20920	0.373272727272727
CRTAP	0.0661052631578948
DDX50	-0.5652
STYXL1	0.5694
BLVRB	-0.37
LOC147650	0.5335
MMP24	1.0615
GRID1	3.419375
BANF1	0.269
CTAGEP	-1.2702
HMBS	-1.4782
SLC25A24	-3.242375
C14orf50	2.4104
MRO	4.0225
SLC25A15	-0.2722
FAM84B	0.944357142857143
TDP1	-1.61266666666667
C16orf78	0.009
C11orf57	0.2729
RFK	-0.0771
ZFYVE9	-0.655454545454545
STCH	-0.203076923076923
WIBG	-0.451
LOC283871	-0.050625
GBA2	0.149928571428571
NDUFB3	-0.1828
HSD17B13	-1.4185
GRIN3A	4.35228571428571
FMNL1	-1.426875
SEPT7	1.37753846153846
GNLY	2.12833333333333
GRAMD1C	3.124125
ZNF165	-1.897
USP38	0.76
FAM83A	-3.456
C14orf24	0.2564375
ARMCX3	1.4094
ARHGDIB	-1.06225
AK1	1.65427272727273
KIAA1045	4.9756
DNAJB13	-0.339
NEU2	-0.012
HIST1H4B	-1.741125
FAM20B	-0.894153846153846
HES2	-1.03857894736842
FAM73B	0.215538461538462
LOC388381	0.2356
INTS7	-1.9695
AMPH	3.2145
ZNF775	0.6892
UCKL1	-0.93025
C10orf97	-0.1324
C1orf161	-0.696833333333333
ALDH1L1	5.6386
FLJ39378	1.10209090909091
SLC23A1	-1.94033333333333
RBM4B	1.2426
THAP4	-0.074375
OGFRL1	1.6928
KIAA0831	0.222909090909091
PPP1R15A	-1.29225
C1orf96	0.791789473684211
C12orf11	-1.6302
BMF	-1.188
MAN1A1	-1.90581818181818
KIAA1600	-0.00937499999999999
NLGN4X	3.0246
ALOX12	-1.152125
RB1CC1	0.469714285714286
NEIL2	1.74930769230769
EIF4E	0.679857142857143
ABHD5	-0.134
EXOC4	0.63025
CIP29	0.04025
BATF2	1.0224
SLC29A4	1.16863636363636
HTR4	1.6885
EMB	-2.432
TRAF6	0.35
LMNB1	-2.5174
FAM19A5	2.546
SHE	2.1954
PIK3C2B	3.4644
C15orf15	-0.286642857142857
USP15	-0.372384615384615
TCEAL2	5.5118
C5orf39	1.87885714285714
PTGER2	-3.836
SLC31A1	-0.385857142857143
IFT172	0.7514
ADAM29	0.4484
GFOD1	1.0766
ST7L	0.58125
C15orf26	-1.8444
PKN3	-1.4082
CNTD1	2.475625
COMMD1	-0.3039
NTRK2	6.5906875
FOXN3	1.44190909090909
MFGE8	-0.475692307692308
PFKFB2	1.859
TAS2R4	-0.097
ENTHD1	0.73075
PRMT5	-0.1411
MGC16384	-2.26427272727273
LOC442229	-1.0168
TSKU	-1.55109090909091
KRTCAP3	-4.34581818181818
PDLIM1	-2.16361538461538
KCNS2	1.39683333333333
RNF126	-0.36275
CEP63	0.0578
CLIC4	0.6747
hCG_1990170	1.0878
ACR	0.349307692307692
KLK7	0.9822
ALOX5AP	3.60990909090909
RIPK3	2.0378
TAS2R9	0.0463333333333333
C19orf18	2.44333333333333
BIRC6	-0.698631578947368
ZNF16	1.04433333333333
RFT1	-0.52
SLC8A2	0.4274
TACC1	1.11690909090909
ITGAD	0.426666666666667
SAMHD1	0.601166666666667
SH3PXD2B	0.683307692307692
EPC2	1.3164
C20orf85	0.2499
ATP13A2	0.5685
KRT4	0.281090909090909
CAPNS1	-0.115
MDM2	-1.0624375
PCDH20	2.2552
KCNK9	0.616666666666667
OR2C1	0.085
KLHDC3	-0.049
IPPK	-0.281666666666667
EFHD2	0.0551
GALR3	-0.245
NBEA	1.871125
ABCA6	0.740615384615385
CLDN3	-3.78525
AKT2	0.299578947368421
EGFR	2.299
RBM16	0.0169
ZDHHC3	-0.690615384615385
SLC25A4	1.09425
CYB5B	0.37475
CPXM1	1.8018
NDRG1	-1.936875
FLJ43826	0.8442
OR5L2	0.39525
FARP2	0.667615384615385
MRPL46	-0.08775
LDHAL6B	0.551625
MAPKAPK3	-0.118875
NCAM2	0.3954
PRKD2	0.548
ZFP36L1	1.53015384615385
CYSLTR1	-1.1646
OR4C3	0.8086
HIST1H2AJ	-1.52466666666667
CCNB2	-2.339
ZNF10	0.1728
TMEM175	0.209666666666667
FAM134A	1.241
TIGD4	1.12933333333333
PCNP	1.0432
MGC39715	5.1565
LQK1	-3.09
CREB1	1.06769230769231
TMPRSS3	-1.36516666666667
C4orf32	-2.6365
LAT	-3.61906666666667
KCNA3	-0.246
SKIV2L2	-0.7764
ROPN1B	-1.5458
tcag7.23	-0.689
CDT1	-2.5933
ZHX2	2.54681818181818
CD28	-5.0918
ZNF624	1.4492
SEPT2	1.50446666666667
SOHLH2	0.887272727272727
MCOLN3	-1.478
UNQ1945	0.0806666666666667
MASP2	-1.822
ZNRF3	1.56761538461538
GPATCH3	0.1166
AGL	0.323727272727273
QRICH2	-0.46
PSD4	-0.707
CCNB1IP1	-1.5322
ENPP7	0.186
OBFC1	-1.8162
KCNG3	-1.95483333333333
C14orf79	1.532
ENPEP	0.014875
SCT	0.632
SKI	0.773
SEC61G	-1.0184
CAPN11	0.3264
ATXN7L3	-0.1992
DBNDD1	-0.01075
FAIM	1.0624
ANKRD36	-2.588
GABRP	-0.795333333333333
TACSTD2	-4.382875
EIF3J	0.6218
PPP2R2A	-0.6034
TEKT4	-0.166375
PVALB	-2.1905
F10	-3.216375
FAM134C	0.534230769230769
COMP	2.4587
EFCBP1	0.673954545454546
SCLT1	0.9567
TAL1	-0.248923076923077
ACSL1	-0.164
ABCC5	-0.6682
ABL1	-0.47088
RBBP7	0.352125
PTPRG	-0.5434
NCOR1	0.0195384615384615
SPINK4	-3.058375
TXNRD1	-1.15553846153846
TNRC15	0.6157
C9orf138	0.405454545454545
UBE2H	0.313875
BRDT	0.583125
C8orf31	1.4924
CCNE2	-0.843142857142857
SLC6A8	0.4624
CALCR	-4.5602
PPP1CB	1.21546666666667
ABHD8	2.2048
ARF5	0.247692307692308
SLC24A4	4.6672
CCT3	-0.4026
ZNF121	0.249272727272727
SLC3A2	0.534
OR13A1	0.612666666666667
SLC5A10	-1.8222
RAD50	-0.7961
IER5	0.5569
MTHFD1L	-1.85609090909091
MBTPS2	0.112
MVK	-0.238363636363636
NCL	-0.0773846153846154
PSMD10	0.8288
MOBP	4.48154545454546
FLJ32894	0.4355
HRH1	-0.389625
C5orf30	0.5398
NUDT16L1	1.90876923076923
RASGRP3	4.62875
PRKRIP1	0.545076923076923
CCDC75	0.5996
LOC253970	0.2028
KIAA1239	2.1356
MED21	-0.9624
SYT11	4.2200625
NTSR2	5.01066666666667
EGFL11	-0.944666666666667
CXorf59	0.521666666666667
OR2A25	0.457666666666667
SPTBN2	0.1804
LRMP	-0.565625
RNF111	0.3718
PTH	0.321666666666667
LOC619208	1.435375
KIAA0895	0.962
RANBP5	-0.7007
P2RY10	-1.662125
NME5	4.730125
DDX21	-2.31966666666667
LRSAM1	-0.114333333333333
HDAC11	1.50175
VMO1	2.1504
NOLA2	-0.08475
ADAR	0.706466666666666
MTO1	-0.82175
SF4	0.64425
P2RX1	-0.065625
HBM	1.1738
EN2	0.354
C14orf172	0.679
TM9SF2	-0.184769230769231
INHBE	-1.158375
TCTE3	0.565866666666667
TOX2	-3.0926
CTAGE3	-0.1339
HBB	5.90269230769231
MED15	-0.871
CASR	0.602
C6orf66	-1.213125
MTPN	1.0298
UNC50	1.1738
C21orf33	1.0059
IRF2	1.3414
PGR	-2.213125
GPR84	1.8898
CROCCL1	0.1918
SRPX	1.708
BRE	0.112125
FGF10	0.1954
SDC3	3.791125
ZRSR1	1.3215
DKFZP434P211	-0.7149
SOX6	0.801666666666667
RPUSD2	-0.0586
C14orf173	-1.0524
MAPK11	0.441875
TBC1D22A	-0.0926666666666667
FAM123A	5.11033333333333
COL4A6	-1.334125
TOMM70A	-0.129
NAB1	0.4049
MGC16385	0.234545454545455
TSPAN18	1.1415
MED31	-0.0858
PLG	-0.4212
CAPSL	1.19133333333333
ZNF532	2.00161538461539
ASB14	-0.5225
CA8	-1.0024
NUDT16P	-0.424875
SLFN11	-1.484
LRRIQ2	-0.045
NOL7	-0.40425
BRMS1L	1.0453
JARID1A	-0.299714285714286
PANK2	0.0146
ICAM3	-1.0214
MDS1	-0.235
TAF8	-0.9524
RNF139	0.545
ZNF594	0.659375
ADAM8	-2.82472727272727
SFTPC	2.12627272727273
MAN2B2	1.12372727272727
RGS12	1.74795238095238
EIF1AY	2.377875
LRRIQ1	-1.757
GPR150	0.2668
CCDC21	-1.735375
PRRG3	1.531
SAA4	-5.068
RAPGEF5	2.0798
ZCCHC2	-1.66313333333333
MGC39372	2.40033333333333
PPP4R2	-0.309777777777778
CDCA2	-1.80542857142857
OR4D5	0.632875
PTGFRN	1.00830769230769
SIGLEC5	-0.6305
C19orf61	0.90425
NMUR2	0.372666666666667
KIAA1586	-0.26825
DAGLA	3.14925
CHCHD6	0.6092
GPR32	0.135666666666667
NEUROD6	1.367375
SLC2A4RG	0.44505
CA5B	0.794666666666667
FBXL3	1.5546
MPHOSPH9	-1.639
HMG2L1	-0.0758
HCN4	-0.238125
CEACAM19	-0.352833333333333
SH2D4B	0.495375
HFE2	-1.04133333333333
TGM4	0.0235
LYPD2	0.031
TBC1D15	-0.0568
MRPS21	-0.0547692307692308
NONO	-1.34728571428571
CLEC5A	1.57572727272727
ITCH	-0.3125
MGAT3	1.492625
MBP	2.8961
RPP25	-1.985
SOSTDC1	-1.4364
HRC	-1.1372
TRIM48	0.265
TMEM133	1.2322
ECEL1P2	-1.487
HOXC11	-0.456333333333333
DOK5	3.2562
HELZ	-0.221125
LOC348180	0.2078
MGC33894	0.2162
ADRB3	0.076
DMD	0.6229375
PTRH2	-1.1404
MPEG1	2.6735
NDUFA12	0.014625
KRTAP2-4	0.2522
STAMBPL1	-0.749875
ADCY2	4.359625
UNQ6125	-0.424666666666667
KLHL20	-0.133125
SRM	-0.8046
OTC	1.6706
TMIE	3.676875
SNX8	-0.1378
LIPK	-0.973333333333333
CHURC1	1.531875
KLC2	0.14475
HDAC1	-1.26625
FAM128A	-0.05725
FNDC3B	-0.981214285714286
MTCP1	-0.128875
WFDC10B	0.341307692307692
PCDHGB3	0.976333333333333
ATRNL1	1.81284615384615
CAV2	-0.801454545454545
MED26	0.451375
DUS1L	-1.3306
CHRM3	-0.7567
NEK9	1.52133333333333
WARS2	-1.1988
TBX22	0.48
TOMM40	-0.5474
RP6-213H19.1	-4.36575
TUBGCP5	0.0508
IGSF6	4.655
TPPP	3.435625
UNQ6190	-0.172333333333333
GSTM5	3.70854545454545
BTD	1.311625
PDCD1LG2	0.37725
SNRPB2	0.111125
ERICH1	-0.7313
APOA4	-1.6898
HOXA11	1.486
NARG1	-0.206181818181818
MKX	0.339833333333333
RAB28	1.20105555555556
PKP3	-3.7372
SH3GL2	4.7736
CTSO	4.223
RPN2	-0.28335
IL28RA	-0.61275
SFMBT1	-0.7676
WDR57	0.108636363636364
FER1L3	-2.2916
HSF5	0.351125
TTC9B	3.5304
C4BPA	-4.189125
ALB	-4.83127777777778
SORBS3	0.145909090909091
UPF2	-0.192333333333333
JPH1	0.137666666666667
AGBL2	0.0356
DOPEY1	1.613
TERF1	0.4649375
KIF22	-0.715
NINJ1	1.3396
SEC61A2	0.442666666666667
HIST1H1D	-1.167
SFXN4	-0.995272727272727
UCP3	-0.198230769230769
ZNF703	0.078625
MYL6B	1.3438
TREM1	0.6748
OR52E6	0.244
CKMT2	3.7892
HLA-C	0.318
SLC13A3	1.578
TIMP4	1.10916666666667
SLIT2	0.0492
RSF1	0.272173913043478
LONRF1	0.156722222222222
MON1A	0.97375
CACNG6	-0.165875
DPPA4	-5.315125
ZSWIM3	0.2218
ZNF804A	0.34825
CCIN	1.7408
SLC25A31	0.8374
KCNMB4	2.0334
RABL5	1.538
GALNS	0.256230769230769
STX6	0.617
HIST1H1C	-4.22322222222222
CIDEB	-0.674818181818182
CASP4	-2.12977777777778
PDK3	-2.0145
KCNJ11	1.84466666666667
TPR	-0.6679
ZSCAN20	-1.30533333333333
MTX2	-0.9538
HIST1H2BH	-2.2436
LOC283767	1.3442
LYRM7	0.0988695652173913
BRD3	-0.4185
HIST1H2BO	-2.4604
MAGEB10	-1.10033333333333
SLC45A1	2.8728
SERPINA3	-2.00642307692308
KIAA0143	0.4794
KCNJ16	4.990375
KRT79	-0.6688
FABP2	-0.46775
NUT	0.33225
ZNF57	0.5002
FBXL4	0.4058
CLEC9A	3.69633333333333
UGT8	3.003125
BMP2K	0.275
MAPK4	2.086
SLC25A23	1.49730769230769
HINT1	-0.692785714285714
KRTAP13-1	0.075
SFXN5	2.76392307692308
CHCHD2	0.83
FAM3D	0.296333333333333
NDP	2.91745454545455
RHOBTB1	-0.521875
SLC4A4	4.87936363636364
RPL38	-0.426
HTF9C	0.053875
AP2A2	1.21227272727273
ZBTB46	-0.257
MAP7D1	0.8546
AOX1	-2.36214285714286
CYR61	-3.36011764705882
DTNA	2.85744444444444
JRKL	0.0456
TMOD3	-1.2252
EEA1	-0.0616153846153847
ADCK5	-1.2526
IL1R1	-1.947125
KLK3	0.160333333333333
HRSP12	2.9332
KTN1	0.091
LOH11CR2A	-0.327384615384616
RELL2	-0.510666666666667
MAB21L1	1.909
C20orf59	-1.28875
PHKB	-0.3846
ADAM2	-2.35075
TBC1D8B	-1.64
FAM13A1	-0.202809523809524
LAPTM4B	0.8251875
LCN8	0.464
TMEM147	0.646333333333333
SYT4	6.846625
XPO7	-0.924
C9orf62	-0.535
GPR75	2.87233333333333
TRIM5	-0.1921
APOC1	0.67725
RNASE4	-0.72475
PARD6B	-3.8659
ARID1A	0.38
TPD52L3	0.240461538461538
RRAGB	1.432
RCN2	0.177125
HIST2H2BE	-1.06561904761905
STARD7	1.5056
SHMT2	-1.37883333333333
KIAA1751	0.249625
MLYCD	0.8217
LOC162632	-0.677461538461538
UQCRH	-1.177
RP11-217H1.1	-0.374
SDHA	-0.2015
NCLN	-0.792615384615385
ZNF17	1.197875
RCBTB2	1.9458
VEGFB	0.275769230769231
RP4-747L4.3	-0.5728
COLQ	0.977461538461538
MPN2	-0.770125
DRG2	0.3678
KLRB1	1.9662
ALPK2	-3.5184
DNASE2B	1.6236
FLJ23834	0.935125
AXUD1	0.6315
SAFB	-0.202076923076923
NSUN4	-1.0064
RFX2	2.442875
MAPK8IP1	3.20575
FANCD2	-1.68338888888889
ANKZF1	-2.16975
C19orf50	0.2872
DUSP8	1.11672727272727
SENP5	-0.9413
NFKBIL2	-1.26
LBR	-1.4272
IGFL1	0.0113333333333333
LZTS2	-0.8898
IL2RG	-2.40409090909091
CCDC51	0.1428
KLF3	1.2079
ANKRD37	-2.1204
KCTD14	-0.342875
FZR1	0.678352941176471
SLC44A4	-1.55869230769231
ESPL1	-1.4812
GMPR2	0.0512307692307692
TBC1D19	-1.002875
ERGIC1	0.452764705882353
ERBB4	2.70814285714286
TSPAN32	-0.117125
MAP4	0.992181818181818
GPHN	1.8372
SLC6A2	-0.0462727272727273
HIVEP1	-0.2288
DFFB	-0.559307692307692
EIF4EBP2	-0.3936
DMRT1	1.4986
HSPB6	1.47
IER2	-0.523
AIFM1	-0.8816
WWC2	-0.7123125
MRPL4	-0.0926
FLJ21062	-0.972555555555556
EPB41L4A	1.6725
SH2D6	0.557
TAF4B	-1.0914
GAL3ST3	2.011
