Hybridization REF	TCGA-DH-5141-01A-01R-1470-07
PLXNA1	-0.487071428571429
KIAA0100	0.105
PMF1	0.1542
FNDC1	1.0432
HS2ST1	-0.3169375
CRELD2	-0.039
C8G	-2.23
CD82	1.2898
LIM2	-0.662333333333333
UNQ6490	0.478666666666667
MMP16	1.156
DRD3	-0.2375
C5orf26	0.3516
C11orf73	0.3341
PTP4A2	-0.6786
OR4M2	0.538666666666667
HPCA	-0.7285
SEC14L1	1.59175
CHFR	-0.570909090909091
EMILIN1	0.1651
NDUFS4	0.1372
COL18A1	-1.1936
PDZD3	-0.0953076923076923
C9orf16	-0.192375
ERBB2IP	0.809857142857143
EMX2	5.873
FUS	-0.1748
TF	0.758
CLCN4	2.5405
CXorf56	0.6812
C11orf72	0.205
ELAC2	0.1404
NPR1	-0.2174
ASS1	-3.05133333333333
USP42	0.0692
POLR2J	-0.625
SEC23IP	-0.3405
UQCRC1	0.678
LOC729603	-0.4092
C1orf71	-0.8413
POLG	-3.5565
ADAM23	-1.32233333333333
TFR2	-0.9696
RICTOR	-0.12525
MGC39606	3.0214
C19orf55	-0.814636363636364
SNAPC1	-0.781875
GNA11	1.30563636363636
CCDC52	-0.9595
FSIP1	0.582333333333333
UPF3A	0.3275
IGSF11	2.0625
LAGE3	0.023
CHST6	1.47366666666667
UNC13B	0.180090909090909
TTLL4	0.127636363636364
ZNF687	1.0042
SDC2	-1.16185714285714
COX7A2	0.6382
LAMB4	-0.443
FAM24A	0.323
LRRTM3	4.1805
GPHB5	-0.2486
OR4C13	0.289333333333333
EIF3EIP	0.802888888888889
HABP4	2.28233333333333
TMEM125	2.3434
CNTN2	4.49654545454545
ASNSD1	0.6366
FUT4	-1.1264
ACF	-3.438
LOC158381	0.346
CDH8	0.391
AGPS	-1.004125
C4orf18	0.63
PECI	0.463428571428571
UNG	-0.654
GSTP1	0.0175454545454546
DCUN1D5	-1.503875
DKFZP564J0863	-3.697
SLC9A3R1	-0.618636363636364
BCDO2	1.35054545454545
CHMP7	0.5844
REM2	-1.06
DNHD1	-0.3635
FKBP4	-1.49209090909091
ZNF350	0.9548
MGC11102	-0.289090909090909
BST1	-0.1264
KISS1R	0.024
NCR2	0.0983333333333333
DEFB125	0.2775
UBE2W	0.525454545454546
KRT15	-4.31418181818182
C10orf99	0.00233333333333334
SCN11A	0.2742
GFI1	-4.2382
RDHE2	-0.946625
FHL1	2.97025
OSGEP	0.118375
GATA1	-3.9455
SMC6	-1.909
TTTY14	1.53816666666667
LPIN3	-0.1302
RPL4	0.398285714285714
RBPMS	-2.07778571428571
PRPF3	-0.186
EMR1	-2.097
SPATA19	0.6272
XCR1	-0.143666666666667
IRX3	-0.439769230769231
RBM6	-0.5236
KLF4	-1.12184615384615
UNC5CL	-1.4908
SEBOX	0.304
BTK	-1.064
KRCC1	1.5676
C6orf27	0.718666666666667
SYTL5	-0.0233333333333333
PRND	0.16
LOC653319	-0.239666666666667
PIGL	-2.486
HUS1	-1.26425
SFRS6	-0.9995625
C17orf77	0.394
UIMC1	-0.164125
FXYD2	-1.54253846153846
LOC283152	-1.4276
ZNF667	0.7956
ZCCHC12	0.6738
TFEC	0.868307692307692
ATP7B	0.00550000000000001
POLD2	-0.754
RG9MTD1	0.2346
ACOT2	-0.4195
HIST1H4I	-1.15118181818182
PPARGC1A	2.63438461538462
ETFA	-0.623142857142857
POLRMT	-0.1006
ZNF146	-0.900363636363636
MIA2	-1.95466666666667
KLHL6	-0.68625
HOXB5	-2.36781818181818
NENF	0.269125
CUGBP1	-0.39
PRSS22	-1.20425
CASC4	1.55676923076923
CUL4B	-0.0621538461538462
CENPJ	-1.74807142857143
PITX1	-2.51175
FLJ31033	-0.413428571428571
CELSR3	1.228375
ZNF568	0.8612
ITSN1	0.0666666666666666
EHBP1L1	-2.64075
C19orf2	-1.0596
DCTN1	0.4842
LIN28B	-3.644
TNKS2	1.5172
C1QBP	0.0533
CADPS2	0.529
SRMS	0.115
GJA9	0.34075
MGC24975	0.53775
TRIM45	-2.958625
TSP50	-0.292
TCP1	-0.487
TMED7	0.4445
CMA1	0.220333333333333
CENPL	-1.858125
PTCRA	-0.167
FST	-4.5476
VWCE	-2.1838
PAWR	-4.2792
ABCC12	0.483
LDLR	-1.35630769230769
ASTN2	3.80921428571429
LOC441212	0.289727272727273
GPATCH8	0.0578333333333333
TANC2	-0.074875
KIF4A	-4.3456
C18orf18	0.9654
PGM1	-0.6426
KIAA0258	0.1508
CPD	-0.00379999999999999
SNCAIP	3.7848
DCT	-4.05422222222222
HLA-DOA	1.89845161290323
OR11L1	0.496666666666667
UPK1B	-0.1255
DNAJB4	1.237
UGT1A8	-0.561
HIST1H4L	-0.0706666666666667
PECR	-0.517875
HSPA2	3.2362
WFIKKN1	0.398666666666667
SERP1	1.2392
SYDE2	-0.788
TACR2	-0.203666666666667
NUP85	-1.6542
CD177	-0.844222222222222
LGR5	-0.287875
PIGG	-0.8773125
PTHR1	1.18075
RAB5A	1.62730769230769
FLJ13224	0.0433333333333333
USP9Y	1.186
C7orf53	-2.70466666666667
LRP1B	5.274
XAF1	-0.232866666666667
ABCG8	0.1035
ANKDD1A	-0.00525000000000003
DAND5	1.756
SPAG6	0.529375
LINCR	0.0388
ZDHHC22	4.3361
CCDC60	-0.1725
THOC7	-1.815375
TCTA	1.53038461538462
OR8K3	-0.1334
NY-REN-7	-0.6058
B2M	0.922125
C6orf141	-3.4648
LPPR4	4.70033333333333
SQLE	-1.57954545454545
SEPHS1	-0.2528
BTBD14B	0.385222222222222
PLRG1	-0.1894
SPG7	0.245190476190476
ZNF614	-0.465888888888889
PARD6G	0.058125
INPP5B	-0.601923076923077
GRPEL2	-0.3843
PPID	-0.896076923076923
TRIM56	-0.374
UBE2J1	-0.739272727272727
IL20RA	1.1518
LOC387856	1.9098
C1orf107	0.277625
UTS2R	0.567
C19orf22	-0.083
SAFB2	0.3429
KIAA0652	1.0551
KLRG1	0.434
MS4A8B	0.1815
FRAG1	-0.5018
KIAA1546	1.1746
E2F4	-1.33838461538462
CLEC4M	-0.247777777777778
BTBD14A	-0.1948
KIAA0999	1.13376923076923
GYPA	-3.52185714285714
TAC1	0.8415
TRAIP	-2.2525
KIAA0232	1.58715384615385
ERCC8	-1.0658
GPX4	0.415818181818182
KIAA0368	0.2453
GPR157	-2.25225
CTAGE4	-1.6705
C9orf30	-0.617125
OR52A1	0.200333333333333
HSP90B3P	-0.797
ALG9	-0.212923076923077
BTBD10	1.0138
SDK2	0.393166666666667
BAIAP3	2.5566
RABGGTB	-0.5527
ANKRD40	0.3735
KRT74	1.88466666666667
CALCOCO2	0.677944444444444
SNCA	-1.3254
TMSL8	-2.71627272727273
C2orf53	0.331666666666667
ESRRB	-0.0588
ARHGAP26	0.7711
TDRD9	0.6034
HRAS	0.574
KLRC4	0.638
JAGN1	-0.16425
BSDC1	0.0692
RNF43	-2.64815384615385
NDUFAF1	1.587
PHF12	0.523333333333333
OR1L3	0.2508
FOLR2	2.45073333333333
LYZL6	0.297714285714286
tcag7.1260	-0.0596666666666667
WSB1	-1.608375
PROS1	0.175461538461539
OSTN	0.702666666666667
PSMB8	0.383
SOCS4	0.877090909090909
DDIT4L	0.4616
MAS1	-0.616
MGC34796	0.4764
CSHL1	0.077125
TBCCD1	0.746625
ZBTB7C	0.637
AP2S1	-1.57309090909091
P15RS	1.16784615384615
VAT1	-0.713769230769231
SHANK3	1.3455
TUFM	0.357
THEG	-1.1176
KRT34	-1.1082
SGSM3	-0.1862
TOMM22	-0.0121
SOCS3	-0.637625
CPO	0.0793333333333333
POP4	-0.7066
BHLHB3	2.4612
MALL	-0.6148
OR1B1	0.647333333333333
PARK2	1.00244444444444
GPR124	-0.1022
LCE1E	-0.285
RUVBL2	-1.07
CGRRF1	1.61807692307692
ACPL2	1.487
WNT10B	-2.29863636363636
BAIAP2L2	-2.35645454545455
ISCA1	1.3845
C1orf125	0.0596363636363636
RPAP1	0.0374
RAI16	0.267
RPL27	-0.600454545454545
NLRP9	-0.00950000000000001
EPN1	0.224666666666667
LOC388610	-0.1706
SLC35A1	0.0471538461538462
GAL	-5.3992
SLC14A2	0.0321666666666667
RDH11	0.307375
FAM138F	-0.538666666666667
AUH	-0.4188
FLJ40243	0.2018
C14orf129	-0.013375
MBD2	-1.811625
ABHD14B	-0.5846
PIGT	-0.855363636363636
ALS2CR4	-0.0581818181818182
ALAS1	0.395692307692308
FOXO1	1.78475
CRLF3	-1.19481818181818
C20orf107	-0.167
FARS2	0.7594
CCDC28A	-0.537
NPHP3	-1.297
OR13F1	0.387666666666667
TSEN54	-1.4378
DEFB106B	-0.202153846153846
OR8B4	0.6
STH	2.1678
ZC3H14	-0.5273
CBX2	-0.707333333333333
TMEM49	-1.259
C6orf21	0.583
FLJ20920	-0.685818181818182
CRTAP	0.515105263157895
DDX50	-0.3416
STYXL1	0.1086
BLVRB	-2.26575
LOC147650	-1.18325
MMP24	0.5965
GRID1	4.719
BANF1	0.314875
CTAGEP	-1.5838
HMBS	-1.5714
SLC25A24	-3.234875
C14orf50	0.0218
MRO	2.673625
SLC25A15	-0.5954
FAM84B	0.701142857142857
TDP1	-2.29166666666667
C16orf78	-0.175875
C11orf57	0.3733
RFK	-0.1528
ZFYVE9	-1.40118181818182
STCH	0.504692307692308
WIBG	-0.066
LOC283871	-0.469375
GBA2	0.494857142857143
NDUFB3	0.1462
HSD17B13	-0.478833333333333
GRIN3A	4.72925
FMNL1	-2.28725
SEPT7	1.03146153846154
GNLY	1.768
GRAMD1C	0.22075
ZNF165	-2.0364
USP38	1.2742
FAM83A	-3.8885
C14orf24	1.0753125
ARMCX3	1.5772
ARHGDIB	-1.722875
AK1	1.41963636363636
KIAA1045	2.0914
DNAJB13	0.359142857142857
NEU2	0.512
HIST1H4B	-1.036375
FAM20B	-1.02176923076923
HES2	-0.566105263157895
FAM73B	0.146307692307692
LOC388381	-0.0772
INTS7	-1.16871428571429
AMPH	2.55433333333333
ZNF775	0.8672
UCKL1	-1.4015
C10orf97	0.4472
C1orf161	-0.0125
ALDH1L1	4.7346
FLJ39378	1.25954545454545
SLC23A1	-1.94466666666667
RBM4B	1.1782
THAP4	0.0945
OGFRL1	-0.2684
KIAA0831	0.328181818181818
PPP1R15A	-0.766375
C1orf96	1.00631578947368
C12orf11	-1.1626
BMF	-0.234090909090909
MAN1A1	-1.98463636363636
KIAA1600	0.5605
NLGN4X	3.3836
ALOX12	-0.6465
RB1CC1	0.0785
NEIL2	2.15146153846154
EIF4E	0.485
ABHD5	-0.4966
EXOC4	0.110875
CIP29	0.020875
BATF2	1.4746
SLC29A4	0.961
HTR4	0.507333333333333
EMB	-3.9142
TRAF6	0.6778
LMNB1	-4.7344
FAM19A5	2.17236363636364
SHE	1.8476
PIK3C2B	0.8696
C15orf15	0.166714285714286
USP15	-0.226153846153846
TCEAL2	5.8952
C5orf39	-0.727
PTGER2	-3.4418
SLC31A1	-0.565666666666667
IFT172	0.0574
ADAM29	0.7906
GFOD1	0.781
ST7L	0.125625
C15orf26	-3.3908
PKN3	-1.8878
CNTD1	1.917625
COMMD1	-0.3707
NTRK2	5.9985
FOXN3	1.63290909090909
MFGE8	0.723076923076923
PFKFB2	2.03875
TAS2R4	0.1314
ENTHD1	-0.880428571428571
PRMT5	0.0121
MGC16384	-1.31845454545455
LOC442229	-0.8828
TSKU	-0.695272727272727
KRTCAP3	-3.82927272727273
PDLIM1	-1.78483333333333
KCNS2	0.746333333333333
RNF126	-0.0715
CEP63	-0.1183
CLIC4	0.2589
hCG_1990170	2.3684
ACR	0.880692307692308
KLK7	0.2788
ALOX5AP	0.310909090909091
RIPK3	0.8112
TAS2R9	0.426333333333333
C19orf18	0.565
BIRC6	-0.0913684210526316
ZNF16	1.25733333333333
RFT1	-1.077
SLC8A2	0.4898
TACC1	1.44627272727273
ITGAD	0.3178
SAMHD1	0.475166666666667
SH3PXD2B	0.916230769230769
EPC2	1.587
C20orf85	0.3613
ATP13A2	-0.14225
KRT4	0.284
CAPNS1	-0.8576
MDM2	-0.3734375
PCDH20	6.002
KCNK9	0.506333333333333
OR2C1	-0.122666666666667
KLHDC3	0.705375
IPPK	0.498
EFHD2	-1.2094
GALR3	0.1672
NBEA	2.030875
ABCA6	1.92761538461538
CLDN3	-3.657
AKT2	-1.19173684210526
EGFR	2.58371428571429
RBM16	0.5142
ZDHHC3	-0.235538461538462
SLC25A4	1.707875
CYB5B	0.259625
CPXM1	0.7692
NDRG1	-1.3610625
FLJ43826	0.3818
OR5L2	0.5265
FARP2	-0.384307692307692
MRPL46	0.2254375
LDHAL6B	0.38725
MAPKAPK3	-0.25125
NCAM2	2.5944
PRKD2	-0.66975
ZFP36L1	0.688384615384615
CYSLTR1	-1.5344
OR4C3	0.551
HIST1H2AJ	-1.98666666666667
CCNB2	-5.231
ZNF10	0.4323
TMEM175	0.509666666666667
FAM134A	2.27475
TIGD4	0.395666666666667
PCNP	0.3674
MGC39715	3.31383333333333
LQK1	-1.349
CREB1	0.714846153846154
TMPRSS3	-3.3685
C4orf32	-2.6288
LAT	-3.27326666666667
KCNA3	-0.7165
SKIV2L2	-0.5494
ROPN1B	-3.57
tcag7.23	-1.3915
CDT1	-4.1384
ZHX2	1.92772727272727
CD28	-5.5662
ZNF624	1.9658
SEPT2	1.27113333333333
SOHLH2	0.0167272727272727
MCOLN3	-0.730818181818182
UNQ1945	0.359666666666667
MASP2	-1.82933333333333
ZNRF3	0.806153846153846
GPATCH3	0.0914
AGL	-0.165363636363636
QRICH2	0.343
PSD4	-1.533625
CCNB1IP1	0.1478
ENPP7	0.2538
OBFC1	-0.8422
KCNG3	-1.52216666666667
C14orf79	-0.340666666666667
ENPEP	1.275375
SCT	1.2
SKI	0.114636363636364
SEC61G	-1.8632
CAPN11	-0.032
ATXN7L3	-0.1904
DBNDD1	-0.624125
FAIM	-0.5966
ANKRD36	-1.791
GABRP	-0.657222222222222
TACSTD2	-5.218
EIF3J	-0.1728
PPP2R2A	-0.3044
TEKT4	-0.444125
PVALB	-1.2595
F10	-3.059875
FAM134C	0.527692307692308
COMP	0.9778
EFCBP1	-0.103909090909091
SCLT1	0.5328
TAL1	-0.202
ACSL1	-0.344
ABCC5	-0.891533333333333
ABL1	-0.1302
RBBP7	0.461375
PTPRG	0.4564
NCOR1	-0.0400769230769231
SPINK4	-2.341125
TXNRD1	-0.601230769230769
TNRC15	1.1156
C9orf138	0.473909090909091
UBE2H	-0.32025
BRDT	0.27675
C8orf31	0.8154
CCNE2	-2.19414285714286
SLC6A8	-0.2495
CALCR	-4.7914
PPP1CB	2.16026666666667
ABHD8	1.3048
ARF5	0.221153846153846
SLC24A4	4.2082
CCT3	0.0562
ZNF121	-0.496
SLC3A2	0.338571428571429
OR13A1	0.184
SLC5A10	-0.7484
RAD50	-1.8993
IER5	0.1311
MTHFD1L	-1.77545454545455
MBTPS2	0.4756
MVK	0.0328181818181818
NCL	-0.200538461538462
PSMD10	0.5126
MOBP	3.98145454545455
FLJ32894	-0.192
HRH1	-0.409
C5orf30	0.464
NUDT16L1	1.18153846153846
RASGRP3	4.181125
PRKRIP1	-0.191307692307692
CCDC75	0.8614
LOC253970	0.471
KIAA1239	0.4404
MED21	-1.2512
SYT11	4.557625
NTSR2	4.45833333333333
EGFL11	-0.599
CXorf59	0.0996666666666667
OR2A25	0.0883333333333333
SPTBN2	0.0946
LRMP	-1.281
RNF111	0.8168
PTH	-0.339
LOC619208	1.900625
KIAA0895	0.5272
RANBP5	-0.3103
P2RY10	-1.73242857142857
NME5	2.847375
DDX21	-0.818333333333333
LRSAM1	0.445666666666667
HDAC11	1.125125
VMO1	2.0812
NOLA2	-0.1845
ADAR	0.338133333333333
MTO1	-1.013125
SF4	0.664
P2RX1	-0.333125
HBM	0.7948
EN2	-0.172
C14orf172	0.197166666666667
TM9SF2	-0.173
INHBE	-0.342375
TCTE3	0.0429333333333333
TOX2	-3.0326
CTAGE3	-0.7189
HBB	5.35076923076923
MED15	-0.683125
CASR	-0.04
C6orf66	-0.719875
MTPN	0.2061
UNC50	0.6844
C21orf33	1.4877
IRF2	1.0042
PGR	-2.3765
GPR84	0.403
CROCCL1	-2.291
SRPX	0.326
BRE	0.42825
FGF10	-0.0216666666666666
SDC3	3.216375
ZRSR1	0.832375
DKFZP434P211	-0.3038
SOX6	2.04733333333333
RPUSD2	0.3216
C14orf173	-1.0662
MAPK11	0.293
TBC1D22A	-0.184333333333333
FAM123A	6.251
COL4A6	-2.2225
TOMM70A	0.5392
NAB1	0.6946
MGC16385	0.395454545454545
TSPAN18	0.984875
MED31	-0.2044
PLG	-0.11775
CAPSL	1.279
ZNF532	2.01807692307692
ASB14	-0.1555
CA8	-1.763
NUDT16P	-0.193
SLFN11	-1.255
LRRIQ2	0.1489
NOL7	-0.19675
BRMS1L	1.2397
JARID1A	-0.333
PANK2	-0.9102
ICAM3	-2.8446
MDS1	-0.388666666666667
TAF8	-0.87
RNF139	0.9468
ZNF594	0.71
ADAM8	-1.69763636363636
SFTPC	1.92090909090909
MAN2B2	0.606
RGS12	1.29480952380952
EIF1AY	1.3068125
LRRIQ1	-0.853625
GPR150	0.5936
CCDC21	-1.9515
PRRG3	0.2528
SAA4	-5.0074
RAPGEF5	1.6666
ZCCHC2	-0.795875
MGC39372	-0.735333333333333
PPP4R2	-0.451
CDCA2	-3.60357142857143
OR4D5	0.204625
PTGFRN	-0.822384615384615
SIGLEC5	1.010875
C19orf61	-0.718875
NMUR2	0.916666666666667
KIAA1586	-0.077375
DAGLA	2.724625
CHCHD6	0.893
GPR32	-0.0726666666666666
NEUROD6	0.640428571428571
SLC2A4RG	-1.13635
CA5B	0.1265
FBXL3	1.6252
MPHOSPH9	-1.8524
HMG2L1	0.1192
HCN4	0.195625
CEACAM19	-0.3725
SH2D4B	0.237625
HFE2	-0.391666666666667
TGM4	-0.137571428571428
LYPD2	0.148
TBC1D15	-0.1068
MRPS21	0.0123846153846154
NONO	-0.837071428571429
CLEC5A	-0.0811818181818182
ITCH	-0.179785714285714
MGAT3	2.07975
MBP	2.4675
RPP25	-2.5108
SOSTDC1	-2.8118
HRC	0.0438
TRIM48	0.0263333333333334
TMEM133	2.5272
ECEL1P2	-1.75675
HOXC11	0.403333333333333
DOK5	3.8352
HELZ	0.26575
LOC348180	0.102
MGC33894	0.055
ADRB3	0.368666666666667
DMD	-0.0434375
PTRH2	-0.5574
MPEG1	2.711125
NDUFA12	0.53875
KRTAP2-4	0.714071428571429
STAMBPL1	0.252125
ADCY2	3.539625
UNQ6125	1.53333333333333
KLHL20	0.93225
SRM	-1.8272
OTC	0.5644
TMIE	2.5795
SNX8	-0.2186
LIPK	0.601
CHURC1	0.633
KLC2	0.252
HDAC1	-2.518
FAM128A	-0.274875
FNDC3B	-1.89592857142857
MTCP1	-0.0165
WFDC10B	-0.0176153846153846
PCDHGB3	0.388666666666667
ATRNL1	1.68638461538462
CAV2	-1.05581818181818
MED26	0.234875
DUS1L	-1.6746
CHRM3	-1.8313
NEK9	0.452166666666667
WARS2	-2.0184
TBX22	0.195333333333333
TOMM40	-1.2972
RP6-213H19.1	-6.506375
TUBGCP5	0.3816
IGSF6	3.917
TPPP	2.9875
UNQ6190	0.138
GSTM5	1.95718181818182
BTD	0.319
PDCD1LG2	0.158875
SNRPB2	-0.558875
ERICH1	-0.4925
APOA4	-1.6514
HOXA11	-1.1332
NARG1	0.160545454545455
MKX	1.4315
RAB28	1.38466666666667
PKP3	-4.3462
SH3GL2	5.5442
CTSO	4.0918
RPN2	-0.64745
IL28RA	-0.620875
SFMBT1	-1.0258
WDR57	-0.712545454545455
FER1L3	-2.5114
HSF5	0.194
TTC9B	3.4452
C4BPA	-3.686
ALB	-4.68447058823529
SORBS3	0.666
UPF2	0.165
JPH1	0.462333333333333
AGBL2	-1.84475
DOPEY1	1.75466666666667
TERF1	0.427625
KIF22	-1.49475
NINJ1	0.5
SEC61A2	0.633
HIST1H1D	-3.960375
SFXN4	0.727090909090909
UCP3	-0.231307692307692
ZNF703	-0.031
MYL6B	1.1022
TREM1	-0.0918
OR52E6	0.386333333333333
CKMT2	2.7166
HLA-C	1.2911
SLC13A3	-1.301375
TIMP4	3.84566666666667
SLIT2	-1.3368
RSF1	0.760260869565217
LONRF1	0.804555555555556
MON1A	0.79375
CACNG6	0.8175
DPPA4	-6.106625
ZSWIM3	0.3422
ZNF804A	0.581375
CCIN	1.0374
SLC25A31	-0.0668
KCNMB4	3.6022
RABL5	0.1534
GALNS	0.324307692307692
STX6	1.223
HIST1H1C	-4.07688888888889
CIDEB	-1.34690909090909
CASP4	-2.64522222222222
PDK3	-2.06935714285714
KCNJ11	2.76666666666667
TPR	-0.5321
ZSCAN20	-1.317
MTX2	-0.923
HIST1H2BH	-3.2372
LOC283767	0.227
LYRM7	0.306565217391304
BRD3	0.30425
HIST1H2BO	-3.167
MAGEB10	0.302
SLC45A1	2.347
SERPINA3	0.0696538461538462
KIAA0143	0.4898
KCNJ16	5.969625
KRT79	-0.6524
FABP2	-0.340166666666667
NUT	0.4528
ZNF57	-0.2654
FBXL4	-0.5218
CLEC9A	1.40766666666667
UGT8	3.422
BMP2K	0.736166666666667
MAPK4	2.3472
SLC25A23	1.41207692307692
HINT1	-0.511071428571429
KRTAP13-1	0.388
SFXN5	1.83223076923077
CHCHD2	0.871466666666667
FAM3D	0.405333333333333
NDP	1.31945454545455
RHOBTB1	-0.82675
SLC4A4	5.72227272727273
RPL38	-0.039
HTF9C	0.261125
AP2A2	1.00227272727273
ZBTB46	-0.167
MAP7D1	0.9334
AOX1	-2.551
CYR61	0.0594117647058824
DTNA	2.86805555555556
JRKL	0.9576
TMOD3	-2.1066
EEA1	0.580846153846154
ADCK5	-1.1032
IL1R1	-0.719375
KLK3	0.167789473684211
HRSP12	1.9374
KTN1	-0.197
LOH11CR2A	0.741769230769231
RELL2	-0.6175
MAB21L1	0.6105
C20orf59	-0.937625
PHKB	-0.2944
ADAM2	-1.8045
TBC1D8B	-1.588375
FAM13A1	0.235571428571429
LAPTM4B	-0.1280625
LCN8	0.0503333333333333
TMEM147	-0.151666666666667
SYT4	8.187625
XPO7	-0.124
C9orf62	-0.1358
GPR75	2.636
TRIM5	-0.235
APOC1	1.347625
RNASE4	-3.263375
PARD6B	-3.8076
ARID1A	-0.47175
TPD52L3	0.450666666666667
RRAGB	2.93875
RCN2	0.125625
HIST2H2BE	-1.8352380952381
STARD7	1.0138
SHMT2	-0.472833333333333
KIAA1751	-0.079375
MLYCD	0.9458
LOC162632	-0.43675
UQCRH	-0.9838
RP11-217H1.1	-0.39725
SDHA	0.105
NCLN	-1.215
ZNF17	0.328875
RCBTB2	-0.5414
VEGFB	0.990769230769231
RP4-747L4.3	-0.8354
COLQ	0.00376923076923076
MPN2	-1.17675
DRG2	0.5166
KLRB1	1.2104
ALPK2	-4.1504
DNASE2B	1.9648
FLJ23834	0.538285714285714
AXUD1	1.5835
SAFB	0.167230769230769
NSUN4	-1.5782
RFX2	2.07975
MAPK8IP1	2.735375
FANCD2	-2.94166666666667
ANKZF1	-1.605375
C19orf50	0.1136
DUSP8	1.81163636363636
SENP5	-0.8821
NFKBIL2	-1.43416666666667
LBR	-0.5427
IGFL1	-0.0156666666666667
LZTS2	0.1608
IL2RG	-2.11281818181818
CCDC51	-0.0608
KLF3	0.8529
ANKRD37	-1.3996
KCTD14	-1.7395
FZR1	0.349882352941176
SLC44A4	-1.58781818181818
ESPL1	-2.0055
GMPR2	-0.0116923076923077
TBC1D19	-1.1215
ERGIC1	-0.685117647058823
ERBB4	1.23457142857143
TSPAN32	-0.13075
MAP4	0.334545454545455
GPHN	0.8924
SLC6A2	0.0873636363636364
HIVEP1	0.2098
DFFB	-0.764
EIF4EBP2	0.2467
DMRT1	0.029
HSPB6	-0.3852
IER2	-0.334375
AIFM1	-0.493
WWC2	-0.481375
MRPL4	-0.3804
FLJ21062	-1.387375
EPB41L4A	1.895125
SH2D6	0.5885
TAF4B	-1.7918
GAL3ST3	1.183
MALT1	-1.477625
