Hybridization REF	TCGA-DB-5276-01A-01R-1470-07
ALS2CR4	0.0450909090909091
ALAS1	0.533615384615385
FOXO1	1.209125
CRLF3	-0.632272727272727
C20orf107	0.381
FARS2	0.3648
CCDC28A	0.9234
NPHP3	-0.908
OR13F1	0.295666666666667
TSEN54	-1.0752
DEFB106B	0.0984615384615385
OR8B4	0.287
STH	1.4468
ZC3H14	-0.2661
CBX2	0.0666666666666667
TMEM49	-1.1156
C6orf21	0.505
FLJ20920	-0.541181818181818
CRTAP	0.192631578947369
DDX50	-0.1226
STYXL1	-0.001
BLVRB	-1.05825
LOC147650	-0.052625
MMP24	0.161333333333333
GRID1	4.195125
BANF1	-0.5325
CTAGEP	-0.8608
HMBS	-2.033
SLC25A24	-2.645375
C14orf50	0.3188
MRO	3.56775
SLC25A15	-1.3154
FAM84B	0.566571428571429
TDP1	-2.00933333333333
C16orf78	-0.393875
C11orf57	-0.066
RFK	-0.1216
ZFYVE9	-0.920181818181818
STCH	-0.0962307692307693
WIBG	-0.4106
LOC283871	0.157875
GBA2	0.242214285714286
NDUFB3	0.0046
HSD17B13	0.00959999999999998
GRIN3A	4.18828571428571
FMNL1	-0.305875
SEPT7	1.58846153846154
GNLY	4.40633333333333
GRAMD1C	0.541625
ZNF165	-1.513
USP38	0.9764
FAM83A	-3.581
C14orf24	1.0729375
ARMCX3	2.0244
ARHGDIB	0.097625
AK1	1.27654545454545
KIAA1045	4.897
DNAJB13	-0.66675
NEU2	1.01566666666667
HIST1H4B	-2.045875
FAM20B	-0.857538461538461
HES2	-0.694631578947368
FAM73B	0.0343076923076923
LOC388381	0.00240000000000002
INTS7	-1.29978571428571
AMPH	4.345
ZNF775	0.4178
UCKL1	-1.566875
C10orf97	0.874
C1orf161	-0.339833333333333
ALDH1L1	4.4072
FLJ39378	1.19754545454545
SLC23A1	-2.235
RBM4B	1.0552
THAP4	-0.1785
OGFRL1	0.9336
KIAA0831	0.467454545454545
PPP1R15A	-0.25525
C1orf96	1.35466666666667
C12orf11	-0.727
BMF	-0.133181818181818
MAN1A1	-1.337
KIAA1600	0.502
NLGN4X	3.5694
ALOX12	-1.186625
RB1CC1	0.484857142857143
NEIL2	1.20061538461538
EIF4E	0.38248275862069
ABHD5	-0.5472
EXOC4	0.4695
CIP29	-0.22425
BATF2	0.4182
SLC29A4	0.331909090909091
HTR4	2.34316666666667
EMB	-1.7116
TRAF6	0.8266
LMNB1	-5.0362
FAM19A5	1.69572727272727
SHE	1.6938
PIK3C2B	1.8188
C15orf15	-0.558571428571428
USP15	-0.0571538461538462
TCEAL2	5.5872
C5orf39	-1.31985714285714
PTGER2	-2.6502
SLC31A1	-0.979095238095238
IFT172	0.6916
ADAM29	0.413
GFOD1	2.1178
ST7L	0.50175
C15orf26	-2.3338
PKN3	-2.3254
CNTD1	1.09875
COMMD1	0.2877
NTRK2	6.128375
FOXN3	0.997545454545455
MFGE8	-1.42030769230769
PFKFB2	2.47275
TAS2R4	0.1772
ENTHD1	-0.85675
PRMT5	-0.5735
MGC16384	-1.15990909090909
LOC442229	-1.2074
TSKU	-1.78236363636364
KRTCAP3	-3.59863636363636
PDLIM1	-2.34346153846154
KCNS2	1.71266666666667
RNF126	-0.217
CEP63	-0.0691
CLIC4	1.3215
hCG_1990170	2.2462
ACR	0.741384615384616
KLK7	1.928
ALOX5AP	4.23736363636364
RIPK3	2.5078
TAS2R9	0.0213333333333333
C19orf18	2.435
BIRC6	-0.0884210526315789
ZNF16	0.848333333333333
RFT1	-1.0338
SLC8A2	1.2664
TACC1	1.06772727272727
ITGAD	1.18816666666667
SAMHD1	1.56666666666667
SH3PXD2B	1.00076923076923
EPC2	1.176
C20orf85	0.2784
ATP13A2	0.65275
KRT4	0.176545454545455
CAPNS1	-0.2092
MDM2	-0.4660625
PCDH20	4.38
KCNK9	0.353333333333333
OR2C1	-0.0303333333333333
KLHDC3	0.088875
IPPK	0.369
EFHD2	-0.2815
GALR3	-0.2974
NBEA	2.37375
ABCA6	3.03123076923077
CLDN3	-3.596125
AKT2	-1.30021052631579
EGFR	0.175428571428571
RBM16	-0.0542
ZDHHC3	-0.0567692307692307
SLC25A4	1.636625
CYB5B	0.0245
CPXM1	-0.1374
NDRG1	0.3841875
FLJ43826	-0.011
OR5L2	-0.8985
FARP2	0.552384615384615
MRPL46	-0.3376875
LDHAL6B	0.527125
MAPKAPK3	-0.491375
NCAM2	3.0528
PRKD2	-1.049
ZFP36L1	1.32492307692308
CYSLTR1	-0.6504
OR4C3	0.4932
HIST1H2AJ	-1.92066666666667
CCNB2	-5.32118181818182
ZNF10	0.1743
TMEM175	0.296666666666667
FAM134A	1.3445
TIGD4	1.24433333333333
PCNP	0.5666
MGC39715	0.0792
LQK1	-1.1882
CREB1	0.562846153846154
TMPRSS3	-2.88533333333333
C4orf32	-1.4104
LAT	-2.9562
KCNA3	-1.105
SKIV2L2	-0.755
ROPN1B	-2.6186
tcag7.23	-0.556
CDT1	-4.2602
ZHX2	2.02681818181818
CD28	-4.5498
ZNF624	1.7502
SEPT2	0.9016
SOHLH2	0.372818181818182
MCOLN3	-0.869727272727273
UNQ1945	0.163666666666667
MASP2	-1.793
ZNRF3	1.10730769230769
GPATCH3	0.3222
AGL	0.457636363636364
QRICH2	0.658666666666667
PSD4	-1.223
CCNB1IP1	-1.8768
ENPP7	-0.1922
OBFC1	-0.531
KCNG3	-0.634
C14orf79	0.685533333333333
ENPEP	0.790625
SCT	0.608333333333333
SKI	0.216727272727273
SEC61G	-1.8484
CAPN11	0.262
ATXN7L3	0.0112
DBNDD1	-0.174125
FAIM	0.7868
ANKRD36	-1.87766666666667
GABRP	0.00488888888888889
TACSTD2	-3.893875
EIF3J	0.204
PPP2R2A	-0.1452
TEKT4	-0.921
PVALB	-1.83325
F10	-2.951625
FAM134C	0.055
COMP	0.5253
EFCBP1	1.87822727272727
SCLT1	0.2143
TAL1	0.957692307692308
ACSL1	0.879
ABCC5	-0.460866666666667
ABL1	-0.48816
RBBP7	0.08275
PTPRG	-0.3344
NCOR1	0.0943076923076923
SPINK4	-3.19425
TXNRD1	-1.20084615384615
TNRC15	0.7608
C9orf138	0.0567272727272727
UBE2H	0.135625
BRDT	-0.08675
C8orf31	0.6822
CCNE2	-0.0183571428571428
SLC6A8	-0.1476
CALCR	-5.1038
PPP1CB	1.87326666666667
ABHD8	1.0646
ARF5	-0.092
SLC24A4	4.299
CCT3	-0.4722
ZNF121	-0.407636363636364
SLC3A2	-0.726
OR13A1	0.443666666666667
SLC5A10	-1.5206
RAD50	-0.8226
IER5	-0.4831
MTHFD1L	-1.47763636363636
MBTPS2	0.212166666666667
MVK	-0.526272727272727
NCL	-0.435769230769231
PSMD10	0.5702
MOBP	4.982
FLJ32894	-0.093
HRH1	1.155
C5orf30	1.217
NUDT16L1	1.00953846153846
RASGRP3	5.792625
PRKRIP1	-0.324230769230769
CCDC75	0.8526
LOC253970	1.256
KIAA1239	4.5928
MED21	-0.7902
SYT11	4.623875
NTSR2	4.761
EGFL11	-0.557333333333333
CXorf59	0.0685
OR2A25	-0.0748
SPTBN2	0.3672
LRMP	0.538375
RNF111	0.7884
PTH	-0.656
LOC619208	2.11185714285714
KIAA0895	0.3658
RANBP5	-0.4307
P2RY10	-0.54225
NME5	4.409125
DDX21	-0.946166666666667
LRSAM1	0.105
HDAC11	1.477875
VMO1	1.9162
NOLA2	-0.68475
ADAR	0.532333333333333
MTO1	-0.611375
SF4	0.434875
P2RX1	-0.33625
HBM	0.6828
EN2	-0.157
C14orf172	0.263
TM9SF2	-0.173461538461538
INHBE	-1.363
TCTE3	-0.169466666666667
TOX2	-1.337
CTAGE3	-0.3121
HBB	4.87207692307692
MED15	-0.7755
CASR	0.9772
C6orf66	-1.181625
MTPN	0.0646
UNC50	0.7006
C21orf33	0.9064
IRF2	0.9821
PGR	-2.7005
GPR84	2.7842
CROCCL1	-0.8868
SRPX	0.505
BRE	0.645875
FGF10	0.5055
SDC3	1.377125
ZRSR1	1.10375
DKFZP434P211	-0.6163
SOX6	1.463
RPUSD2	-0.4344
C14orf173	-0.196733333333333
MAPK11	-0.164125
TBC1D22A	0.226
FAM123A	5.12466666666667
COL4A6	-0.952875
TOMM70A	0.214
NAB1	0.5962
MGC16385	0.234090909090909
TSPAN18	-0.74275
MED31	-0.0574
PLG	-0.0774
CAPSL	1.64833333333333
ZNF532	2.23776923076923
ASB14	0.1342
CA8	-1.101
NUDT16P	0.062375
SLFN11	-2.1665
LRRIQ2	0.7003
NOL7	-0.462875
BRMS1L	1.1291
JARID1A	-0.204
PANK2	-0.3606
ICAM3	-2.808
MDS1	-0.660666666666667
TAF8	-0.6598
RNF139	0.6904
ZNF594	0.718
ADAM8	-1.12454545454545
SFTPC	3.577
MAN2B2	1.41909090909091
RGS12	1.36747619047619
EIF1AY	1.304625
LRRIQ1	-0.705125
GPR150	-0.2118
CCDC21	-1.43025
PRRG3	0.4596
SAA4	-4.8972
RAPGEF5	3.6086
ZCCHC2	-1.1811875
MGC39372	0.0303333333333333
PPP4R2	-0.218333333333333
CDCA2	-3.83714285714286
OR4D5	0.35525
PTGFRN	-0.544846153846154
SIGLEC5	0.615125
C19orf61	-0.00375
NMUR2	0.625666666666667
KIAA1586	-0.410625
DAGLA	1.883
CHCHD6	0.4032
GPR32	0.145
NEUROD6	4.00075
SLC2A4RG	-1.30535
CA5B	-0.399333333333333
FBXL3	1.7472
MPHOSPH9	-1.669
HMG2L1	-0.2946
HCN4	-0.297125
CEACAM19	0.0731666666666667
SH2D4B	0.37125
HFE2	-0.605666666666667
TGM4	0.0932857142857143
LYPD2	0.1096
TBC1D15	0.3236
MRPS21	-0.182692307692308
NONO	-1.39607142857143
CLEC5A	0.343363636363636
ITCH	-0.0460714285714285
MGAT3	2.364125
MBP	3.4644
RPP25	-2.2614
SOSTDC1	0.6176
HRC	-0.3418
TRIM48	0.316333333333333
TMEM133	1.5694
ECEL1P2	-0.6682
HOXC11	0.208666666666667
DOK5	2.717
HELZ	0.287125
LOC348180	-0.473
MGC33894	-0.19
ADRB3	-0.214666666666667
DMD	1.3238125
PTRH2	-1.16
MPEG1	3.311875
NDUFA12	0.012375
KRTAP2-4	0.712666666666667
STAMBPL1	0.0195
ADCY2	4.46175
UNQ6125	0.581666666666667
KLHL20	0.393
SRM	-1.4394
OTC	1.1074
TMIE	3.5505
SNX8	-0.8926
LIPK	-1.088
CHURC1	0.6826875
KLC2	0.24
HDAC1	-1.300125
FAM128A	-0.563875
FNDC3B	-1.72435714285714
MTCP1	0.214
WFDC10B	0.365230769230769
PCDHGB3	-0.311666666666667
ATRNL1	3.11276923076923
CAV2	-0.963727272727273
MED26	-0.055625
DUS1L	-1.2752
CHRM3	0.1091
NEK9	0.715166666666667
WARS2	-0.7072
TBX22	0.0473333333333333
TOMM40	-1.1438
RP6-213H19.1	-4.1425
TUBGCP5	0.3924
IGSF6	5.1528
TPPP	4.235875
UNQ6190	0.254333333333333
GSTM5	1.42718181818182
BTD	0.8615
PDCD1LG2	0.515875
SNRPB2	-0.968125
ERICH1	-0.5544
APOA4	-1.4198
HOXA11	-1.2794
NARG1	-0.411818181818182
MKX	2.43783333333333
RAB28	0.928611111111111
PKP3	-4.0064
SH3GL2	6.3854
CTSO	4.546
RPN2	-0.9033
IL28RA	-0.050625
SFMBT1	-0.6102
WDR57	-0.467272727272727
FER1L3	-0.9172
HSF5	0.125
TTC9B	3.7062
C4BPA	-4.382125
ALB	-4.923375
SORBS3	0.357
UPF2	0.714333333333333
JPH1	0.186
AGBL2	-0.1608
DOPEY1	2.11766666666667
TERF1	0.3216875
KIF22	-1.817125
NINJ1	0.602
SEC61A2	1.46773333333333
HIST1H1D	-3.626
SFXN4	-0.0871818181818182
UCP3	0.227076923076923
ZNF703	-0.140625
MYL6B	1.151
TREM1	2.4874
OR52E6	0.707
CKMT2	2.924
HLA-C	1.7805
SLC13A3	0.855875
TIMP4	3.416
SLIT2	2.1134
RSF1	0.409521739130435
LONRF1	-0.114111111111111
MON1A	1.0205
CACNG6	-0.990375
DPPA4	-5.314
ZSWIM3	-0.0496
ZNF804A	1.5765
CCIN	0.6338
SLC25A31	-0.779
KCNMB4	4.5808
RABL5	0.5043
GALNS	-0.204076923076923
STX6	0.3133
HIST1H1C	-4.26488888888889
CIDEB	-1.24181818181818
CASP4	-1.47933333333333
PDK3	-1.268
KCNJ11	1.219
TPR	-0.6472
ZSCAN20	-0.920666666666667
MTX2	-0.335
HIST1H2BH	-2.885
LOC283767	2.5504
LYRM7	0.262565217391304
BRD3	-0.721375
HIST1H2BO	-2.8038
MAGEB10	-0.464
SLC45A1	2.563
SERPINA3	2.15392307692308
KIAA0143	0.9514
KCNJ16	4.714875
KRT79	-0.571
FABP2	-0.7226
NUT	-0.420666666666667
ZNF57	-0.9976
FBXL4	0.1606
CLEC9A	3.99266666666667
UGT8	4.42275
BMP2K	0.890333333333333
MAPK4	2.8364
SLC25A23	1.15461538461538
HINT1	-0.611928571428571
KRTAP13-1	0.551666666666667
SFXN5	2.185
CHCHD2	-0.0862
FAM3D	0.763333333333333
NDP	2.94054545454545
RHOBTB1	-0.445125
SLC4A4	4.65990909090909
RPL38	-0.2506
HTF9C	-0.079125
AP2A2	1.22809090909091
ZBTB46	-0.373
MAP7D1	1.7932
AOX1	-3.001
CYR61	0.738058823529412
DTNA	2.54055555555556
JRKL	0.707
TMOD3	-1.5506
EEA1	0.933461538461538
ADCK5	-1.2542
IL1R1	0.0535
KLK3	0.0271666666666667
HRSP12	1.3794
KTN1	0.5364
LOH11CR2A	0.426846153846154
RELL2	-0.100166666666667
MAB21L1	0.6842
C20orf59	-0.752125
PHKB	0.4944
ADAM2	-2.463625
TBC1D8B	-0.3485
FAM13A1	0.118
LAPTM4B	-0.45
LCN8	0.411666666666667
TMEM147	0.231
SYT4	7.787375
XPO7	-0.538
C9orf62	-0.3162
GPR75	2.794
TRIM5	-0.3935
APOC1	0.7715
RNASE4	-1.271875
PARD6B	-4.1617
ARID1A	0.2765625
TPD52L3	0.0122307692307692
RRAGB	1.967
RCN2	-0.0575
HIST2H2BE	-1.04919047619048
STARD7	0.8798
SHMT2	-1.558
KIAA1751	0.65425
MLYCD	0.3957
LOC162632	0.105846153846154
UQCRH	-1.0324
RP11-217H1.1	-0.07925
SDHA	-0.398375
NCLN	-1.22007692307692
ZNF17	0.8105
RCBTB2	0.8802
VEGFB	0.496307692307692
RP4-747L4.3	0.1464
COLQ	0.634076923076923
MPN2	-0.945142857142857
DRG2	-0.8058
KLRB1	3.1954
ALPK2	-3.3012
DNASE2B	2.1642
FLJ23834	1.192375
AXUD1	1.625125
SAFB	-0.192307692307692
NSUN4	-1.2956
RFX2	2.09525
MAPK8IP1	2.995375
FANCD2	-3.24094117647059
ANKZF1	-1.723375
C19orf50	0.2487
DUSP8	2.03990909090909
SENP5	-0.8833
NFKBIL2	-1.40166666666667
LBR	-0.9427
IGFL1	-0.602333333333333
LZTS2	0.3654
IL2RG	-1.92090909090909
CCDC51	-0.4522
KLF3	0.8087
ANKRD37	-1.3178
KCTD14	-1.7775
FZR1	0.0859411764705882
SLC44A4	-1.92876923076923
ESPL1	-2.0976
GMPR2	0.309923076923077
TBC1D19	-0.406875
ERGIC1	-0.158411764705882
ERBB4	2.96114285714286
TSPAN32	0.1623125
MAP4	0.784636363636364
GPHN	0.8116
SLC6A2	-0.117818181818182
HIVEP1	0.0684
DFFB	-0.345769230769231
EIF4EBP2	0.015
DMRT1	-1.1166
HSPB6	-0.0932
IER2	0.156875
AIFM1	-1.0566
WWC2	-0.3996875
MRPL4	-0.9072
FLJ21062	-0.681333333333333
EPB41L4A	1.5973125
SH2D6	0.771333333333333
TAF4B	-0.742
GAL3ST3	1.13366666666667
