Hybridization REF	TCGA-CS-5390-01A-02R-1470-07
FAM134C	0.584769230769231
COMP	1.0299
EFCBP1	0.317727272727273
SCLT1	-0.0949
TAL1	-0.205923076923077
ACSL1	0.3204
ABCC5	-0.404133333333333
ABL1	-0.2214
RBBP7	0.282
PTPRG	0.2618
NCOR1	0.132384615384615
SPINK4	-2.519125
TXNRD1	-0.698076923076923
TNRC15	1.0446
C9orf138	-0.033
UBE2H	-0.097
BRDT	0.036875
C8orf31	1.0094
CCNE2	-0.498785714285714
SLC6A8	-0.398
CALCR	-4.5154
PPP1CB	1.223
ABHD8	0.2984
ARF5	-0.0359230769230769
SLC24A4	3.513
CCT3	-0.1892
ZNF121	-0.272909090909091
SLC3A2	-0.273428571428571
OR13A1	-0.126333333333333
SLC5A10	-0.4246
RAD50	-1.0978
IER5	-0.2024
MTHFD1L	-1.70445454545455
MBTPS2	1.008
MVK	-0.0173636363636364
NCL	0.0914615384615385
PSMD10	0.7002
MOBP	4.44981818181818
FLJ32894	0.0706666666666667
HRH1	-1.1775
C5orf30	1.1464
NUDT16L1	0.504538461538461
RASGRP3	3.5535
PRKRIP1	0.0191538461538462
CCDC75	0.2878
LOC253970	0.4632
KIAA1239	2.162
MED21	-0.9842
SYT11	4.192
NTSR2	4.40433333333333
EGFL11	0.293666666666667
CXorf59	-0.298
OR2A25	0.0105
SPTBN2	1.0534
LRMP	-0.345125
RNF111	0.3496
PTH	-0.420333333333333
LOC619208	1.521375
KIAA0895	0.0566
RANBP5	-0.0232
P2RY10	-0.554
NME5	3.0155
DDX21	-0.868666666666667
LRSAM1	0.248333333333333
HDAC11	0.6115
VMO1	1.4164
NOLA2	-0.207625
ADAR	0.364
MTO1	-0.998875
SF4	0.900375
P2RX1	-0.200125
HBM	0.0498
EN2	-0.588
C14orf172	-0.0666666666666667
TM9SF2	-0.195769230769231
INHBE	-0.405625
TCTE3	0.3148
TOX2	-0.0664
CTAGE3	-0.7595
HBB	5.50784615384615
MED15	-0.586125
CASR	0.0438
C6orf66	-1.183875
MTPN	-0.1607
UNC50	0.5872
C21orf33	1.3881
IRF2	0.3407
PGR	-2.79942857142857
GPR84	0.3982
CROCCL1	-1.2084
SRPX	-0.3554
BRE	0.27725
FGF10	-0.892
SDC3	2.53325
ZRSR1	1.40175
DKFZP434P211	-0.0981
SOX6	1.817
RPUSD2	0.043
C14orf173	-0.344133333333333
MAPK11	0.530875
TBC1D22A	-0.089
FAM123A	5.667
COL4A6	-3.02775
TOMM70A	1.0048
NAB1	0.5377
MGC16385	0.428636363636364
TSPAN18	-0.61375
MED31	-0.8056
PLG	0.3905
CAPSL	0.186333333333333
ZNF532	2.13484615384615
ASB14	0.252666666666667
CA8	-0.065
NUDT16P	-0.4025
SLFN11	-2.8685
LRRIQ2	0.9125
NOL7	-0.072
BRMS1L	1.9589
JARID1A	-0.203285714285714
PANK2	-0.9116
ICAM3	-3.1542
MDS1	-0.879833333333333
TAF8	-0.9712
RNF139	0.9774
ZNF594	1.498125
ADAM8	-1.06272727272727
SFTPC	1.98963636363636
MAN2B2	0.771909090909091
RGS12	1.455
EIF1AY	-4.5345
LRRIQ1	-1.259875
GPR150	-0.7406
CCDC21	-1.380625
PRRG3	0.1532
SAA4	-4.6248
RAPGEF5	3.1072
ZCCHC2	-1.501875
MGC39372	-0.122333333333333
PPP4R2	-0.256777777777778
CDCA2	-2.155
OR4D5	0.405375
PTGFRN	-0.162384615384615
SIGLEC5	0.196375
C19orf61	-0.64425
NMUR2	0.731666666666667
KIAA1586	0.91225
DAGLA	2.46325
CHCHD6	0.9032
GPR32	0.418666666666667
NEUROD6	1.7075
SLC2A4RG	-1.8034
CA5B	0.440166666666667
FBXL3	1.4934
MPHOSPH9	-0.8792
HMG2L1	0.467
HCN4	-0.68575
CEACAM19	0.6605
SH2D4B	0.195875
HFE2	-0.234666666666667
TGM4	0.251166666666667
LYPD2	-0.1092
TBC1D15	0.0832
MRPS21	-0.248076923076923
NONO	0.286857142857143
CLEC5A	-0.146181818181818
ITCH	-0.310428571428571
MGAT3	1.996625
MBP	2.4325
RPP25	-3.217
SOSTDC1	-1.0696
HRC	-0.5206
TRIM48	-0.130333333333333
TMEM133	1.335
ECEL1P2	-1.0186
HOXC11	-0.523333333333333
DOK5	1.1524
HELZ	0.3755
LOC348180	0.1046
MGC33894	-0.091
ADRB3	-0.0543333333333333
DMD	0.31375
PTRH2	-0.41
MPEG1	1.885
NDUFA12	0.088375
KRTAP2-4	0.0893333333333334
STAMBPL1	-0.08875
ADCY2	2.87775
UNQ6125	0.67
KLHL20	0.63875
SRM	-1.5134
OTC	0.5756
TMIE	2.508625
SNX8	-0.5068
LIPK	0.192666666666667
CHURC1	0.698625
KLC2	0.21825
HDAC1	-2.8625
FAM128A	-0.276625
FNDC3B	-2.177
MTCP1	-0.2575
WFDC10B	-0.343
PCDHGB3	-0.124
ATRNL1	3.88130769230769
CAV2	-0.937363636363636
MED26	0.164625
DUS1L	-1.6306
CHRM3	-0.5129
NEK9	0.786833333333333
WARS2	-1.9946
TBX22	0.104
TOMM40	-1.2372
RP6-213H19.1	-2.6715
TUBGCP5	0.7646
IGSF6	3.314
TPPP	3.4095
UNQ6190	0.251666666666667
GSTM5	1.64627272727273
BTD	0.334875
PDCD1LG2	0.224875
SNRPB2	-0.52225
ERICH1	-0.5572
APOA4	-1.7632
HOXA11	-1.8236
NARG1	0.106454545454545
MKX	0.516
RAB28	0.949555555555555
PKP3	-4.0592
SH3GL2	5.6552
CTSO	3.5852
RPN2	-0.88135
IL28RA	-0.99275
SFMBT1	-0.7356
WDR57	-1.17563636363636
FER1L3	-2.6818
HSF5	0.283125
TTC9B	3.9354
C4BPA	-3.50771428571429
ALB	-4.62925
SORBS3	0.540818181818182
UPF2	0.456666666666667
JPH1	-0.245666666666667
AGBL2	-1.8622
DOPEY1	2.50333333333333
TERF1	0.547375
KIF22	-0.956
NINJ1	-0.962
SEC61A2	0.5132
HIST1H1D	-3.922375
SFXN4	0.711090909090909
UCP3	-0.0197692307692308
ZNF703	-0.397
MYL6B	1.3478
TREM1	0.1644
OR52E6	0.403333333333333
CKMT2	2.3332
HLA-C	0.3619
SLC13A3	-0.8955
TIMP4	3.75066666666667
SLIT2	1.2274
RSF1	1.01730434782609
LONRF1	0.449666666666667
MON1A	0.615
CACNG6	-0.227875
DPPA4	-5.90925
ZSWIM3	0.5234
ZNF804A	1.006
CCIN	0.2092
SLC25A31	-0.38975
KCNMB4	2.9382
RABL5	-0.0623
GALNS	0.407153846153846
STX6	1.6846
HIST1H1C	-4.69077777777778
CIDEB	-1.438
CASP4	-2.85733333333333
PDK3	-2.08528571428571
KCNJ11	2.72333333333333
TPR	-0.4096
ZSCAN20	-1.05766666666667
MTX2	-0.2376
HIST1H2BH	-3.1384
LOC283767	-0.3426
LYRM7	1.04460869565217
BRD3	-0.04475
HIST1H2BO	-2.994
MAGEB10	0.19
SLC45A1	2.044
SERPINA3	-1.44134615384615
KIAA0143	0.1146
KCNJ16	5.1975
KRT79	-0.53
FABP2	-0.580666666666667
NUT	0.00333333333333333
ZNF57	0.0318
FBXL4	-0.6946
CLEC9A	2.68466666666667
UGT8	4.049625
BMP2K	-0.922
MAPK4	1.4772
SLC25A23	0.995384615384615
HINT1	-0.464714285714286
KRTAP13-1	0.086
SFXN5	1.29369230769231
CHCHD2	-0.0878
FAM3D	0.466666666666667
NDP	0.278181818181818
RHOBTB1	-0.964125
SLC4A4	3.63681818181818
RPL38	0.31
HTF9C	0.20975
AP2A2	1.02554545454545
ZBTB46	-0.671666666666667
MAP7D1	0.5803
AOX1	-3.01128571428571
CYR61	-3.53611764705882
DTNA	2.44911111111111
JRKL	0.7468
TMOD3	-2.6292
EEA1	0.253
ADCK5	-0.9782
IL1R1	-0.8985
KLK3	-0.0437894736842105
HRSP12	0.5326
KTN1	-0.1476
LOH11CR2A	1.54530769230769
RELL2	-0.636166666666667
MAB21L1	0.664666666666667
C20orf59	-1.058375
PHKB	-0.4028
ADAM2	-1.269625
TBC1D8B	-1.87257142857143
FAM13A1	0.496238095238095
LAPTM4B	0.66525
LCN8	0.165
TMEM147	-0.722666666666667
SYT4	8.0795
XPO7	-0.499333333333333
C9orf62	-1.4452
GPR75	1.248
TRIM5	-0.7419
APOC1	0.5925
RNASE4	-3.21325
PARD6B	-3.6168
ARID1A	-0.4223125
TPD52L3	0.303272727272727
RRAGB	2.52775
RCN2	0.699875
HIST2H2BE	-1.48338095238095
STARD7	0.5466
SHMT2	0.276166666666667
KIAA1751	0.226
MLYCD	0.2014
LOC162632	-0.138461538461538
UQCRH	-1.202
RP11-217H1.1	-0.97405
SDHA	-0.388
NCLN	-1.08746153846154
ZNF17	-0.147125
RCBTB2	-0.1066
VEGFB	0.164846153846154
RP4-747L4.3	-1.1686
COLQ	0.782538461538461
MPN2	-0.963375
DRG2	0.2598
KLRB1	1.096
ALPK2	-3.919
DNASE2B	0.194
FLJ23834	0.08025
AXUD1	0.809125
SAFB	0.345230769230769
NSUN4	-1.8512
RFX2	0.80025
MAPK8IP1	2.630875
FANCD2	-1.89666666666667
ANKZF1	-1.54375
C19orf50	0.1759
DUSP8	2.076
SENP5	-0.8245
NFKBIL2	-0.955833333333333
LBR	-0.5504
IGFL1	0.743666666666667
LZTS2	-0.0417
IL2RG	-1.90681818181818
CCDC51	-0.2802
KLF3	0.863
ANKRD37	-1.786
KCTD14	-1.681125
FZR1	0.390176470588235
SLC44A4	-1.81483333333333
ESPL1	-1.3784
GMPR2	0.11
TBC1D19	-0.447
ERGIC1	-0.350794117647059
ERBB4	1.61535714285714
TSPAN32	-0.2518125
MAP4	0.752818181818182
GPHN	1.0038
SLC6A2	0.0101818181818182
HIVEP1	-0.1018
DFFB	-0.746769230769231
EIF4EBP2	0.062
DMRT1	0.0886
HSPB6	-0.5684
IER2	-1.476
AIFM1	-1.166
WWC2	-0.489666666666667
MRPL4	-0.5338
FLJ21062	-1.23033333333333
EPB41L4A	1.6579375
SH2D6	0.340666666666667
