Hybridization REF	TCGA-E1-5302-01A-01R-1470-07
GSTP1	-0.056
DCUN1D5	-1.588375
DKFZP564J0863	-2.6486
SLC9A3R1	-1.094
BCDO2	1.53936363636364
CHMP7	0.607
REM2	0.615666666666667
DNHD1	-1.31966666666667
FKBP4	-1.69290909090909
ZNF350	0.8754
MGC11102	-0.0184545454545455
BST1	2.2414
KISS1R	-0.636666666666667
NCR2	0.591333333333333
DEFB125	-0.728666666666667
UBE2W	0.349454545454545
KRT15	-4.56145454545455
C10orf99	0.136666666666667
SCN11A	1.43363636363636
GFI1	-3.7616
RDHE2	0.07075
FHL1	3.3585
OSGEP	-0.274625
GATA1	-4.023125
SMC6	-1.1404
TTTY14	1.34033333333333
LPIN3	-0.2772
RPL4	0.299928571428571
RBPMS	-2.62028571428571
PRPF3	-0.764125
EMR1	-2.1045
SPATA19	0.1958
XCR1	-0.290666666666667
IRX3	-0.284692307692308
RBM6	-0.4234
KLF4	-1.541
UNC5CL	-1.3568
SEBOX	0.00466666666666666
BTK	0.7482
KRCC1	1.3618
C6orf27	0.24
SYTL5	-0.269
PRND	-0.063375
LOC653319	-0.454
PIGL	-3.07609090909091
HUS1	-0.941375
SFRS6	-1.7000625
C17orf77	-0.749666666666667
UIMC1	-0.58225
FXYD2	-2.17176923076923
LOC283152	-0.619
ZNF667	0.7546
ZCCHC12	2.2056
TFEC	3.15776923076923
ATP7B	-0.69825
POLD2	-1.18325
RG9MTD1	-0.4522
ACOT2	0.5255
HIST1H4I	-1.17490909090909
PPARGC1A	-0.0553076923076923
ETFA	-1.03142857142857
POLRMT	-0.3302
ZNF146	0.139818181818182
MIA2	-1.584
KLHL6	0.7485
HOXB5	-2.76336363636364
NENF	-0.17
CUGBP1	-1.1888
PRSS22	-1.5435
CASC4	1.63161538461538
CUL4B	-0.395846153846154
CENPJ	-1.82078571428571
PITX1	-3.169625
FLJ31033	-0.218571428571429
CELSR3	1.275375
ZNF568	1.0066
ITSN1	0.8162
EHBP1L1	-2.51325
C19orf2	-0.6342
DCTN1	0.958
LIN28B	-3.606
TNKS2	1.293
C1QBP	-0.3625
CADPS2	1.353
SRMS	-0.0508
GJA9	0.20275
MGC24975	-1.11575
TRIM45	-1.849375
TSP50	0.1816
TCP1	-0.7618
TMED7	0.135
CMA1	-0.0186666666666667
CENPL	-0.4375
PTCRA	2.058
FST	-5.0232
VWCE	-1.1372
PAWR	-4.4682
ABCC12	0.525571428571429
LDLR	-2.87053846153846
ASTN2	3.17578571428571
LOC441212	-0.0415454545454545
GPATCH8	0.217166666666667
TANC2	-0.547375
KIF4A	-3.3454
C18orf18	0.8286
PGM1	-0.2016
KIAA0258	0.2212
CPD	-0.6163
SNCAIP	3.0716
DCT	-4.27611111111111
HLA-DOA	3.02574193548387
OR11L1	0.581333333333333
UPK1B	-0.664428571428571
DNAJB4	1.4778
UGT1A8	-0.4956
HIST1H4L	-1.11733333333333
PECR	-0.9815
HSPA2	3.5342
WFIKKN1	-1.279
SERP1	0.8461
SYDE2	-0.496333333333333
TACR2	-0.425333333333333
NUP85	-1.3026
CD177	-0.837111111111111
LGR5	-0.523125
PIGG	-0.2141875
PTHR1	0.638625
RAB5A	1.62776923076923
FLJ13224	0.1425
USP9Y	1.373375
C7orf53	-1.24466666666667
LRP1B	5.8534
XAF1	-0.496533333333333
ABCG8	-0.349
ANKDD1A	-0.333375
DAND5	0.865666666666667
SPAG6	1.4105
LINCR	1.6568
ZDHHC22	3.4382
CCDC60	0.0513333333333333
THOC7	-1.857875
TCTA	1.03492307692308
OR8K3	-0.1372
NY-REN-7	-0.444
B2M	1.604625
C6orf141	-3.7885
LPPR4	6.09916666666667
SQLE	-1.926
SEPHS1	-0.4616
BTBD14B	0.105666666666667
PLRG1	-0.4836
SPG7	0.502714285714286
ZNF614	-0.528111111111111
PARD6G	-0.681125
INPP5B	-0.134076923076923
GRPEL2	-1.9024
PPID	-1.09838461538462
TRIM56	-0.3368
UBE2J1	-0.325636363636364
IL20RA	3.681
LOC387856	2.7746
C1orf107	-0.031875
UTS2R	-0.0402
C19orf22	-0.1664
SAFB2	0.6487
KIAA0652	1.1799
KLRG1	0.475375
MS4A8B	0.04225
FRAG1	-0.9448
KIAA1546	0.7728
E2F4	-1.09823076923077
CLEC4M	-0.0752222222222222
BTBD14A	0.2726
KIAA0999	1.15046153846154
GYPA	-3.87257142857143
TAC1	6.578
TRAIP	-1.757375
KIAA0232	1.00253846153846
ERCC8	-1.1806
GPX4	0.149090909090909
KIAA0368	0.6702
GPR157	-2.432875
CTAGE4	-1.056
C9orf30	-0.57
OR52A1	0.220666666666667
HSP90B3P	-0.935
ALG9	-0.323230769230769
BTBD10	0.6094
SDK2	0.41
BAIAP3	2.2068
RABGGTB	-0.65
ANKRD40	0.8305
KRT74	1.33833333333333
CALCOCO2	1.19661111111111
SNCA	-0.0802
TMSL8	-2.02890909090909
C2orf53	-0.0113333333333333
ESRRB	-0.2032
ARHGAP26	0.879
TDRD9	-0.8368
HRAS	-0.383375
KLRC4	2.188
JAGN1	-0.378125
BSDC1	0.8356
RNF43	-2.44361538461538
NDUFAF1	0.7746
PHF12	0.0175
OR1L3	-0.9636
FOLR2	2.39526666666667
LYZL6	0.0621666666666666
tcag7.1260	0.192333333333333
WSB1	-2.383375
PROS1	0.225153846153846
OSTN	1.76533333333333
PSMB8	0.3236
SOCS4	0.5289
DDIT4L	4.3238
MAS1	-0.143666666666667
MGC34796	-0.075
CSHL1	0.19275
TBCCD1	0.674
ZBTB7C	0.654333333333333
AP2S1	-1.56063636363636
P15RS	0.972615384615384
VAT1	-0.0886153846153846
SHANK3	0.94025
TUFM	0.1155
THEG	-1.0436
KRT34	-1.8946
SGSM3	-0.4813
TOMM22	-0.2296
SOCS3	-0.422
CPO	0.784666666666667
POP4	-0.0114
BHLHB3	3.6446
MALL	-0.151166666666667
OR1B1	0.482666666666667
PARK2	1.24311111111111
GPR124	-1.6323
LCE1E	0.414
RUVBL2	-1.397
CGRRF1	1.41823076923077
ACPL2	1.9934
WNT10B	0.283818181818182
BAIAP2L2	-2.04490909090909
ISCA1	1.486
C1orf125	-0.0040909090909091
RPAP1	-0.0184
RAI16	-0.101125
RPL27	-0.365363636363636
NLRP9	0.289333333333333
EPN1	0.111333333333333
LOC388610	-0.1769
SLC35A1	0.103076923076923
GAL	-4.0266
SLC14A2	0.1115
RDH11	0.567875
FAM138F	-0.241333333333333
AUH	0.4224
FLJ40243	-0.1726
C14orf129	0.114
MBD2	-1.472625
ABHD14B	-1.0935
PIGT	-0.879454545454545
ALS2CR4	-0.0584545454545455
ALAS1	0.517615384615385
FOXO1	1.484375
CRLF3	-0.427454545454545
C20orf107	0.688
FARS2	0.5494
CCDC28A	0.4226
NPHP3	-1.6038
OR13F1	0.493
TSEN54	-1.7966
DEFB106B	-0.287818181818182
OR8B4	0.709666666666667
STH	1.3444
ZC3H14	-0.2562
CBX2	-0.379333333333333
TMEM49	-1.2144
C6orf21	0.402
FLJ20920	-0.300181818181818
CRTAP	0.519157894736842
DDX50	-0.000399999999999998
STYXL1	0.6488
BLVRB	-0.816125
LOC147650	-1.2085
MMP24	0.482166666666667
GRID1	4.85025
BANF1	-0.085
CTAGEP	-0.9426
HMBS	-2.1776
SLC25A24	-2.25825
C14orf50	0.4648
MRO	4.29525
SLC25A15	-2.001
FAM84B	0.734928571428571
TDP1	-1.444
C16orf78	-0.106125
C11orf57	0.0932
RFK	0.00539999999999999
ZFYVE9	-0.889090909090909
STCH	0.480307692307692
WIBG	-0.276
LOC283871	-0.468
GBA2	-0.00750000000000001
NDUFB3	-0.6848
HSD17B13	0.963333333333333
GRIN3A	5.39742857142857
FMNL1	-0.37675
SEPT7	0.918923076923077
GNLY	1.73266666666667
GRAMD1C	1.458125
ZNF165	-1.5846
USP38	0.8854
FAM83A	-3.490125
C14orf24	0.768
ARMCX3	1.5622
ARHGDIB	-0.4625
AK1	1.69218181818182
KIAA1045	4.8072
DNAJB13	0.091
NEU2	1.21266666666667
HIST1H4B	-1.073625
FAM20B	-0.917230769230769
HES2	-0.838736842105263
FAM73B	-0.116153846153846
LOC388381	0.608
INTS7	-1.44342857142857
AMPH	3.083
ZNF775	0.6379
UCKL1	-1.38525
C10orf97	0.6028
C1orf161	-0.170166666666667
ALDH1L1	4.0564
FLJ39378	0.956818181818182
SLC23A1	-2.42733333333333
RBM4B	1.475
THAP4	-0.078375
OGFRL1	1.6168
KIAA0831	0.544545454545455
PPP1R15A	-0.622125
C1orf96	1.05052631578947
C12orf11	-1.335
BMF	0.263272727272727
MAN1A1	-0.902
KIAA1600	0.86175
NLGN4X	3.7182
ALOX12	-1.01925
RB1CC1	0.390357142857143
NEIL2	1.62969230769231
EIF4E	0.523392857142857
ABHD5	-0.8252
EXOC4	0.748375
CIP29	0.05
BATF2	0.8054
SLC29A4	0.691909090909091
HTR4	1.554
EMB	-2.8066
TRAF6	0.301
LMNB1	-3.7744
FAM19A5	2.31836363636364
SHE	1.2154
PIK3C2B	0.132
C15orf15	-0.252571428571429
USP15	-0.197846153846154
TCEAL2	5.9588
C5orf39	-1.44114285714286
PTGER2	-3.2502
SLC31A1	-0.823761904761905
IFT172	0.1152
ADAM29	0.5986
GFOD1	0.5914
ST7L	0.389
C15orf26	-1.4046
PKN3	-1.7038
CNTD1	1.65025
COMMD1	0.1473
NTRK2	6.611125
FOXN3	1.29236363636364
MFGE8	-0.882615384615384
PFKFB2	2.157875
TAS2R4	0.5362
ENTHD1	-0.489
PRMT5	-0.2588
MGC16384	-1.69981818181818
LOC442229	-1.4996
TSKU	-1.03109090909091
KRTCAP3	-4.24145454545454
PDLIM1	-2.57146153846154
KCNS2	1.62883333333333
RNF126	-0.17225
CEP63	-0.6423
CLIC4	0.9461
hCG_1990170	0.862
ACR	0.643153846153846
KLK7	0.09025
ALOX5AP	4.40936363636364
RIPK3	2.5622
TAS2R9	0.187333333333333
C19orf18	0.884333333333333
BIRC6	-0.233105263157895
ZNF16	1.146
RFT1	-0.8212
SLC8A2	0.1752
TACC1	0.880181818181818
ITGAD	0.7285
SAMHD1	1.2535
SH3PXD2B	1.52569230769231
EPC2	1.9376
C20orf85	0.6969
ATP13A2	0.523625
KRT4	0.0324545454545454
CAPNS1	-0.0862
MDM2	-0.66975
PCDH20	6.4855
KCNK9	0.521666666666667
OR2C1	-0.153333333333333
KLHDC3	0.363875
IPPK	0.105
EFHD2	-0.8472
GALR3	-0.2728
NBEA	2
ABCA6	3.60469230769231
CLDN3	-3.734625
AKT2	-1.21342105263158
EGFR	1.86857142857143
RBM16	0.4478
ZDHHC3	0.139153846153846
SLC25A4	1.345
CYB5B	0.102125
CPXM1	0.6338
NDRG1	-0.54875
FLJ43826	0.3962
OR5L2	0.003
FARP2	0.310153846153846
MRPL46	-0.555375
LDHAL6B	1.241875
MAPKAPK3	0.044125
NCAM2	2.4646
PRKD2	-0.98325
ZFP36L1	0.994076923076923
CYSLTR1	-1.018
OR4C3	-0.2374
HIST1H2AJ	-2.01766666666667
CCNB2	-3.44409090909091
ZNF10	0.4892
TMEM175	0.256666666666667
FAM134A	1.79
TIGD4	0.643666666666667
PCNP	0.5036
MGC39715	1.04933333333333
LQK1	-1.9412
CREB1	0.817230769230769
TMPRSS3	-3.4025
C4orf32	-3.2388
LAT	-3.60513333333333
KCNA3	-1.11666666666667
SKIV2L2	-0.9404
ROPN1B	-2.823
tcag7.23	-0.809
CDT1	-2.5762
ZHX2	1.92190909090909
CD28	-5.60625
ZNF624	1.9764
SEPT2	1.22273333333333
SOHLH2	-0.510818181818182
MCOLN3	-1.2698
UNQ1945	0.348
MASP2	-1.47533333333333
ZNRF3	1.29969230769231
GPATCH3	0.5596
AGL	0.243181818181818
QRICH2	1.02933333333333
PSD4	-0.74625
CCNB1IP1	-0.9064
ENPP7	0.2266
OBFC1	-0.5682
KCNG3	-2.02533333333333
C14orf79	0.555666666666667
ENPEP	0.740625
SCT	0.614
SKI	0.469454545454545
SEC61G	-2.2452
CAPN11	0.14075
ATXN7L3	-0.0634
DBNDD1	-0.65675
FAIM	0.541
ANKRD36	-2.23266666666667
GABRP	-0.848333333333333
TACSTD2	-5.13871428571429
EIF3J	0.2006
PPP2R2A	-0.4792
TEKT4	-0.4135
PVALB	-3.334875
F10	-3.6035
FAM134C	0.850538461538461
COMP	0.8284
EFCBP1	0.330181818181818
SCLT1	-0.2442
TAL1	0.0845384615384615
ACSL1	1.834
ABCC5	-1.21213333333333
ABL1	-0.37896
RBBP7	-0.01525
PTPRG	-0.0248
NCOR1	0.0156153846153846
SPINK4	-2.98128571428571
TXNRD1	-1.25223076923077
TNRC15	0.8448
C9orf138	0.8852
UBE2H	0.6135
BRDT	0.043
C8orf31	0.8752
CCNE2	-0.602071428571429
SLC6A8	-0.4002
CALCR	-4.7392
PPP1CB	2.1344
ABHD8	1.1072
ARF5	0.00730769230769231
SLC24A4	5.111
CCT3	-0.1842
ZNF121	-0.676090909090909
SLC3A2	-0.216571428571429
OR13A1	0.088
SLC5A10	-1.2228
RAD50	-1.4514
IER5	0.1576
MTHFD1L	-1.26872727272727
MBTPS2	0.7094
MVK	-0.204818181818182
NCL	-0.262230769230769
PSMD10	0.366
MOBP	3.80545454545454
FLJ32894	-0.259
HRH1	-0.13725
C5orf30	0.3054
NUDT16L1	0.724153846153846
RASGRP3	3.830375
PRKRIP1	0.203384615384615
CCDC75	0.6804
LOC253970	1.072
KIAA1239	2.071
MED21	-0.9242
SYT11	5.0893125
NTSR2	5.457
EGFL11	-0.2995
CXorf59	1.845
OR2A25	0.99025
SPTBN2	0.6826
LRMP	-0.201285714285714
RNF111	0.8736
PTH	-2.0565
LOC619208	2.3245
KIAA0895	0.778
RANBP5	-0.4372
P2RY10	-1.301875
NME5	3.480875
DDX21	-1.02883333333333
LRSAM1	0.336666666666667
HDAC11	0.681625
VMO1	1.7748
NOLA2	-0.894125
ADAR	0.910066666666667
MTO1	-1.14975
SF4	0.400625
P2RX1	-0.308375
HBM	-0.1234
EN2	-0.212666666666667
C14orf172	-0.0996666666666667
TM9SF2	-0.188461538461538
INHBE	-1.026875
TCTE3	0.434066666666667
TOX2	-0.4928
CTAGE3	-0.5062
HBB	5.084
MED15	-0.631875
CASR	0.5624
C6orf66	-1.48125
MTPN	0.2763
UNC50	0.535
C21orf33	0.8296
IRF2	1.3289
PGR	-3.415375
GPR84	1.2776
CROCCL1	-0.5304
SRPX	1.0184
BRE	0.6095
FGF10	-0.389666666666667
SDC3	2.756
ZRSR1	1.14125
DKFZP434P211	-0.4856
SOX6	2.00866666666667
RPUSD2	-0.1548
C14orf173	-1.56871428571429
MAPK11	-0.26175
TBC1D22A	-0.0113333333333333
FAM123A	5.82666666666667
COL4A6	-0.747375
TOMM70A	0.1774
NAB1	1.0531
MGC16385	0.244727272727273
TSPAN18	-0.232
MED31	-0.0732
PLG	0.0234
CAPSL	2.84766666666667
ZNF532	2.286
ASB14	-0.318
CA8	0.969
NUDT16P	0.73825
SLFN11	-2.168
LRRIQ2	0.2292
NOL7	-0.41025
BRMS1L	1.0875
JARID1A	-0.318142857142857
PANK2	-0.4564
ICAM3	-3.111
MDS1	-0.58
TAF8	-0.5342
RNF139	0.775
ZNF594	0.34725
ADAM8	-2.34681818181818
SFTPC	1.83236363636364
MAN2B2	0.967181818181818
RGS12	1.51371428571429
EIF1AY	1.2235625
LRRIQ1	-1.112375
GPR150	-0.2128
CCDC21	-1.448875
PRRG3	0.6786
SAA4	-5.5184
RAPGEF5	1.2947
ZCCHC2	-1.59206666666667
MGC39372	-0.061
PPP4R2	-0.0667777777777778
CDCA2	-2.54814285714286
OR4D5	0.0845
PTGFRN	-0.602230769230769
SIGLEC5	2.0085
C19orf61	0.13275
NMUR2	0.642666666666667
KIAA1586	-0.130625
DAGLA	2.97125
CHCHD6	-0.098
GPR32	-0.397666666666667
NEUROD6	2.5175
SLC2A4RG	-0.9206
CA5B	-0.288666666666667
FBXL3	1.9466
MPHOSPH9	-1.6726
HMG2L1	-0.1018
HCN4	-0.3835
CEACAM19	-0.384166666666667
SH2D4B	1.164625
HFE2	-0.400666666666667
TGM4	0.3036
LYPD2	0.45125
TBC1D15	0.0402
MRPS21	-0.284230769230769
NONO	-0.9045
CLEC5A	2.08827272727273
ITCH	-0.273214285714286
MGAT3	1.919125
MBP	3.2912
RPP25	-2.6782
SOSTDC1	-3.06925
HRC	-1.1146
TRIM48	1.28
TMEM133	2.5564
ECEL1P2	-1.173
HOXC11	0.0723333333333333
DOK5	2.9126
HELZ	0.129
LOC348180	-0.2198
MGC33894	-0.1506
ADRB3	0.257333333333333
DMD	1.6715625
PTRH2	-1.2744
MPEG1	2.313375
NDUFA12	-0.286625
KRTAP2-4	0.650733333333333
STAMBPL1	0.124714285714286
ADCY2	4.30525
UNQ6125	-0.0135
KLHL20	0.78825
SRM	-1.3076
OTC	0.9366
TMIE	2.774625
SNX8	-1.0588
LIPK	0.278666666666667
CHURC1	0.198
KLC2	0.197125
HDAC1	-1.83175
FAM128A	-0.51475
FNDC3B	-2.01435714285714
MTCP1	-0.03925
WFDC10B	-0.231692307692308
PCDHGB3	-0.3
ATRNL1	2.53123076923077
CAV2	-1.10936363636364
MED26	0.581875
DUS1L	-1.8346
CHRM3	-1.041
NEK9	1.155
WARS2	-1.179
TBX22	1.22133333333333
TOMM40	-1.035
RP6-213H19.1	-4.331125
TUBGCP5	0.1696
IGSF6	4.6396
TPPP	2.482
UNQ6190	-1.2455
GSTM5	1.34072727272727
BTD	0.841875
PDCD1LG2	1.15525
SNRPB2	-0.952625
ERICH1	-0.5532
APOA4	-1.7173
HOXA11	-1.535
NARG1	-0.405090909090909
MKX	3.37833333333333
RAB28	0.911666666666667
PKP3	-4.302
SH3GL2	6.4926
CTSO	3.9698
RPN2	-0.89605
IL28RA	0.8295
SFMBT1	-0.6932
WDR57	-0.404545454545455
FER1L3	-0.934133333333333
HSF5	0.360857142857143
TTC9B	3.9392
C4BPA	-3.91728571428571
ALB	-5.6224
SORBS3	-0.116727272727273
UPF2	0.681333333333333
JPH1	-1.082
AGBL2	-0.6208
DOPEY1	2.05366666666667
TERF1	0.08925
KIF22	-1.481875
NINJ1	0.5704
SEC61A2	0.692
HIST1H1D	-2.464
SFXN4	-0.357636363636364
UCP3	-0.0723846153846154
ZNF703	0.209
MYL6B	1.2928
TREM1	1.4936
OR52E6	0.277666666666667
CKMT2	1.6248
HLA-C	1.9713
SLC13A3	0.182625
TIMP4	3.97316666666667
SLIT2	0.593
RSF1	0.614652173913043
LONRF1	-0.378166666666667
MON1A	0.94625
CACNG6	-0.30125
DPPA4	-5.901125
ZSWIM3	0.6976
ZNF804A	1.746375
CCIN	1.3676
SLC25A31	0.9066
KCNMB4	3.6348
RABL5	0.9721
GALNS	0.183076923076923
STX6	0.7192
HIST1H1C	-3.86388888888889
CIDEB	-1.26445454545455
CASP4	-1.89522222222222
PDK3	-1.33042857142857
KCNJ11	0.481666666666667
TPR	-1.2049
ZSCAN20	-0.559666666666667
MTX2	-0.7974
HIST1H2BH	-2.3028
LOC283767	1.2634
LYRM7	0.0330869565217391
BRD3	1.090875
HIST1H2BO	-2.1642
MAGEB10	-0.312
SLC45A1	2.9936
SERPINA3	1.92626923076923
KIAA0143	0.8454
KCNJ16	5.76525
KRT79	-0.047
FABP2	-0.0593333333333333
NUT	0.644333333333333
ZNF57	-0.3952
FBXL4	-0.0117
CLEC9A	4.44866666666667
UGT8	3.234125
BMP2K	0.2325
MAPK4	3.6742
SLC25A23	0.905769230769231
HINT1	-0.851214285714286
KRTAP13-1	1.533
SFXN5	2.02853846153846
CHCHD2	-0.103533333333333
FAM3D	-0.443
NDP	2.87518181818182
RHOBTB1	-0.888375
SLC4A4	5.44227272727273
RPL38	-0.0066
HTF9C	-0.204875
AP2A2	0.914363636363636
ZBTB46	-0.741
MAP7D1	1.3619
AOX1	-3.36642857142857
CYR61	-1.13352941176471
DTNA	3.03155555555556
JRKL	0.6282
TMOD3	-1.9142
EEA1	0.275538461538462
ADCK5	-1.3778
IL1R1	0.14
KLK3	-0.224166666666667
HRSP12	1.4584
KTN1	-0.2766
LOH11CR2A	1.48684615384615
RELL2	-0.356833333333333
MAB21L1	1.1935
C20orf59	-1.187
PHKB	0.3392
ADAM2	-2.447
TBC1D8B	-2.16416666666667
FAM13A1	0.893238095238095
LAPTM4B	-0.6405
LCN8	0.376
TMEM147	0.253333333333333
SYT4	7.61
XPO7	-0.755666666666667
C9orf62	-0.7384
GPR75	4.47633333333333
TRIM5	-0.7463
APOC1	2.70225
RNASE4	-0.95675
PARD6B	-3.2718
ARID1A	0.6246875
TPD52L3	-0.186307692307692
RRAGB	2.414625
RCN2	0.3085
HIST2H2BE	-0.335333333333333
STARD7	0.8362
SHMT2	-0.983333333333333
KIAA1751	1.155875
MLYCD	0.7283
LOC162632	-0.455076923076923
UQCRH	-0.9966
RP11-217H1.1	-0.5393
SDHA	-1.135125
NCLN	-1.369
ZNF17	0.278625
RCBTB2	0.7912
VEGFB	0.659076923076923
RP4-747L4.3	-0.033
COLQ	0.214307692307692
MPN2	-0.950857142857143
DRG2	-1.4846
KLRB1	2.9042
ALPK2	-4.1492
DNASE2B	2.8472
FLJ23834	0.227142857142857
AXUD1	1.623625
SAFB	-0.0106153846153846
NSUN4	-0.9696
RFX2	2.415
MAPK8IP1	3.043375
FANCD2	-2.00344444444444
ANKZF1	-1.724875
C19orf50	0.0496
DUSP8	1.59354545454545
SENP5	-1.1927
NFKBIL2	-1.3185
LBR	-0.8794
IGFL1	-0.783333333333333
LZTS2	-0.3327
IL2RG	-2.02772727272727
CCDC51	-0.3282
KLF3	0.6266
ANKRD37	-1.2142
KCTD14	-0.71375
FZR1	0.337882352941177
SLC44A4	-2.75809090909091
ESPL1	-1.7196
GMPR2	0.184461538461538
TBC1D19	-0.703875
ERGIC1	0.137176470588235
ERBB4	2.28307142857143
TSPAN32	0.3471875
MAP4	1.43654545454545
GPHN	1
SLC6A2	0.0708181818181818
HIVEP1	0.6228
DFFB	-0.20225
EIF4EBP2	0.5196
DMRT1	0.0028
HSPB6	0.3022
IER2	-1.42225
AIFM1	-1.2392
WWC2	-0.5894
MRPL4	-0.814
