Hybridization REF	TCGA-E1-5311-01A-01R-1470-07
CCNB1IP1	0.7548
ENPP7	0.182
OBFC1	-1.1814
KCNG3	-0.668666666666667
C14orf79	-0.0933333333333334
ENPEP	0.3165
SCT	0.379666666666667
SKI	0.0722727272727273
SEC61G	-1.7908
CAPN11	-0.0148
ATXN7L3	-0.0676
DBNDD1	-0.889
FAIM	-0.4372
ANKRD36	-2.192
GABRP	-0.502222222222222
TACSTD2	-4.339
EIF3J	-0.5948
PPP2R2A	-0.2672
TEKT4	-0.039
PVALB	-2.20675
F10	-2.8775
FAM134C	0.696769230769231
COMP	1.2625
EFCBP1	0.610181818181818
SCLT1	-0.4221
TAL1	0.0356923076923077
ACSL1	0.0368
ABCC5	-0.386133333333333
ABL1	-0.19012
RBBP7	0.591
PTPRG	0.2062
NCOR1	0.0103846153846154
SPINK4	-2.4355
TXNRD1	-1.15776923076923
TNRC15	0.5837
C9orf138	0.167909090909091
UBE2H	-0.15725
BRDT	0.00799999999999997
C8orf31	0.7782
CCNE2	-1.69128571428571
SLC6A8	-0.0642
CALCR	-4.6876
PPP1CB	1.9176
ABHD8	0.9374
ARF5	-0.139692307692308
SLC24A4	4.8352
CCT3	-0.2362
ZNF121	-0.341727272727273
SLC3A2	0.367357142857143
OR13A1	0.148
SLC5A10	-0.4232
RAD50	-0.9907
IER5	-0.4843
MTHFD1L	-1.98972727272727
MBTPS2	0.275666666666667
MVK	-0.353545454545455
NCL	-0.159846153846154
PSMD10	0.6378
MOBP	2.63954545454546
FLJ32894	0.0356666666666667
HRH1	-0.26475
C5orf30	0.8978
NUDT16L1	0.861923076923077
RASGRP3	2.758375
PRKRIP1	0.0557692307692308
CCDC75	0.422
LOC253970	0.7264
KIAA1239	3.8508
MED21	-0.8242
SYT11	4.10225
NTSR2	4.26866666666667
EGFL11	-0.079
CXorf59	-0.770666666666667
OR2A25	0.0863333333333333
SPTBN2	0.8184
LRMP	-0.361875
RNF111	0.287
PTH	-0.2025
LOC619208	1.726875
KIAA0895	0.1978
RANBP5	0.036
P2RY10	-0.84425
NME5	3.524375
DDX21	-1.57266666666667
LRSAM1	0.11
HDAC11	0.752125
VMO1	1.2636
NOLA2	-0.46025
ADAR	0.3662
MTO1	-1.044375
SF4	0.73425
P2RX1	0.289125
HBM	1.605
EN2	-0.473333333333333
C14orf172	-0.177
TM9SF2	-0.150769230769231
INHBE	-0.456
TCTE3	0.2096
TOX2	0.4204
CTAGE3	-0.8058
HBB	5.90038461538462
MED15	-0.41225
CASR	0.1902
C6orf66	-0.935625
MTPN	-0.407
UNC50	0.8172
C21orf33	1.1465
IRF2	0.7948
PGR	-2.232875
GPR84	0.5812
CROCCL1	-1.612
SRPX	1.4542
BRE	0.62975
FGF10	0.155
SDC3	3.103875
ZRSR1	1.328125
DKFZP434P211	-0.0463
SOX6	2.14
RPUSD2	-0.418
C14orf173	-0.8014
MAPK11	0.119
TBC1D22A	-0.238666666666667
FAM123A	5.677
COL4A6	-1.581
TOMM70A	0.9204
NAB1	0.493
MGC16385	0.474090909090909
TSPAN18	-0.65625
MED31	-0.3204
PLG	0.1388
CAPSL	1.18766666666667
ZNF532	2.03223076923077
ASB14	-0.104166666666667
CA8	-0.6774
NUDT16P	-0.376
SLFN11	-1.763
LRRIQ2	0.3199
NOL7	-0.33775
BRMS1L	1.8574
JARID1A	-0.470571428571429
PANK2	-0.7154
ICAM3	-2.8966
MDS1	-0.754166666666667
TAF8	-0.5004
RNF139	0.9368
ZNF594	1.10625
ADAM8	-0.822363636363637
SFTPC	1.60009090909091
MAN2B2	0.658727272727273
RGS12	1.48533333333333
EIF1AY	1.401
LRRIQ1	-1.139
GPR150	-0.5546
CCDC21	-1.787
PRRG3	0.594
SAA4	-4.9156
RAPGEF5	1.2609
ZCCHC2	-0.5275
MGC39372	0.209333333333333
PPP4R2	-0.430666666666667
CDCA2	-2.99228571428571
OR4D5	0.340875
PTGFRN	-0.506461538461539
SIGLEC5	0.42
C19orf61	-0.36275
NMUR2	0.544
KIAA1586	0.408875
DAGLA	3.072125
CHCHD6	0.6924
GPR32	0.356
NEUROD6	1.855125
SLC2A4RG	-1.25355
CA5B	-0.116833333333333
FBXL3	1.8938
MPHOSPH9	-1.1436
HMG2L1	-0.000399999999999998
HCN4	-0.388125
CEACAM19	0.0415
SH2D4B	0.653125
HFE2	0.0756666666666667
TGM4	0.111714285714286
LYPD2	0.0414
TBC1D15	0.205
MRPS21	0.291769230769231
NONO	-0.117571428571429
CLEC5A	-0.0203636363636364
ITCH	-0.434357142857143
MGAT3	2.035875
MBP	2.1417
RPP25	-2.44
SOSTDC1	0.2778
HRC	0.6108
TRIM48	-0.257666666666667
TMEM133	1.8108
ECEL1P2	-1.4464
HOXC11	0.0603333333333333
DOK5	3.5424
HELZ	0.318875
LOC348180	-0.4348
MGC33894	0.1774
ADRB3	-0.076
DMD	0.6435625
PTRH2	-0.7276
MPEG1	1.67925
NDUFA12	0.1805
KRTAP2-4	0.5516
STAMBPL1	0.439375
ADCY2	3.87475
UNQ6125	0.984666666666667
KLHL20	0.58675
SRM	-1.727
OTC	0.5592
TMIE	2.165375
SNX8	-0.9526
LIPK	0.263333333333333
CHURC1	1.233625
KLC2	0.338
HDAC1	-2.351
FAM128A	-0.357375
FNDC3B	-1.65171428571429
MTCP1	-0.022375
WFDC10B	0.02
PCDHGB3	0.222666666666667
ATRNL1	2.77730769230769
CAV2	-0.771636363636364
MED26	0.256125
DUS1L	-1.5756
CHRM3	0.2621
NEK9	0.773833333333333
WARS2	-1.9476
TBX22	1.037
TOMM40	-1.4638
RP6-213H19.1	-4.668375
TUBGCP5	-0.1354
IGSF6	2.2398
TPPP	3.47875
UNQ6190	0.526666666666667
GSTM5	1.954
BTD	0.27925
PDCD1LG2	-0.1775
SNRPB2	-0.541
ERICH1	-0.2366
APOA4	-1.497
HOXA11	-1.336
NARG1	-0.197909090909091
MKX	0.852
RAB28	0.8945
PKP3	-4.1858
SH3GL2	5.8596
CTSO	3.585
RPN2	-1.4516
IL28RA	-0.509375
SFMBT1	-0.6286
WDR57	-1.15272727272727
FER1L3	-1.92953333333333
HSF5	0.410857142857143
TTC9B	3.7734
C4BPA	-3.764875
ALB	-5.00144444444444
SORBS3	0.533454545454546
UPF2	0.753333333333333
JPH1	0.390333333333333
AGBL2	-1.4966
DOPEY1	2.23533333333333
TERF1	0.5205
KIF22	-1.098375
NINJ1	0.6526
SEC61A2	0.496933333333333
HIST1H1D	-3.275625
SFXN4	-0.154181818181818
UCP3	0.172076923076923
ZNF703	-0.03025
MYL6B	1.1974
TREM1	0.2742
OR52E6	0.469666666666667
CKMT2	3.067
HLA-C	0.397
SLC13A3	-1.19775
TIMP4	3.94666666666667
SLIT2	1.0006
RSF1	0.704173913043478
LONRF1	0.739444444444444
MON1A	0.8065
CACNG6	-0.12675
DPPA4	-6.35475
ZSWIM3	0.4958
ZNF804A	1.69075
CCIN	0.4782
SLC25A31	0.189
KCNMB4	3.8694
RABL5	0.3397
GALNS	0.385384615384615
STX6	0.6333
HIST1H1C	-3.64588888888889
CIDEB	-1.42009090909091
CASP4	-2.75166666666667
PDK3	-1.602
KCNJ11	2.80466666666667
TPR	-0.6811
ZSCAN20	-1.308
MTX2	-0.5934
HIST1H2BH	-2.6846
LOC283767	0.4494
LYRM7	1.00426086956522
BRD3	-0.667625
HIST1H2BO	-2.3494
MAGEB10	0.0246666666666667
SLC45A1	2.737
SERPINA3	0.386461538461539
KIAA0143	0.6904
KCNJ16	6.056
KRT79	-0.3502
FABP2	-0.374
NUT	-0.117
ZNF57	0.5548
FBXL4	-0.5483
CLEC9A	2.34466666666667
UGT8	2.824125
BMP2K	-0.586
MAPK4	2.6276
SLC25A23	1.62369230769231
HINT1	-0.418928571428571
KRTAP13-1	0.247333333333333
SFXN5	1.95223076923077
CHCHD2	0.1316
FAM3D	0.110333333333333
NDP	1.50618181818182
RHOBTB1	-0.763625
SLC4A4	3.99545454545455
RPL38	0.2184
HTF9C	-0.287375
AP2A2	1.27872727272727
ZBTB46	-0.679
MAP7D1	0.466
AOX1	-1.265
CYR61	-1.713
DTNA	2.57155555555556
JRKL	0.7614
TMOD3	-2.7122
EEA1	0.426307692307692
ADCK5	-0.7652
IL1R1	0.370125
KLK3	0.201894736842105
HRSP12	2.855
KTN1	-0.2466
LOH11CR2A	1.44015384615385
RELL2	0.265666666666667
MAB21L1	0.636166666666667
C20orf59	-0.724125
PHKB	-0.3618
ADAM2	-1.4832
TBC1D8B	-1.8945
FAM13A1	0.208142857142857
LAPTM4B	0.00243750000000001
LCN8	0.024
TMEM147	-0.987666666666667
SYT4	8.244375
XPO7	-0.356
C9orf62	-1.1676
GPR75	2.04333333333333
TRIM5	-1.2266
APOC1	0.886875
RNASE4	-3.377625
PARD6B	-3.7845
ARID1A	-0.0541875
TPD52L3	0.115
RRAGB	2.589375
RCN2	-0.59575
HIST2H2BE	-0.898142857142857
STARD7	0.528
SHMT2	-0.458833333333333
KIAA1751	0.667125
MLYCD	1.3645
LOC162632	-0.354307692307692
UQCRH	-1.1316
RP11-217H1.1	-0.9594
SDHA	0.009625
NCLN	-1.19584615384615
ZNF17	-0.115875
RCBTB2	0.5564
VEGFB	0.299692307692308
RP4-747L4.3	-1.095
COLQ	0.748846153846154
MPN2	-1.242
DRG2	0.3148
KLRB1	1.3498
ALPK2	-3.7926
DNASE2B	0.8642
FLJ23834	0.30175
AXUD1	1.1915
SAFB	-0.145230769230769
NSUN4	-1.6684
RFX2	1.50175
MAPK8IP1	2.098875
FANCD2	-2.612
ANKZF1	-1.019125
C19orf50	0.1273
DUSP8	2.65863636363636
SENP5	-0.7783
NFKBIL2	-1.10083333333333
LBR	-0.3764
IGFL1	0.175333333333333
LZTS2	-0.935
IL2RG	-1.95509090909091
CCDC51	-0.3392
KLF3	1.126
ANKRD37	-1.4296
KCTD14	-1.033875
FZR1	0.223235294117647
SLC44A4	-1.52127272727273
ESPL1	-1.5977
GMPR2	0.501846153846154
TBC1D19	-0.44575
ERGIC1	-0.340911764705882
ERBB4	1.67764285714286
TSPAN32	-0.1056875
MAP4	0.558727272727273
GPHN	1.4142
SLC6A2	0.214363636363636
HIVEP1	1.088
DFFB	-0.688538461538462
EIF4EBP2	0.095
DMRT1	-0.1208
HSPB6	-0.2822
IER2	-0.44925
AIFM1	-1.0456
WWC2	-0.3788
MRPL4	-0.5378
FLJ21062	-0.763444444444444
EPB41L4A	1.5926875
SH2D6	0.52
TAF4B	-0.7416
