Hybridization REF	TCGA-E1-5303-01A-01R-1470-07
SYTL5	-0.945
PRND	0.48875
LOC653319	-0.925
PIGL	-2.52754545454545
HUS1	-1.067625
SFRS6	-1.5460625
C17orf77	-0.305
UIMC1	-0.36775
FXYD2	-2.09315384615385
LOC283152	-0.2948
ZNF667	0.3118
ZCCHC12	0.7426
TFEC	3.95530769230769
ATP7B	-0.91875
POLD2	-1.279
RG9MTD1	-0.5144
ACOT2	0.56475
HIST1H4I	-1.25227272727273
PPARGC1A	-0.777615384615384
ETFA	-0.921214285714286
POLRMT	-0.1512
ZNF146	-0.315818181818182
MIA2	-2.5245
KLHL6	0.39975
HOXB5	-2.71181818181818
NENF	0.603875
CUGBP1	-0.8502
PRSS22	-1.019875
CASC4	1.61008333333333
CUL4B	-0.306923076923077
CENPJ	-1.89307142857143
PITX1	-2.739375
FLJ31033	-0.00985714285714289
CELSR3	-0.674875
ZNF568	1.04525
ITSN1	0.517928571428571
EHBP1L1	-1.82775
C19orf2	-0.3896
DCTN1	1.227
LIN28B	-5.4772
TNKS2	1.5666
C1QBP	-0.5128
CADPS2	-1.0466
SRMS	-0.08475
GJA9	1.134125
MGC24975	-0.40925
TRIM45	-2.422
TSP50	-0.0913333333333334
TCP1	-0.8986
TMED7	0.142272727272727
CMA1	-0.829
CENPL	-1.55225
PTCRA	2.75866666666667
FST	-5.142
VWCE	-0.1486
PAWR	-5.1162
ABCC12	0.622666666666667
LDLR	-3.64676923076923
ASTN2	3.17364285714286
LOC441212	-0.221
GPATCH8	0.033
TANC2	-0.956125
KIF4A	-3.639
C18orf18	0.4834
PGM1	-0.8154
KIAA0258	-0.0626
CPD	-0.4827
SNCAIP	2.8186
DCT	-4.39611111111111
HLA-DOA	3.022
OR11L1	0.721666666666667
UPK1B	-0.853
DNAJB4	1.6542
UGT1A8	-2.121
HIST1H4L	-0.642666666666667
PECR	-0.957375
HSPA2	4.483
WFIKKN1	-1.471
SERP1	1.117
SYDE2	-1.5835
TACR2	-0.0856666666666667
NUP85	-1.3028
CD177	-1.20044444444444
LGR5	-0.2485
PIGG	-0.085625
PTHR1	1.970875
RAB5A	1.28561538461538
FLJ13224	-1.314
USP9Y	1.267125
C7orf53	-2.072
LRP1B	6.28
XAF1	-0.5908
ABCG8	null
ANKDD1A	0.791
DAND5	-0.507
SPAG6	1.639
LINCR	0.7402
ZDHHC22	3.357
CCDC60	null
THOC7	-1.449125
TCTA	1.43392307692308
OR8K3	0.213
NY-REN-7	-2.274
B2M	0.85375
C6orf141	-3.4514
LPPR4	3.1835
SQLE	-1.60709090909091
SEPHS1	-0.4464
BTBD14B	0.246833333333333
PLRG1	-0.8282
SPG7	-0.202904761904762
ZNF614	-0.462555555555555
PARD6G	0.277375
INPP5B	-0.6635
GRPEL2	-1.0748
PPID	-1.42515384615385
TRIM56	-0.803
UBE2J1	-0.224272727272727
IL20RA	1.0644
LOC387856	2.53475
C1orf107	-0.676933333333333
UTS2R	0.6166
C19orf22	-0.4024
SAFB2	1.1639
KIAA0652	1.2517
KLRG1	0.07375
MS4A8B	0.3755
FRAG1	-0.4514
KIAA1546	0.4858
E2F4	-1.25438461538462
CLEC4M	0.2185
BTBD14A	-0.749
KIAA0999	1.33615384615385
GYPA	-4.23816666666667
TAC1	0.426214285714286
TRAIP	-2.35775
KIAA0232	0.947846153846154
ERCC8	-1.545
GPX4	0.0267272727272727
KIAA0368	0.5985
GPR157	-2.049125
CTAGE4	-1.133
C9orf30	-0.8625
OR52A1	-0.0406666666666667
HSP90B3P	-0.658
ALG9	-0.425153846153846
BTBD10	0.8208
SDK2	0.174333333333333
BAIAP3	2.2632
RABGGTB	-0.2103
ANKRD40	0.95625
KRT74	3.08966666666667
CALCOCO2	1.30355555555556
SNCA	-0.2182
TMSL8	-1.56772727272727
C2orf53	1.6
ESRRB	0.01125
ARHGAP26	-0.0197
TDRD9	2.884
HRAS	0.986875
KLRC4	0.423
JAGN1	-0.50225
BSDC1	0.7886
RNF43	-2.37569230769231
NDUFAF1	0.9416
PHF12	0.2362
OR1L3	-0.635
FOLR2	3.8218
LYZL6	0.866666666666667
tcag7.1260	-0.197333333333333
WSB1	-1.83475
PROS1	0.168384615384615
OSTN	0.242
PSMB8	-0.2328
SOCS4	0.198888888888889
DDIT4L	0.3474
MAS1	0.3215
MGC34796	-0.0996
CSHL1	-0.023625
TBCCD1	0.11925
ZBTB7C	0.185333333333333
AP2S1	-0.922181818181818
P15RS	0.807307692307692
VAT1	-0.513
SHANK3	0.75225
TUFM	-0.129875
THEG	-1.4514
KRT34	-1.0846
SGSM3	-0.6818
TOMM22	-0.4906
SOCS3	-0.917
CPO	0.572
POP4	0.0564
BHLHB3	4.2542
MALL	-0.726
OR1B1	1.006
PARK2	1.31414285714286
GPR124	-1.3704
LCE1E	-4.3455
RUVBL2	-0.4484
CGRRF1	1.44176923076923
ACPL2	1.8344
WNT10B	-2.56836363636364
BAIAP2L2	-1.70645454545455
ISCA1	1.2385
C1orf125	0.485666666666667
RPAP1	-0.5512
RAI16	-0.163625
RPL27	-0.675636363636364
NLRP9	3.0305
EPN1	0.402
LOC388610	1.1229
SLC35A1	0.250769230769231
GAL	-5.5808
SLC14A2	0.46
RDH11	0.093
FAM138F	-0.682666666666667
AUH	0.2082
FLJ40243	1.294
C14orf129	0.06
MBD2	-1.167375
ABHD14B	-0.8377
PIGT	-0.684636363636364
ALS2CR4	-0.130363636363636
ALAS1	0.448615384615385
FOXO1	1.72425
CRLF3	-0.994636363636364
C20orf107	0.808
FARS2	0.6144
CCDC28A	0.6582
NPHP3	-1.107
OR13F1	0.169666666666667
TSEN54	-1.2932
DEFB106B	0.204142857142857
OR8B4	0.4255
STH	1.4142
ZC3H14	-0.4186
CBX2	-1.28
TMEM49	-1.282
C6orf21	0.934
FLJ20920	-0.147636363636364
CRTAP	0.705842105263158
DDX50	-0.0084
STYXL1	0.1842
BLVRB	-1.029625
LOC147650	0.932375
MMP24	0.875
GRID1	5.43625
BANF1	-0.01825
CTAGEP	-0.7188
HMBS	-2.0966
SLC25A24	-2.754375
C14orf50	0.288
MRO	5.49175
SLC25A15	-1.7688
FAM84B	1.54416666666667
TDP1	-2.08433333333333
C16orf78	0.107166666666667
C11orf57	0.3114
RFK	-0.6837
ZFYVE9	-0.589090909090909
STCH	-0.0346153846153846
WIBG	-0.0502
LOC283871	-0.67825
GBA2	-0.222285714285714
NDUFB3	-0.4174
HSD17B13	0.39375
GRIN3A	2.69214285714286
FMNL1	-0.315375
SEPT7	1.17338461538462
GNLY	4.645
GRAMD1C	2.304375
ZNF165	-1.917
USP38	0.7522
FAM83A	-3.68525
C14orf24	0.812125
ARMCX3	1.9357
ARHGDIB	0.41375
AK1	1.57554545454545
KIAA1045	2.10975
DNAJB13	-0.107375
NEU2	-0.681666666666667
HIST1H4B	-1.01125
FAM20B	-1.28269230769231
HES2	-0.774285714285714
FAM73B	-0.156769230769231
LOC388381	-0.357
INTS7	-1.32478571428571
AMPH	2.58833333333333
ZNF775	0.5451
UCKL1	-1.247125
C10orf97	0.6496
C1orf161	0.5584
ALDH1L1	5.493
FLJ39378	1.145
SLC23A1	-1.964
RBM4B	1.126
THAP4	0.026375
OGFRL1	1.6178
KIAA0831	-0.44
PPP1R15A	-0.173875
C1orf96	1.304
C12orf11	-1.188
BMF	0.2698
MAN1A1	-1.21709090909091
KIAA1600	0.430375
NLGN4X	3.1274
ALOX12	-1.10371428571429
RB1CC1	0.367538461538461
NEIL2	1.73492307692308
EIF4E	0.235035714285714
ABHD5	-0.4428
EXOC4	0.442875
CIP29	0.133875
BATF2	-0.0732
SLC29A4	0.742
HTR4	1.385
EMB	-1.2702
TRAF6	0.5668
LMNB1	-3.722
FAM19A5	2.22709090909091
SHE	1.8344
PIK3C2B	0.1352
C15orf15	-0.0892857142857143
USP15	-0.111230769230769
TCEAL2	6.3914
C5orf39	-1.196
PTGER2	-3.7586
SLC31A1	-1.09380952380952
IFT172	0.716
ADAM29	-0.9852
GFOD1	-0.191
ST7L	1.0455
C15orf26	-3.42175
PKN3	-1.7468
CNTD1	1.27557142857143
COMMD1	0.0752
NTRK2	7.4615625
FOXN3	1.32018181818182
MFGE8	-0.848769230769231
PFKFB2	1.26625
TAS2R4	0.976
ENTHD1	-0.715166666666667
PRMT5	0.000600000000000006
MGC16384	-1.45581818181818
LOC442229	-1.594
TSKU	-1.92
KRTCAP3	-3.96209090909091
PDLIM1	-2.00376923076923
KCNS2	-0.3056
RNF126	-0.509
CEP63	-0.0598
CLIC4	0.7628
hCG_1990170	3.2702
ACR	0.910538461538461
KLK7	0.438333333333333
ALOX5AP	5.29036363636364
RIPK3	4.8448
TAS2R9	0.294333333333333
C19orf18	2.04333333333333
BIRC6	-0.336666666666667
ZNF16	1.34733333333333
RFT1	-0.7182
SLC8A2	0.561
TACC1	1.02309090909091
ITGAD	-0.7385
SAMHD1	2.4088
SH3PXD2B	0.660153846153846
EPC2	1.906
C20orf85	-0.358125
ATP13A2	0.443
KRT4	0.284363636363636
CAPNS1	-0.0238
MDM2	-0.745
PCDH20	6.70233333333333
KCNK9	0.404666666666667
OR2C1	-0.369333333333333
KLHDC3	0.449625
IPPK	0.092
EFHD2	-0.4266
GALR3	0.3378
NBEA	1.3
ABCA6	4.89116666666667
CLDN3	-3.004875
AKT2	-1.31163157894737
EGFR	1.37185714285714
RBM16	-0.0895
ZDHHC3	-0.0719230769230769
SLC25A4	1.2505
CYB5B	-0.20175
CPXM1	0.2904
NDRG1	0.8656875
FLJ43826	-1.679
OR5L2	-0.1665
FARP2	0.882076923076923
MRPL46	-0.5960625
LDHAL6B	1.03716666666667
MAPKAPK3	-0.4235
NCAM2	2.8834
PRKD2	-0.625
ZFP36L1	1.08707692307692
CYSLTR1	-0.2528
OR4C3	-0.739
HIST1H2AJ	-1.468
CCNB2	-3.89381818181818
ZNF10	0.6773
TMEM175	0.510666666666667
FAM134A	1.375625
TIGD4	0.838
PCNP	0.5666
MGC39715	1.885
LQK1	-1.1424
CREB1	0.904583333333333
TMPRSS3	-2.08
C4orf32	-2.283
LAT	-3.22013333333333
KCNA3	-0.98
SKIV2L2	-0.6452
ROPN1B	-3.586
tcag7.23	-0.413
CDT1	-2.9688
ZHX2	2.37390909090909
CD28	-5.5318
ZNF624	1.5598
SEPT2	1.31106666666667
SOHLH2	0.997454545454546
MCOLN3	-1.965
UNQ1945	0.807666666666667
MASP2	-1.12133333333333
ZNRF3	1.21761538461538
GPATCH3	0.4322
AGL	0.492
QRICH2	1.32733333333333
PSD4	-1.565625
CCNB1IP1	-0.5862
ENPP7	0.2142
OBFC1	-0.492
KCNG3	-1.9725
C14orf79	0.7058
ENPEP	-1.532
SCT	0.995666666666667
SKI	0.982454545454545
SEC61G	-1.6806
CAPN11	-0.023
ATXN7L3	-0.2854
DBNDD1	-0.513
FAIM	0.1816
ANKRD36	-1.74933333333333
GABRP	0.327714285714286
TACSTD2	-4.14471428571429
EIF3J	0.2902
PPP2R2A	-0.2578
TEKT4	0.102
PVALB	-4.34525
F10	-3.341375
FAM134C	0.741769230769231
COMP	1.4258
EFCBP1	0.413090909090909
SCLT1	0.043
TAL1	1.15184615384615
ACSL1	1.4832
ABCC5	-0.890733333333333
ABL1	-0.86312
RBBP7	0.31975
PTPRG	0.0374
NCOR1	-0.401923076923077
SPINK4	-2.8496
TXNRD1	-1.42853846153846
TNRC15	1.1384
C9orf138	0.634375
UBE2H	0.214
BRDT	0.609
C8orf31	0.6262
CCNE2	-0.285857142857143
SLC6A8	0.0196
CALCR	-5.1098
PPP1CB	1.82146666666667
ABHD8	1.0822
ARF5	-0.141461538461538
SLC24A4	6.7196
CCT3	-0.4366
ZNF121	-1.0452
SLC3A2	-0.0482857142857143
OR13A1	0.220666666666667
SLC5A10	-0.7464
RAD50	-0.8252
IER5	-0.4121
MTHFD1L	-1.45618181818182
MBTPS2	-0.154
MVK	-0.687
NCL	-0.167692307692308
PSMD10	0.1408
MOBP	5.57163636363636
FLJ32894	-0.8045
HRH1	0.698875
C5orf30	0.4658
NUDT16L1	0.993307692307693
RASGRP3	5.282125
PRKRIP1	-0.150538461538462
CCDC75	1.3494
LOC253970	0.3235
KIAA1239	0.4892
MED21	-0.9668
SYT11	5.1148125
NTSR2	5.30266666666667
EGFL11	-0.991
CXorf59	-1.42
OR2A25	-0.737
SPTBN2	-0.3116
LRMP	0.375333333333333
RNF111	0.563
PTH	-0.614
LOC619208	2.75883333333333
KIAA0895	0.6626
RANBP5	-0.4481
P2RY10	-1.62257142857143
NME5	4.684125
DDX21	-1.2195
LRSAM1	0.255666666666667
HDAC11	0.73675
VMO1	2.8068
NOLA2	-0.506
ADAR	-0.433571428571429
MTO1	-0.897375
SF4	0.687625
P2RX1	0.367375
HBM	1.407
EN2	0.153
C14orf172	0.437666666666667
TM9SF2	-0.546153846153846
INHBE	-1.11
TCTE3	0.2574
TOX2	-2.42
CTAGE3	-0.3269
HBB	6.60615384615385
MED15	-0.78425
CASR	null
C6orf66	-1.445875
MTPN	-0.642
UNC50	0.0774
C21orf33	0.9449
IRF2	1.4539
PGR	-2.28166666666667
GPR84	2.5498
CROCCL1	-1.0694
SRPX	1.2752
BRE	0.731875
FGF10	-3.384
SDC3	2.885625
ZRSR1	1.701875
DKFZP434P211	-0.5303
SOX6	0.437
RPUSD2	-0.4834
C14orf173	-0.988066666666667
MAPK11	0.127
TBC1D22A	0.684666666666667
FAM123A	6.56966666666667
COL4A6	-1.615125
TOMM70A	-0.1764
NAB1	0.6869
MGC16385	-0.100636363636364
TSPAN18	-1.0285
MED31	0.0884
PLG	-0.5245
CAPSL	-0.0676666666666667
ZNF532	1.83361538461538
ASB14	-0.66925
CA8	0.527
NUDT16P	0.779428571428571
SLFN11	-1.851
LRRIQ2	0.3331
NOL7	-0.192875
BRMS1L	0.9815
JARID1A	-0.416
PANK2	-0.4026
ICAM3	-3.0522
MDS1	-0.9155
TAF8	-0.7438
RNF139	1.144
ZNF594	0.618857142857143
ADAM8	-2.01827272727273
SFTPC	2.70809090909091
MAN2B2	0.772818181818182
RGS12	1.64333333333333
EIF1AY	1.30025
LRRIQ1	-1.749
GPR150	0.967
CCDC21	-1.1105
PRRG3	-0.131
SAA4	-5.0982
RAPGEF5	2.951
ZCCHC2	-1.66146666666667
MGC39372	1.336
PPP4R2	-0.439111111111111
CDCA2	-3.271
OR4D5	0.8375
PTGFRN	-0.259153846153846
SIGLEC5	2.626875
C19orf61	0.053625
NMUR2	1.412
KIAA1586	-0.41775
DAGLA	1.746125
CHCHD6	-0.0754
GPR32	0.591666666666667
NEUROD6	1.00271428571429
SLC2A4RG	-1.10675
CA5B	-0.632833333333333
FBXL3	1.5618
MPHOSPH9	-1.5866
HMG2L1	-0.3708
HCN4	0.24125
CEACAM19	0.0458333333333334
SH2D4B	1.0465
HFE2	0.253333333333333
TGM4	0.529666666666667
LYPD2	-0.3712
TBC1D15	0.2462
MRPS21	-0.0307692307692307
NONO	-0.818285714285714
CLEC5A	1.78228571428571
ITCH	-0.228714285714286
MGAT3	1.330125
MBP	3.8251
RPP25	-2.3866
SOSTDC1	-4.5626
HRC	-0.6662
TRIM48	3.3275
TMEM133	2.198
ECEL1P2	-0.5214
HOXC11	-0.1295
DOK5	2.6254
HELZ	0.031625
LOC348180	-0.3922
MGC33894	0.2818
ADRB3	0.019
DMD	0.842428571428571
PTRH2	-1.2518
MPEG1	3.1946
NDUFA12	-0.111
KRTAP2-4	0.751142857142857
STAMBPL1	-0.216571428571429
ADCY2	5.14871428571429
UNQ6125	0.68
KLHL20	0.545625
SRM	-1.1774
OTC	1.7806
TMIE	3.267375
SNX8	-0.4874
LIPK	1.896
CHURC1	0.3795625
KLC2	0.29625
HDAC1	-1.222875
FAM128A	-0.58675
FNDC3B	-1.90846153846154
MTCP1	0.234285714285714
WFDC10B	-0.913636363636363
PCDHGB3	0.835
ATRNL1	3.11507692307692
CAV2	-1.54654545454545
MED26	0.07275
DUS1L	-1.3898
CHRM3	-1.5823
NEK9	0.553833333333333
WARS2	-1.1564
TBX22	0.924
TOMM40	-1.1162
RP6-213H19.1	-3.25875
TUBGCP5	-0.2732
IGSF6	4.46475
TPPP	3.0335
UNQ6190	1.013
GSTM5	1.7953
BTD	0.939
PDCD1LG2	1.01716666666667
SNRPB2	-0.88275
ERICH1	-0.4578
APOA4	-1.78077777777778
HOXA11	-0.00900000000000001
NARG1	-0.841909090909091
MKX	2.1644
RAB28	1.3385
PKP3	-4.1226
SH3GL2	6.6852
CTSO	4.1068
RPN2	-1.0698
IL28RA	1.07128571428571
SFMBT1	-0.491
WDR57	-0.348272727272727
FER1L3	-1.71093333333333
HSF5	1.224
TTC9B	3.4758
C4BPA	-5.000375
ALB	-5.09278571428572
SORBS3	0.625
UPF2	0.76
JPH1	-1.632
AGBL2	-1.0452
DOPEY1	1.80766666666667
TERF1	0.2241875
KIF22	-1.566
NINJ1	1.4464
SEC61A2	0.7822
HIST1H1D	-2.554875
SFXN4	-0.308545454545455
UCP3	0.354230769230769
ZNF703	0.205125
MYL6B	1.1988
TREM1	1.87
OR52E6	-0.258333333333333
CKMT2	1.9968
HLA-C	0.7619
SLC13A3	-0.962875
TIMP4	5.67083333333333
SLIT2	-0.1256
RSF1	0.353304347826087
LONRF1	-0.287388888888889
MON1A	0.790125
CACNG6	0.321625
DPPA4	-5.00675
ZSWIM3	0.1688
ZNF804A	1.15933333333333
CCIN	0.918
SLC25A31	-0.724666666666667
KCNMB4	4.8496
RABL5	0.5389
GALNS	0.0700769230769231
STX6	0.5212
HIST1H1C	-3.15366666666667
CIDEB	-1.26763636363636
CASP4	-1.56133333333333
PDK3	-0.957285714285714
KCNJ11	1.656
TPR	-0.65
ZSCAN20	-0.699
MTX2	-0.8846
HIST1H2BH	-2.4294
LOC283767	0.0678
LYRM7	0.1913
BRD3	-0.66575
HIST1H2BO	-2.2
MAGEB10	0.885333333333333
SLC45A1	3.1298
SERPINA3	2.78396153846154
KIAA0143	0.6594
KCNJ16	10.4978
KRT79	-0.2228
FABP2	-1.95025
NUT	1.29966666666667
ZNF57	-0.6704
FBXL4	-0.1164
CLEC9A	6.06266666666667
UGT8	4.23075
BMP2K	0.637
MAPK4	3.41
SLC25A23	1.01884615384615
HINT1	-0.594857142857143
KRTAP13-1	-0.2535
SFXN5	2.23707692307692
CHCHD2	0.00786666666666668
FAM3D	0.0283333333333333
NDP	2.82572727272727
RHOBTB1	-0.824625
SLC4A4	4.75809090909091
RPL38	-0.0998
HTF9C	0.269875
AP2A2	1.15190909090909
ZBTB46	0.32
MAP7D1	1.275
AOX1	-3.346
CYR61	-0.676294117647059
DTNA	3.66058823529412
JRKL	0.5282
TMOD3	-1.8338
EEA1	-0.0403076923076923
ADCK5	-0.945
IL1R1	-0.5715
KLK3	0.449526315789474
HRSP12	3.3992
KTN1	-0.1956
LOH11CR2A	1.66507692307692
RELL2	-1.46
MAB21L1	-0.896
C20orf59	-0.588125
PHKB	-0.0426
ADAM2	-1.6028
TBC1D8B	-1.43571428571429
FAM13A1	0.0565714285714286
LAPTM4B	0.233875
LCN8	0.462
TMEM147	0.154333333333333
SYT4	4.62828571428572
XPO7	-0.753
C9orf62	0.1272
GPR75	3.1735
TRIM5	-0.4118
APOC1	2.45875
RNASE4	-0.867125
PARD6B	-3.37722222222222
ARID1A	0.1043125
TPD52L3	0.276111111111111
RRAGB	2.403125
RCN2	-0.421
HIST2H2BE	-0.767952380952381
STARD7	0.6462
SHMT2	-0.929
KIAA1751	0.628
MLYCD	0.5721
LOC162632	-0.366230769230769
UQCRH	-1.3152
RP11-217H1.1	-0.619
SDHA	-0.613
NCLN	-1.29307692307692
ZNF17	0.291875
RCBTB2	0.2804
VEGFB	0.414923076923077
RP4-747L4.3	-1.167
COLQ	0.198666666666667
MPN2	-1.01
DRG2	-0.6296
KLRB1	2.119
ALPK2	-4.0998
DNASE2B	4.038
FLJ23834	0.845166666666667
AXUD1	1.7005
SAFB	0.110461538461538
NSUN4	-0.5284
RFX2	2.92928571428571
MAPK8IP1	2.916625
FANCD2	-2.10029411764706
ANKZF1	-1.56125
C19orf50	0.223
DUSP8	1.15236363636364
SENP5	-1.2209
NFKBIL2	-1.38633333333333
LBR	-0.778111111111111
IGFL1	-0.191666666666667
LZTS2	-0.0639
IL2RG	-1.65290909090909
CCDC51	-0.3378
KLF3	0.5185
ANKRD37	-0.5426
KCTD14	-1.488
FZR1	0.286117647058823
SLC44A4	-2.1962
ESPL1	-1.7364
GMPR2	0.400153846153846
TBC1D19	-0.7265
ERGIC1	0.200575757575758
ERBB4	2.43457142857143
TSPAN32	-0.2661875
MAP4	1.988
GPHN	0.7386
SLC6A2	-0.0651818181818181
HIVEP1	-0.4026
DFFB	-0.5995
EIF4EBP2	0.421555555555556
DMRT1	0.0536666666666667
HSPB6	-0.4904
IER2	-0.83025
AIFM1	-1.1114
WWC2	-0.756642857142857
MRPL4	-0.7196
FLJ21062	-1.12988888888889
EPB41L4A	1.81707142857143
SH2D6	0.688666666666667
TAF4B	-1.145
GAL3ST3	1.155
MALT1	-2.579875
RTDR1	2.492
