Hybridization REF	TCGA-DH-5144-01A-01R-1470-07
ABR	1.6416
OR9G1	-0.322
FOXE1	-0.745
CNGA3	3.01766666666667
GML	0.299666666666667
CD38	-0.733
ZDHHC6	0.073375
NEFH	-2.6908
CTDSP2	0.9054375
PGBD5	2.64411111111111
CCNY	0.876777777777778
RMND5B	0.4991875
ZNF257	-0.5612
FLJ22167	1.4097
EXOSC7	-0.18775
ROR2	-1.2155
MAOA	0.567272727272727
TNNT3	-0.236125
GYPC	-1.762
C7orf33	-0.167666666666667
PLIN	1.66725
LOC90826	0.015
RNF4	0.0708461538461539
F8A1	0.63825
PLEKHG4	-4.6952
GRB2	0.167962962962963
HIST1H2AD	-0.814
DUS3L	0.780625
EIF1	-0.173125
RP5-1077B9.4	-1.02855555555556
FPGT	-0.5066
GDF10	1.387625
COQ9	0.4004
GCC2	-0.250166666666667
RARRES3	1.20263636363636
PLXNA1	0.248285714285714
KIAA0100	-0.105642857142857
PMF1	0.463
FNDC1	0.1708
HS2ST1	-0.4035625
CRELD2	0.0158
C8G	-1.59166666666667
CD82	1.4208
LIM2	-1.154
UNQ6490	-0.4975
MMP16	1.68433333333333
DRD3	0.665666666666667
C5orf26	1.4436
C11orf73	0.1761
PTP4A2	-1.6985
OR4M2	0.281333333333333
HPCA	-0.769375
SEC14L1	0.035
CHFR	-0.0968181818181818
EMILIN1	0.6786
NDUFS4	-0.0258
COL18A1	-1.8686
PDZD3	0.0365384615384615
C9orf16	-0.238375
ERBB2IP	0.392571428571429
EMX2	5.9714
FUS	0.2122
TF	0.387
CLCN4	2.56475
CXorf56	1.0666
C11orf72	0.0221666666666667
ELAC2	-0.265933333333333
NPR1	-0.082
ASS1	-3.04744444444444
USP42	0.2087
POLR2J	-0.0546666666666667
SEC23IP	0.061375
UQCRC1	0.195
LOC729603	-0.738
C1orf71	-0.5189
POLG	-3.3105
ADAM23	-1.208
TFR2	-0.942
RICTOR	0.434307692307692
MGC39606	3.7416
C19orf55	-0.777363636363636
SNAPC1	-1.487125
GNA11	1.39245454545455
CCDC52	-1.265625
FSIP1	-0.108666666666667
UPF3A	0.7797
IGSF11	2.03275
LAGE3	-0.4164
CHST6	0.0183333333333333
UNC13B	0.472636363636364
TTLL4	-0.485363636363636
ZNF687	0.694
SDC2	-1.63
COX7A2	-0.0936
LAMB4	0.026
FAM24A	0.156666666666667
LRRTM3	4.00575
GPHB5	0.288
OR4C13	0.391
EIF3EIP	1.15622222222222
HABP4	2.12566666666667
TMEM125	-1.0324
CNTN2	1.51518181818182
ASNSD1	0.6544
FUT4	-0.0615
ACF	-3.0164
LOC158381	0.4225
CDH8	1.0204
AGPS	-0.869625
C4orf18	1.20054545454545
PECI	-0.312071428571429
UNG	-0.918727272727273
GSTP1	0.162090909090909
DCUN1D5	-1.42725
DKFZP564J0863	-2.5428
SLC9A3R1	-0.63
BCDO2	0.538272727272727
CHMP7	0.6433
REM2	-0.252
DNHD1	-0.6648
FKBP4	-1.27818181818182
ZNF350	1.0592
MGC11102	-0.231090909090909
BST1	-0.6718
KISS1R	-0.156333333333333
NCR2	0.309666666666667
DEFB125	0.00900000000000001
UBE2W	0.215363636363636
KRT15	-4.26790909090909
C10orf99	1.20033333333333
SCN11A	0.372333333333333
GFI1	-3.4494
RDHE2	-0.709375
FHL1	2.674625
OSGEP	0.03525
GATA1	-3.519875
SMC6	-1.119
TTTY14	-1.60383333333333
LPIN3	0.1696
RPL4	0.779357142857143
RBPMS	-2.69492857142857
PRPF3	-0.0485
EMR1	-2.387
SPATA19	0.1916
XCR1	0.203666666666667
IRX3	-0.512153846153846
RBM6	0.3448
KLF4	-0.369692307692308
UNC5CL	-0.99
SEBOX	0.542
BTK	-1.4264
KRCC1	1.4162
C6orf27	1.13733333333333
SYTL5	-0.348
PRND	0.0953
LOC653319	0.374333333333333
PIGL	-1.53472727272727
HUS1	-0.5495
SFRS6	-0.58175
C17orf77	0.803666666666667
UIMC1	-0.05125
FXYD2	-1.40053846153846
LOC283152	-0.8072
ZNF667	0.8216
ZCCHC12	1.0008
TFEC	1.01130769230769
ATP7B	-0.492875
POLD2	-0.41575
RG9MTD1	0.2402
ACOT2	0.877125
HIST1H4I	-1.21772727272727
PPARGC1A	0.682769230769231
ETFA	-0.856928571428571
POLRMT	-0.0418
ZNF146	0.0598181818181818
MIA2	-1.09
KLHL6	-1.984625
HOXB5	-2.42372727272727
NENF	0.48975
CUGBP1	-0.835
PRSS22	-1.294
CASC4	1.06992307692308
CUL4B	-0.0715384615384615
CENPJ	-0.907214285714286
PITX1	-3.008
FLJ31033	-0.08
CELSR3	2.37225
ZNF568	0.8536
ITSN1	-0.288733333333333
EHBP1L1	-2.406
C19orf2	-0.8402
DCTN1	0.8268
LIN28B	-3.0815
TNKS2	2.202
C1QBP	-0.0813
CADPS2	0.1604
SRMS	-0.103
GJA9	0.668375
MGC24975	1.136875
TRIM45	-2.26975
TSP50	-0.0106
TCP1	-0.7934
TMED7	0.143
CMA1	-0.312333333333333
CENPL	-1.70075
PTCRA	0.102
FST	-4.8112
VWCE	-1.34
PAWR	-3.827
ABCC12	0.637375
LDLR	-0.781
ASTN2	2.64185714285714
LOC441212	0.471272727272727
GPATCH8	0.555
TANC2	-0.201266666666667
KIF4A	-4.26
C18orf18	1.1426
PGM1	-0.6168
KIAA0258	-0.2314
CPD	-0.5476
SNCAIP	3.1186
DCT	-4.24588888888889
HLA-DOA	2.05461290322581
OR11L1	0.131
UPK1B	-0.743571428571429
DNAJB4	0.5662
UGT1A8	-0.1256
HIST1H4L	-1.229
PECR	-1.05825
HSPA2	0.8888
WFIKKN1	-0.031
SERP1	0.7927
SYDE2	-0.601833333333333
TACR2	-0.025
NUP85	-1.4078
CD177	-0.523555555555556
LGR5	0.845
PIGG	-0.528625
PTHR1	0.92475
RAB5A	1.40446153846154
FLJ13224	0.00333333333333335
USP9Y	-1.635875
C7orf53	-0.982333333333333
LRP1B	5.0346
XAF1	0.1594
ABCG8	-0.9435
ANKDD1A	-0.556
DAND5	1.74466666666667
SPAG6	-0.03525
LINCR	0.6568
ZDHHC22	4.4942
CCDC60	-0.827
THOC7	-1.516375
TCTA	1.72946153846154
OR8K3	-0.1398
NY-REN-7	-0.503
B2M	0.536125
C6orf141	-3.313
LPPR4	4.6095
SQLE	-0.886909090909091
SEPHS1	-0.2842
BTBD14B	0.626722222222222
PLRG1	-0.1278
SPG7	0.389571428571429
ZNF614	-0.485333333333333
PARD6G	-0.014625
INPP5B	-0.445923076923077
GRPEL2	-0.4515
PPID	-1.18515384615385
TRIM56	-1.2392
UBE2J1	-0.356363636363636
IL20RA	1.1428
LOC387856	1.9934
C1orf107	1.0790625
UTS2R	0.3846
C19orf22	-0.209
SAFB2	0.3097
KIAA0652	1.0644
KLRG1	0.02425
MS4A8B	-0.017375
FRAG1	0.0318
KIAA1546	1.6436
E2F4	-0.872307692307692
CLEC4M	0.236444444444444
BTBD14A	-0.828
KIAA0999	1.45461538461538
GYPA	-2.6575
TAC1	1.94235714285714
TRAIP	-2.022125
KIAA0232	1.52423076923077
ERCC8	-0.5926
GPX4	0.104454545454545
KIAA0368	0.6064
GPR157	-2.03425
CTAGE4	-1.1025
C9orf30	-0.623375
OR52A1	0.0843333333333333
HSP90B3P	-0.289
ALG9	0.0166153846153846
BTBD10	1.0878
SDK2	0.574
BAIAP3	2.0672
RABGGTB	-0.5522
ANKRD40	0.68275
KRT74	0.413
CALCOCO2	-0.0457777777777778
SNCA	-0.0432
TMSL8	-1.79927272727273
C2orf53	-0.225666666666667
ESRRB	-0.2468
ARHGAP26	-1.0727
TDRD9	-2.3758
HRAS	0.5775
KLRC4	1.264
JAGN1	-0.216
BSDC1	0.0398
RNF43	-1.89907692307692
NDUFAF1	1.1322
PHF12	0.595166666666667
OR1L3	0.1724
FOLR2	3.1338
LYZL6	-0.117375
tcag7.1260	-0.544
WSB1	-0.841
PROS1	-0.191692307692308
OSTN	1.515
PSMB8	-0.0334
SOCS4	0.659090909090909
DDIT4L	0.0504
MAS1	0.389333333333333
MGC34796	0.0426
CSHL1	0.160125
TBCCD1	0.27025
ZBTB7C	1.16833333333333
AP2S1	-1.86472727272727
P15RS	1.43630769230769
VAT1	-0.756769230769231
SHANK3	1.79225
TUFM	-0.032125
THEG	-1.0942
KRT34	-1.3086
SGSM3	0.1244
TOMM22	-0.0201
SOCS3	-0.794125
CPO	0.773
POP4	-0.905
BHLHB3	1.9268
MALL	-0.592166666666667
OR1B1	0.251666666666667
PARK2	1.14633333333333
GPR124	-0.3351
LCE1E	0.620333333333333
RUVBL2	-1.0742
CGRRF1	1.28315384615385
ACPL2	1.3966
WNT10B	-1.52427272727273
BAIAP2L2	-1.47309090909091
ISCA1	1.1835
C1orf125	0.8151
RPAP1	0.2704
RAI16	0.49825
RPL27	-0.866090909090909
NLRP9	0.893
EPN1	0.562666666666667
LOC388610	-0.0993
SLC35A1	0.537230769230769
GAL	-5.6328
SLC14A2	0.378
RDH11	0.86475
FAM138F	0.096
AUH	-0.2334
FLJ40243	-0.1012
C14orf129	-0.508125
MBD2	-1.749875
ABHD14B	-0.5493
PIGT	-1.17563636363636
ALS2CR4	-0.256272727272727
ALAS1	0.0929230769230769
FOXO1	0.748875
CRLF3	-1.64054545454545
C20orf107	0.8885
FARS2	0.5728
CCDC28A	-0.4432
NPHP3	-0.6652
OR13F1	0.884
TSEN54	-1.3824
DEFB106B	-0.048
OR8B4	0.435666666666667
STH	1.7588
ZC3H14	-0.4031
CBX2	-0.554666666666667
TMEM49	-1.544
C6orf21	0.970333333333333
FLJ20920	-1.01927272727273
CRTAP	0.545578947368421
DDX50	-0.035
STYXL1	0.1764
BLVRB	-2.221375
LOC147650	-1.0695
MMP24	0.778333333333333
GRID1	5.030375
BANF1	0.489125
CTAGEP	-0.778
HMBS	-1.1928
SLC25A24	-4.565
C14orf50	0.905
MRO	2.85225
SLC25A15	-0.49
FAM84B	0.750071428571429
TDP1	-1.90166666666667
C16orf78	-0.22025
C11orf57	0.3408
RFK	-0.4114
ZFYVE9	-0.303
STCH	0.274
WIBG	0.345
LOC283871	-0.01925
GBA2	0.132
NDUFB3	-0.5028
HSD17B13	-0.443333333333333
GRIN3A	4.65175
FMNL1	-1.94975
SEPT7	0.595307692307692
GNLY	2.142
GRAMD1C	-0.324
ZNF165	-2.5546
USP38	1.0916
FAM83A	-2.941125
C14orf24	0.8904375
ARMCX3	1.7023
ARHGDIB	-1.87625
AK1	1.09427272727273
KIAA1045	3.2894
DNAJB13	0.172
NEU2	-0.026
HIST1H4B	-1.184125
FAM20B	-0.551615384615385
HES2	-0.687315789473684
FAM73B	0.0689230769230769
LOC388381	-0.3182
INTS7	-0.295571428571429
AMPH	4.2515
ZNF775	1.115
UCKL1	-0.750125
C10orf97	0.5564
C1orf161	-0.6015
ALDH1L1	3.5062
FLJ39378	1.153
SLC23A1	-1.151
RBM4B	1.9
THAP4	0.12925
OGFRL1	-0.7238
KIAA0831	0.531
PPP1R15A	-1.1425
C1orf96	0.941894736842105
C12orf11	-1.1448
BMF	-0.803
MAN1A1	-2.5376
KIAA1600	0.723125
NLGN4X	4.1788
ALOX12	-0.989
RB1CC1	0.521357142857143
NEIL2	1.90315384615385
EIF4E	0.312896551724138
ABHD5	-0.9258
EXOC4	0.14275
CIP29	0.179125
BATF2	0.467
SLC29A4	0.677090909090909
HTR4	0.934
EMB	-3.3298
TRAF6	0.25
LMNB1	-3.9632
FAM19A5	2.03727272727273
SHE	1.6422
PIK3C2B	1.4206
C15orf15	0.171
USP15	-0.233
TCEAL2	5.8954
C5orf39	-1.28628571428571
PTGER2	-3.695
SLC31A1	-1.27104761904762
IFT172	-2.5794
ADAM29	1.2356
GFOD1	0.8354
ST7L	0.51925
C15orf26	-2.1198
PKN3	-1.7924
CNTD1	2.403375
COMMD1	-0.3505
NTRK2	5.9804375
FOXN3	1.06181818181818
MFGE8	0.360384615384615
PFKFB2	1.68575
TAS2R4	-0.3592
ENTHD1	0.62625
PRMT5	0.1915
MGC16384	-1.37636363636364
LOC442229	-1.5416
TSKU	-1.00818181818182
KRTCAP3	-2.74609090909091
PDLIM1	-2.27392307692308
KCNS2	0.810833333333333
RNF126	0.123875
CEP63	-0.1791
CLIC4	-0.5115
hCG_1990170	1.307
ACR	0.971769230769231
KLK7	-0.568
ALOX5AP	-0.495272727272727
RIPK3	1.6384
TAS2R9	0.503333333333333
C19orf18	0.743
BIRC6	0.402578947368421
ZNF16	1.71366666666667
RFT1	-0.918
SLC8A2	-0.3222
TACC1	0.422909090909091
ITGAD	0.618166666666667
SAMHD1	0.270166666666667
SH3PXD2B	0.563538461538461
EPC2	2.7972
C20orf85	0.1904
ATP13A2	0.014125
KRT4	0.269636363636364
CAPNS1	-1.2574
MDM2	-0.645125
PCDH20	5.6936
KCNK9	0.765666666666667
OR2C1	-0.470333333333333
KLHDC3	0.417
IPPK	0.269
EFHD2	-0.8893
GALR3	0.5048
NBEA	2.38475
ABCA6	-0.0563846153846154
CLDN3	-3.327875
AKT2	-1.33231578947368
EGFR	1.32485714285714
RBM16	0.432
ZDHHC3	-0.222692307692308
SLC25A4	1.247875
CYB5B	0.020125
CPXM1	1.8366
NDRG1	-1.3675625
FLJ43826	0.000800000000000001
OR5L2	0.101
FARP2	0.451923076923077
MRPL46	0.350375
LDHAL6B	0.061125
MAPKAPK3	-1.014125
NCAM2	2.7376
PRKD2	-1.4775
ZFP36L1	0.484923076923077
CYSLTR1	-1.4582
OR4C3	0.6462
HIST1H2AJ	-2.65266666666667
CCNB2	-5.17909090909091
ZNF10	0.8977
TMEM175	1.20033333333333
FAM134A	1.9265
TIGD4	0.51
PCNP	0.2488
MGC39715	5.205
LQK1	-0.8354
CREB1	0.922692307692308
TMPRSS3	-2.06283333333333
C4orf32	-2.9872
LAT	-2.61446666666667
KCNA3	-0.717
SKIV2L2	-0.338
ROPN1B	-3.294
tcag7.23	-0.8655
CDT1	-3.9885
ZHX2	2.51545454545455
CD28	-4.6556
ZNF624	2.2192
SEPT2	1.32046666666667
SOHLH2	1.46081818181818
MCOLN3	-1.28290909090909
UNQ1945	0.442333333333333
MASP2	-1.43
ZNRF3	0.708384615384616
GPATCH3	0.0736
AGL	-1.046
QRICH2	-0.292333333333333
PSD4	-1.254
CCNB1IP1	-0.1826
ENPP7	-0.0421999999999999
OBFC1	-0.637
KCNG3	-1.78333333333333
C14orf79	0.564266666666667
ENPEP	0.058375
SCT	1.91566666666667
SKI	0.449363636363636
SEC61G	-1.7414
CAPN11	-0.06675
ATXN7L3	-0.096
DBNDD1	-1.3265
FAIM	-0.4494
ANKRD36	-1.56566666666667
GABRP	-0.670222222222222
TACSTD2	-5.25842857142857
EIF3J	-0.1152
PPP2R2A	-0.4372
TEKT4	-0.7035
PVALB	-3.1295
F10	-3.26325
FAM134C	0.968
COMP	0.7643
EFCBP1	-1.27109090909091
SCLT1	-0.5089
TAL1	-0.335769230769231
ACSL1	-0.0848
ABCC5	-0.2798
ABL1	-0.12704
RBBP7	0.768625
PTPRG	-0.2901
NCOR1	0.249
SPINK4	-2.3035
TXNRD1	-0.755923076923077
TNRC15	0.6019
C9orf138	0.369181818181818
UBE2H	-0.19125
BRDT	-0.248428571428571
C8orf31	1.2664
CCNE2	-2.003
SLC6A8	-0.9603
CALCR	-5.5136
PPP1CB	1.06773333333333
ABHD8	0.4224
ARF5	0.0670769230769231
SLC24A4	3.085
CCT3	0.2152
ZNF121	0.441454545454545
SLC3A2	-0.1815
OR13A1	0.799666666666667
SLC5A10	-0.8896
RAD50	-0.5151
IER5	0.1173
MTHFD1L	-1.29290909090909
MBTPS2	0.0561666666666667
MVK	0.615454545454545
NCL	0.295923076923077
PSMD10	0.6686
MOBP	1.29627272727273
FLJ32894	-0.294333333333333
HRH1	-0.51625
C5orf30	0.415
NUDT16L1	0.782230769230769
RASGRP3	3.520875
PRKRIP1	0.267307692307692
CCDC75	0.7414
LOC253970	-0.158
KIAA1239	0.9302
MED21	-1.0532
SYT11	3.9226875
NTSR2	5.17
EGFL11	-0.260333333333333
CXorf59	0.7485
OR2A25	0.559666666666667
SPTBN2	1.529
LRMP	-1.21125
RNF111	0.8408
PTH	-0.513333333333333
LOC619208	1.386875
KIAA0895	0.3944
RANBP5	0.0461
P2RY10	-0.822375
NME5	2.635625
DDX21	-0.916
LRSAM1	0.404
HDAC11	1.099625
VMO1	2.347
NOLA2	0.077
ADAR	0.571733333333333
MTO1	-1.268625
SF4	0.91975
P2RX1	-0.252625
HBM	2.4236
EN2	-0.021
C14orf172	0.272166666666667
TM9SF2	-0.327230769230769
INHBE	-0.86475
TCTE3	0.543666666666667
TOX2	-3.1818
CTAGE3	-0.0602
HBB	6.09038461538462
MED15	-0.34
CASR	-0.4014
C6orf66	-0.956
MTPN	-0.1871
UNC50	0.6922
C21orf33	1.2584
IRF2	0.7679
PGR	-2.234
GPR84	1.3974
CROCCL1	-1.8942
SRPX	0.1392
BRE	0.433875
FGF10	0.0491666666666667
SDC3	2.65
ZRSR1	1.62825
DKFZP434P211	0.3612
SOX6	2.09933333333333
RPUSD2	0.3206
C14orf173	-0.698733333333333
MAPK11	0.13125
TBC1D22A	-0.243333333333333
FAM123A	4.901
COL4A6	-2.477
TOMM70A	0.6876
NAB1	0.3894
MGC16385	0.752545454545454
TSPAN18	-1.005375
MED31	-0.082
PLG	0.8204
CAPSL	1.35466666666667
ZNF532	2.26661538461539
ASB14	0.385333333333333
CA8	0.4454
NUDT16P	-0.7975
SLFN11	-0.906
LRRIQ2	0.2962
NOL7	-0.14275
BRMS1L	1.4811
JARID1A	-0.342857142857143
PANK2	-1.0846
ICAM3	-3.1676
MDS1	-0.421666666666667
TAF8	-0.1246
RNF139	0.9746
ZNF594	1.197375
ADAM8	-0.091
SFTPC	2.70809090909091
MAN2B2	0.544
RGS12	1.7732380952381
EIF1AY	-4.4445625
LRRIQ1	-1.854375
GPR150	-0.0586
CCDC21	-1.734125
PRRG3	0.6204
SAA4	-4.5796
RAPGEF5	0.4249
ZCCHC2	-0.5348125
MGC39372	-0.453
PPP4R2	-0.543222222222222
CDCA2	-3.03314285714286
OR4D5	0.0597499999999999
PTGFRN	-0.791384615384615
SIGLEC5	0.36225
C19orf61	-0.3965
NMUR2	1.13566666666667
KIAA1586	0.74275
DAGLA	1.812875
CHCHD6	0.8062
GPR32	-0.159
NEUROD6	0.342625
SLC2A4RG	-1.6272
CA5B	-0.0555
FBXL3	1.8294
MPHOSPH9	-0.9894
HMG2L1	0.5062
HCN4	0.13275
CEACAM19	0.769666666666667
SH2D4B	0.2145
HFE2	-0.407
TGM4	-0.569571428571429
LYPD2	0.112
TBC1D15	-0.1626
MRPS21	0.276615384615385
NONO	-0.271785714285714
CLEC5A	-0.1922
ITCH	-0.649785714285714
MGAT3	1.849875
MBP	2.4393
RPP25	-3.282
SOSTDC1	-2.3106
HRC	-0.7888
TRIM48	-0.0876666666666667
TMEM133	1.7692
ECEL1P2	-0.9872
HOXC11	-0.643666666666667
DOK5	2.095
HELZ	0.162375
LOC348180	-0.0344
MGC33894	0.4986
ADRB3	0.435333333333333
DMD	0.13375
PTRH2	-0.3718
MPEG1	3.230875
NDUFA12	0.029125
KRTAP2-4	0.312733333333333
STAMBPL1	-0.114875
ADCY2	3.22725
UNQ6125	0.0276666666666667
KLHL20	0.739625
SRM	-1.36
OTC	0.839
TMIE	3.410125
SNX8	-0.825
LIPK	0.086
CHURC1	0.073625
KLC2	0.5515
HDAC1	-2.732125
FAM128A	-0.37525
FNDC3B	-1.79621428571429
MTCP1	-0.2765
WFDC10B	-0.151
PCDHGB3	-0.829
ATRNL1	2.61130769230769
CAV2	-1.84227272727273
MED26	0.268875
DUS1L	-1.309
CHRM3	-1.2578
NEK9	1.19566666666667
WARS2	-1.8792
TBX22	-0.270666666666667
TOMM40	-1.1706
RP6-213H19.1	-4.83575
TUBGCP5	0.9038
IGSF6	4.0976
TPPP	2.498
UNQ6190	0.371666666666667
GSTM5	1.96281818181818
BTD	1.19675
PDCD1LG2	-0.363125
SNRPB2	-0.45975
ERICH1	-0.8821
APOA4	-1.1365
HOXA11	-1.338
NARG1	0.230181818181818
MKX	2.2785
RAB28	0.9465
PKP3	-4.4858
SH3GL2	4.797
CTSO	4.9636
RPN2	-0.60005
IL28RA	-0.8355
SFMBT1	-0.7412
WDR57	-1.14318181818182
FER1L3	-2.5714
HSF5	0.187375
TTC9B	3.8624
C4BPA	-4.84975
ALB	-4.25744444444444
SORBS3	0.595454545454545
UPF2	0.582666666666667
JPH1	-1.08466666666667
AGBL2	-1.5998
DOPEY1	2.16766666666667
TERF1	0.60875
KIF22	-0.5735
NINJ1	0.2896
SEC61A2	0.6334
HIST1H1D	-2.816875
SFXN4	0.460454545454546
UCP3	0.436384615384615
ZNF703	-0.25475
MYL6B	1.0806
TREM1	-0.000799999999999999
OR52E6	0.599666666666667
CKMT2	3.0494
HLA-C	0.8928
SLC13A3	-1.764375
TIMP4	3.43966666666667
SLIT2	-0.55
RSF1	1.05765217391304
LONRF1	0.456555555555556
MON1A	1.2815
CACNG6	0.351875
DPPA4	-5.46175
ZSWIM3	1.1708
ZNF804A	1.679125
CCIN	0.9062
SLC25A31	-0.1938
KCNMB4	2.2592
RABL5	0.0394
GALNS	0.989076923076923
STX6	1.3017
HIST1H1C	-1.70144444444444
CIDEB	-1.44736363636364
CASP4	-2.649
PDK3	-1.7005
KCNJ11	1.983
TPR	-0.5891
ZSCAN20	-1.227
MTX2	-0.7572
HIST1H2BH	-2.2364
LOC283767	-0.1134
LYRM7	0.639739130434783
BRD3	0.565
HIST1H2BO	-1.9674
MAGEB10	-0.203666666666667
SLC45A1	2.8302
SERPINA3	-2.02411538461538
KIAA0143	-0.027
KCNJ16	5.85175
KRT79	-0.4046
FABP2	-0.8004
NUT	-0.20625
ZNF57	-0.2002
FBXL4	-0.4789
CLEC9A	2.72333333333333
UGT8	4.093125
BMP2K	-0.376833333333333
MAPK4	1.7758
SLC25A23	1.53553846153846
HINT1	-0.585785714285714
KRTAP13-1	0.904333333333333
SFXN5	2.20592307692308
CHCHD2	0.195333333333333
FAM3D	1.026
NDP	1.57663636363636
RHOBTB1	-0.521875
SLC4A4	4.59754545454545
RPL38	-0.4478
HTF9C	0.708625
AP2A2	1.09345454545455
ZBTB46	-0.290333333333333
MAP7D1	0.2249
AOX1	-3.55128571428571
CYR61	-1.65805882352941
DTNA	2.3595
JRKL	0.9976
TMOD3	-2.5334
EEA1	0.416384615384615
ADCK5	-0.2358
IL1R1	-1.389625
KLK3	0.111352941176471
HRSP12	0.8144
KTN1	0.0412
LOH11CR2A	0.600615384615385
RELL2	-1.13066666666667
MAB21L1	1.59866666666667
C20orf59	-0.88475
PHKB	-0.6804
ADAM2	-2.366625
TBC1D8B	-1.758
FAM13A1	0.65752380952381
LAPTM4B	0.1899375
LCN8	0.536666666666667
TMEM147	-0.765666666666667
SYT4	8.2295
XPO7	-0.206
C9orf62	-0.5874
GPR75	2.533
TRIM5	-0.6357
APOC1	1.27675
RNASE4	-3.31925
PARD6B	-3.9574
ARID1A	-0.2014375
TPD52L3	-0.0411666666666667
RRAGB	2.4755
RCN2	0.1415
HIST2H2BE	0.244142857142857
STARD7	0.8098
SHMT2	-0.304833333333333
KIAA1751	0.578125
MLYCD	0.6846
LOC162632	-0.651076923076923
UQCRH	-1.8314
RP11-217H1.1	-0.88125
SDHA	-0.350875
NCLN	-1.05784615384615
ZNF17	0.115875
RCBTB2	0.8566
VEGFB	-0.236769230769231
RP4-747L4.3	-0.7316
COLQ	1.22938461538462
MPN2	-0.99375
DRG2	0.6364
KLRB1	1.6626
ALPK2	-2.9938
DNASE2B	0.8264
FLJ23834	0.252
AXUD1	0.15625
SAFB	0.236
NSUN4	-1.4364
RFX2	1.22175
MAPK8IP1	2.85775
FANCD2	-2.92977777777778
ANKZF1	-1.414875
C19orf50	0.1785
DUSP8	1.13254545454545
SENP5	-0.6035
NFKBIL2	-1.2505
LBR	-0.4939
IGFL1	-0.0846666666666667
LZTS2	-0.4191
IL2RG	-2.17790909090909
CCDC51	0.069
KLF3	0.6964
ANKRD37	-1.312
KCTD14	-0.633625
FZR1	0.618882352941177
SLC44A4	-2.06858333333333
ESPL1	-2.1183
GMPR2	-0.0316153846153846
TBC1D19	-0.8105
ERGIC1	-0.519117647058823
ERBB4	0.9185
TSPAN32	-0.511375
MAP4	0.280545454545455
GPHN	1.2658
SLC6A2	-0.0959090909090909
HIVEP1	0.5026
DFFB	-0.429230769230769
EIF4EBP2	0.0655
DMRT1	-0.3736
HSPB6	0.0144
IER2	-0.067125
AIFM1	-1.0142
WWC2	-0.3328125
MRPL4	-0.4156
FLJ21062	-1.01033333333333
EPB41L4A	1.655625
SH2D6	1.38883333333333
TAF4B	-0.7896
GAL3ST3	2.56233333333333
