Hybridization REF	TCGA-DH-5142-01A-01R-1470-07
ABCD4	0.057875
DIMT1L	0.210375
TEK	1.19472727272727
SLC25A46	-0.5084
LARP7	-0.796857142857143
CD160	0.109875
MT1JP	0.0357142857142857
PHF20	-0.0867619047619048
CPNE4	-0.0804
GTPBP1	-0.0333684210526316
RAB33B	1.208
ALDOC	2.30136363636364
ZNF212	-0.0176
NUDT1	-0.619375
RFPL2	-0.308666666666667
ZNF83	-1.116875
GDPD5	-0.7541
PDCD4	1.52211538461538
CEP350	0.1608
OR10A2	0.2566
CST7	-0.3626
CIAO1	-1.175
SELL	2.34663636363636
OR8J3	-0.283
LTBP4	0.684
SIRT6	0.567
CCL19	4.1382
PPIL1	0.204375
GBP7	1.41525
STK17A	0.0150769230769231
ABR	2.5934
OR9G1	0.7175
FOXE1	-0.48
CNGA3	3.29566666666667
GML	0.015
CD38	0.9944
ZDHHC6	0.15475
NEFH	-2.007
CTDSP2	0.7293125
PGBD5	1.33666666666667
CCNY	0.8485
RMND5B	-0.00225
ZNF257	-1.5322
FLJ22167	1.5217
EXOSC7	-0.29625
ROR2	-0.5343
MAOA	0.490636363636364
TNNT3	-0.1355
GYPC	-2.50333333333333
C7orf33	0.188
PLIN	1.069
LOC90826	0.37
RNF4	-0.252692307692308
F8A1	-0.0045
PLEKHG4	-4.2952
GRB2	0.52637037037037
HIST1H2AD	-1.7636
DUS3L	0.156375
EIF1	-0.137625
RP5-1077B9.4	0.236888888888889
FPGT	1.0066
GDF10	2.3405
COQ9	0.4134
GCC2	-0.396777777777778
RARRES3	2.85145454545455
PLXNA1	-0.411071428571429
KIAA0100	-0.106928571428571
PMF1	0.0938
FNDC1	2.3418
HS2ST1	0.6553125
CRELD2	-0.051
C8G	-1.86166666666667
CD82	1.709
LIM2	-0.661333333333333
UNQ6490	-1.15
MMP16	2.03366666666667
DRD3	0.125666666666667
C5orf26	-0.0548
C11orf73	0.2674
PTP4A2	-0.2447
OR4M2	0.789666666666667
HPCA	-1.15425
SEC14L1	0.19725
CHFR	-0.176
EMILIN1	0.5559
NDUFS4	-0.0946
COL18A1	-1.803
PDZD3	0.000846153846153836
C9orf16	0.703375
ERBB2IP	1.419
EMX2	4.3318
FUS	-0.472
TF	-0.576538461538461
CLCN4	1.65475
CXorf56	0.445
C11orf72	0.105833333333333
ELAC2	0.101733333333333
NPR1	-1.8908
ASS1	-3.851
USP42	0.4631
POLR2J	0.0753333333333333
SEC23IP	-0.328
UQCRC1	-0.0532
LOC729603	-0.6622
C1orf71	-0.9251
POLG	-3.0115
ADAM23	-0.7145
TFR2	-1.147
RICTOR	-0.259461538461539
MGC39606	2.0092
C19orf55	-0.569909090909091
SNAPC1	-1.9335
GNA11	1.39354545454545
CCDC52	-0.942375
FSIP1	-0.089
UPF3A	0.744
IGSF11	1.472625
LAGE3	-0.4032
CHST6	0.231333333333333
UNC13B	0.606727272727273
TTLL4	-0.443090909090909
ZNF687	1.0763
SDC2	-1.91121428571429
COX7A2	-0.1544
LAMB4	0.7492
FAM24A	-0.0126666666666667
LRRTM3	4.022875
GPHB5	-0.1326
OR4C13	-0.43
EIF3EIP	0.735833333333333
HABP4	2.188
TMEM125	-0.9504
CNTN2	2.41354545454545
ASNSD1	0.2692
FUT4	-0.394
ACF	-2.7578
LOC158381	0.4125
CDH8	1.1438
AGPS	-0.799375
C4orf18	2.32009090909091
PECI	0.842142857142857
UNG	-0.478090909090909
GSTP1	0.172636363636364
DCUN1D5	-1.42925
DKFZP564J0863	-2.296
SLC9A3R1	-1.34263636363636
BCDO2	1.28309090909091
CHMP7	0.2406
REM2	-0.264
DNHD1	-0.7857
FKBP4	-1.86827272727273
ZNF350	0.8398
MGC11102	-0.310181818181818
BST1	0.9628
KISS1R	-0.0553333333333333
NCR2	-0.808
DEFB125	0.148666666666667
UBE2W	0.280181818181818
KRT15	-4.27754545454545
C10orf99	0.346666666666667
SCN11A	0.803636363636364
GFI1	-3.408
RDHE2	-0.719
FHL1	2.657375
OSGEP	-0.31175
GATA1	-3.708375
SMC6	-1.0178
TTTY14	1.12483333333333
LPIN3	-0.0196
RPL4	-0.00492857142857141
RBPMS	-2.85164285714286
PRPF3	-1.14725
EMR1	1.048
SPATA19	0.3376
XCR1	-0.259
IRX3	-2.13238461538462
RBM6	-0.2128
KLF4	-1.76423076923077
UNC5CL	0.0184
SEBOX	-0.057
BTK	0.758
KRCC1	1.1918
C6orf27	0.526666666666667
SYTL5	-0.558666666666667
PRND	1.6279
LOC653319	-0.0246666666666667
PIGL	-2.27818181818182
HUS1	-0.60275
SFRS6	-0.212
C17orf77	0.292666666666667
UIMC1	-0.192
FXYD2	-1.28369230769231
LOC283152	-0.3118
ZNF667	0.4884
ZCCHC12	1.0746
TFEC	2.68653846153846
ATP7B	-1.6195
POLD2	-1.023125
RG9MTD1	-0.2332
ACOT2	0.336375
HIST1H4I	-1.02045454545455
PPARGC1A	-0.404846153846154
ETFA	-1.22721428571429
POLRMT	0.1544
ZNF146	-0.858090909090909
MIA2	-1.47433333333333
KLHL6	-0.925125
HOXB5	-2.21527272727273
NENF	0.320125
CUGBP1	0.3054
PRSS22	-1.08125
CASC4	1.25853846153846
CUL4B	-0.709769230769231
CENPJ	-2.24392857142857
PITX1	-2.907875
FLJ31033	0.858571428571429
CELSR3	0.01625
ZNF568	0.499
ITSN1	0.158666666666667
EHBP1L1	-1.3275
C19orf2	-0.2776
DCTN1	0.6426
LIN28B	-3.723
TNKS2	0.8966
C1QBP	-0.6684
CADPS2	-0.4198
SRMS	0.4826
GJA9	0.402
MGC24975	0.290625
TRIM45	-0.829625
TSP50	0.6004
TCP1	-0.9068
TMED7	-0.00700000000000001
CMA1	-0.188666666666667
CENPL	-0.793875
PTCRA	-0.316333333333333
FST	-4.0158
VWCE	-0.6518
PAWR	-4.3366
ABCC12	1.204375
LDLR	-2.15415384615385
ASTN2	3.04028571428571
LOC441212	0.0984545454545454
GPATCH8	0.245666666666667
TANC2	-0.38325
KIF4A	-2.9672
C18orf18	0.934
PGM1	-0.7314
KIAA0258	0.5014
CPD	-0.4547
SNCAIP	3.411
DCT	-4.032
HLA-DOA	3.30641935483871
OR11L1	0.428333333333333
UPK1B	-0.0332857142857143
DNAJB4	1.3129
UGT1A8	0.5162
HIST1H4L	0.0766666666666667
PECR	-1.8475
HSPA2	1.761
WFIKKN1	-1.32866666666667
SERP1	0.3643
SYDE2	-1.73966666666667
TACR2	-0.288
NUP85	-1.0168
CD177	-0.685111111111111
LGR5	-1.114875
PIGG	0.225125
PTHR1	-0.28175
RAB5A	1.15430769230769
FLJ13224	0.243333333333333
USP9Y	1.219375
C7orf53	-0.906666666666667
LRP1B	5.8772
XAF1	0.073
ABCG8	-0.0493333333333333
ANKDD1A	0.0685
DAND5	0.860333333333333
SPAG6	0.999125
LINCR	2.5644
ZDHHC22	3.1891
CCDC60	-0.188
THOC7	-1.93525
TCTA	0.533153846153846
OR8K3	0.3452
NY-REN-7	-1.0112
B2M	1.51175
C6orf141	-3.4183
LPPR4	5.80516666666667
SQLE	-1.62990909090909
SEPHS1	-0.209
BTBD14B	0.5265
PLRG1	-0.0284
SPG7	0.207857142857143
ZNF614	-0.593555555555556
PARD6G	0.33475
INPP5B	-0.343461538461539
GRPEL2	-1.5332
PPID	-1.18861538461538
TRIM56	-0.5522
UBE2J1	0.172909090909091
IL20RA	-1.0392
LOC387856	2.2706
C1orf107	-0.5309375
UTS2R	0.4958
C19orf22	-0.2052
SAFB2	0.6574
KIAA0652	0.8602
KLRG1	0.13
MS4A8B	0.193
FRAG1	-1.101
KIAA1546	1.619
E2F4	-1.10692307692308
CLEC4M	-0.137875
BTBD14A	0.5304
KIAA0999	1.56115384615385
GYPA	-3.47525
TAC1	1.99807142857143
TRAIP	-1.563625
KIAA0232	1.08807692307692
ERCC8	-0.7429
GPX4	0.742454545454545
KIAA0368	0.3554
GPR157	-1.96725
CTAGE4	-1.226
C9orf30	-0.778625
OR52A1	0.108333333333333
HSP90B3P	-0.932
ALG9	-0.330230769230769
BTBD10	0.2128
SDK2	0.0353333333333333
BAIAP3	2.847
RABGGTB	-0.0678
ANKRD40	0.185375
KRT74	1.399
CALCOCO2	0.117666666666667
SNCA	-1.868
TMSL8	-1.58427272727273
C2orf53	-0.165
ESRRB	-0.0488
ARHGAP26	-0.0405
TDRD9	-3.7926
HRAS	-0.068625
KLRC4	1.778
JAGN1	-0.3125
BSDC1	0.8952
RNF43	-2.38484615384615
NDUFAF1	0.4256
PHF12	0.192833333333333
OR1L3	0.0963333333333333
FOLR2	2.18846666666667
LYZL6	-0.065875
tcag7.1260	-0.108666666666667
WSB1	-0.75025
PROS1	1.59246153846154
OSTN	0.554333333333333
PSMB8	0.3074
SOCS4	0.394636363636364
DDIT4L	2.3544
MAS1	0.558
MGC34796	-0.2084
CSHL1	0.2035
TBCCD1	0.67575
ZBTB7C	0.624
AP2S1	-1.31936363636364
P15RS	0.633307692307692
VAT1	-0.432384615384615
SHANK3	0.90525
TUFM	0.12925
THEG	-0.9454
KRT34	-1.7568
SGSM3	-0.154
TOMM22	-0.1077
SOCS3	0.621625
CPO	1.381
POP4	0.3724
BHLHB3	3.5298
MALL	-1.0788
OR1B1	-0.291666666666667
PARK2	0.895222222222222
GPR124	-0.9446
LCE1E	1.22433333333333
RUVBL2	-1.2528
CGRRF1	0.828615384615385
ACPL2	2.1586
WNT10B	-2.761
BAIAP2L2	-1.98163636363636
ISCA1	0.959
C1orf125	0.300545454545455
RPAP1	-0.1776
RAI16	0.31175
RPL27	-0.349909090909091
NLRP9	0.287333333333333
EPN1	0.029
LOC388610	0.3129
SLC35A1	0.554692307692308
GAL	-3.9556
SLC14A2	0.232333333333333
RDH11	0.301375
FAM138F	-0.383333333333333
AUH	-0.3296
FLJ40243	-0.013
C14orf129	-0.757625
MBD2	-1.044375
ABHD14B	-1.1923
PIGT	-0.744545454545455
ALS2CR4	-0.0194545454545454
ALAS1	0.532307692307692
FOXO1	0.088875
CRLF3	-0.688181818181818
C20orf107	0.694
FARS2	0.7378
CCDC28A	0.2988
NPHP3	-1.0518
OR13F1	0.485666666666667
TSEN54	-1.2508
DEFB106B	-0.285833333333333
OR8B4	1.06033333333333
STH	1.7
ZC3H14	-0.9104
CBX2	-0.0616666666666667
TMEM49	-1.4112
C6orf21	0.534666666666667
FLJ20920	-0.534818181818182
CRTAP	0.00700000000000006
DDX50	-0.0996
STYXL1	-0.4534
BLVRB	-2.04175
LOC147650	-1.06175
MMP24	0.801166666666667
GRID1	4.5705
BANF1	-0.0675
CTAGEP	-0.9664
HMBS	-1.5736
SLC25A24	-2.6535
C14orf50	-0.1462
MRO	1.762375
SLC25A15	-1.5862
FAM84B	0.5365
TDP1	-2.07333333333333
C16orf78	-0.071375
C11orf57	0.5075
RFK	-0.1533
ZFYVE9	-0.627454545454545
STCH	-0.658461538461539
WIBG	0.096
LOC283871	-0.32325
GBA2	-0.2295
NDUFB3	-0.5522
HSD17B13	-0.449
GRIN3A	2.826125
FMNL1	-0.3005
SEPT7	0.889
GNLY	6.003
GRAMD1C	0.910375
ZNF165	-1.315
USP38	0.9546
FAM83A	-3.377375
C14orf24	0.473125
ARMCX3	1.1147
ARHGDIB	0.274625
AK1	1.43118181818182
KIAA1045	2.8806
DNAJB13	0.052125
NEU2	0.446666666666667
HIST1H4B	-0.79925
FAM20B	-1.17653846153846
HES2	-0.484105263157895
FAM73B	0.244461538461538
LOC388381	0.6164
INTS7	-0.926928571428571
AMPH	3.3165
ZNF775	0.6613
UCKL1	-1.139625
C10orf97	0.2558
C1orf161	-0.027
ALDH1L1	1.5486
FLJ39378	0.991363636363636
SLC23A1	-2.084
RBM4B	1.321
THAP4	-0.211
OGFRL1	0.8894
KIAA0831	0.361090909090909
PPP1R15A	-1.14575
C1orf96	0.716578947368421
C12orf11	-0.9228
BMF	0.705545454545455
MAN1A1	-2.35345454545455
KIAA1600	0.60275
NLGN4X	3.144
ALOX12	-1.054125
RB1CC1	0.522142857142857
NEIL2	1.41976923076923
EIF4E	0.56148275862069
ABHD5	-0.7898
EXOC4	0.348125
CIP29	0.247125
BATF2	1.4016
SLC29A4	0.889272727272727
HTR4	0.937666666666667
EMB	-1.0484
TRAF6	0.20875
LMNB1	-2.5824
FAM19A5	1.76690909090909
SHE	1.2024
PIK3C2B	0.348
C15orf15	-0.558642857142857
USP15	-0.0886153846153846
TCEAL2	5.0708
C5orf39	-0.983142857142857
PTGER2	-2.3604
SLC31A1	-0.737761904761905
IFT172	-0.2246
ADAM29	0.22
GFOD1	0.218
ST7L	0.549625
C15orf26	-2.9354
PKN3	-1.675
CNTD1	1.573
COMMD1	-0.0142
NTRK2	5.8343125
FOXN3	0.815090909090909
MFGE8	-0.703846153846154
PFKFB2	1.932
TAS2R4	-0.0232
ENTHD1	-1.27742857142857
PRMT5	-0.4572
MGC16384	-1.34827272727273
LOC442229	-0.7608
TSKU	-0.795727272727273
KRTCAP3	-3.74527272727273
PDLIM1	-1.911
KCNS2	0.616166666666667
RNF126	-0.2395
CEP63	-0.2064
CLIC4	1.5537
hCG_1990170	-0.207
ACR	0.557230769230769
KLK7	-0.229333333333333
ALOX5AP	4.28763636363636
RIPK3	2.8302
TAS2R9	0.0463333333333333
C19orf18	1.81633333333333
BIRC6	-0.180052631578947
ZNF16	1.076
RFT1	-0.5904
SLC8A2	-0.3735
TACC1	0.461818181818182
ITGAD	2.2752
SAMHD1	1.6965
SH3PXD2B	1.78330769230769
EPC2	1.7582
C20orf85	0.1771
ATP13A2	0.279625
KRT4	0.379454545454545
CAPNS1	-0.9732
MDM2	-0.835
PCDH20	4.7186
KCNK9	0.343666666666667
OR2C1	0.846
KLHDC3	0.1805
IPPK	0.449666666666667
EFHD2	0.0906
GALR3	0.1976
NBEA	0.976625
ABCA6	-0.183307692307692
CLDN3	-3.26675
AKT2	-1.45221052631579
EGFR	2.08971428571429
RBM16	0.2273
ZDHHC3	-0.141153846153846
SLC25A4	1.166875
CYB5B	-0.291375
CPXM1	2.1546
NDRG1	-1.388375
FLJ43826	0.4246
OR5L2	-0.167428571428571
FARP2	0.0194615384615385
MRPL46	-0.682875
LDHAL6B	0.08125
MAPKAPK3	0.06625
NCAM2	1.186
PRKD2	0.097625
ZFP36L1	0.860384615384615
CYSLTR1	-0.7582
OR4C3	0.9236
HIST1H2AJ	-2.099
CCNB2	-3.51036363636364
ZNF10	0.5361
TMEM175	0.296
FAM134A	1.122125
TIGD4	1.24233333333333
PCNP	0.3194
MGC39715	4.42783333333333
LQK1	-0.3378
CREB1	0.590384615384615
TMPRSS3	-2.6905
C4orf32	-3.1425
LAT	-2.83486666666667
KCNA3	-0.63
SKIV2L2	-0.7826
ROPN1B	-2.027
tcag7.23	-0.7155
CDT1	-3.1734
ZHX2	2.35781818181818
CD28	-4.921
ZNF624	1.8024
SEPT2	1.09
SOHLH2	-1.14945454545455
MCOLN3	-0.878
UNQ1945	0.639666666666667
MASP2	-0.649333333333333
ZNRF3	0.938384615384615
GPATCH3	0.5796
AGL	0.356727272727273
QRICH2	0.558666666666667
PSD4	-1.315375
CCNB1IP1	-0.9662
ENPP7	0.1502
OBFC1	-1.016
KCNG3	-1.8095
C14orf79	0.6732
ENPEP	0.921875
SCT	0.428
SKI	0.855727272727273
SEC61G	-1.5536
CAPN11	0.9268
ATXN7L3	-0.3028
DBNDD1	-1.578625
FAIM	0.5214
ANKRD36	-1.995
GABRP	-0.294875
TACSTD2	-3.853125
EIF3J	-0.0922
PPP2R2A	-0.7456
TEKT4	-0.301875
PVALB	-4.043
F10	-3.542125
FAM134C	0.661230769230769
COMP	0.6382
EFCBP1	-2.003
SCLT1	0.7268
TAL1	0.0819230769230769
ACSL1	0.2844
ABCC5	-0.341933333333333
ABL1	0.11128
RBBP7	-0.2379375
PTPRG	-0.047
NCOR1	0.115230769230769
SPINK4	-2.33025
TXNRD1	-1.02984615384615
TNRC15	0.8358
C9orf138	0.373636363636364
UBE2H	0.509375
BRDT	0.071375
C8orf31	0.707
CCNE2	-1.21007142857143
SLC6A8	-1.0978
CALCR	-3.2246
PPP1CB	1.5322
ABHD8	1.3076
ARF5	0.0910769230769231
SLC24A4	2.682
CCT3	-0.215
ZNF121	0.0385454545454546
SLC3A2	-0.657714285714286
OR13A1	0.275333333333333
SLC5A10	-1.4642
RAD50	-1.055
IER5	-0.2609
MTHFD1L	-1.374
MBTPS2	0.358
MVK	-0.532
NCL	-0.513153846153846
PSMD10	-0.4594
MOBP	1.801
FLJ32894	0.205
HRH1	1.043375
C5orf30	0.8004
NUDT16L1	1.21869230769231
RASGRP3	3.423375
PRKRIP1	0.149
CCDC75	1.3816
LOC253970	-0.177
KIAA1239	0.3094
MED21	-1.0732
SYT11	4.459
NTSR2	4.48433333333333
EGFL11	-0.544
CXorf59	0.677333333333333
OR2A25	-0.103166666666667
SPTBN2	0.4582
LRMP	0.234875
RNF111	0.4696
PTH	-0.674
LOC619208	1.89575
KIAA0895	-0.8378
RANBP5	-0.3066
P2RY10	-1.154
NME5	4.118125
DDX21	-1.10283333333333
LRSAM1	1.008
HDAC11	0.52275
VMO1	2.1208
NOLA2	-0.380625
ADAR	0.372066666666667
MTO1	-0.9625
SF4	0.870375
P2RX1	0.00475
HBM	0.4618
EN2	0.0726666666666667
C14orf172	0.0776666666666667
TM9SF2	-0.0549230769230769
INHBE	-0.6515
TCTE3	0.277266666666667
TOX2	0.0138
CTAGE3	-0.7658
HBB	4.35823076923077
MED15	-0.8365
CASR	0.1758
C6orf66	-1.13775
MTPN	0.305
UNC50	0.4298
C21orf33	0.2627
IRF2	1.1863
PGR	-3.02785714285714
GPR84	2.9148
CROCCL1	-0.9892
SRPX	-0.6772
BRE	0.576375
FGF10	0.001
SDC3	3.923625
ZRSR1	1.26125
DKFZP434P211	-0.0402
SOX6	2.189
RPUSD2	-0.269
C14orf173	-1.11173333333333
MAPK11	0.520625
TBC1D22A	0.347
FAM123A	4.70233333333333
COL4A6	-2.521125
TOMM70A	0.2306
NAB1	0.5817
MGC16385	0.388636363636364
TSPAN18	0.2405
MED31	0.3584
PLG	0.163
CAPSL	1.44266666666667
ZNF532	1.87961538461538
ASB14	-0.0325
CA8	-0.09
NUDT16P	-0.079625
SLFN11	-2.5285
LRRIQ2	0.3518
NOL7	-0.37325
BRMS1L	0.3164
JARID1A	0.0274285714285714
PANK2	-0.1092
ICAM3	-3.0272
MDS1	-0.659
TAF8	-0.6224
RNF139	0.8452
ZNF594	0.377125
ADAM8	-0.719
SFTPC	1.35318181818182
MAN2B2	1.15563636363636
RGS12	1.45138095238095
EIF1AY	1.015125
LRRIQ1	-1.26233333333333
GPR150	0.5696
CCDC21	-1.66325
PRRG3	0.0556
SAA4	-4.802
RAPGEF5	-0.9139
ZCCHC2	-0.944533333333333
MGC39372	0.666333333333333
PPP4R2	-0.00166666666666667
CDCA2	-2.50142857142857
OR4D5	0.415142857142857
PTGFRN	-0.242923076923077
SIGLEC5	1.70275
C19orf61	-0.415125
NMUR2	0.664666666666667
KIAA1586	0.526375
DAGLA	1.651
CHCHD6	0.5262
GPR32	0.461666666666667
NEUROD6	0.778833333333333
SLC2A4RG	-0.62595
CA5B	-0.774166666666667
FBXL3	0.7978
MPHOSPH9	-1.1722
HMG2L1	0.0056
HCN4	0.163625
CEACAM19	-0.279833333333333
SH2D4B	1.15375
HFE2	-0.408333333333333
TGM4	0.227
LYPD2	0.1344
TBC1D15	-0.287
MRPS21	0.116846153846154
NONO	-1.42364285714286
CLEC5A	0.7544
ITCH	-0.308642857142857
MGAT3	1.97825
MBP	1.8517
RPP25	-3.5526
SOSTDC1	-2.5602
HRC	-1.4078
TRIM48	0.321666666666667
TMEM133	1.6176
ECEL1P2	-0.3276
HOXC11	-0.220666666666667
DOK5	2.7388
HELZ	0.264875
LOC348180	-0.0282
MGC33894	0.3658
ADRB3	0.0493333333333333
DMD	1.5816875
PTRH2	-1.0416
MPEG1	2.908
NDUFA12	0.1015
KRTAP2-4	0.140733333333333
STAMBPL1	-0.539875
ADCY2	3.638125
UNQ6125	0.325666666666667
KLHL20	0.599875
SRM	-1.003
OTC	0.9812
TMIE	2.269625
SNX8	-0.2178
LIPK	-0.481
CHURC1	0.4603125
KLC2	0.172
HDAC1	-1.250375
FAM128A	-0.80925
FNDC3B	-1.55335714285714
MTCP1	-0.2135
WFDC10B	-0.197461538461538
PCDHGB3	0.257
ATRNL1	1.30269230769231
CAV2	-2.40754545454545
MED26	0.563625
DUS1L	-1.0222
CHRM3	-1.6689
NEK9	0.6225
WARS2	-0.6916
TBX22	1.70733333333333
TOMM40	-1.51
RP6-213H19.1	-5.166875
TUBGCP5	-0.3172
IGSF6	5.3318
TPPP	1.523125
UNQ6190	0.229333333333333
GSTM5	0.29
BTD	0.545125
PDCD1LG2	0.574375
SNRPB2	-0.73925
ERICH1	-0.6693
APOA4	-1.5925
HOXA11	-0.368
NARG1	-0.422909090909091
MKX	2.48883333333333
RAB28	0.521666666666667
PKP3	-4.2328
SH3GL2	6.3496
CTSO	3.5472
RPN2	-0.4512
IL28RA	-0.663875
SFMBT1	-0.0022
WDR57	-0.314090909090909
FER1L3	-1.37906666666667
HSF5	0.400428571428571
TTC9B	2.2654
C4BPA	-4.016875
ALB	-4.57694117647059
SORBS3	0.322636363636364
UPF2	0.986
JPH1	-0.404
AGBL2	-1.124
DOPEY1	2.18633333333333
TERF1	-0.0065
KIF22	-1.269875
NINJ1	1.255
SEC61A2	0.6196
HIST1H1D	-3.18475
SFXN4	-0.287363636363636
UCP3	0.453846153846154
ZNF703	0.01225
MYL6B	1.2038
TREM1	1.9518
OR52E6	0.589
CKMT2	2.1478
HLA-C	1.8056
SLC13A3	-2.15175
TIMP4	3.12116666666667
SLIT2	0.8468
RSF1	0.718608695652174
LONRF1	-0.815944444444444
MON1A	1.276375
CACNG6	-0.471875
DPPA4	-5.38925
ZSWIM3	0.7466
ZNF804A	1.4915
CCIN	0.8988
SLC25A31	0.6764
KCNMB4	2.9114
RABL5	0.7948
GALNS	0.356
STX6	0.7723
HIST1H1C	-3.85111111111111
CIDEB	-1.03263636363636
CASP4	-1.06522222222222
PDK3	-1.53907142857143
KCNJ11	0.409333333333333
TPR	-0.3662
ZSCAN20	0.008
MTX2	-1.0138
HIST1H2BH	-2.542
LOC283767	0.412
LYRM7	0.192521739130435
BRD3	0.481
HIST1H2BO	-2.323
MAGEB10	-0.152666666666667
SLC45A1	2.2126
SERPINA3	1.30784615384615
KIAA0143	0.293
KCNJ16	5.27057142857143
KRT79	-0.554
FABP2	-0.3938
NUT	0.3414
ZNF57	-0.201
FBXL4	-0.6366
CLEC9A	3.62033333333333
UGT8	3.107875
BMP2K	0.726833333333333
MAPK4	1.4536
SLC25A23	1.29215384615385
HINT1	-0.794785714285714
KRTAP13-1	0.729666666666667
SFXN5	1.754
CHCHD2	0.214
FAM3D	1.21466666666667
NDP	1.862
RHOBTB1	0.000375000000000007
SLC4A4	4.99218181818182
RPL38	0.0428
HTF9C	-0.086375
AP2A2	0.608363636363636
ZBTB46	-0.298
MAP7D1	1.2666
AOX1	-2.68128571428571
CYR61	-0.811058823529412
DTNA	2.86083333333333
JRKL	0.6776
TMOD3	-1.7236
EEA1	1.45730769230769
ADCK5	-1.268
IL1R1	-0.842875
KLK3	0.298333333333333
HRSP12	0.4376
KTN1	-0.111
LOH11CR2A	1.58253846153846
RELL2	-1.5255
MAB21L1	0.4518
C20orf59	-0.591375
PHKB	0.3788
ADAM2	-2.575375
TBC1D8B	-1.752625
FAM13A1	0.539238095238095
LAPTM4B	0.1778125
LCN8	0.166
TMEM147	0.958666666666667
SYT4	4.446875
XPO7	-0.965
C9orf62	0.0698
GPR75	1.896
TRIM5	0.3265
APOC1	1.648
RNASE4	-1.42525
PARD6B	-4.3609
ARID1A	0.4945625
TPD52L3	0.446416666666667
RRAGB	2.159
RCN2	-0.236875
HIST2H2BE	-1.06938095238095
STARD7	0.353
SHMT2	-0.846166666666667
KIAA1751	-0.33875
MLYCD	0.2896
LOC162632	-0.448230769230769
UQCRH	-0.9698
RP11-217H1.1	-0.95035
SDHA	-0.725375
NCLN	-0.675153846153846
ZNF17	-0.348375
RCBTB2	0.4304
VEGFB	0.436692307692308
RP4-747L4.3	-0.3128
COLQ	0.722307692307692
MPN2	-0.96125
DRG2	-1.3458
KLRB1	3.4504
ALPK2	-4.376
DNASE2B	2.4422
FLJ23834	0.5
AXUD1	1.574375
SAFB	0.221538461538462
NSUN4	-0.503
RFX2	2.475125
MAPK8IP1	2.08975
FANCD2	-2.12194444444444
ANKZF1	-1.76225
C19orf50	0.4903
DUSP8	1.22263636363636
SENP5	-0.8981
NFKBIL2	-1.29233333333333
LBR	-0.561
IGFL1	0.0556666666666667
LZTS2	-0.0278
IL2RG	-1.34272727272727
CCDC51	-0.3198
KLF3	0.8819
ANKRD37	-1.109
KCTD14	-1.1935
FZR1	0.535882352941176
SLC44A4	-1.94483333333333
ESPL1	-1.6778
GMPR2	-0.106692307692308
TBC1D19	-0.679875
ERGIC1	0.154264705882353
ERBB4	1.8765
TSPAN32	0.40375
MAP4	1.02872727272727
GPHN	0.1488
SLC6A2	0.00918181818181819
HIVEP1	0.7676
DFFB	-0.0663846153846154
EIF4EBP2	0.3479
DMRT1	-0.7222
HSPB6	-0.5286
IER2	-0.8235
AIFM1	-1.2238
WWC2	-0.784125
MRPL4	-0.2596
FLJ21062	-0.303666666666667
EPB41L4A	1.9009375
SH2D6	0.2715
TAF4B	-1.373
GAL3ST3	1.94533333333333
