Hybridization REF	TCGA-CS-4943-01A-01R-1470-07
CELSR3	2.05025
ZNF568	1.262
ITSN1	0.9395
EHBP1L1	-2.079125
C19orf2	0.25
DCTN1	1.0774
LIN28B	-4.40428571428571
TNKS2	1.725
C1QBP	-0.3968
CADPS2	-1.596
SRMS	0.29125
GJA9	1.62083333333333
MGC24975	-0.13225
TRIM45	-1.31475
TSP50	1.134
TCP1	-0.0572
TMED7	0.0328333333333333
CMA1	-0.979
CENPL	-0.032375
PTCRA	0.341333333333333
FST	-5.0502
VWCE	-0.542
PAWR	-5.1806
ABCC12	0.6125
LDLR	-2.17130769230769
ASTN2	2.26892857142857
LOC441212	0.447636363636364
GPATCH8	0.433166666666667
TANC2	-0.0979333333333333
KIF4A	-1.1172
C18orf18	1.0332
PGM1	-0.402
KIAA0258	-0.173
CPD	-0.5059
SNCAIP	3.9622
DCT	-4.20688888888889
HLA-DOA	3.65567857142857
OR11L1	0.549666666666667
UPK1B	-1.2194
DNAJB4	0.9433
UGT1A8	-0.09025
HIST1H4L	1.11633333333333
PECR	-1.13175
HSPA2	2.2364
WFIKKN1	1.05133333333333
SERP1	0.7838
SYDE2	-0.4044
TACR2	-0.666666666666667
NUP85	-0.607
CD177	-1.11025
LGR5	0.905625
PIGG	-0.6768125
PTHR1	0.135
RAB5A	1.40030769230769
FLJ13224	0.554
USP9Y	1.197875
C7orf53	-1.73133333333333
LRP1B	6.4432
XAF1	-0.5272
ABCG8	null
ANKDD1A	0.123875
DAND5	0.286666666666667
SPAG6	1.6008
LINCR	0.366
ZDHHC22	4.0799
CCDC60	-2.048
THOC7	-1.527125
TCTA	1.232
OR8K3	0.178
NY-REN-7	-4.533
B2M	0.63775
C6orf141	-3.9354
LPPR4	5.66233333333333
SQLE	-0.930818181818182
SEPHS1	0.3412
BTBD14B	0.250111111111111
PLRG1	-1.203
SPG7	-0.213619047619048
ZNF614	0.231222222222222
PARD6G	-0.594375
INPP5B	-0.54
GRPEL2	-0.7213
PPID	-1.56676923076923
TRIM56	-2.0224
UBE2J1	-0.0321818181818182
IL20RA	-0.8498
LOC387856	1.697
C1orf107	-0.2835625
UTS2R	0.0666
C19orf22	-0.1172
SAFB2	0.4829
KIAA0652	0.8857
KLRG1	1.6695
MS4A8B	0.315428571428571
FRAG1	-0.6772
KIAA1546	0.4686
E2F4	-0.751846153846154
CLEC4M	-0.805714285714286
BTBD14A	-1.8502
KIAA0999	1.92992307692308
GYPA	-3.52628571428571
TAC1	3.5685
TRAIP	0.21975
KIAA0232	1.33323076923077
ERCC8	-0.2402
GPX4	0.0947272727272727
KIAA0368	0.4572
GPR157	-2.525125
CTAGE4	-0.9655
C9orf30	-0.362125
OR52A1	-1.56066666666667
HSP90B3P	-1.2465
ALG9	0.200230769230769
BTBD10	1.2914
SDK2	0.292333333333333
BAIAP3	1.3336
RABGGTB	-0.2735
ANKRD40	-0.0245
KRT74	2.359
CALCOCO2	-0.304111111111111
SNCA	-2.2826
TMSL8	1.93018181818182
C2orf53	-0.589
ESRRB	-0.85
ARHGAP26	-1.7292
TDRD9	-2.9486
HRAS	0.501125
KLRC4	4.4245
JAGN1	-0.197
BSDC1	0.8006
RNF43	-2.66953846153846
NDUFAF1	0.8602
PHF12	0.8226
OR1L3	-0.0836666666666666
FOLR2	3.7166
LYZL6	0.142857142857143
tcag7.1260	-0.536666666666667
WSB1	-2.221125
PROS1	-2.55015384615385
OSTN	0.319
PSMB8	-1.1534
SOCS4	1.3512
DDIT4L	-0.3434
MAS1	0.469
MGC34796	0.1002
CSHL1	0.092
TBCCD1	0.19225
ZBTB7C	1.017
AP2S1	-1.44081818181818
P15RS	1.87276923076923
VAT1	-0.579923076923077
SHANK3	0.7495
TUFM	0.148125
THEG	-1.2768
KRT34	-3.3845
SGSM3	-0.8314
TOMM22	-0.6409
SOCS3	-1.819
CPO	0.607
POP4	-0.0202
BHLHB3	2.8356
MALL	0.00950000000000006
OR1B1	0.2075
PARK2	1.27585714285714
GPR124	-0.8286
LCE1E	0.2885
RUVBL2	-0.2018
CGRRF1	1.40869230769231
ACPL2	0.9026
WNT10B	-2.44445454545455
BAIAP2L2	-2.44781818181818
ISCA1	0.8155
C1orf125	-0.2613
RPAP1	0.153
RAI16	-0.484375
RPL27	-0.405727272727273
NLRP9	-2.147
EPN1	0.977666666666667
LOC388610	0.1412
SLC35A1	0.263461538461538
GAL	-5.1864
SLC14A2	0.682
RDH11	0.22275
FAM138F	-0.278
AUH	-0.7832
FLJ40243	0.0503333333333334
C14orf129	0.062125
MBD2	-0.48875
ABHD14B	-1.1896
PIGT	-0.821818181818182
ALS2CR4	0.810727272727273
ALAS1	0.681692307692308
FOXO1	0.94825
CRLF3	-0.833272727272727
C20orf107	-1.4145
FARS2	0.7812
CCDC28A	-0.2196
NPHP3	-1.498
OR13F1	-0.212333333333333
TSEN54	-0.6456
DEFB106B	0.757833333333333
OR8B4	-1.391
STH	1.7055
ZC3H14	0.1578
CBX2	-0.212
TMEM49	-1.629
C6orf21	0.578
FLJ20920	-1.02818181818182
CRTAP	-0.0147368421052631
DDX50	0.3996
STYXL1	0.6716
BLVRB	-1.52375
LOC147650	-0.022625
MMP24	-0.1918
GRID1	5.57585714285714
BANF1	0.38975
CTAGEP	-1.0442
HMBS	-1.8402
SLC25A24	-3.735125
C14orf50	-0.3786
MRO	3.90257142857143
SLC25A15	-0.7956
FAM84B	1.77785714285714
TDP1	-0.505333333333333
C16orf78	-0.77825
C11orf57	0.385
RFK	0.0952
ZFYVE9	-0.5423
STCH	0.224615384615385
WIBG	-0.1546
LOC283871	-0.246625
GBA2	0.170214285714286
NDUFB3	-0.4744
HSD17B13	0.0755
GRIN3A	5.6012
FMNL1	-1.23525
SEPT7	0.739923076923077
GNLY	2.552
GRAMD1C	-0.49025
ZNF165	-1.7116
USP38	0.1736
FAM83A	-4.4655
C14orf24	0.7189375
ARMCX3	1.1956
ARHGDIB	-0.98275
AK1	1.25363636363636
KIAA1045	4.1038
DNAJB13	-1.01225
NEU2	0.12
HIST1H4B	-0.4365
FAM20B	-0.914846153846154
HES2	-1.0532
FAM73B	-0.174076923076923
LOC388381	-0.000999999999999968
INTS7	-0.0631428571428571
AMPH	3.67766666666667
ZNF775	0.7801
UCKL1	-0.879125
C10orf97	0.8176
C1orf161	0.268833333333333
ALDH1L1	3.467
FLJ39378	1.17809090909091
SLC23A1	-2.21133333333333
RBM4B	1.7858
THAP4	0.058875
OGFRL1	-0.02
KIAA0831	-0.124272727272727
PPP1R15A	-1.187625
C1orf96	0.766157894736842
C12orf11	-0.5004
BMF	-0.243
MAN1A1	-2.1613
KIAA1600	0.84925
NLGN4X	4.1696
ALOX12	-2.24571428571429
RB1CC1	0.616857142857143
NEIL2	0.805769230769231
EIF4E	-0.120827586206897
ABHD5	-0.7646
EXOC4	0.299142857142857
CIP29	0.298375
BATF2	-0.3474
SLC29A4	0.679272727272727
HTR4	1.0946
EMB	-3.0026
TRAF6	0.2204
LMNB1	-1.3748
FAM19A5	1.29790909090909
SHE	1.393
PIK3C2B	0.9018
C15orf15	0.415785714285714
USP15	-0.196307692307692
TCEAL2	5.741
C5orf39	-0.890857142857143
PTGER2	-4.7082
SLC31A1	-0.794047619047619
IFT172	0.6476
ADAM29	1.59125
GFOD1	0.2642
ST7L	1.02275
C15orf26	-3.537
PKN3	-1.3446
CNTD1	2.25357142857143
COMMD1	-0.2602
NTRK2	7.1835625
FOXN3	1.83990909090909
MFGE8	-0.964076923076923
PFKFB2	1.5695
TAS2R4	-0.174333333333333
ENTHD1	-1.80728571428571
PRMT5	0.3804
MGC16384	-2.18754545454545
LOC442229	-1.2096
TSKU	-1.19390909090909
KRTCAP3	-4.13190909090909
PDLIM1	-3.11463636363636
KCNS2	-0.00200000000000003
RNF126	-0.10275
CEP63	0.1008
CLIC4	0.6028
hCG_1990170	-0.2862
ACR	0.204461538461538
KLK7	-1.698
ALOX5AP	3.58463636363636
RIPK3	2.7892
TAS2R9	-0.114333333333333
C19orf18	1.86433333333333
BIRC6	-0.0513684210526316
ZNF16	2.08
RFT1	-0.8894
SLC8A2	0.9696
TACC1	0.0365454545454545
ITGAD	0.222
SAMHD1	0.9324
SH3PXD2B	1.528
EPC2	2.0462
C20orf85	0.170888888888889
ATP13A2	0.744375
KRT4	-0.3628
CAPNS1	-0.5436
MDM2	-1.0256875
PCDH20	6.92175
KCNK9	0.615
OR2C1	-0.740333333333333
KLHDC3	0.64125
IPPK	0.388666666666667
EFHD2	-1.0086
GALR3	0.281
NBEA	2.00175
ABCA6	1.16827272727273
CLDN3	-3.6665
AKT2	-1.39277777777778
EGFR	2.23371428571429
RBM16	0.5286
ZDHHC3	-0.266923076923077
SLC25A4	-0.093
CYB5B	0.00675
CPXM1	1.61
NDRG1	-1.01725
FLJ43826	0.327
OR5L2	0.458
FARP2	0.218384615384615
MRPL46	0.3148125
LDHAL6B	-0.278142857142857
MAPKAPK3	-0.88525
NCAM2	2.3906
PRKD2	-0.888125
ZFP36L1	1.26492307692308
CYSLTR1	-1.9246
OR4C3	null
HIST1H2AJ	-1.87966666666667
CCNB2	-0.780090909090909
ZNF10	0.854
TMEM175	0.473666666666667
FAM134A	1.60325
TIGD4	0.397333333333333
PCNP	0.7408
MGC39715	2.96225
LQK1	-1.3496
CREB1	1.54653846153846
TMPRSS3	-3.175
C4orf32	-3.1961
LAT	-3.68166666666667
KCNA3	-2.69266666666667
SKIV2L2	-0.145
ROPN1B	-3.8432
tcag7.23	-0.3065
CDT1	-0.1409
ZHX2	2.34190909090909
CD28	-5.87125
ZNF624	2.3844
SEPT2	1.1496
SOHLH2	-0.342
MCOLN3	-2.33944444444444
UNQ1945	0.218666666666667
MASP2	-2.49866666666667
ZNRF3	0.573307692307692
GPATCH3	0.6054
AGL	-0.181636363636364
QRICH2	-0.7875
PSD4	-1.81725
CCNB1IP1	-0.6434
ENPP7	0.6706
OBFC1	-0.7502
KCNG3	-3.529
C14orf79	-0.227733333333333
ENPEP	1.25825
SCT	0.760333333333333
SKI	0.371363636363636
SEC61G	-1.952
CAPN11	1.45133333333333
ATXN7L3	-0.4854
DBNDD1	-2.03925
FAIM	0.5714
ANKRD36	-1.63466666666667
GABRP	-1.04177777777778
TACSTD2	-4.827
EIF3J	0.3672
PPP2R2A	-0.453
TEKT4	0.752571428571429
PVALB	-4.245875
F10	-3.796375
FAM134C	0.933153846153846
COMP	0.759555555555556
EFCBP1	-0.343181818181818
SCLT1	0.9224
TAL1	0.279153846153846
ACSL1	-0.4108
ABCC5	-0.266866666666667
ABL1	-0.4706
RBBP7	0.3515
PTPRG	-0.8539
NCOR1	0.0680769230769231
SPINK4	-4.034125
TXNRD1	-0.806076923076923
TNRC15	0.55
C9orf138	-0.724222222222223
UBE2H	-0.205375
BRDT	-1.433
C8orf31	2.8002
CCNE2	1.4605
SLC6A8	-0.8413
CALCR	-4.7456
PPP1CB	1.5834
ABHD8	0.3754
ARF5	-0.543538461538462
SLC24A4	4.0505
CCT3	0.0404
ZNF121	0.547272727272727
SLC3A2	-0.508857142857143
OR13A1	0.0233333333333334
SLC5A10	-0.7452
RAD50	-0.6275
IER5	-0.1025
MTHFD1L	-0.927909090909091
MBTPS2	0.339333333333333
MVK	-0.129909090909091
NCL	0.116538461538462
PSMD10	0.562
MOBP	4.41554545454545
FLJ32894	-1.53
HRH1	-0.20675
C5orf30	0.7986
NUDT16L1	1.04269230769231
RASGRP3	4.30442857142857
PRKRIP1	-0.227307692307692
CCDC75	0.7434
LOC253970	1.36266666666667
KIAA1239	3.1798
MED21	-0.7338
SYT11	4.607875
NTSR2	4.46133333333333
EGFL11	0.535666666666667
CXorf59	null
OR2A25	1.01325
SPTBN2	1.538
LRMP	-0.637166666666667
RNF111	0.8546
PTH	null
LOC619208	2.50385714285714
KIAA0895	-0.1738
RANBP5	-0.0638
P2RY10	-1.713125
NME5	2.11657142857143
DDX21	-0.760166666666667
LRSAM1	0.464666666666667
HDAC11	0.24675
VMO1	2.9166
NOLA2	-0.163
ADAR	0.972266666666667
MTO1	-1.076
SF4	0.855875
P2RX1	-0.51
HBM	1.4248
EN2	0.264333333333333
C14orf172	0.190833333333333
TM9SF2	-0.160153846153846
INHBE	-1.783625
TCTE3	0.690133333333333
TOX2	-2.2534
CTAGE3	-0.9665
HBB	5.85984615384615
MED15	-0.538875
CASR	0.745
C6orf66	-0.971625
MTPN	-0.6062
UNC50	0.3714
C21orf33	0.7404
IRF2	0.3893
PGR	-3.450125
GPR84	4.5298
CROCCL1	-0.5182
SRPX	-0.4294
BRE	0.46575
FGF10	-1.24533333333333
SDC3	3.166125
ZRSR1	1.0585
DKFZP434P211	-0.0842000000000001
SOX6	5.1135
RPUSD2	0.1752
C14orf173	-1.9616
MAPK11	-0.049375
TBC1D22A	-0.334
FAM123A	5.16466666666667
COL4A6	-3.275375
TOMM70A	-0.2316
NAB1	0.9744
MGC16385	0.604909090909091
TSPAN18	-1.486625
MED31	-0.5602
PLG	0.226
CAPSL	-0.233
ZNF532	2.49384615384615
ASB14	-1.305
CA8	-0.9794
NUDT16P	-0.541125
SLFN11	-2.5525
LRRIQ2	0.8569
NOL7	-0.214125
BRMS1L	1.4559
JARID1A	1.10342857142857
PANK2	-0.1118
ICAM3	-3.5278
MDS1	-0.9598
TAF8	-0.3014
RNF139	1.3548
ZNF594	0.869875
ADAM8	-1.12981818181818
SFTPC	1.53245454545455
MAN2B2	0.385545454545455
RGS12	1.6737619047619
EIF1AY	1.3423125
LRRIQ1	-1.882
GPR150	-0.0746
CCDC21	-0.824875
PRRG3	0.587
SAA4	-5.14
RAPGEF5	1.2741
ZCCHC2	-0.633125
MGC39372	1.598
PPP4R2	-0.0968888888888889
CDCA2	-1.36028571428571
OR4D5	0.349571428571429
PTGFRN	-1.08623076923077
SIGLEC5	-1.03575
C19orf61	0.4185
NMUR2	2.37633333333333
KIAA1586	0.57075
DAGLA	2.454125
CHCHD6	0.5312
GPR32	0.435666666666667
NEUROD6	0.6838
SLC2A4RG	-1.0013
CA5B	-0.595
FBXL3	1.2564
MPHOSPH9	-0.5492
HMG2L1	-0.0272
HCN4	-0.69925
CEACAM19	0.0105
SH2D4B	0.134428571428571
HFE2	-4.10466666666667
TGM4	-0.431166666666667
LYPD2	-0.09275
TBC1D15	0.0446
MRPS21	-0.512461538461538
NONO	-0.238928571428571
CLEC5A	0.906111111111111
ITCH	-0.342571428571428
MGAT3	1.914
MBP	2.747
RPP25	-3.0586
SOSTDC1	-3.87975
HRC	-1.727
TRIM48	-0.987
TMEM133	1.6586
ECEL1P2	-1.25725
HOXC11	-0.702
DOK5	1.6752
HELZ	0.255375
LOC348180	0.782
MGC33894	0.4724
ADRB3	0.526
DMD	0.444538461538462
PTRH2	-1.0614
MPEG1	4.68071428571429
NDUFA12	0.043625
KRTAP2-4	0.269428571428571
STAMBPL1	-0.120125
ADCY2	3.564625
UNQ6125	1.02933333333333
KLHL20	0.231125
SRM	-0.4448
OTC	1.3884
TMIE	3.56957142857143
SNX8	-0.7948
LIPK	2.123
CHURC1	0.390875
KLC2	0.41175
HDAC1	-1.675375
FAM128A	-0.4245
FNDC3B	-2.24330769230769
MTCP1	0.33525
WFDC10B	0.308166666666667
PCDHGB3	1.49033333333333
ATRNL1	2.61507692307692
CAV2	-2.06472727272727
MED26	0.364125
DUS1L	-1.3142
CHRM3	-2.4895
NEK9	0.345
WARS2	-0.4746
TBX22	3.2735
TOMM40	-0.7406
RP6-213H19.1	-5.163625
TUBGCP5	0.3066
IGSF6	6.0615
TPPP	3.14933333333333
UNQ6190	1.323
GSTM5	1.26690909090909
BTD	0.5105
PDCD1LG2	0.1
SNRPB2	-0.596
ERICH1	-1.3033
APOA4	-1.63255555555556
HOXA11	1.5376
NARG1	-0.394272727272727
MKX	2.2262
RAB28	0.983941176470588
PKP3	-4.672
SH3GL2	5.4758
CTSO	2.9364
RPN2	-0.42235
IL28RA	-0.745428571428571
SFMBT1	-0.2568
WDR57	0.318727272727273
FER1L3	-2.61707142857143
HSF5	1.313
TTC9B	4.5656
C4BPA	-5.32625
ALB	-5.53963636363636
SORBS3	0.0278181818181818
UPF2	0.640333333333333
JPH1	-1.0455
AGBL2	-3.599
DOPEY1	2.21233333333333
TERF1	0.465625
KIF22	-0.038875
NINJ1	0.0402
SEC61A2	1.18566666666667
HIST1H1D	-1.1305
SFXN4	0.143818181818182
UCP3	0.479
ZNF703	-0.277
MYL6B	1.1866
TREM1	0.0786
OR52E6	-2.662
CKMT2	2.1448
HLA-C	0.6622
SLC13A3	-1.99685714285714
TIMP4	2.76966666666667
SLIT2	-0.6386
RSF1	0.944652173913044
LONRF1	-0.497111111111111
MON1A	1.22125
CACNG6	0.1845
DPPA4	-5.952875
ZSWIM3	0.7354
ZNF804A	2.95328571428571
CCIN	0.2226
SLC25A31	-0.383
KCNMB4	2.2428
RABL5	0.1736
GALNS	0.594769230769231
STX6	0.9554
HIST1H1C	-1.62677777777778
CIDEB	-1.713
CASP4	-2.30188888888889
PDK3	-1.94385714285714
KCNJ11	1.518
TPR	-0.7454
ZSCAN20	-0.238
MTX2	-0.7138
HIST1H2BH	-1.9806
LOC283767	0.3178
LYRM7	0.3265
BRD3	0.1765
HIST1H2BO	-1.5914
MAGEB10	-3.266
SLC45A1	2.7066
SERPINA3	-2.37576923076923
KIAA0143	0.1404
KCNJ16	7.61714285714286
KRT79	-0.42825
FABP2	-2.89966666666667
NUT	-0.245
ZNF57	-0.2698
FBXL4	0.0299
CLEC9A	5.38433333333333
UGT8	3.317125
BMP2K	-0.205333333333333
MAPK4	1.1784
SLC25A23	1.05
HINT1	-0.356714285714286
KRTAP13-1	0.536333333333333
SFXN5	1.68830769230769
CHCHD2	0.0487333333333333
FAM3D	2.147
NDP	1.48181818181818
RHOBTB1	-0.697375
SLC4A4	4.64563636363636
RPL38	-0.0478
HTF9C	0.157125
AP2A2	0.867090909090909
ZBTB46	-0.748333333333333
MAP7D1	1.3399
AOX1	-3.45657142857143
CYR61	-1.82047058823529
DTNA	2.22055555555556
JRKL	1.4512
TMOD3	-2.5198
EEA1	0.926846153846154
ADCK5	-0.85
IL1R1	-2.107625
KLK3	0.151058823529412
HRSP12	0.83
KTN1	-0.1432
LOH11CR2A	0.00984615384615386
RELL2	-1.93366666666667
MAB21L1	-0.3452
C20orf59	-1.1015
PHKB	-0.0956
ADAM2	-2.87614285714286
TBC1D8B	-1.61171428571429
FAM13A1	-0.467761904761905
LAPTM4B	0.8001875
LCN8	1.42033333333333
TMEM147	0.422666666666667
SYT4	8.2785
XPO7	-1.09666666666667
C9orf62	-0.4862
GPR75	2.2125
TRIM5	-1.47944444444444
APOC1	0.365625
RNASE4	-3.551625
PARD6B	-3.97325
ARID1A	0.8019375
TPD52L3	0.454
RRAGB	2.204875
RCN2	0.06175
HIST2H2BE	0.0721428571428571
STARD7	0.7394
SHMT2	0.655666666666667
KIAA1751	0.588833333333333
MLYCD	0.5533
LOC162632	-0.548923076923077
UQCRH	-1.0274
RP11-217H1.1	-1.0456
SDHA	-0.86025
NCLN	-1.06646153846154
ZNF17	1.1005
RCBTB2	0.3032
VEGFB	0.35
RP4-747L4.3	-0.7104
COLQ	0.3111
MPN2	-0.758
DRG2	-1.3432
KLRB1	1.92275
ALPK2	-4.717
DNASE2B	2.61075
FLJ23834	0.5915
AXUD1	1.3085
SAFB	0.170461538461538
NSUN4	-0.9298
RFX2	1.94642857142857
MAPK8IP1	3.052875
FANCD2	-0.961470588235294
ANKZF1	-1.232875
C19orf50	0.1241
DUSP8	2.11563636363636
SENP5	-0.8925
NFKBIL2	-0.214333333333333
LBR	0.3161
IGFL1	0.8505
LZTS2	-0.2282
IL2RG	-2.34472727272727
CCDC51	-0.0882
KLF3	0.5058
ANKRD37	-2.3492
KCTD14	-1.38928571428571
FZR1	0.908294117647059
SLC44A4	-2.67018181818182
ESPL1	-0.9053
GMPR2	-0.0504615384615385
TBC1D19	-0.632375
ERGIC1	-0.250838709677419
ERBB4	1.64184615384615
TSPAN32	-0.0803125
MAP4	0.316727272727273
GPHN	1.0992
SLC6A2	-0.0507272727272727
HIVEP1	0.2626
DFFB	-0.0349166666666667
EIF4EBP2	0.670888888888889
DMRT1	-1.1844
HSPB6	-0.7102
IER2	-1.154
AIFM1	-0.9168
WWC2	-1.03064285714286
MRPL4	-0.4222
