Hybridization REF	TCGA-CS-4944-01A-01R-1470-07
EHBP1L1	-2.125375
C19orf2	-0.3278
DCTN1	0.9716
LIN28B	-3.01575
TNKS2	1.0344
C1QBP	-0.3007
CADPS2	0.2262
SRMS	0.119
GJA9	0.3295
MGC24975	-0.7795
TRIM45	-3.090625
TSP50	0.609
TCP1	-1.7614
TMED7	0.958916666666667
CMA1	0.328
CENPL	-1.247875
PTCRA	0.0443333333333333
FST	-5.0718
VWCE	-1.4592
PAWR	-4.3212
ABCC12	0.644375
LDLR	-2.44492307692308
ASTN2	3.34257142857143
LOC441212	-0.502
GPATCH8	-0.0138333333333333
TANC2	-0.5720625
KIF4A	-4.2424
C18orf18	0.1146
PGM1	0.495
KIAA0258	-0.2228
CPD	-0.5183
SNCAIP	0.631
DCT	-3.73922222222222
HLA-DOA	2.203
OR11L1	0.83
UPK1B	0.228125
DNAJB4	1.8929
UGT1A8	0.5344
HIST1H4L	-1.32733333333333
PECR	-1.034125
HSPA2	3.1374
WFIKKN1	-0.7
SERP1	1.0127
SYDE2	-0.546
TACR2	-0.221
NUP85	-1.6406
CD177	-0.527777777777778
LGR5	-1.023875
PIGG	0.135875
PTHR1	1.732375
RAB5A	1.49992307692308
FLJ13224	0.360333333333333
USP9Y	0.993875
C7orf53	-2.28966666666667
LRP1B	5.5108
XAF1	-0.716533333333333
ABCG8	-0.0196666666666666
ANKDD1A	-0.366125
DAND5	-0.622333333333333
SPAG6	0.113625
LINCR	-0.0342
ZDHHC22	3.2438
CCDC60	0.174666666666667
THOC7	-1.75525
TCTA	1.25323076923077
OR8K3	0.226
NY-REN-7	-0.2158
B2M	0.63975
C6orf141	-2.8114
LPPR4	3.87633333333333
SQLE	-2.30836363636364
SEPHS1	-0.5706
BTBD14B	0.496888888888889
PLRG1	-0.7044
SPG7	0.257428571428571
ZNF614	-0.613222222222222
PARD6G	0.3925
INPP5B	-0.472923076923077
GRPEL2	-0.726
PPID	-1.00123076923077
TRIM56	0.015
UBE2J1	-1.70154545454545
IL20RA	1.3322
LOC387856	2.4316
C1orf107	0.1668125
UTS2R	1.3568
C19orf22	-0.6084
SAFB2	0.7059
KIAA0652	1.0864
KLRG1	0.207625
MS4A8B	0.349
FRAG1	-0.8936
KIAA1546	0.9078
E2F4	-1.25392307692308
CLEC4M	0.0493333333333333
BTBD14A	0.2882
KIAA0999	1.37553846153846
GYPA	-2.807625
TAC1	4.13464285714286
TRAIP	-2.375875
KIAA0232	1.04007692307692
ERCC8	-1.189
GPX4	0.684727272727273
KIAA0368	0.2611
GPR157	-1.41275
CTAGE4	-1.2805
C9orf30	-0.939625
OR52A1	-0.007
HSP90B3P	-0.2415
ALG9	-0.264461538461538
BTBD10	1.0168
SDK2	0.354333333333333
BAIAP3	2.1798
RABGGTB	-0.0276
ANKRD40	0.887625
KRT74	1.90366666666667
CALCOCO2	1.287
SNCA	-1.3908
TMSL8	-3.90381818181818
C2orf53	0.255333333333333
ESRRB	0.0284
ARHGAP26	0.3203
TDRD9	-0.6662
HRAS	0.929
KLRC4	0.1415
JAGN1	-0.340125
BSDC1	0.7148
RNF43	-1.114
NDUFAF1	1.2044
PHF12	0.3775
OR1L3	0.2596
FOLR2	2.86613333333333
LYZL6	0.039375
tcag7.1260	-0.366
WSB1	-2.833875
PROS1	0.952692307692308
OSTN	0.695
PSMB8	0.0028
SOCS4	0.707727272727273
DDIT4L	3.3484
MAS1	-0.25
MGC34796	0.3354
CSHL1	0.14075
TBCCD1	0.479875
ZBTB7C	0.544333333333333
AP2S1	-1.67318181818182
P15RS	1.169
VAT1	-0.0168461538461538
SHANK3	1.073
TUFM	0.41175
THEG	-0.8128
KRT34	-0.6256
SGSM3	-0.5052
TOMM22	-0.0427
SOCS3	-0.554375
CPO	-0.157333333333333
POP4	0.1272
BHLHB3	3.971
MALL	-0.964
OR1B1	0.790666666666667
PARK2	0.576
GPR124	-0.7455
LCE1E	0.0516666666666667
RUVBL2	-1.2436
CGRRF1	1.48176923076923
ACPL2	2.7674
WNT10B	-1.28236363636364
BAIAP2L2	-1.949
ISCA1	1.681
C1orf125	0.371
RPAP1	0.0896
RAI16	0.167875
RPL27	-0.702
NLRP9	0.262
EPN1	-0.035
LOC388610	-1.2039
SLC35A1	-0.389230769230769
GAL	-4.9564
SLC14A2	0.468666666666667
RDH11	-0.647125
FAM138F	0.0343333333333333
AUH	0.1118
FLJ40243	0.1956
C14orf129	-0.236125
MBD2	-1.628375
ABHD14B	-0.7779
PIGT	-0.219727272727273
ALS2CR4	0.202090909090909
ALAS1	0.162846153846154
FOXO1	2.02
CRLF3	-1.00172727272727
C20orf107	0.314
FARS2	1.1654
CCDC28A	0.0958
NPHP3	-1.4834
OR13F1	0.682
TSEN54	-1.5528
DEFB106B	-0.0662307692307692
OR8B4	0.673666666666667
STH	1.221
ZC3H14	-0.5526
CBX2	-0.088
TMEM49	-1.4038
C6orf21	0.395666666666667
FLJ20920	0.995454545454545
CRTAP	0.730842105263158
DDX50	0.047
STYXL1	0.058
BLVRB	0.71225
LOC147650	0.278625
MMP24	0.977333333333333
GRID1	4.2555
BANF1	-0.199125
CTAGEP	-1.2766
HMBS	-1.8138
SLC25A24	-3.298625
C14orf50	-0.3036
MRO	4.267
SLC25A15	-1.402
FAM84B	1.27371428571429
TDP1	-2.74733333333333
C16orf78	-0.161
C11orf57	0.0565
RFK	-0.1583
ZFYVE9	-0.337454545454546
STCH	0.306076923076923
WIBG	-0.3498
LOC283871	-0.259375
GBA2	0.387357142857143
NDUFB3	0.0428
HSD17B13	0.0831666666666667
GRIN3A	2.45371428571429
FMNL1	-1.56925
SEPT7	1.24607692307692
GNLY	0.895666666666667
GRAMD1C	1.842125
ZNF165	-1.7436
USP38	0.481
FAM83A	-3.29625
C14orf24	0.556
ARMCX3	2.0645
ARHGDIB	-1.06525
AK1	1.73272727272727
KIAA1045	2.8488
DNAJB13	0.234375
NEU2	0.117666666666667
HIST1H4B	-1.026
FAM20B	-0.885769230769231
HES2	-0.721842105263158
FAM73B	0.206923076923077
LOC388381	0.0998
INTS7	-1.69928571428571
AMPH	2.258
ZNF775	1.0168
UCKL1	-1.328125
C10orf97	0.188
C1orf161	0.047
ALDH1L1	5.3934
FLJ39378	1.15745454545455
SLC23A1	-1.65733333333333
RBM4B	1.1874
THAP4	0.164125
OGFRL1	0.0028
KIAA0831	0.206181818181818
PPP1R15A	-1.036625
C1orf96	1.477
C12orf11	-1.5786
BMF	0.269181818181818
MAN1A1	-1.74281818181818
KIAA1600	0.34
NLGN4X	2.705
ALOX12	-0.188
RB1CC1	0.0735714285714286
NEIL2	2.07584615384615
EIF4E	0.480862068965517
ABHD5	-0.9424
EXOC4	0.223875
CIP29	0.00574999999999999
BATF2	0.3412
SLC29A4	0.901
HTR4	1.171
EMB	-2.7692
TRAF6	0.4324
LMNB1	-4.77
FAM19A5	2.40063636363636
SHE	1.292
PIK3C2B	-0.1832
C15orf15	-0.414214285714286
USP15	-0.385076923076923
TCEAL2	6.4238
C5orf39	-1.22028571428571
PTGER2	-2.43
SLC31A1	-0.883904761904762
IFT172	0.525
ADAM29	0.1496
GFOD1	0.9746
ST7L	-0.08625
C15orf26	-2.5812
PKN3	-1.7582
CNTD1	1.323
COMMD1	0.2608
NTRK2	6.3729375
FOXN3	1.02454545454545
MFGE8	-0.893153846153846
PFKFB2	1.639625
TAS2R4	0.1706
ENTHD1	-0.738
PRMT5	-0.1079
MGC16384	-1.68445454545455
LOC442229	-1.7454
TSKU	-1.17727272727273
KRTCAP3	-4.11972727272727
PDLIM1	-1.96169230769231
KCNS2	0.532833333333333
RNF126	-0.73325
CEP63	0.1287
CLIC4	1.3861
hCG_1990170	1.0786
ACR	0.470538461538462
KLK7	0.6186
ALOX5AP	2.98945454545455
RIPK3	1.1094
TAS2R9	0.895666666666667
C19orf18	0.440333333333333
BIRC6	-0.358052631578947
ZNF16	0.963
RFT1	-0.7544
SLC8A2	0.1764
TACC1	1.65536363636364
ITGAD	0.1936
SAMHD1	1.00883333333333
SH3PXD2B	1.05307692307692
EPC2	1.6074
C20orf85	0.566
ATP13A2	0.670375
KRT4	0.391454545454545
CAPNS1	0.3304
MDM2	-0.52625
PCDH20	3.3804
KCNK9	0.465
OR2C1	0.375
KLHDC3	0.413
IPPK	0.127666666666667
EFHD2	-1.0286
GALR3	0.8272
NBEA	1.44725
ABCA6	0.986615384615385
CLDN3	-3.205625
AKT2	-0.153421052631579
EGFR	1.93992857142857
RBM16	-0.3209
ZDHHC3	0.0574615384615385
SLC25A4	1.90125
CYB5B	-0.00387500000000001
CPXM1	0.0386
NDRG1	-0.260375
FLJ43826	0.3894
OR5L2	0.404125
FARP2	0.117769230769231
MRPL46	-0.0154375
LDHAL6B	0.495375
MAPKAPK3	-0.146625
NCAM2	2.4394
PRKD2	-1.240875
ZFP36L1	0.987
CYSLTR1	-1.1024
OR4C3	0.557
HIST1H2AJ	-1.77666666666667
CCNB2	-5.38445454545455
ZNF10	0.4881
TMEM175	1.089
FAM134A	1.76975
TIGD4	0.0863333333333333
PCNP	0.6
MGC39715	0.1784
LQK1	-0.9432
CREB1	0.637538461538462
TMPRSS3	-2.504
C4orf32	-2.9985
LAT	-3.0608
KCNA3	-0.643333333333333
SKIV2L2	-0.927
ROPN1B	-2.7614
tcag7.23	-1.3775
CDT1	-4.3162
ZHX2	2.07372727272727
CD28	-6.3678
ZNF624	1.448
SEPT2	1.138
SOHLH2	-0.849909090909091
MCOLN3	-0.757181818181818
UNQ1945	0.933666666666667
MASP2	-1.247
ZNRF3	1.51453846153846
GPATCH3	0.5922
AGL	0.236909090909091
QRICH2	0.553333333333333
PSD4	-1.555125
CCNB1IP1	-1.358
ENPP7	0.1808
OBFC1	-0.1778
KCNG3	-1.457
C14orf79	0.665333333333333
ENPEP	-0.415571428571429
SCT	1.002
SKI	0.559454545454545
SEC61G	-1.9084
CAPN11	-0.0192
ATXN7L3	-0.2424
DBNDD1	0.501625
FAIM	1.113
ANKRD36	-2.135
GABRP	-0.176555555555556
TACSTD2	-4.610125
EIF3J	0.0982
PPP2R2A	-0.2766
TEKT4	0.22825
PVALB	-2.7475
F10	-2.8795
FAM134C	0.520076923076923
COMP	0.8706
EFCBP1	-0.160227272727273
SCLT1	-0.0201
TAL1	-0.663461538461538
ACSL1	-0.4938
ABCC5	-0.541333333333333
ABL1	-0.23408
RBBP7	0.4851875
PTPRG	0.4182
NCOR1	-0.276538461538462
SPINK4	-2.236625
TXNRD1	-0.921230769230769
TNRC15	0.9759
C9orf138	0.0308181818181818
UBE2H	-0.094625
BRDT	-0.14975
C8orf31	0.3532
CCNE2	-2.54007142857143
SLC6A8	-0.2454
CALCR	-4.181
PPP1CB	1.47366666666667
ABHD8	1.4598
ARF5	-0.124846153846154
SLC24A4	5.6952
CCT3	-0.4974
ZNF121	-0.615090909090909
SLC3A2	0.369571428571429
OR13A1	0.559
SLC5A10	-0.8444
RAD50	-1.1759
IER5	-0.1583
MTHFD1L	-1.83236363636364
MBTPS2	0.19625
MVK	-0.54
NCL	0.372846153846154
PSMD10	-0.0428
MOBP	3.31090909090909
FLJ32894	0.217666666666667
HRH1	0.884375
C5orf30	-0.1518
NUDT16L1	1.31807692307692
RASGRP3	2.73275
PRKRIP1	-0.336307692307692
CCDC75	0.6702
LOC253970	0.1324
KIAA1239	0.7222
MED21	-1.1946
SYT11	4.4378125
NTSR2	4.46133333333333
EGFL11	-0.222
CXorf59	0.615
OR2A25	0.1285
SPTBN2	0.4216
LRMP	-0.695625
RNF111	0.7034
PTH	-0.121666666666667
LOC619208	1.22925
KIAA0895	0.42
RANBP5	-0.2876
P2RY10	-0.540142857142857
NME5	4.16825
DDX21	-1.392
LRSAM1	0.183
HDAC11	0.91325
VMO1	2.609
NOLA2	-0.428125
ADAR	0.1934
MTO1	-1.599625
SF4	0.588375
P2RX1	-0.141625
HBM	0.31
EN2	0.699
C14orf172	0.493666666666667
TM9SF2	-0.209307692307692
INHBE	-0.199875
TCTE3	-0.3324
TOX2	0.551
CTAGE3	-0.8003
HBB	5.85030769230769
MED15	-0.497875
CASR	0.279
C6orf66	-2.08875
MTPN	-0.3117
UNC50	0.576
C21orf33	0.7826
IRF2	1.0893
PGR	-2.37725
GPR84	0.4624
CROCCL1	-1.541
SRPX	2.5818
BRE	0.338
FGF10	-0.712
SDC3	3.762625
ZRSR1	1.986375
DKFZP434P211	-0.3676
SOX6	0.799666666666667
RPUSD2	-0.367
C14orf173	-0.857533333333333
MAPK11	0.33475
TBC1D22A	0.0666666666666667
FAM123A	5.64133333333333
COL4A6	-2.9155
TOMM70A	0.1034
NAB1	0.8866
MGC16385	0.0754545454545455
TSPAN18	-0.9225
MED31	-0.2892
PLG	0.1618
CAPSL	0.489
ZNF532	1.33215384615385
ASB14	-0.566166666666667
CA8	0.6848
NUDT16P	-0.049
SLFN11	-1.207
LRRIQ2	0.1883
NOL7	-0.28375
BRMS1L	0.792
JARID1A	-0.285571428571429
PANK2	-0.8324
ICAM3	-2.6428
MDS1	-0.412
TAF8	-0.3776
RNF139	0.4802
ZNF594	-0.151
ADAM8	-2.18781818181818
SFTPC	1.977
MAN2B2	0.894909090909091
RGS12	1.36447619047619
EIF1AY	1.485875
LRRIQ1	-0.562
GPR150	1.481
CCDC21	-1.818125
PRRG3	0.3668
SAA4	-4.8074
RAPGEF5	0.8534
ZCCHC2	-1.162625
MGC39372	0.192666666666667
PPP4R2	-0.391111111111111
CDCA2	-3.11485714285714
OR4D5	0.29075
PTGFRN	-0.985307692307692
SIGLEC5	1.175375
C19orf61	-0.191875
NMUR2	0.338333333333333
KIAA1586	-0.7255
DAGLA	1.89875
CHCHD6	0.6848
GPR32	0.328
NEUROD6	0.676625
SLC2A4RG	-0.86865
CA5B	-0.0321666666666667
FBXL3	2.1344
MPHOSPH9	-2.0496
HMG2L1	-0.4728
HCN4	0.786875
CEACAM19	-0.628333333333333
SH2D4B	0.304875
HFE2	-0.46
TGM4	-0.05875
LYPD2	0.375
TBC1D15	-0.2752
MRPS21	0.132230769230769
NONO	-0.9395
CLEC5A	1.00036363636364
ITCH	-0.729642857142857
MGAT3	1.74725
MBP	2.8501
RPP25	-2.2652
SOSTDC1	-1.6356
HRC	-0.4952
TRIM48	0.109
TMEM133	2.8184
ECEL1P2	-0.3374
HOXC11	0.682333333333333
DOK5	2.5916
HELZ	0.433875
LOC348180	-0.0908
MGC33894	0.1828
ADRB3	0.145666666666667
DMD	0.4410625
PTRH2	-1.3028
MPEG1	2.525375
NDUFA12	0.462875
KRTAP2-4	0.643866666666667
STAMBPL1	-0.16475
ADCY2	4.458
UNQ6125	1.03833333333333
KLHL20	0.575625
SRM	-1.1082
OTC	0.989
TMIE	4.243625
SNX8	-0.2972
LIPK	-0.3615
CHURC1	0.5890625
KLC2	0.459625
HDAC1	-1.70325
FAM128A	-0.380875
FNDC3B	-1.19514285714286
MTCP1	0.034875
WFDC10B	0.0545384615384615
PCDHGB3	0.695
ATRNL1	2.61907692307692
CAV2	-1.47081818181818
MED26	-0.249
DUS1L	-1.7324
CHRM3	-1.1268
NEK9	0.434833333333333
WARS2	-2.088
TBX22	0.069
TOMM40	-1.6974
RP6-213H19.1	-5.154625
TUBGCP5	0.009
IGSF6	3.452
TPPP	1.86675
UNQ6190	-0.0933333333333333
GSTM5	2.66736363636364
BTD	1.1445
PDCD1LG2	0.246625
SNRPB2	-1.08025
ERICH1	-0.9132
APOA4	-1.5296
HOXA11	-0.716
NARG1	-0.518818181818182
MKX	2.23516666666667
RAB28	1.29855555555556
PKP3	-3.997
SH3GL2	6.1544
CTSO	3.7094
RPN2	-0.5795
IL28RA	-0.5275
SFMBT1	-1.0426
WDR57	-0.281181818181818
FER1L3	-2.34393333333333
HSF5	0.122
TTC9B	3.9484
C4BPA	-3.24157142857143
ALB	-4.4198125
SORBS3	0.852636363636364
UPF2	0.799666666666667
JPH1	-0.347
AGBL2	-1.581
DOPEY1	0.654666666666667
TERF1	0.3360625
KIF22	-1.592625
NINJ1	1.3466
SEC61A2	0.422466666666667
HIST1H1D	-2.523625
SFXN4	0.157454545454545
UCP3	-0.345
ZNF703	0.28525
MYL6B	1.4244
TREM1	0.2308
OR52E6	0.478333333333333
CKMT2	1.6678
HLA-C	1.0094
SLC13A3	-2.046375
TIMP4	5.051
SLIT2	-0.0394
RSF1	0.382478260869565
LONRF1	0.373833333333333
MON1A	1.017
CACNG6	0.397625
DPPA4	-5.184375
ZSWIM3	0.1444
ZNF804A	0.594125
CCIN	0.333
SLC25A31	-0.022
KCNMB4	2.5576
RABL5	0.6063
GALNS	-0.304538461538462
STX6	0.0803
HIST1H1C	-1.26733333333333
CIDEB	-1.02081818181818
CASP4	-2.23233333333333
PDK3	-1.05442857142857
KCNJ11	0.774666666666667
TPR	-0.7712
ZSCAN20	-0.831
MTX2	-0.7548
HIST1H2BH	-1.9112
LOC283767	0.5482
LYRM7	-0.130217391304348
BRD3	0.137
HIST1H2BO	-2.1594
MAGEB10	0.01
SLC45A1	2.4304
SERPINA3	3.17857692307692
KIAA0143	0.7668
KCNJ16	6.619625
KRT79	-0.375
FABP2	-0.318833333333333
NUT	0.235
ZNF57	-0.5146
FBXL4	-0.4909
CLEC9A	2.65566666666667
UGT8	2.715
BMP2K	1.23083333333333
MAPK4	4.186
SLC25A23	1.72584615384615
HINT1	-0.625428571428571
KRTAP13-1	0.287
SFXN5	2.28838461538462
CHCHD2	0.425
FAM3D	0.437666666666667
NDP	4.12890909090909
RHOBTB1	-0.622625
SLC4A4	5.76763636363636
RPL38	-0.0824
HTF9C	0.315375
AP2A2	1.17363636363636
ZBTB46	-0.75
MAP7D1	1.4823
AOX1	-3.076
CYR61	-2.22582352941176
DTNA	3.75516666666667
JRKL	0.915
TMOD3	-1.7996
EEA1	0.295
ADCK5	-1.4398
IL1R1	0.135
KLK3	0.426
HRSP12	1.8222
KTN1	-0.055
LOH11CR2A	0.908538461538462
RELL2	-0.679166666666667
MAB21L1	0.00899999999999999
C20orf59	-0.459875
PHKB	0.042
ADAM2	-1.61625
TBC1D8B	-1.79285714285714
FAM13A1	0.16752380952381
LAPTM4B	-0.67475
LCN8	0.247666666666667
TMEM147	1.05833333333333
SYT4	5.406
XPO7	-0.943
C9orf62	1.2718
GPR75	2.166
TRIM5	-0.6158
APOC1	1.003125
RNASE4	-1.03525
PARD6B	-3.8764
ARID1A	0.5869375
TPD52L3	0.0181538461538462
RRAGB	2.020875
RCN2	0.0865
HIST2H2BE	-0.398333333333333
STARD7	1.1936
SHMT2	-0.678
KIAA1751	-0.06975
MLYCD	0.8944
LOC162632	-0.381307692307692
UQCRH	-0.9294
RP11-217H1.1	-0.51335
SDHA	-0.22775
NCLN	-1.10169230769231
ZNF17	0.153375
RCBTB2	0.032
VEGFB	1.33023076923077
RP4-747L4.3	0.3298
COLQ	0.243153846153846
MPN2	-0.617875
DRG2	0.1072
KLRB1	2.064
ALPK2	-3.762
DNASE2B	2.2396
FLJ23834	0.616625
AXUD1	1.1905
SAFB	0.238153846153846
NSUN4	-0.8428
RFX2	3.117125
MAPK8IP1	1.77675
FANCD2	-2.87977777777778
ANKZF1	-1.718375
C19orf50	0.057
DUSP8	1.31572727272727
SENP5	-1.3782
NFKBIL2	-1.44933333333333
LBR	-0.6706
IGFL1	0.297333333333333
LZTS2	0.0685
IL2RG	-1.42445454545455
CCDC51	0.0892
KLF3	0.346
ANKRD37	-1.2072
KCTD14	-1.798125
FZR1	0.430411764705882
SLC44A4	-1.31283333333333
ESPL1	-2.25055555555556
GMPR2	0.17
TBC1D19	-0.76375
ERGIC1	-0.127
ERBB4	2.91942857142857
TSPAN32	0.0929375
MAP4	2.60963636363636
GPHN	-0.261
SLC6A2	0.628636363636364
HIVEP1	0.3414
DFFB	-0.630384615384615
EIF4EBP2	0.3982
DMRT1	-0.1464
HSPB6	0.4572
IER2	-1.4925
AIFM1	-1.0484
WWC2	-0.78575
MRPL4	-0.4524
FLJ21062	-1.00111111111111
EPB41L4A	1.13025
SH2D6	0.645666666666667
TAF4B	-1.2218
GAL3ST3	1.536
MALT1	-1.3735
RTDR1	3.0084
ARVCF	1.0797
MEX3B	-0.399
FBXO16	-0.623333333333333
