Hybridization REF	TCGA-DH-5140-01A-01R-1470-07
LOC90826	0.0194
RNF4	0.0727692307692308
F8A1	0.483125
PLEKHG4	-3.8216
GRB2	0.78762962962963
HIST1H2AD	-2.502
DUS3L	0.24325
EIF1	-0.397375
RP5-1077B9.4	0.490333333333333
FPGT	0.7124
GDF10	2.5995
COQ9	0.148
GCC2	0.0175555555555556
RARRES3	0.789545454545454
PLXNA1	0.551
KIAA0100	0.119785714285714
PMF1	-0.1454
FNDC1	3.026
HS2ST1	0.318625
CRELD2	0.25
C8G	-2.17
CD82	-0.6772
LIM2	-0.994333333333333
UNQ6490	0.249666666666667
MMP16	0.914833333333333
DRD3	-0.278666666666667
C5orf26	-0.2924
C11orf73	-0.1573
PTP4A2	-0.5417
OR4M2	0.115333333333333
HPCA	-0.432125
SEC14L1	0.1215
CHFR	-0.0491818181818182
EMILIN1	-0.1205
NDUFS4	-0.6234
COL18A1	-1.6412
PDZD3	0.167692307692308
C9orf16	-0.354125
ERBB2IP	0.212857142857143
EMX2	3.2436
FUS	0.21
TF	-0.851230769230769
CLCN4	2.6335
CXorf56	0.5774
C11orf72	0.159333333333333
ELAC2	0.291733333333333
NPR1	-1.1044
ASS1	-3.76244444444444
USP42	0.8944
POLR2J	-0.685333333333333
SEC23IP	-0.649625
UQCRC1	0.0188
LOC729603	-0.8024
C1orf71	-0.5056
POLG	-1.626
ADAM23	-0.741
TFR2	-1.209
RICTOR	-0.226538461538461
MGC39606	2.8312
C19orf55	-0.614636363636364
SNAPC1	-1.6715
GNA11	1.23818181818182
CCDC52	-0.910875
FSIP1	0.786666666666667
UPF3A	0.0315
IGSF11	1.43825
LAGE3	-0.3526
CHST6	0.972333333333333
UNC13B	0.0694545454545454
TTLL4	-0.311181818181818
ZNF687	0.7786
SDC2	-0.385214285714286
COX7A2	0.1352
LAMB4	0.208
FAM24A	0.356666666666667
LRRTM3	2.624375
GPHB5	-0.467
OR4C13	0.11
EIF3EIP	0.523
HABP4	1.84033333333333
TMEM125	-2.3992
CNTN2	2.49872727272727
ASNSD1	0.9344
FUT4	-0.0763
ACF	-3.2574
LOC158381	0.107
CDH8	0.754
AGPS	-1.0895
C4orf18	1.18754545454545
PECI	0.0970714285714286
UNG	0.0896363636363636
GSTP1	-0.107181818181818
DCUN1D5	-1.47
DKFZP564J0863	-3.0246
SLC9A3R1	-0.373363636363636
BCDO2	0.606818181818182
CHMP7	0.6348
REM2	0.259666666666667
DNHD1	-0.2475
FKBP4	-1.20954545454545
ZNF350	1.6354
MGC11102	-0.597818181818182
BST1	2.0574
KISS1R	-0.166333333333333
NCR2	-0.0216666666666667
DEFB125	-0.473
UBE2W	-0.0334545454545455
KRT15	-4.42681818181818
C10orf99	0.0866666666666667
SCN11A	0.268090909090909
GFI1	-3.4966
RDHE2	-0.367375
FHL1	2.8935
OSGEP	-0.891875
GATA1	-3.96875
SMC6	-1.0776
TTTY14	-1.65216666666667
LPIN3	-0.3898
RPL4	-0.159142857142857
RBPMS	-2.65035714285714
PRPF3	-0.21275
EMR1	-2.52
SPATA19	0.2112
XCR1	-0.266
IRX3	-2.60630769230769
RBM6	0.4742
KLF4	-1.49961538461538
UNC5CL	-0.9172
SEBOX	0.346
BTK	-0.555
KRCC1	1.2556
C6orf27	0.507
SYTL5	-0.172333333333333
PRND	-0.1019
LOC653319	0.676666666666667
PIGL	-2.07909090909091
HUS1	-1.149375
SFRS6	-1.548625
C17orf77	0.374666666666667
UIMC1	-0.257875
FXYD2	-1.91438461538462
LOC283152	-0.9424
ZNF667	1.0028
ZCCHC12	3.149
TFEC	1.30176923076923
ATP7B	-0.1925
POLD2	-0.558
RG9MTD1	0.0672
ACOT2	-0.837375
HIST1H4I	-1.27918181818182
PPARGC1A	0.192461538461538
ETFA	-1.11121428571429
POLRMT	-0.2832
ZNF146	0.525818181818182
MIA2	-1.43466666666667
KLHL6	-1.1315
HOXB5	-2.20809090909091
NENF	-0.08725
CUGBP1	0.0906
PRSS22	-1.397125
CASC4	1.15353846153846
CUL4B	-0.437615384615385
CENPJ	-0.187428571428571
PITX1	-3.146375
FLJ31033	-0.067
CELSR3	1.92325
ZNF568	1.443
ITSN1	0.184
EHBP1L1	-1.896125
C19orf2	-0.3108
DCTN1	0.638
LIN28B	-1.9055
TNKS2	0.9022
C1QBP	-0.3576
CADPS2	-0.4064
SRMS	0.00259999999999999
GJA9	0.41175
MGC24975	-0.040875
TRIM45	-1.1345
TSP50	0.2536
TCP1	-0.343
TMED7	-0.469
CMA1	-0.131
CENPL	-0.585625
PTCRA	-0.267333333333333
FST	-4.2438
VWCE	-2.601
PAWR	-3.1132
ABCC12	1.24075
LDLR	-2.742
ASTN2	2.73471428571429
LOC441212	0.567
GPATCH8	0.349166666666667
TANC2	0.1635625
KIF4A	-0.9264
C18orf18	0.4336
PGM1	-0.522
KIAA0258	-0.0798
CPD	-0.308
SNCAIP	2.7424
DCT	-4.04266666666667
HLA-DOA	1.93925806451613
OR11L1	0.299
UPK1B	1.167375
DNAJB4	0.6421
UGT1A8	-0.103
HIST1H4L	1.102
PECR	-1.408625
HSPA2	0.2452
WFIKKN1	-1.40866666666667
SERP1	0.2763
SYDE2	-2.01666666666667
TACR2	-0.0936666666666667
NUP85	-0.3788
CD177	-0.448222222222222
LGR5	-1.266125
PIGG	-0.0231875
PTHR1	0.02175
RAB5A	1.74876923076923
FLJ13224	0.311333333333333
USP9Y	-0.915125
C7orf53	-1.12166666666667
LRP1B	4.9266
XAF1	0.000799999999999992
ABCG8	-0.027
ANKDD1A	0.150375
DAND5	-1.38333333333333
SPAG6	0.611125
LINCR	2.0442
ZDHHC22	2.5178
CCDC60	-0.246
THOC7	-1.7145
TCTA	1.11676923076923
OR8K3	-0.025
NY-REN-7	-0.2514
B2M	0.357
C6orf141	-2.6114
LPPR4	5.8945
SQLE	-0.767909090909091
SEPHS1	-0.771
BTBD14B	0.203666666666667
PLRG1	-0.204
SPG7	0.497571428571429
ZNF614	-0.260222222222222
PARD6G	-0.038375
INPP5B	-0.371153846153846
GRPEL2	-0.8378
PPID	-1.06369230769231
TRIM56	-1.7298
UBE2J1	-0.719363636363636
IL20RA	0.0898
LOC387856	2.4066
C1orf107	0.67525
UTS2R	0.0318
C19orf22	0.0236
SAFB2	0.5864
KIAA0652	0.8308
KLRG1	0.81825
MS4A8B	0.220875
FRAG1	-0.3452
KIAA1546	1.3706
E2F4	-0.638615384615385
CLEC4M	0.0454444444444444
BTBD14A	0.3502
KIAA0999	0.666307692307692
GYPA	-3.5995
TAC1	2.27285714285714
TRAIP	-0.911375
KIAA0232	1.57930769230769
ERCC8	-0.9489
GPX4	-0.117090909090909
KIAA0368	0.5794
GPR157	-1.903
CTAGE4	-1.2295
C9orf30	0.056
OR52A1	0.0283333333333333
HSP90B3P	-0.317
ALG9	-0.543692307692308
BTBD10	0.7726
SDK2	-0.0196666666666667
BAIAP3	2.0314
RABGGTB	-0.6539
ANKRD40	0.234375
KRT74	1.288
CALCOCO2	-0.250388888888889
SNCA	0.9776
TMSL8	2.02527272727273
C2orf53	0.0443333333333333
ESRRB	-0.1232
ARHGAP26	-1.0873
TDRD9	-1.8294
HRAS	0.4855
KLRC4	0.366
JAGN1	-0.20225
BSDC1	1.3664
RNF43	-2.925
NDUFAF1	0.4418
PHF12	0.454333333333333
OR1L3	0.1768
FOLR2	1.05773333333333
LYZL6	0.14175
tcag7.1260	-0.266
WSB1	-0.334
PROS1	0.327
OSTN	0.291666666666667
PSMB8	-0.5136
SOCS4	0.181727272727273
DDIT4L	0.7716
MAS1	-0.181666666666667
MGC34796	-0.6744
CSHL1	0.191625
TBCCD1	0.656125
ZBTB7C	0.691666666666667
AP2S1	-0.949636363636364
P15RS	0.209615384615385
VAT1	-0.252461538461539
SHANK3	1.53
TUFM	0.08575
THEG	-0.8436
KRT34	-0.9632
SGSM3	0.4666
TOMM22	-0.3251
SOCS3	0.5875
CPO	0.506333333333333
POP4	-0.1592
BHLHB3	1.696
MALL	-0.412333333333333
OR1B1	0.319666666666667
PARK2	0.889555555555556
GPR124	0.0808
LCE1E	0.291333333333333
RUVBL2	-0.3634
CGRRF1	0.0905384615384615
ACPL2	2.4508
WNT10B	-0.652545454545454
BAIAP2L2	-1.61418181818182
ISCA1	1.0815
C1orf125	0.00427272727272726
RPAP1	-0.14
RAI16	-0.1
RPL27	-0.538545454545455
NLRP9	0.166333333333333
EPN1	0.436666666666667
LOC388610	0.3018
SLC35A1	0.585
GAL	-4.7448
SLC14A2	-0.0458333333333333
RDH11	0.40675
FAM138F	-0.497666666666667
AUH	-0.04
FLJ40243	0.261
C14orf129	-0.845
MBD2	-1.271
ABHD14B	-1.0831
PIGT	-0.727181818181818
ALS2CR4	0.862545454545455
ALAS1	0.541615384615385
FOXO1	1.076375
CRLF3	-0.658363636363636
C20orf107	-0.1525
FARS2	0.5914
CCDC28A	-0.181
NPHP3	-0.5358
OR13F1	0.455
TSEN54	-0.8484
DEFB106B	0.100076923076923
OR8B4	0.461666666666667
STH	1.1136
ZC3H14	-0.8405
CBX2	-0.179
TMEM49	-1.6966
C6orf21	0.307666666666667
FLJ20920	-1.18327272727273
CRTAP	-0.13678947368421
DDX50	-0.5358
STYXL1	-0.7076
BLVRB	-2.276625
LOC147650	0.072625
MMP24	0.275833333333333
GRID1	3.754625
BANF1	-0.00225
CTAGEP	-1.6386
HMBS	-2.6302
SLC25A24	-1.7505
C14orf50	-0.5062
MRO	1.905125
SLC25A15	-0.7026
FAM84B	0.811214285714286
TDP1	-2.211
C16orf78	-0.214125
C11orf57	-0.0555
RFK	0.0668
ZFYVE9	0.126545454545455
STCH	-0.412
WIBG	0.058
LOC283871	-0.467125
GBA2	0.532642857142857
NDUFB3	-0.5914
HSD17B13	0.387166666666667
GRIN3A	1.738375
FMNL1	-1.36125
SEPT7	1.07569230769231
GNLY	0.954666666666667
GRAMD1C	1.649125
ZNF165	-1.349
USP38	0.9512
FAM83A	-3.563375
C14orf24	0.11775
ARMCX3	1.3291
ARHGDIB	-1.360375
AK1	0.316454545454545
KIAA1045	2.303
DNAJB13	-0.03725
NEU2	0.303
HIST1H4B	-0.384125
FAM20B	-0.904846153846154
HES2	-0.659
FAM73B	-0.0986153846153846
LOC388381	0.1704
INTS7	-0.577
AMPH	3.12433333333333
ZNF775	0.632
UCKL1	-0.59475
C10orf97	-0.1656
C1orf161	-0.0485
ALDH1L1	3.1258
FLJ39378	1.07336363636364
SLC23A1	-1.889
RBM4B	1.565
THAP4	0.3265
OGFRL1	-0.8428
KIAA0831	-0.207818181818182
PPP1R15A	-0.25975
C1orf96	1.73268421052632
C12orf11	-1.1958
BMF	-0.196909090909091
MAN1A1	-2.16036363636364
KIAA1600	0.665125
NLGN4X	5.284
ALOX12	-0.583125
RB1CC1	0.613571428571429
NEIL2	0.670384615384615
EIF4E	0.481724137931035
ABHD5	-1.1848
EXOC4	0.137625
CIP29	0.703375
BATF2	-0.5418
SLC29A4	0.530454545454545
HTR4	1.30616666666667
EMB	-2.8728
TRAF6	0.373
LMNB1	-2.2818
FAM19A5	1.518
SHE	0.8042
PIK3C2B	1.1424
C15orf15	-0.0157142857142857
USP15	-0.253692307692308
TCEAL2	5.4298
C5orf39	-0.120857142857143
PTGER2	-2.8064
SLC31A1	-0.90047619047619
IFT172	1.1136
ADAM29	1.115
GFOD1	1.9756
ST7L	0.872875
C15orf26	-3.0022
PKN3	-2.339
CNTD1	0.4665
COMMD1	-0.5992
NTRK2	4.6860625
FOXN3	0.521454545454545
MFGE8	0.0245384615384615
PFKFB2	1.942625
TAS2R4	0.1102
ENTHD1	-0.334125
PRMT5	-0.9273
MGC16384	-1.407
LOC442229	-1.3414
TSKU	-0.894909090909091
KRTCAP3	-3.02036363636364
PDLIM1	-1.75192307692308
KCNS2	0.524833333333333
RNF126	-0.164625
CEP63	-0.3657
CLIC4	0.882
hCG_1990170	0.3976
ACR	0.614461538461538
KLK7	0.2242
ALOX5AP	2.32945454545455
RIPK3	1.4638
TAS2R9	0.0166666666666667
C19orf18	1.42966666666667
BIRC6	0.255421052631579
ZNF16	0.911666666666667
RFT1	-0.9356
SLC8A2	0.6962
TACC1	-0.0106363636363636
ITGAD	0.264666666666667
SAMHD1	0.392333333333333
SH3PXD2B	1.12638461538462
EPC2	2.8918
C20orf85	0.4746
ATP13A2	0.64775
KRT4	0.0732727272727273
CAPNS1	-0.1946
MDM2	-0.8425
PCDH20	5.2024
KCNK9	0.204
OR2C1	-0.111666666666667
KLHDC3	0.643625
IPPK	0.571333333333333
EFHD2	-0.7888
GALR3	-0.1166
NBEA	2.228375
ABCA6	0.910538461538462
CLDN3	-3.685
AKT2	-0.450263157894737
EGFR	0.154857142857143
RBM16	0.6715
ZDHHC3	-0.353615384615384
SLC25A4	1.4845
CYB5B	-0.505125
CPXM1	1.2548
NDRG1	-0.3729375
FLJ43826	0.3782
OR5L2	0.1095
FARP2	0.444153846153846
MRPL46	-0.5576875
LDHAL6B	0.318625
MAPKAPK3	-1.145
NCAM2	2.7042
PRKD2	-0.664125
ZFP36L1	0.573076923076923
CYSLTR1	-1.5696
OR4C3	0.4364
HIST1H2AJ	-2.474
CCNB2	-2.06409090909091
ZNF10	0.9348
TMEM175	0.409
FAM134A	1.74575
TIGD4	1.16233333333333
PCNP	0.815
MGC39715	2.4175
LQK1	-1.664
CREB1	1.28276923076923
TMPRSS3	-3.071
C4orf32	-3.2202
LAT	-2.48853333333333
KCNA3	0.518333333333333
SKIV2L2	-0.7952
ROPN1B	-1.5868
tcag7.23	-0.3305
CDT1	-1.9939
ZHX2	1.83681818181818
CD28	-6.4072
ZNF624	2.2676
SEPT2	1.2246
SOHLH2	0.0535454545454545
MCOLN3	-0.778
UNQ1945	0.031
MASP2	-1.23066666666667
ZNRF3	0.642538461538462
GPATCH3	0.2466
AGL	0.631636363636364
QRICH2	0.482666666666667
PSD4	-1.380125
CCNB1IP1	-2.1026
ENPP7	0.0572
OBFC1	-1.3676
KCNG3	-0.862333333333333
C14orf79	-0.1922
ENPEP	0.547125
SCT	0.182333333333333
SKI	0.607545454545454
SEC61G	-1.4812
CAPN11	-0.046
ATXN7L3	0.3524
DBNDD1	1.01175
FAIM	0.8976
ANKRD36	-1.586
GABRP	-0.151111111111111
TACSTD2	-4.4145
EIF3J	-0.1462
PPP2R2A	-0.4618
TEKT4	-0.01875
PVALB	-4.194375
F10	-3.163125
FAM134C	0.669461538461538
COMP	2.2665
EFCBP1	-0.336818181818182
SCLT1	0.4083
TAL1	-0.678615384615385
ACSL1	-0.3626
ABCC5	-0.0890666666666667
ABL1	-0.10156
RBBP7	0.138375
PTPRG	0.1957
NCOR1	0.282
SPINK4	-2.517125
TXNRD1	-0.938615384615385
TNRC15	1.1621
C9orf138	0.0938181818181818
UBE2H	-0.011125
BRDT	-0.027625
C8orf31	0.875
CCNE2	-0.646571428571429
SLC6A8	-1.0446
CALCR	-3.9538
PPP1CB	1.56646666666667
ABHD8	1.1906
ARF5	0.348153846153846
SLC24A4	1.7638
CCT3	0.083
ZNF121	0.029
SLC3A2	-0.711785714285714
OR13A1	0.0893333333333333
SLC5A10	-0.605
RAD50	-1.0107
IER5	-0.0986
MTHFD1L	-1.97036363636364
MBTPS2	-0.207166666666667
MVK	-0.696090909090909
NCL	0.110692307692308
PSMD10	0.6048
MOBP	0.888818181818182
FLJ32894	0.298333333333333
HRH1	1.030375
C5orf30	1.535
NUDT16L1	1.18584615384615
RASGRP3	2.384125
PRKRIP1	-0.0405384615384616
CCDC75	1.1652
LOC253970	0.3424
KIAA1239	2.3202
MED21	-1.1628
SYT11	4.5564375
NTSR2	2.947
EGFL11	0.185
CXorf59	0.206333333333333
OR2A25	-0.031
SPTBN2	0.7504
LRMP	-0.624125
RNF111	0.692
PTH	-0.5685
LOC619208	1.708625
KIAA0895	1.2314
RANBP5	-0.3377
P2RY10	-0.74325
NME5	1.16
DDX21	-1.5705
LRSAM1	0.294333333333333
HDAC11	0.1395
VMO1	1.4352
NOLA2	-0.499
ADAR	0.3186
MTO1	-1.067125
SF4	0.797
P2RX1	-0.212625
HBM	0.7052
EN2	-0.0773333333333333
C14orf172	-0.225833333333333
TM9SF2	-0.332538461538462
INHBE	-0.488375
TCTE3	0.1738
TOX2	0.4992
CTAGE3	-0.9883
HBB	5.36561538461538
MED15	-0.410625
CASR	0.1172
C6orf66	-1.0815
MTPN	-0.1839
UNC50	0.8112
C21orf33	0.2635
IRF2	0.7343
PGR	-2.638125
GPR84	0.5518
CROCCL1	0.2182
SRPX	0.196
BRE	0.251
FGF10	-0.232333333333333
SDC3	3.809625
ZRSR1	1.368625
DKFZP434P211	-0.3876
SOX6	1.494
RPUSD2	-0.2082
C14orf173	-0.7976
MAPK11	-0.02625
TBC1D22A	-0.264
FAM123A	4.54833333333333
COL4A6	-1.683625
TOMM70A	0.3514
NAB1	1.1606
MGC16385	0.269090909090909
TSPAN18	0.336375
MED31	-0.2558
PLG	-0.0342
CAPSL	0.304
ZNF532	2.14638461538462
ASB14	0.0478333333333333
CA8	0.5506
NUDT16P	-0.03975
SLFN11	-2.553
LRRIQ2	0.5173
NOL7	-0.29225
BRMS1L	0.1841
JARID1A	-0.307857142857143
PANK2	-0.593
ICAM3	-3.1978
MDS1	-0.523166666666667
TAF8	-0.6812
RNF139	0.3388
ZNF594	1.142625
ADAM8	-1.66963636363636
SFTPC	0.290818181818182
MAN2B2	0.998181818181818
RGS12	1.35
EIF1AY	-4.8369375
LRRIQ1	-0.348
GPR150	0.1592
CCDC21	-1.132
PRRG3	0.7786
SAA4	-4.8662
RAPGEF5	0.9697
ZCCHC2	-1.36475
MGC39372	-0.206333333333333
PPP4R2	-0.272333333333333
CDCA2	-1.749
OR4D5	0.295125
PTGFRN	0.631307692307692
SIGLEC5	0.481
C19orf61	0.3315
NMUR2	0.510333333333333
KIAA1586	0.285375
DAGLA	2.10275
CHCHD6	0.7954
GPR32	0.362666666666667
NEUROD6	1.4135
SLC2A4RG	-1.2967
CA5B	-0.0185
FBXL3	1.4856
MPHOSPH9	-1.3982
HMG2L1	0.348
HCN4	0.169
CEACAM19	0.7105
SH2D4B	0.4115
HFE2	-0.232333333333333
TGM4	0.00325
LYPD2	0.2572
TBC1D15	-0.4974
MRPS21	-0.101846153846154
NONO	-0.333071428571429
CLEC5A	0.910545454545455
ITCH	-0.454071428571429
MGAT3	2.516
MBP	2.0151
RPP25	-1.01
SOSTDC1	-1.8092
HRC	-1.1386
TRIM48	-0.414666666666667
TMEM133	2.3878
ECEL1P2	-1.128
HOXC11	0.181666666666667
DOK5	1.1818
HELZ	0.62675
LOC348180	0.4248
MGC33894	0.0176
ADRB3	0.21
DMD	0.67125
PTRH2	-0.881
MPEG1	2.0645
NDUFA12	-0.03775
KRTAP2-4	0.281066666666667
STAMBPL1	-1.111375
ADCY2	2.636875
UNQ6125	0.676666666666667
KLHL20	0.863125
SRM	-0.7514
OTC	0.3512
TMIE	1.940375
SNX8	-1.097
LIPK	-0.203333333333333
CHURC1	-0.7074375
KLC2	0.11775
HDAC1	-1.19925
FAM128A	-0.268375
FNDC3B	-1.615
MTCP1	-0.6355
WFDC10B	-0.0572307692307692
PCDHGB3	-0.161666666666667
ATRNL1	1.52915384615385
CAV2	-0.508
MED26	0.4555
DUS1L	-0.8024
CHRM3	-0.1823
NEK9	0.325166666666667
WARS2	-1.0688
TBX22	0.181666666666667
TOMM40	-0.6698
RP6-213H19.1	-4.278
TUBGCP5	0.0248
IGSF6	3.3136
TPPP	1.593375
UNQ6190	0.159
GSTM5	0.568
BTD	0.122125
PDCD1LG2	-0.10125
SNRPB2	-0.235125
ERICH1	-1.1823
APOA4	-1.6428
HOXA11	-0.94675
NARG1	-0.239636363636364
MKX	-0.256666666666667
RAB28	0.781222222222222
PKP3	-4.6172
SH3GL2	4.4118
CTSO	3.576
RPN2	-0.4306
IL28RA	-0.440625
SFMBT1	0.0236
WDR57	-0.412
FER1L3	-2.47286666666667
HSF5	0.21025
TTC9B	3.8402
C4BPA	-3.09475
ALB	-4.61329411764706
SORBS3	0.334454545454545
UPF2	0.466666666666667
JPH1	-0.214
AGBL2	-0.6446
DOPEY1	2.21366666666667
TERF1	0.106875
KIF22	-0.537
NINJ1	-1.366
SEC61A2	1.00953333333333
HIST1H1D	0.0202500000000001
SFXN4	-0.699272727272727
UCP3	0.821692307692308
ZNF703	0.408375
MYL6B	1.3742
TREM1	0.054
OR52E6	0.681
CKMT2	1.4246
HLA-C	0.7066
SLC13A3	-1.271
TIMP4	2.77616666666667
SLIT2	3.3912
RSF1	0.656
LONRF1	-0.0650555555555556
MON1A	1.276875
CACNG6	-1.641875
DPPA4	-6.20325
ZSWIM3	0.8404
ZNF804A	1.00875
CCIN	0.1434
SLC25A31	0.0264
KCNMB4	3.6064
RABL5	0.1404
GALNS	0.394923076923077
STX6	1.0625
HIST1H1C	-4.36666666666667
CIDEB	-1.23954545454545
CASP4	-1.19577777777778
PDK3	-2.04357142857143
KCNJ11	1.47366666666667
TPR	-0.4425
ZSCAN20	-0.590666666666667
MTX2	0.0516
HIST1H2BH	-2.9104
LOC283767	-0.0074
LYRM7	0.0948260869565217
BRD3	1.161
HIST1H2BO	-2.9492
MAGEB10	0.278
SLC45A1	2.6328
SERPINA3	0.103115384615385
KIAA0143	-0.0754
KCNJ16	6.749
KRT79	-0.316
FABP2	-0.505666666666667
NUT	0.2862
ZNF57	-0.7684
FBXL4	-0.1651
CLEC9A	2.338
UGT8	2.80025
BMP2K	-0.486833333333333
MAPK4	2.127
SLC25A23	0.919384615384615
HINT1	-0.698642857142857
KRTAP13-1	0.190333333333333
SFXN5	1.48223076923077
CHCHD2	0.364933333333333
FAM3D	0.179666666666667
NDP	1.77418181818182
RHOBTB1	-0.3835
SLC4A4	4.18345454545455
RPL38	0.414
HTF9C	0.280125
AP2A2	1.02563636363636
ZBTB46	-0.127666666666667
MAP7D1	1.283
AOX1	-0.296857142857143
CYR61	-1.40182352941176
DTNA	2.00011111111111
JRKL	0.641
TMOD3	-2.1546
EEA1	0.549307692307692
ADCK5	-1.3728
IL1R1	-0.2635
KLK3	0.0778421052631579
HRSP12	0.6574
KTN1	-0.5944
LOH11CR2A	1.06215384615385
RELL2	-0.693166666666667
MAB21L1	0.385
C20orf59	-0.844125
PHKB	0.0138
ADAM2	-1.5095
TBC1D8B	-0.861125
FAM13A1	0.45647619047619
LAPTM4B	-0.3023125
LCN8	0.152333333333333
TMEM147	0.0823333333333333
SYT4	6.15625
XPO7	-0.116
C9orf62	-0.2628
GPR75	1.61833333333333
TRIM5	-0.3483
APOC1	1.72975
RNASE4	-2.35975
PARD6B	-3.5501
ARID1A	0.678625
TPD52L3	0.00630769230769229
RRAGB	2.031
RCN2	0.296125
HIST2H2BE	-1.23195238095238
STARD7	0.1774
SHMT2	-0.708833333333333
KIAA1751	-0.132125
MLYCD	0.6901
LOC162632	-0.315692307692308
UQCRH	-0.5938
RP11-217H1.1	-0.79145
SDHA	-1.11725
NCLN	-1.01507692307692
ZNF17	0.905
RCBTB2	1.0414
VEGFB	0.136615384615385
RP4-747L4.3	0.208
COLQ	0.466615384615385
MPN2	-0.905
DRG2	0.2778
KLRB1	2.1356
ALPK2	-3.1238
DNASE2B	0.7234
FLJ23834	0.065375
AXUD1	0.643375
SAFB	0.477846153846154
NSUN4	-1.0948
RFX2	-0.18225
MAPK8IP1	1.697375
FANCD2	-1.41444444444444
ANKZF1	-1.086875
C19orf50	0.2285
DUSP8	2.452
SENP5	-0.8936
NFKBIL2	-1.04416666666667
LBR	-0.1994
IGFL1	0.103
LZTS2	-0.9457
IL2RG	-1.68336363636364
CCDC51	-0.4876
KLF3	1.0683
ANKRD37	-1.9418
KCTD14	-1.679375
FZR1	0.239117647058823
SLC44A4	-1.43669230769231
ESPL1	-0.9308
GMPR2	-1.109
TBC1D19	-0.48775
ERGIC1	-0.55635294117647
ERBB4	1.996
TSPAN32	-0.117375
MAP4	0.694545454545455
GPHN	-0.2024
SLC6A2	-0.0492727272727273
HIVEP1	0.6704
DFFB	0.290076923076923
EIF4EBP2	-0.0118
DMRT1	0.0814
HSPB6	-0.4272
IER2	-0.336
AIFM1	-1.1216
WWC2	-0.836133333333333
MRPL4	-0.6948
FLJ21062	-0.42
EPB41L4A	1.639125
SH2D6	0.4625
TAF4B	-1.266
GAL3ST3	2.01133333333333
