Hybridization REF	TCGA-CS-5394-01A-01R-1470-07
NOL7	-0.138
BRMS1L	1.7853
JARID1A	-0.583142857142857
PANK2	-1.1574
ICAM3	-3.525
MDS1	-0.318833333333333
TAF8	-0.87
RNF139	1.0334
ZNF594	1.19375
ADAM8	-0.67
SFTPC	1.75881818181818
MAN2B2	0.935636363636364
RGS12	1.75614285714286
EIF1AY	-2.0679375
LRRIQ1	-2.36975
GPR150	-0.1866
CCDC21	-1.9745
PRRG3	0.247
SAA4	-4.9226
RAPGEF5	0.2744
ZCCHC2	-0.5338125
MGC39372	0.337
PPP4R2	-0.628777777777778
CDCA2	-2.54728571428571
OR4D5	0.124375
PTGFRN	0.416538461538462
SIGLEC5	0.162125
C19orf61	-0.575
NMUR2	2.34066666666667
KIAA1586	0.38425
DAGLA	3.124125
CHCHD6	1.2024
GPR32	0.197666666666667
NEUROD6	0.571
SLC2A4RG	-1.0165
CA5B	-0.307166666666667
FBXL3	1.382
MPHOSPH9	-0.595
HMG2L1	0.2326
HCN4	0.2835
CEACAM19	0.3215
SH2D4B	0.316625
HFE2	-0.683333333333333
TGM4	0.199714285714286
LYPD2	-0.2816
TBC1D15	-0.126
MRPS21	0.106307692307692
NONO	-0.700285714285714
CLEC5A	0.208363636363636
ITCH	-0.487642857142857
MGAT3	2.090375
MBP	-0.0656
RPP25	-2.617
SOSTDC1	-3.6858
HRC	-0.8184
TRIM48	0.0713333333333333
TMEM133	1.8226
ECEL1P2	-1.3032
HOXC11	-0.750333333333333
DOK5	3.849
HELZ	0.239375
LOC348180	-0.0042
MGC33894	0.4322
ADRB3	-0.281
DMD	0.28475
PTRH2	-0.4874
MPEG1	2.942875
NDUFA12	0.796125
KRTAP2-4	0.5764
STAMBPL1	0.533875
ADCY2	3.475375
UNQ6125	1.34266666666667
KLHL20	0.597875
SRM	-1.535
OTC	0.9676
TMIE	3.161625
SNX8	-0.4222
LIPK	0.138333333333333
CHURC1	1.5633125
KLC2	0.41625
HDAC1	-2.753625
FAM128A	-0.464625
FNDC3B	-1.86228571428571
MTCP1	0.00262500000000002
WFDC10B	0.711384615384615
PCDHGB3	0.648
ATRNL1	1.84738461538462
CAV2	-1.38818181818182
MED26	0.25
DUS1L	-1.6548
CHRM3	-1.249
NEK9	0.764333333333333
WARS2	-1.3538
TBX22	1.06533333333333
TOMM40	-1.3332
RP6-213H19.1	-6.091
TUBGCP5	0.772
IGSF6	3.3286
TPPP	2.12125
UNQ6190	0.144333333333333
GSTM5	0.0320909090909091
BTD	0.1975
PDCD1LG2	-0.061125
SNRPB2	-0.66975
ERICH1	-0.2315
APOA4	-0.508
HOXA11	-1.4738
NARG1	0.237363636363636
MKX	-0.384166666666667
RAB28	1.34
PKP3	-4.5072
SH3GL2	5.6716
CTSO	4.2734
RPN2	-0.67945
IL28RA	-2.325125
SFMBT1	-0.901
WDR57	-0.990454545454545
FER1L3	-2.5308
HSF5	0.948571428571429
TTC9B	3.4288
C4BPA	-4.287625
ALB	-5.04405555555556
SORBS3	0.624818181818182
UPF2	0.198666666666667
JPH1	-0.264666666666667
AGBL2	-1.675
DOPEY1	2.02766666666667
TERF1	0.216625
KIF22	-1.232625
NINJ1	1.1684
SEC61A2	0.8156
HIST1H1D	-4.191125
SFXN4	0.552909090909091
UCP3	0.0211538461538461
ZNF703	0.606875
MYL6B	1.336
TREM1	-0.6808
OR52E6	0.620666666666667
CKMT2	2.7234
HLA-C	0.6029
SLC13A3	-3.297375
TIMP4	3.875
SLIT2	-2.247
RSF1	0.958260869565217
LONRF1	1.2485
MON1A	0.76475
CACNG6	-0.061
DPPA4	-5.71125
ZSWIM3	0.4682
ZNF804A	1.47725
CCIN	2.1312
SLC25A31	0.16125
KCNMB4	3.0134
RABL5	-0.0737
GALNS	0.454615384615385
STX6	1.7864
HIST1H1C	-4.91
CIDEB	-1.46690909090909
CASP4	-2.70266666666667
PDK3	-2.53857142857143
KCNJ11	2.93433333333333
TPR	-0.5591
ZSCAN20	-0.995
MTX2	-0.523
HIST1H2BH	-3.9686
LOC283767	0.2074
LYRM7	1.0524347826087
BRD3	0.1895
HIST1H2BO	-3.6018
MAGEB10	0.0806666666666667
SLC45A1	2.4516
SERPINA3	-2.2685
KIAA0143	0.4368
KCNJ16	5.794125
KRT79	-0.5688
FABP2	-0.769833333333333
NUT	0.3398
ZNF57	0.3046
FBXL4	-0.6312
CLEC9A	1.059
UGT8	3.2265
BMP2K	0.734333333333333
MAPK4	1.6382
SLC25A23	1.674
HINT1	-0.7185
KRTAP13-1	0.549333333333333
SFXN5	2.67107692307692
CHCHD2	0.654
FAM3D	0.417333333333333
NDP	-0.443454545454545
RHOBTB1	-0.23025
SLC4A4	5.48363636363636
RPL38	-0.086
HTF9C	0.034375
AP2A2	0.977181818181818
ZBTB46	0.0563333333333333
MAP7D1	0.4284
AOX1	-3.65942857142857
CYR61	-4.27705882352941
DTNA	2.75588888888889
JRKL	0.915
TMOD3	-2.5376
EEA1	0.187846153846154
ADCK5	-0.9692
IL1R1	-1.4
KLK3	0.604736842105263
HRSP12	1.7892
KTN1	0.0096
LOH11CR2A	0.0212307692307692
RELL2	-0.0506666666666667
MAB21L1	1.20183333333333
C20orf59	-1.027375
PHKB	-0.1876
ADAM2	-1.744125
TBC1D8B	-2.56542857142857
FAM13A1	0.208714285714286
LAPTM4B	0.8256875
LCN8	-0.0203333333333333
TMEM147	-0.494666666666667
SYT4	7.798
XPO7	-0.237
C9orf62	-0.415
GPR75	2.71833333333333
TRIM5	-0.5427
APOC1	-1.831125
RNASE4	-3.7105
PARD6B	-3.5201
ARID1A	-0.417625
TPD52L3	0.915153846153846
RRAGB	2.626375
RCN2	0.143
HIST2H2BE	-2.35580952380952
STARD7	0.8342
SHMT2	0.448833333333333
KIAA1751	1.47
MLYCD	1.3667
LOC162632	-0.491692307692308
UQCRH	-1.1876
RP11-217H1.1	-0.45095
SDHA	0.446375
NCLN	-1.18692307692308
ZNF17	0.389375
RCBTB2	-0.5818
VEGFB	1.24592307692308
RP4-747L4.3	-1.0142
COLQ	0.747307692307692
MPN2	-0.806875
DRG2	0.4234
KLRB1	1.5788
ALPK2	-4.251
DNASE2B	0.6502
FLJ23834	0.507
AXUD1	0.623625
SAFB	-0.0873846153846154
NSUN4	-1.5548
RFX2	2.364125
MAPK8IP1	2.451875
FANCD2	-2.32116666666667
ANKZF1	-1.380375
C19orf50	0.157
DUSP8	1.99463636363636
SENP5	-0.7423
NFKBIL2	-0.970833333333333
LBR	-0.3144
IGFL1	-1.10066666666667
LZTS2	-0.1909
IL2RG	-1.99272727272727
CCDC51	0.2644
KLF3	1.0524
ANKRD37	-1.3528
KCTD14	-1.827375
FZR1	0.275705882352941
SLC44A4	-2.09869230769231
ESPL1	-1.5353
GMPR2	0.120615384615385
TBC1D19	-0.90425
ERGIC1	-0.456647058823529
ERBB4	2.93821428571429
TSPAN32	0.04
MAP4	0.424181818181818
GPHN	1.438
SLC6A2	-0.0459090909090909
HIVEP1	0.1904
DFFB	-1.05584615384615
EIF4EBP2	0.2029
DMRT1	-0.2526
HSPB6	-0.1054
IER2	-1.126125
AIFM1	-0.2458
WWC2	-0.322666666666667
MRPL4	-0.4948
FLJ21062	-0.695222222222222
EPB41L4A	1.396125
SH2D6	1.102
TAF4B	-1.1672
GAL3ST3	1.90233333333333
