Hybridization REF	TCGA-E1-5318-01A-01R-1470-07
CALCOCO2	0.139611111111111
SNCA	-3.1956
TMSL8	-0.371181818181818
C2orf53	0.116333333333333
ESRRB	-0.0294
ARHGAP26	-1.0125
TDRD9	-2.318
HRAS	0.49575
KLRC4	1.0115
JAGN1	-0.222875
BSDC1	-0.4226
RNF43	-2.85707692307692
NDUFAF1	0.9816
PHF12	0.552166666666667
OR1L3	0.5106
FOLR2	2.16553333333333
LYZL6	0.099125
tcag7.1260	0.154333333333333
WSB1	-1.034375
PROS1	0.204461538461539
OSTN	0.574
PSMB8	-0.6804
SOCS4	0.611818181818182
DDIT4L	-0.4756
MAS1	-0.247
MGC34796	0.0124
CSHL1	0.1685
TBCCD1	-0.056875
ZBTB7C	0.661333333333333
AP2S1	-1.41218181818182
P15RS	1.71884615384615
VAT1	-0.651846153846154
SHANK3	1.579375
TUFM	-0.04675
THEG	-0.8232
KRT34	-1.0612
SGSM3	-0.3788
TOMM22	0.1798
SOCS3	-1.0595
CPO	0.248666666666667
POP4	-1.1574
BHLHB3	0.4978
MALL	-1.14316666666667
OR1B1	0.500666666666667
PARK2	1.08266666666667
GPR124	0.719
LCE1E	-0.126
RUVBL2	-1.1614
CGRRF1	1.66053846153846
ACPL2	1.3486
WNT10B	-1.73554545454545
BAIAP2L2	-2.39190909090909
ISCA1	0.92
C1orf125	0.089
RPAP1	0.3876
RAI16	0.187875
RPL27	-0.0200909090909091
NLRP9	-0.0776666666666667
EPN1	-0.131333333333333
LOC388610	-0.1049
SLC35A1	-0.173846153846154
GAL	-5.4308
SLC14A2	0.200166666666667
RDH11	0.372125
FAM138F	-0.112
AUH	-0.7814
FLJ40243	-0.2454
C14orf129	0.150125
MBD2	-1.20775
ABHD14B	-0.6022
PIGT	-1.30918181818182
ALS2CR4	-0.0933636363636364
ALAS1	0.244076923076923
FOXO1	1.170625
CRLF3	-1.13290909090909
C20orf107	0.2015
FARS2	0.6698
CCDC28A	-0.759
NPHP3	-1.0374
OR13F1	0.548333333333333
TSEN54	-1.229
DEFB106B	0.230384615384615
OR8B4	0.399333333333333
STH	2.0958
ZC3H14	-0.4994
CBX2	0.0323333333333333
TMEM49	-1.2982
C6orf21	0.482666666666667
FLJ20920	-2.32363636363636
CRTAP	0.0767368421052633
DDX50	-0.2762
STYXL1	0.2824
BLVRB	-3.21325
LOC147650	-1.306625
MMP24	0.0986666666666667
GRID1	4.632375
BANF1	0.170875
CTAGEP	-1.24
HMBS	-1.3568
SLC25A24	-2.866625
C14orf50	-0.3846
MRO	2.14975
SLC25A15	-0.8544
FAM84B	1.50971428571429
TDP1	-1.649
C16orf78	-0.045
C11orf57	0.305
RFK	-0.4038
ZFYVE9	-0.835090909090909
STCH	0.661
WIBG	-0.0568
LOC283871	-0.55325
GBA2	0.335142857142857
NDUFB3	-0.0718
HSD17B13	0.172
GRIN3A	2.453
FMNL1	-2.2985
SEPT7	1.41261538461538
GNLY	1.57766666666667
GRAMD1C	-0.424375
ZNF165	-2.3362
USP38	1.2586
FAM83A	-3.219625
C14orf24	0.835625
ARMCX3	1.3228
ARHGDIB	-0.489625
AK1	1.00481818181818
KIAA1045	0.915
DNAJB13	0.257375
NEU2	0.208333333333333
HIST1H4B	-1.197125
FAM20B	-0.955923076923077
HES2	-0.493315789473684
FAM73B	-0.199307692307692
LOC388381	0.234
INTS7	-0.5315
AMPH	3.117
ZNF775	0.5658
UCKL1	-1.07425
C10orf97	0.429
C1orf161	-0.179833333333333
ALDH1L1	4.0816
FLJ39378	1.40609090909091
SLC23A1	-2.022
RBM4B	0.7984
THAP4	0.22875
OGFRL1	-0.8442
KIAA0831	0.706454545454545
PPP1R15A	-1.591625
C1orf96	0.754105263157895
C12orf11	-1.0052
BMF	0.473545454545454
MAN1A1	-2.36518181818182
KIAA1600	1.2125
NLGN4X	3.5648
ALOX12	-0.208875
RB1CC1	0.386142857142857
NEIL2	1.96569230769231
EIF4E	0.359103448275862
ABHD5	-0.61
EXOC4	0.2485
CIP29	-0.131375
BATF2	0.7098
SLC29A4	1.04409090909091
HTR4	0.764166666666667
EMB	-4.0092
TRAF6	0.4886
LMNB1	-3.5954
FAM19A5	1.34409090909091
SHE	1.6104
PIK3C2B	1.2062
C15orf15	0.532428571428571
USP15	0.0547692307692308
TCEAL2	5.8492
C5orf39	-0.450857142857143
PTGER2	-2.7768
SLC31A1	-0.776380952380952
IFT172	0.5032
ADAM29	2.3398
GFOD1	1.226
ST7L	0.41775
C15orf26	-2.7576
PKN3	-1.7432
CNTD1	2.034625
COMMD1	-0.413
NTRK2	5.0426875
FOXN3	1.36627272727273
MFGE8	-0.239307692307692
PFKFB2	0.588625
TAS2R4	0.218
ENTHD1	-0.442
PRMT5	0.0466
MGC16384	-1.46627272727273
LOC442229	-0.8146
TSKU	-0.496363636363636
KRTCAP3	-3.86327272727273
PDLIM1	-1.50430769230769
KCNS2	0.146
RNF126	0.69425
CEP63	-0.3381
CLIC4	0.0623
hCG_1990170	-0.0928
ACR	0.861307692307692
KLK7	-0.1674
ALOX5AP	0.742363636363636
RIPK3	1.0942
TAS2R9	0.366666666666667
C19orf18	-0.029
BIRC6	0.0964736842105263
ZNF16	1.28866666666667
RFT1	-1.3282
SLC8A2	0.3022
TACC1	0.957181818181818
ITGAD	0.472
SAMHD1	0.9935
SH3PXD2B	0.499615384615385
EPC2	2.4476
C20orf85	0.462
ATP13A2	0.30625
KRT4	0.303
CAPNS1	-1.0738
MDM2	-0.496875
PCDH20	5.1686
KCNK9	0.509666666666667
OR2C1	0.215
KLHDC3	0.684375
IPPK	-0.174666666666667
EFHD2	-1.4207
GALR3	0.2458
NBEA	2.147625
ABCA6	0.669153846153846
CLDN3	-3.479875
AKT2	-1.32873684210526
EGFR	2.67121428571429
RBM16	0.4778
ZDHHC3	-0.369538461538462
SLC25A4	1.332375
CYB5B	-0.1965
CPXM1	1.9742
NDRG1	-2.7095625
FLJ43826	0.1612
OR5L2	0.212857142857143
FARP2	-0.0343076923076923
MRPL46	0.2233125
LDHAL6B	0.044625
MAPKAPK3	-0.6945
NCAM2	2.2872
PRKD2	-0.36275
ZFP36L1	0.563615384615385
CYSLTR1	-0.911
OR4C3	0.5462
HIST1H2AJ	-2.102
CCNB2	-4.94990909090909
ZNF10	0.6596
TMEM175	0.277333333333333
FAM134A	1.975875
TIGD4	0.305
PCNP	0.7238
MGC39715	0.377166666666667
LQK1	-1.479
CREB1	0.901076923076923
TMPRSS3	-2.97966666666667
C4orf32	-1.6164
LAT	-3.36093333333333
KCNA3	-0.118
SKIV2L2	-0.4074
ROPN1B	-5.1512
tcag7.23	-0.6855
CDT1	-3.5239
ZHX2	2.31681818181818
CD28	-5.8796
ZNF624	2.0994
SEPT2	1.19766666666667
SOHLH2	0.440909090909091
MCOLN3	-0.626181818181818
UNQ1945	0.439666666666667
MASP2	-1.034
ZNRF3	0.544615384615385
GPATCH3	0.055
AGL	-0.398636363636364
QRICH2	0.271333333333333
PSD4	-2.960125
CCNB1IP1	0.324
ENPP7	0.1908
OBFC1	-1.0212
KCNG3	-1.401
C14orf79	-0.973066666666667
ENPEP	2.692875
SCT	0.663333333333333
SKI	0.419454545454545
SEC61G	-1.8508
CAPN11	0.2776
ATXN7L3	-0.405
DBNDD1	-0.3465
FAIM	-1.5666
ANKRD36	-1.63366666666667
GABRP	-0.551555555555556
TACSTD2	-4.456625
EIF3J	0.1158
PPP2R2A	0.4668
TEKT4	-1.057375
PVALB	-4.034875
F10	-3.233375
FAM134C	0.599230769230769
COMP	0.7937
EFCBP1	-2.76704545454545
SCLT1	0.5431
TAL1	0.0842307692307692
ACSL1	-0.0496
ABCC5	-0.0273333333333333
ABL1	-0.0387600000000001
RBBP7	0.201375
PTPRG	0.8476
NCOR1	-0.132153846153846
SPINK4	-2.22614285714286
TXNRD1	-0.745307692307692
TNRC15	0.9455
C9orf138	0.179272727272727
UBE2H	0.281875
BRDT	0.033125
C8orf31	1.068
CCNE2	-2.1315
SLC6A8	-0.832
CALCR	-3.6598
PPP1CB	2.01013333333333
ABHD8	-0.7866
ARF5	-0.266230769230769
SLC24A4	1.143
CCT3	0.3364
ZNF121	0.0335454545454545
SLC3A2	0.281642857142857
OR13A1	0.208
SLC5A10	-0.6314
RAD50	-1.0898
IER5	-0.4159
MTHFD1L	-1.39072727272727
MBTPS2	0.4385
MVK	-0.132272727272727
NCL	-0.0628461538461538
PSMD10	0.487
MOBP	0.825454545454545
FLJ32894	0.099
HRH1	-1.741875
C5orf30	-1.8098
NUDT16L1	0.861230769230769
RASGRP3	4.7515
PRKRIP1	-0.486461538461538
CCDC75	0.5812
LOC253970	0.4006
KIAA1239	1.1426
MED21	-0.911
SYT11	4.451
NTSR2	0.369
EGFL11	-0.7585
CXorf59	0.1965
OR2A25	0.247166666666667
SPTBN2	0.7664
LRMP	-0.220125
RNF111	1.2342
PTH	-0.377
LOC619208	1.389625
KIAA0895	-0.6554
RANBP5	-0.1009
P2RY10	-0.885375
NME5	2.34475
DDX21	-0.9875
LRSAM1	0.0323333333333333
HDAC11	-0.103625
VMO1	1.5514
NOLA2	-0.04525
ADAR	0.471333333333333
MTO1	-0.880625
SF4	0.3695
P2RX1	-0.283125
HBM	0.8314
EN2	0.0356666666666667
C14orf172	-0.213666666666667
TM9SF2	0.108230769230769
INHBE	-0.282125
TCTE3	0.124333333333333
TOX2	-2.9302
CTAGE3	-0.656
HBB	5.28561538461538
MED15	-0.55725
CASR	0.0294
C6orf66	-0.793875
MTPN	-0.112
UNC50	0.75
C21orf33	0.7827
IRF2	0.9709
PGR	-3.073375
GPR84	0.253
CROCCL1	-2.7508
SRPX	-3.9808
BRE	0.153
FGF10	0.0193333333333333
SDC3	2.425875
ZRSR1	0.662
DKFZP434P211	-0.1826
SOX6	2.201
RPUSD2	0.3754
C14orf173	-0.5518
MAPK11	0.500875
TBC1D22A	-0.310666666666667
FAM123A	5.842
COL4A6	-3.6585
TOMM70A	0.5464
NAB1	0.8496
MGC16385	0.591636363636364
TSPAN18	-0.519
MED31	-0.3916
PLG	-0.0544
CAPSL	0.204666666666667
ZNF532	2.10076923076923
ASB14	0.0781666666666667
CA8	-3.7398
NUDT16P	-0.154875
SLFN11	-1.8065
LRRIQ2	0.3196
NOL7	-0.078375
BRMS1L	1.4562
JARID1A	-0.135142857142857
PANK2	-1.0964
ICAM3	-3.2646
MDS1	-0.508333333333333
TAF8	-0.6974
RNF139	0.954
ZNF594	1.07175
ADAM8	-1.10490909090909
SFTPC	1.50763636363636
MAN2B2	0.456909090909091
RGS12	1.04719047619048
EIF1AY	-4.786125
LRRIQ1	-1.9815
GPR150	0.2424
CCDC21	-1.711125
PRRG3	0.3602
SAA4	-5.0454
RAPGEF5	1.751
ZCCHC2	-0.54725
MGC39372	0.328333333333333
PPP4R2	-0.222111111111111
CDCA2	-3.00314285714286
OR4D5	0.4045
PTGFRN	-0.530153846153846
SIGLEC5	1.577875
C19orf61	-1.025375
NMUR2	0.549333333333333
KIAA1586	0.4595
DAGLA	1.8035
CHCHD6	1.0372
GPR32	0.508666666666667
NEUROD6	0.127125
SLC2A4RG	-1.44395
CA5B	-0.4315
FBXL3	1.875
MPHOSPH9	-1.3554
HMG2L1	0.494
HCN4	0.04875
CEACAM19	0.139666666666667
SH2D4B	0.53
HFE2	-0.242333333333333
TGM4	-0.135875
LYPD2	0.318
TBC1D15	-0.265
MRPS21	-0.00076923076923071
NONO	-0.604
CLEC5A	-0.19775
ITCH	0.0501428571428571
MGAT3	2.131125
MBP	-0.2333
RPP25	-3.052
SOSTDC1	-2.9682
HRC	0.3612
TRIM48	0.165333333333333
TMEM133	2.216
ECEL1P2	-1.09025
HOXC11	0.509333333333333
DOK5	-0.053
HELZ	0.2595
LOC348180	0.2024
MGC33894	0.1936
ADRB3	0.111666666666667
DMD	0.0529375
PTRH2	-0.3186
MPEG1	2.038125
NDUFA12	0.22075
KRTAP2-4	0.436533333333333
STAMBPL1	0.054875
ADCY2	3.118375
UNQ6125	0.668
KLHL20	0.6965
SRM	-1.3884
OTC	0.715
TMIE	2.172
SNX8	-0.9544
LIPK	0.349
CHURC1	0.17725
KLC2	0.237
HDAC1	-2.35125
FAM128A	-0.283
FNDC3B	-1.5985
MTCP1	-0.5955
WFDC10B	0.0277692307692308
PCDHGB3	0.287666666666667
ATRNL1	2.34769230769231
CAV2	-0.245909090909091
MED26	0.15775
DUS1L	-1.4766
CHRM3	-0.2669
NEK9	0.0395
WARS2	-1.0284
TBX22	-0.666666666666667
TOMM40	-1.3202
RP6-213H19.1	-5.9515
TUBGCP5	0.4444
IGSF6	3.48
TPPP	1.73
UNQ6190	-0.167333333333333
GSTM5	0.176636363636364
BTD	0.44475
PDCD1LG2	-0.037625
SNRPB2	-0.67675
ERICH1	-0.8355
APOA4	-1.4464
HOXA11	-1.038
NARG1	0.507090909090909
MKX	-0.772
RAB28	1.22172222222222
PKP3	-4.3556
SH3GL2	5.7474
CTSO	3.9532
RPN2	-0.89025
IL28RA	-0.5825
SFMBT1	-0.696
WDR57	-0.704090909090909
FER1L3	-2.43693333333333
HSF5	-0.15675
TTC9B	3.5594
C4BPA	-3.5515
ALB	-4.54152941176471
SORBS3	0.662545454545455
UPF2	-0.00833333333333334
JPH1	-0.345
AGBL2	-1.2302
DOPEY1	2.36333333333333
TERF1	0.2070625
KIF22	-1.616375
NINJ1	0.3958
SEC61A2	0.00280000000000001
HIST1H1D	-3.422875
SFXN4	0.447727272727273
UCP3	-0.0135384615384615
ZNF703	-0.00524999999999999
MYL6B	0.9914
TREM1	0.1758
OR52E6	0.622
CKMT2	2.9576
HLA-C	0.3874
SLC13A3	-3.2945
TIMP4	4.26033333333333
SLIT2	0.0052
RSF1	1.02191304347826
LONRF1	0.525333333333333
MON1A	0.806625
CACNG6	-0.11825
DPPA4	-5.96325
ZSWIM3	0.769
ZNF804A	0.925125
CCIN	0.789
SLC25A31	-0.1532
KCNMB4	1.881
RABL5	-0.4011
GALNS	0.251307692307692
STX6	1.1989
HIST1H1C	-4.49066666666667
CIDEB	-1.08736363636364
CASP4	-2.10255555555556
PDK3	-2.42021428571429
KCNJ11	1.181
TPR	-0.4693
ZSCAN20	-1.03766666666667
MTX2	-0.7342
HIST1H2BH	-2.7526
LOC283767	-0.7734
LYRM7	0.374782608695652
BRD3	-0.07675
HIST1H2BO	-2.439
MAGEB10	0.092
SLC45A1	2.255
SERPINA3	-2.63803846153846
KIAA0143	0.1218
KCNJ16	5.671125
KRT79	-0.1038
FABP2	-0.4855
NUT	0.2322
ZNF57	-0.6034
FBXL4	-0.5185
CLEC9A	1.676
UGT8	3.57425
BMP2K	-0.536
MAPK4	0.162
SLC25A23	1.20961538461538
HINT1	-0.368071428571429
KRTAP13-1	0.563333333333333
SFXN5	1.31746153846154
CHCHD2	0.469466666666667
FAM3D	1.661
NDP	-0.317
RHOBTB1	-0.29825
SLC4A4	3.33681818181818
RPL38	0.3388
HTF9C	0.100625
AP2A2	0.706727272727273
ZBTB46	-0.321333333333333
MAP7D1	0.1865
AOX1	-3.29471428571429
CYR61	-3.05641176470588
DTNA	1.9705
JRKL	0.775
TMOD3	-1.9436
EEA1	0.796230769230769
ADCK5	-0.6532
IL1R1	-1.0475
KLK3	0.169210526315789
HRSP12	0.2606
KTN1	-0.2674
LOH11CR2A	0.0996153846153847
RELL2	-1.86333333333333
MAB21L1	0.109166666666667
C20orf59	-0.49075
PHKB	-0.458
ADAM2	-1.48071428571429
TBC1D8B	-1.956625
FAM13A1	0.571
LAPTM4B	0.396375
LCN8	0.170666666666667
TMEM147	-0.613
SYT4	2.21175
XPO7	-0.118666666666667
C9orf62	-0.398
GPR75	1.76933333333333
TRIM5	-0.427
APOC1	-0.15075
RNASE4	-3.926625
PARD6B	-3.4392
ARID1A	-0.131125
TPD52L3	-0.026
RRAGB	2.534375
RCN2	-0.05475
HIST2H2BE	-1.25809523809524
STARD7	0.5274
SHMT2	0.672166666666667
KIAA1751	-0.058375
MLYCD	1.0053
LOC162632	-0.426923076923077
UQCRH	-1.106
RP11-217H1.1	-0.65895
SDHA	-0.0905
NCLN	-0.908923076923077
ZNF17	0.45175
RCBTB2	-0.0528
VEGFB	0.241076923076923
RP4-747L4.3	-0.0936
COLQ	0.498076923076923
MPN2	-0.910625
DRG2	0.3174
KLRB1	0.8016
ALPK2	-1.8852
DNASE2B	0.7
FLJ23834	-0.224375
AXUD1	1.268375
SAFB	0.388538461538462
NSUN4	-1.5328
RFX2	1.479625
MAPK8IP1	1.82375
FANCD2	-2.51961111111111
ANKZF1	-1.769
C19orf50	0.1073
DUSP8	1.46472727272727
SENP5	-0.9445
NFKBIL2	-0.960333333333333
LBR	-0.1382
IGFL1	0.104666666666667
LZTS2	-0.3368
IL2RG	-1.75209090909091
CCDC51	-0.1432
KLF3	1.3375
ANKRD37	-0.805
KCTD14	-1.456
FZR1	0.382176470588235
SLC44A4	-1.43823076923077
ESPL1	-1.7694
GMPR2	-0.0994615384615385
TBC1D19	-1.00675
ERGIC1	0.123735294117647
ERBB4	0.727071428571428
TSPAN32	-0.1095
MAP4	-0.0879090909090909
GPHN	1.108
SLC6A2	0.012
HIVEP1	0.4346
DFFB	-0.674230769230769
EIF4EBP2	0.7152
DMRT1	-0.353
HSPB6	-0.5448
IER2	-1.166
AIFM1	-0.926
WWC2	-0.2968125
MRPL4	-0.25
FLJ21062	-1.36511111111111
