Hybridization REF	TCGA-02-0001-01C-01R-0179-07
ADAMTS7	0.368076923076923
ADAMTS8	0.053
ADAMTS9	1.869
ADAMTSL1	-0.891722222222222
ADAMTSL2	0.815125
ADAMTSL3	0.0912307692307692
ADAMTSL4	-0.87575
ADAMTSL5	-0.1685
ADAR	0.231333333333333
ADARB1	-1.2369
ADARB2	0.834714285714286
ADAT1	-0.336923076923077
ADAT2	-1.481375
ADAT3	-0.085375
ADC	1.333375
ADCK1	-0.5078
ADCK2	0.172230769230769
ADCK4	0.219125
ADCK5	-1.2312
ADCY1	0.202
ADCY2	2.067125
ADCY3	-0.0365
ADCY4	1.842125
ADCY5	0.0310909090909091
ADCY6	-0.48225
ADCY7	-0.440615384615385
ADCY8	0.928625
ADCY9	-0.140909090909091
ADCYAP1	2.48025
ADCYAP1R1	0.473
ADD1	0.502833333333333
ADD2	-0.40025
ADD3	1.5309
ADFP	0.082125
ADH1A	-0.121
ADH1B	-0.071
ADH1C	0.250666666666667
ADH4	-2.1192
ADH5	0.1778
ADH6	-1.578875
ADH7	0.3172
ADHFE1	0.2618
ADI1	1.56393333333333
ADIG	0.100333333333333
ADIPOQ	0.099625
ADIPOR1	-0.337125
ADIPOR2	-0.1187
ADK	-0.662272727272727
ADM	-0.726545454545454
ADM2	-0.444875
ADMR	-0.119333333333333
ADNP	-0.3702
ADNP2	0.2124
ADORA1	2.009
ADORA2A	-1.3161
ADORA2B	-1.066375
ADORA3	4.618125
ADPGK	-0.4768
ADPRH	0.84125
ADPRHL1	-0.554875
ADPRHL2	0.2586
ADRA1A	-0.0036
ADRA1B	1.3143
ADRA1D	0.392
ADRA2A	1.0915
ADRA2B	0.887125
ADRA2C	-2.908875
ADRB1	0.819625
ADRB2	0.3538
ADRB3	0.100333333333333
ADRBK1	-0.0061
ADRBK2	0.20925
ADRM1	-0.52
ADSL	-0.838428571428571
ADSS	-0.466375
ADSSL1	-0.75875
AEBP1	1.3829
AEBP2	-0.0997333333333333
AES	0.442
AFAP1	1.742
AFAP1L1	0.31
AFAP1L2	0.4886
AFAR3	0.2472
AFF1	0.100545454545455
AFF2	0.151375
AFF3	-0.0285263157894737
AFF4	0.0482105263157895
AFG3L1	-1.607875
AFG3L2	-1.24575
AFM	-0.4605
AFMID	-1.9896
AFP	-4.74675
AFTPH	0.326523809523809
AGA	-0.2346
AGBL2	-0.0568
AGBL3	0.9562
AGBL5	0.0149375
AGER	-0.197375
AGGF1	0.353555555555556
AGK	-0.104818181818182
AGL	0.440727272727273
AGMAT	-2.5535
AGPAT1	0.744714285714286
AGPAT2	-1.48075
AGPAT3	0.569333333333333
AGPAT4	0.749923076923077
AGPAT5	0.269615384615385
AGPAT6	-1.5987
AGPAT7	-1.1385
AGPS	-0.475375
AGR2	-3.55818181818182
AGR3	-3.495
AGRN	-0.256444444444444
AGRP	0.418375
AGT	2.3018
AGTPBP1	0.144
AGTR1	1.069875
AGTR2	-0.0652
AGTRAP	0.374
AGTRL1	1.224875
AGXT	-1.2695
AGXT2	-0.267
AGXT2L1	2.678
AGXT2L2	-0.1586
AHCTF1	-0.788692307692308
AHCY	-1.8659
AHCYL1	0.6705
AHDC1	0.0133333333333333
AHI1	-0.3888125
AHNAK	-1.44825925925926
AHNAK2	1.37113333333333
AHR	0.230375
AHRR	-2.4062
AHSA1	-1.3942
AHSA2	-1.95
AHSG	-5.63758333333333
AICDA	-0.186
AIF1	2.087625
AIFM1	-0.7896
AIFM2	0.0804
AIFM3	0.286
AIG1	1.3134
AIM1	-0.1228
AIM1L	-1.09038095238095
AIM2	0.71675
AIP	-0.2505
AIPL1	-0.0368333333333333
AIRE	0.269875
AJAP1	-1.409
AK1	1.29709090909091
AK2	-0.436315789473684
AK3	0.422875
AK3L1	0.2864
AK5	2.7769
AK7	-1.7602
AKAP1	-1.256875
AKAP10	0.2094
AKAP11	1.2728
AKAP12	0.300928571428571
AKAP13	0.715
AKAP14	0.7425
AKAP3	0.4828
AKAP4	0.345666666666667
AKAP5	-0.523333333333333
AKAP6	1.27009090909091
AKAP7	1.2416
AKAP8	-0.3106
AKAP8L	-0.991
AKAP9	-0.21525
AKNA	-0.3225
AKR1A1	0.323777777777778
AKR1B1	-0.3544
AKR1B10	-1.901
AKR1C1	-2.22688888888889
AKR1C3	-1.37109090909091
AKR1C4	0.118375
AKR1CL1	0.323
AKR1CL2	-0.7506
AKR1D1	-0.636166666666667
AKR7A2	-0.01375
AKR7A3	-0.018
AKT1	-0.507818181818182
AKT1S1	-0.6788
AKT2	-0.235578947368421
AKT3	0.349375
AKTIP	0.8398
ALAD	0.913
ALAS1	0.198769230769231
ALAS2	-3.02277777777778
ALB	-3.08266666666667
ALCAM	0.0642857142857143
ALDH16A1	-0.9958
ALDH18A1	0.2567
ALDH1A1	-0.0445
ALDH1A2	-2.55507142857143
ALDH1A3	-1.40164285714286
ALDH1B1	-0.86575
ALDH1L1	1.8378
ALDH2	2.17466666666667
ALDH3A1	-0.581875
ALDH3A2	0.61625
ALDH3B1	-0.239363636363636
ALDH3B2	-0.5355
ALDH4A1	-0.263636363636364
ALDH5A1	0.10425
ALDH6A1	0.992818181818182
ALDH7A1	-0.24575
ALDH8A1	-0.245153846153846
ALDH9A1	0.965125
ALDOA	-0.0265
ALDOAP2	-0.485333333333333
ALDOB	-0.095875
ALDOC	-0.123090909090909
ALG10	-0.6306
ALG10B	-0.645181818181818
ALG11	-2.004
ALG12	-0.402666666666667
ALG13	0.180666666666667
ALG14	1.28575
ALG2	0.3294
ALG3	-0.699384615384615
ALG5	0.2436
ALG6	-0.7398
ALG8	-0.6478
ALG9	-0.621
ALK	3.21881818181818
ALKBH1	0.15025
ALKBH2	-0.1288
ALKBH3	-0.33325
ALKBH4	0.2498
ALKBH5	0.0462222222222222
ALKBH6	-0.216375
ALKBH7	0.719230769230769
ALKBH8	0.017
ALLC	-0.0612
ALMS1	-1.3835
ALMS1L	-1.05475
ALOX12	-0.196125
ALOX12B	0.0996
ALOX12P2	-0.635
ALOX15	-0.399333333333333
ALOX15B	1.71
ALOX5	2.10661538461538
ALOX5AP	3.70172727272727
ALOXE3	0.122125
ALPI	0.253
ALPK1	0.7872
ALPK2	-1.271
ALPK3	0.0206666666666667
ALPL	0.224842105263158
ALPP	0.0126
ALPPL2	0.3092
ALS2	0.454857142857143
ALS2CL	-0.825625
ALS2CR11	-0.7488
ALS2CR12	0.843875
ALS2CR13	-0.754
ALS2CR16	-0.3432
ALS2CR2	0.1111875
ALS2CR4	0.150818181818182
ALS2CR7	-0.0186666666666666
ALS2CR8	0.130125
ALX1	-2.47375
ALX3	0.5084
ALX4	-0.149666666666667
AMAC1	-0.387333333333333
AMAC1L2	-0.548666666666667
AMACR	-0.146375
AMBN	0.441
AMBP	-4.82772727272727
AMD1	0.468666666666667
AMDHD1	-0.302
AMDHD2	0.0992
AMELX	0.3458
AMELY	0.025
AMFR	0.810076923076923
AMH	-0.144
AMHR2	-1.49025
AMICA1	1.794875
AMIGO1	0.232333333333333
AMIGO2	-0.0836
AMIGO3	0.57175
AMMECR1	-1.0164
AMMECR1L	-0.450230769230769
AMN	0.314
AMN1	0.7918
AMOT	0.211076923076923
AMOTL1	-0.534666666666667
AMOTL2	-1.737
AMPD1	-1.1558
AMPD2	0.13375
AMPD3	1.321125
AMPH	2.12216666666667
AMT	-0.740076923076923
AMTN	-0.711333333333333
AMY2A	1.7598
AMY2B	0.538166666666667
AMZ1	-0.407666666666667
AMZ2	-0.0268
ANAPC1	-0.7278
ANAPC10	-0.3412
ANAPC11	0.4776
ANAPC13	1.0674
ANAPC2	-0.18825
ANAPC4	-0.261375
ANAPC5	-0.608769230769231
ANAPC7	-0.347888888888889
ANG	-0.2738
ANGEL1	-0.104
ANGEL2	0.452875
ANGPT1	-0.833230769230769
ANGPT2	3.05377777777778
ANGPT4	0.351
ANGPTL1	2.0245
ANGPTL2	2.13566666666667
ANGPTL3	-0.5198
ANGPTL4	1.511
ANGPTL5	0.1938
ANGPTL7	-0.277666666666667
ANK1	-1.357
ANK2	2.7226
ANK3	0.0649375
ANKAR	0.6794
ANKDD1A	0.58575
ANKFN1	-0.034625
ANKFY1	-0.112125
ANKH	-0.3957
ANKHD1	-0.864
ANKIB1	0.928142857142857
ANKMY1	-0.8995
ANKMY2	0.7342
ANKRA2	-0.0014
ANKRD1	-2.1476
ANKRD10	-0.3632
ANKRD11	-1.13486956521739
ANKRD12	-0.5609375
ANKRD13A	-0.325846153846154
ANKRD13B	-0.493
ANKRD13D	-0.137818181818182
ANKRD15	1.396625
ANKRD16	-0.6002
ANKRD17	-0.052
ANKRD19	-0.675466666666667
ANKRD2	-0.019
ANKRD21	-2.2922
ANKRD22	3.2276
ANKRD23	-0.988909090909091
ANKRD24	0.6865
ANKRD25	-0.16364
ANKRD26	-1.269625
ANKRD27	-0.985272727272727
ANKRD28	-0.879
ANKRD29	-0.044
ANKRD30A	-0.404333333333333
ANKRD32	-2.4126
ANKRD33	0.376333333333333
ANKRD34	0.309
ANKRD35	3.983
ANKRD36	-0.610666666666667
ANKRD37	-1.414
ANKRD38	-0.6443
ANKRD39	-0.5086
ANKRD40	0.21175
ANKRD41	-0.397
ANKRD42	0.282384615384615
ANKRD43	2.2698
ANKRD44	-0.384666666666667
ANKRD45	2.2342
ANKRD46	0.8984
ANKRD47	0.4378
ANKRD49	-0.1886
ANKRD5	-1.6611
ANKRD50	-0.0274545454545455
ANKRD53	0.171875
ANKRD54	0.00224999999999999
ANKRD55	0.6626
ANKRD57	0.3732
ANKRD6	0.571
ANKRD7	0.2306
ANKRD9	-0.5082
ANKS1A	-0.2086
ANKS1B	2.42366666666667
ANKS3	-0.656
ANKS4B	-0.0456
ANKS6	-0.18
ANKZF1	-2.3775
ANLN	-0.93975
ANP32B	-0.7832
ANP32C	-1.190375
ANP32D	-1.668
ANP32E	-0.831
ANPEP	-1.917625
ANTXR1	-0.559384615384615
ANTXR2	-0.675777777777778
ANUBL1	0.8682
ANXA1	0.611769230769231
ANXA10	-0.1994
ANXA11	0.0157692307692308
ANXA13	0.3785
ANXA2	-0.207
ANXA3	-4.1106
ANXA4	-1.0852
ANXA5	0.3844
ANXA6	0.0683333333333333
ANXA7	0.8384375
ANXA8L2	-2.35133333333333
ANXA9	-1.76566666666667
AOAH	3.26125
AOC2	0.0668
AOC3	-0.713545454545455
AOF1	-0.17
AOF2	-1.554
AOX1	-1.78328571428571
AP1B1	-0.2505
AP1G1	0.265166666666667
AP1G2	-1.37075
AP1GBP1	-0.2426
AP1M1	-0.0182
AP1M2	-2.7946
AP1S1	0.387818181818182
AP1S2	1.60392307692308
AP1S3	-0.39
AP2A1	0.10725
AP2A2	0.300454545454545
AP2B1	0.36975
AP2M1	0.541375
AP2S1	0.367181818181818
AP3B1	-0.5138
AP3B2	1.1995
AP3D1	-1.0359
AP3M1	-0.0575384615384615
AP3M2	0.3026875
AP3S1	-0.1576
AP3S2	0.157388888888889
AP4B1	-0.2682
AP4E1	-0.393454545454546
AP4M1	0.270428571428571
AP4S1	0.630333333333333
APAF1	-0.705333333333333
APBA1	0.843
APBA2	1.227
APBA2BP	-0.587
APBA3	-0.2155
APBB1	1.278875
APBB1IP	1.03888888888889
APBB2	0.7926
APBB3	0.1032
APC	1.57536363636364
APC2	1.95235714285714
APCDD1	1.864
APCDD1L	0.146333333333333
APCS	0.0198
APEH	-0.641454545454545
APEX1	-0.0799090909090909
APEX2	-0.743
APH1A	1.2867
APH1B	1.123625
API5	-0.0733333333333333
APIP	-0.770666666666667
APITD1	-0.804375
APLN	2.95209090909091
APLP1	1.695375
APLP2	0.9227
APOA1	-4.015
APOA1BP	0.182625
APOA2	-3.71407692307692
APOA4	-1.1033
APOA5	-1.3582
APOB	-4.314375
APOB48R	0.19
APOBEC1	-0.255666666666667
APOBEC2	-0.2066
APOBEC3A	0.147
APOBEC3B	-1.2688
APOBEC3C	-0.5362
APOBEC3D	-1.37825
APOBEC3F	-0.5368
APOBEC3G	0.6022
APOBEC3H	0.699666666666667
APOC1	2.103125
APOC2	0.647
APOC3	-3.5384
APOC4	0.3298
APOD	4.44436363636364
APOE	3.07330769230769
APOF	-1.634375
APOH	-4.2495
APOL1	0.873833333333333
APOL2	0.439538461538462
APOL3	1.517375
APOL4	0.61475
APOL5	0.413333333333333
APOL6	0.352428571428571
APOLD1	2.4524
APOM	-2.7476
APOO	0.8844
APOOL	0.293
APP	2.82807692307692
APPBP1	-1.1698
APPBP2	-0.801166666666667
APPL1	0.3952
APPL2	1.50263636363636
APRT	-0.848333333333333
APTX	0.1696
AQP1	3.31645454545454
AQP10	-0.522153846153846
AQP11	0.2416
AQP12B	0.0393333333333333
AQP2	0.52
AQP3	-2.20618181818182
AQP4	4.9025
AQP5	1.305125
AQP6	1.6125
AQP7	-0.572666666666667
AQP7P2	0.189833333333333
AQP8	0.2225
AQP9	2.7416
AQR	-0.46825
AR	0.951
ARAF	-0.5284
ARC	1.89183333333333
ARCN1	-0.618
ARD1A	-0.0085
ARD1B	0.0556
AREG	-3.264625
ARF1	-0.2275
ARF3	0.873533333333333
ARF4	1.05633333333333
ARF5	0.578692307692308
ARF6	-0.753
ARFGAP1	-0.8443
ARFGAP3	0.2518
ARFGEF1	-0.2392
ARFGEF2	-1.009
ARFIP1	0.256272727272727
ARFIP2	-0.0738
ARFRP1	-0.575375
ARG1	-1.6906
ARG2	-0.7676
ARHGAP1	0.3317
ARHGAP11A	-2.538125
ARHGAP12	2.0106
ARHGAP15	-1.6626
ARHGAP17	0.0255384615384615
ARHGAP18	0.375625
ARHGAP19	-0.702625
ARHGAP20	2.155375
ARHGAP21	2.042
ARHGAP22	-0.5496
ARHGAP23	0.0606666666666667
ARHGAP24	0.399636363636364
ARHGAP25	1.3755
ARHGAP26	0.148
ARHGAP27	-0.136777777777778
ARHGAP28	-0.8908
ARHGAP29	-0.2225
ARHGAP30	0.129125
ARHGAP4	-0.733
ARHGAP5	0.218
ARHGAP6	0.0906875
ARHGAP9	1.9434
ARHGDIA	0.497190476190476
ARHGDIB	-0.254
ARHGDIG	1.972
ARHGEF1	-0.457125
ARHGEF10	-1.20927586206897
ARHGEF10L	1.76230769230769
ARHGEF11	-0.16475
ARHGEF12	0.459533333333333
ARHGEF15	0.166666666666667
ARHGEF16	-2.725375
ARHGEF17	0.913
ARHGEF18	-0.5436
ARHGEF19	-1.3744
ARHGEF2	-0.0578
ARHGEF3	2.6062
ARHGEF4	1.6676
ARHGEF5	-2.0857
ARHGEF6	2.080375
ARHGEF7	2.23425
ARHGEF9	1.516
ARID1A	-0.190375
ARID1B	-0.456090909090909
ARID2	-1.0378
ARID3A	-2.7784
ARID3B	-2.89
ARID4A	0.37925
ARID4B	0.1839
ARID5A	2.4676
ARID5B	0.947777777777778
ARIH1	-0.255666666666667
ARIH2	0.0429
ARL1	0.597277777777778
ARL10	0.318333333333333
ARL11	0.380642857142857
ARL13A	-0.261
ARL13B	0.5528
ARL14	-0.776333333333333
ARL15	-0.0775
ARL16	0.22
ARL2	-0.42
ARL2BP	1.486
ARL3	0.6673
ARL4A	1.16525
ARL4C	0.884545454545455
ARL4D	0.437
ARL5A	0.710769230769231
ARL5B	-0.427636363636364
ARL6	0.850125
ARL6IP1	1.29092307692308
ARL6IP2	-0.277333333333333
ARL6IP4	-0.350384615384616
ARL6IP5	1.64654545454545
ARL6IP6	-0.521666666666667
ARL8A	1.86616666666667
ARL8B	1.24876923076923
ARL9	2.711
ARMC1	-0.855142857142857
ARMC10	0.609142857142857
ARMC2	0.0264
ARMC3	0.2192
ARMC4	-1.8075
ARMC5	-0.176
ARMC6	-0.4966
ARMC7	0.185333333333333
ARMC8	0.7138
ARMC9	-0.660727272727273
ARMCX1	2.0164
ARMCX2	1.2285
ARMCX3	1.1742
ARMCX4	0.389
ARMCX5	-0.0202
ARMCX6	1.2049375
ARMET	0.0858
ARMETL1	-0.879666666666667
ARNT	0.233
ARNT2	2.95414285714286
ARNTL	1.29009090909091
ARNTL2	-0.4314
ARP11	-0.6254
ARPC1A	0.573125
ARPC1B	-0.39975
ARPC2	0.455875
ARPC3	0.563125
ARPC4	0.876333333333333
ARPC5	0.451272727272727
ARPC5L	0.6885
ARPM1	1.1942
ARPP-19	1.17366666666667
ARPP-21	0.379615384615385
ARR3	-0.32125
ARRB1	-0.9624
ARRB2	1.1132
ARRDC1	-0.941230769230769
ARRDC2	0.39075
ARRDC3	0.5216
ARRDC4	0.438833333333333
ARRDC5	0.8324
ARS2	-0.616611111111111
ARSA	0.795333333333333
ARSB	-0.374
ARSD	-0.0595
ARSE	-1.043375
ARSF	1.432
ARSG	-0.482333333333333
ARSJ	0.581625
ARSK	0.7308
ART1	-0.0536666666666667
ART3	-0.25
ART4	-0.481375
ART5	-0.725
ARTN	0.1435
ARTS-1	-0.339692307692308
ARV1	0.00100000000000001
ARVCF	-0.1819
ARX	0.2779
AS3MT	-1.018
ASAH1	1.28314285714286
ASAH3	0.243333333333333
ASAHL	0.2009
ASAM	-4.3665
ASB1	-0.295
ASB10	-0.0991666666666667
ASB11	0.0903333333333333
ASB12	-0.170666666666667
ASB13	-0.5835
ASB14	0.0808333333333333
ASB15	0.283
ASB16	-0.120833333333333
ASB17	0.541
ASB2	0.02425
ASB3	0.5875
ASB4	0.146166666666667
ASB5	1.14866666666667
ASB6	-0.279
ASB7	-0.711125
ASB8	0.089
ASB9	-0.6258
ASCC1	0.3668
ASCC2	-0.707875
ASCC3	-0.584076923076923
ASCC3L1	0.0036
ASCIZ	0.130923076923077
ASCL1	2.906375
ASCL2	-0.91925
ASCL3	-0.084
ASF1B	-1.317875
ASGR1	-2.54275
ASGR2	-3.07227272727273
ASH1L	0.4289
ASH2L	-0.2421
ASL	-0.13
ASNA1	0.7594
ASNS	0.430090909090909
ASNSD1	0.5344
ASPA	3.838375
ASPH	-0.986545454545455
ASPHD1	1.04333333333333
ASPHD2	1.332
ASPM	-1.838
ASPN	2.399125
ASPSCR1	-1.2062
ASRGL1	-0.175166666666667
ASS1	-2.64688888888889
ASTE1	-0.16375
ASTL	-0.0318
ASTN1	2.5673
ASTN2	1.4055
ASXL1	-0.567636363636363
ASXL2	-0.0834
ASXL3	-1.11145454545455
ASZ1	-0.158333333333333
ATAD1	-0.4578
ATAD2	-2.03517647058824
ATAD2B	-0.0392
ATAD3A	-1.34481818181818
ATAD3B	-1.436
ATAD3C	0.909
ATAD4	-3.780625
ATAD5	-2.5336
ATCAY	1.5409375
ATE1	-0.0586
ATF1	-0.322375
ATF2	0.2178125
ATF3	0.8381875
ATF4	0.111714285714286
ATF5	0.887333333333333
ATF6	0.3556
ATF7	0.3105
ATF7IP	1.1245
ATF7IP2	-2.02
ATG10	-0.808454545454546
ATG12	-0.278333333333333
ATG16L1	0.637375
ATG16L2	-1.1754
ATG2A	-1.165
ATG2B	-0.369375
ATG3	-0.2535
ATG4A	0.85075
ATG4B	-0.367
ATG4C	-0.196875
ATG4D	-0.4664
ATG5	0.3792
ATG7	0.673375
ATG9A	-0.1888
ATG9B	-0.178363636363636
ATHL1	-1.4376
ATIC	-0.9032
ATM	-1.08252941176471
ATN1	0.91825
ATOH1	0.057
ATOH7	0.41625
ATOH8	-0.1826
ATOX1	1.14472727272727
ATP10A	0.614461538461538
ATP10B	0.584272727272727
ATP10D	2.124
ATP11A	0.00736842105263158
ATP11B	-0.701095238095238
ATP11C	-0.329636363636364
ATP12A	-0.012
ATP13A1	-0.58925
ATP13A2	-0.0795
ATP13A3	0.169125
ATP13A4	2.171
ATP13A5	0.457333333333333
ATP1A1	0.258307692307692
ATP1A2	7.0504
ATP1A3	-0.2388
ATP1A4	-0.409125
ATP1B1	0.6924
ATP1B2	2.909
ATP1B3	-0.0146363636363636
ATP1B4	0.399
ATP2A1	0.3645
ATP2A2	0.902388888888889
ATP2A3	-1.51369230769231
ATP2B1	0.3886
ATP2B2	1.48415384615385
ATP2B3	1.09933333333333
ATP2B4	0.0707333333333333
ATP2C1	0.144181818181818
ATP2C2	-1.623
ATP4A	-0.590666666666667
ATP4B	0.254
ATP5A1	0.18325
ATP5B	-0.389666666666667
ATP5C1	-0.225875
ATP5D	0.093125
ATP5E	0.7464
ATP5F1	0.3023
ATP5G1	-0.33375
ATP5G2	0.1378
ATP5G3	0.287444444444444
ATP5H	0.067625
ATP5I	0.740818181818182
ATP5J	0.553375
ATP5J2	1.21645454545455
ATP5L	-0.0815
ATP5O	0.5224
ATP5S	0.180125
ATP6AP1	0.621153846153846
ATP6AP2	0.8472
ATP6V0A1	0.652636363636364
ATP6V0A2	-0.5688
ATP6V0A4	-1.993625
ATP6V0B	1.27763636363636
ATP6V0C	1.678
ATP6V0D1	1.225125
ATP6V0D2	0.0235384615384616
ATP6V0E1	1.8595
ATP6V0E2	2.385875
ATP6V1A	0.541625
ATP6V1B1	-0.620692307692308
ATP6V1B2	1.5405
ATP6V1C1	-0.0846153846153846
ATP6V1C2	-1.028
ATP6V1D	0.5774
ATP6V1E1	0.376727272727273
ATP6V1E2	0.724875
ATP6V1F	1.4132
ATP6V1G1	0.2315
ATP6V1G2	3.5772
ATP6V1G3	-0.000800000000000004
ATP6V1H	0.41625
ATP7A	0.464375
ATP7B	-1.50625
